排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,3015,全漢,50.7,0.0,0.0,05/20,34.2,36.8,24.8,17.0,6.38,-7.81,-4.15,-1.33,-0.11,0.19,0.08,-2.81
2,6782,視陽,190.5,-2.5,-1.3,05/20,2.21,6.87,11.1,16.8,7.04,3.38,1.85,0.99,0.68,-0.31,,1.39
3,6515,穎崴,9080.0,-410.0,-4.32,05/20,-13.1,1.17,8.37,14.0,4.47,1.45,1.49,2.55,1.83,0.21,,2.47
4,4549,桓達,100.5,3.9,4.04,05/20,19.3,27.4,21.8,13.7,6.05,3.1,1.3,0.12,-0.28,-0.01,0.01,0.98
5,6146,耕興,216.5,3.5,1.64,05/20,1.55,0.98,0.45,13.0,5.47,2.99,1.51,1.05,0.39,-1.22,-0.04,1.15
6,6561,是方,355.0,11.5,3.35,05/20,46.0,26.2,19.0,12.2,5.18,-3.49,-1.54,0.66,0.49,0.3,,-0.63
7,8069,元太,230.0,8.0,3.6,05/20,14.1,14.5,9.39,12.2,4.88,3.34,1.89,1.23,0.54,0.28,0.04,1.94
8,2330,台積電,2185.0,-20.0,-0.91,05/20,5.71,7.55,10.9,11.5,9.55,5.71,2.53,2.12,1.06,0.57,0.27,2.19
9,3706,神達,80.3,-0.4,-0.5,05/20,39.9,34.4,22.8,10.8,3.51,1.98,0.74,-0.25,0.01,0.02,-0.04,0.29
10,6531,愛普*,973.0,-52.0,-5.07,05/20,1.27,3.41,3.99,10.2,7.71,4.04,1.82,0.83,0.61,0.09,,0.86
11,1723,中碳,79.7,1.6,2.05,05/20,33.0,24.5,17.8,9.64,4.16,1.77,0.37,0.24,0.0,0.03,-0.08,0.32
12,5534,長虹,75.6,0.1,0.13,05/20,5.94,2.96,2.03,9.47,13.5,14.2,4.2,2.45,0.1,0.26,-0.02,3.1
13,4746,台耀,51.6,0.0,0.0,05/20,10.6,3.91,1.96,9.13,9.05,9.67,3.98,2.42,1.43,0.09,-0.12,2.73
14,6715,嘉基,481.0,-3.0,-0.62,05/20,16.1,5.45,3.53,8.58,6.94,5.96,4.77,4.27,3.94,1.2,,4.33
15,00850,元大臺灣ESG永續,78.75,-0.1,-0.13,05/20,14.9,15.7,12.3,8.54,4.33,2.0,0.24,-0.28,-0.81,0.17,,-0.4
16,8109,博大,126.5,11.5,10.0,05/20,7.3,14.2,13.1,8.5,5.14,1.85,1.01,0.56,0.26,-0.02,0.05,0.66
17,6203,海韻電,69.0,0.7,1.02,05/20,29.9,27.8,18.9,8.34,1.43,0.7,0.5,0.16,0.33,0.09,0.04,0.28
18,2421,建準,143.0,-2.0,-1.38,05/20,17.6,19.4,14.8,8.28,2.94,1.5,-0.47,-0.25,-0.1,0.0,0.0,-0.41
19,2303,聯電,108.0,-5.0,-4.42,05/20,9.33,10.7,9.69,7.84,5.73,3.36,2.35,-0.62,-1.02,3.51,1.07,0.67
20,2345,智邦,2355.0,-35.0,-1.46,05/20,2.23,3.52,5.11,7.77,4.99,3.98,3.04,1.78,0.14,0.62,-0.04,1.43
21,6278,台表科,203.0,-12.5,-5.8,05/20,2.79,4.51,5.6,7.6,5.09,1.31,-1.04,-2.51,-3.41,2.13,0.38,-2.36
22,2412,中華電,139.0,-3.5,-2.46,05/20,0.73,10.6,9.6,7.27,6.07,2.82,-0.05,0.25,-1.65,0.64,0.45,0.61
23,2327,國巨*,520.0,23.0,4.63,05/20,11.8,8.85,8.36,7.02,7.1,4.01,2.03,1.84,1.18,0.91,0.43,2.05
24,3533,嘉澤,2360.0,35.0,1.51,05/20,31.0,30.1,25.2,7.0,1.39,0.49,3.54,2.32,0.11,-0.99,0.14,3.46
25,8016,矽創,285.5,5.0,1.78,05/20,25.8,24.3,19.9,6.95,3.6,0.58,-0.39,0.3,0.92,0.01,0.0,-1.87
26,6831,邁科,720.0,-13.0,-1.77,05/20,9.09,13.3,5.99,6.72,4.02,1.44,0.53,,,,,0.05
27,00947,台新臺灣IC設計,33.16,0.18,0.55,05/20,33.5,15.1,10.9,6.59,2.85,1.64,0.81,0.4,0.32,,,0.41
28,2801,彰銀,20.35,-0.15,-0.73,05/20,17.9,20.0,13.7,6.45,2.64,-0.51,-0.9,-3.1,-2.12,-0.21,0.0,-6.38
29,4933,友輝,72.5,4.6,6.77,05/20,6.55,10.6,9.08,6.24,3.19,0.78,0.55,-0.17,-0.29,0.04,0.02,0.5
30,7749,意騰-KY,475.5,-6.5,-1.35,05/20,0.0,0.0,1.28,6.02,1.74,1.06,0.67,0.26,,,,0.61
31,2204,中華,52.2,0.2,0.38,05/20,4.28,0.97,0.01,5.98,6.12,8.36,2.27,-0.7,-2.08,-1.23,0.16,0.07
32,4755,三福化,135.0,0.5,0.37,05/20,19.3,19.7,11.5,5.82,2.07,0.47,0.15,-0.14,-0.39,0.03,0.0,0.12
33,2352,佳世達,26.05,1.0,3.99,05/20,11.2,12.4,9.88,5.79,2.44,1.27,-0.01,-0.33,-0.28,-0.09,-0.09,0.0
34,2891C,中信金丙特,62.3,0.0,0.0,05/20,0.0,0.0,7.63,5.74,13.8,20.0,13.1,11.3,0.02,-1.97,,11.7
35,2455,全新,400.5,17.5,4.57,05/20,7.93,7.32,6.67,5.71,4.17,3.26,0.88,0.65,0.37,-0.15,-0.05,0.76
36,8210,勤誠,1285.0,-40.0,-3.02,05/20,-9.16,-6.62,0.52,5.68,12.3,8.31,0.46,1.16,0.79,0.18,0.11,1.31
37,5347,世界,159.0,1.5,0.95,05/20,7.19,12.0,5.96,5.66,4.38,0.54,-0.88,-3.0,-4.22,1.82,1.01,-2.35
38,9917,中保科,113.0,0.0,0.0,05/20,4.02,10.3,6.22,5.62,3.75,0.8,-1.36,-0.19,-0.2,0.09,-0.01,-1.58
39,4105,東洋,74.0,-0.2,-0.27,05/20,1.87,-1.55,-1.28,5.5,9.12,12.0,3.83,2.02,1.09,0.27,-0.6,2.77
40,6147,頎邦,215.5,13.0,6.42,05/20,11.1,10.2,8.16,5.27,2.74,3.25,2.45,1.01,0.26,1.4,0.41,1.97
41,3045,台灣大,115.0,-1.5,-1.29,05/20,19.8,11.1,8.0,5.18,1.45,-0.45,-1.8,10.8,-1.69,5.09,3.01,-3.14
42,3036,文曄,279.0,14.0,5.28,05/20,13.8,7.79,6.34,5.07,11.8,6.56,3.86,3.87,5.2,2.08,1.47,2.56
43,2615,萬海,81.1,0.7,0.87,05/20,6.53,8.5,6.22,4.94,2.92,0.21,-3.86,-8.12,-0.88,-0.14,-0.01,-3.87
44,8996,高力,994.0,-46.0,-4.42,05/20,-0.57,-0.59,0.49,4.91,3.03,2.55,0.97,0.47,0.22,0.07,0.03,0.8
45,3090,日電貿,178.5,16.0,9.85,05/20,6.33,5.8,5.15,4.9,2.95,2.0,0.82,0.54,0.86,0.69,0.25,-0.22
46,4551,智伸科,148.5,2.5,1.71,05/20,32.2,15.7,9.36,4.84,2.09,1.35,1.4,-0.09,0.78,-0.11,-0.05,0.98
47,1513,中興電,148.5,-1.5,-1.0,05/20,13.8,13.8,9.17,4.8,1.32,1.24,-0.04,0.37,0.42,-0.33,0.06,-0.55
48,3023,信邦,303.5,-4.0,-1.3,05/20,-0.18,6.46,6.79,4.76,2.24,-4.42,-3.63,-0.13,3.19,1.1,0.22,-3.07
