"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔成交","2日買賣超佔成交","3日買賣超佔成交","5日買賣超佔成交","10日買賣超佔成交","1個月買賣超佔成交","3個月買賣超佔成交","半年買賣超佔成交","1年買賣超佔成交","3年買賣超佔成交","10年買賣超佔成交","今年買賣超佔成交"
"1","2891C","中信金丙特","62.2","-0.1","-0.16","05/15","0","0","0","+20.1","+25.4","+24","+14.1","+10.6","-0.51","-2.2","","+12.4"
"2","5534","長虹","76.3","-0.3","-0.39","05/15","+22.1","+15.9","+11.3","+16.7","+21.5","+13.3","+4.28","+2.42","-0.02","+0.26","-0.02","+3.13"
"3","3036","文曄","270","-1.5","-0.55","05/15","+9.36","+3.43","+12.3","+16.6","+9.99","+5.39","+3.71","+3.51","+5.29","+2.05","+1.45","+2.39"
"4","8210","勤誠","1410","-50","-3.42","05/15","+12","+10.4","+15.5","+14.9","+13.1","+7.9","+0.46","+1.16","+0.77","+0.2","+0.11","+1.32"
"5","6669","緯穎","5115","-320","-5.89","05/15","-0.89","+0.83","+6.9","+14.2","+12.4","+12.2","+4.68","+1.6","+0.72","+0.47","","+1.58"
"6","7769","鴻勁","6895","-665","-8.8","05/15","-0.12","-1.26","+15.2","+12.3","+8.71","+4.03","+1.35","","","","","+1.55"
"7","6782","視陽","189","-1","-0.53","05/15","+20.4","+25.1","+19.5","+11.8","+4.52","+1.75","+1.35","+0.19","+0.5","-0.41","","+0.96"
"8","2330","台積電","2265","-5","-0.22","05/15","+9.85","+12.5","+12.5","+10.8","+7.6","+4.22","+2.15","+1.8","+0.92","+0.51","+0.25","+1.92"
"9","6531","愛普*","1080","+30","+2.86","05/15","+22.5","+16.8","+14.6","+10.4","+8.21","+3.63","+1.69","+0.82","+0.55","+0.07","","+0.73"
"10","3017","奇鋐","2455","-100","-3.91","05/15","+2.53","+3.46","+9.08","+10.3","-2.33","+0.4","+1.75","-0.67","+0.3","-0.54","+0.07","-0.69"
"11","4966","譜瑞-KY","800","-19","-2.32","05/15","0","+2.47","+6.03","+10","+8.87","+5.05","+3.66","+3.8","+2.43","+0.44","+0.02","+3.53"
"12","6146","耕興","214.5","-5.5","-2.5","05/15","+21.5","+21.4","+13.1","+9.75","+3.64","+2.74","+1.54","+1.04","+0.38","-1.33","-0.04","+1.16"
"13","4105","東洋","75.1","-0.9","-1.18","05/15","0","+13.2","+8.87","+9.64","+15.5","+11.6","+3.98","+1.99","+1.11","+0.29","-0.61","+2.85"
"14","8996","高力","1040","-25","-2.35","05/15","+10.1","+13","+5.51","+9.3","+1.17","+3.04","+0.99","+0.38","+0.24","+0.08","+0.05","+0.81"
"15","4746","台耀","53.8","+0.7","+1.32","05/15","+13.8","+14.9","+10.8","+8.92","+12.6","+9.47","+4.07","+2.37","+1.41","+0.09","-0.09","+2.76"
"16","2345","智邦","2505","-170","-6.36","05/15","+9.34","+9.9","+8.52","+8.1","+4.11","+3.75","+2.95","+1.52","+0.09","+0.55","-0.07","+1.34"
"17","3711","日月光投控","547","-1","-0.18","05/15","+2.23","+0.19","+4.69","+7.64","+5.87","+4.18","+2.21","-2","-3.06","+0.42","","+1.46"
"18","6278","台表科","220.5","-5.5","-2.43","05/15","+5.22","+9.31","+7.49","+7.23","+3.7","-0.16","-1.8","-3.1","-3.86","+1.99","+0.35","-3.18"
"19","6515","穎崴","9780","-760","-7.21","05/15","+19.8","+20","+7.89","+6.97","+1.9","+3.98","+1.23","+2.5","+1.56","+0.27","","+2.36"
"20","2327","國巨*","455.5","-6.5","-1.41","05/15","+5.15","+4.37","+6.38","+6.77","+5.09","+2.43","+1.27","+1.48","+0.92","+0.69","+0.33","+1.58"
"21","1582","信錦","99.4","+1.6","+1.64","05/15","0","+4.28","+6.08","+6.61","+4.02","+0.6","+0.46","+0.3","-0.07","+0.14","+0.09","+0.42"
"22","5483","中美晶","140.5","-12","-7.87","05/15","-0.03","-0.16","-0.18","+6.58","+7.05","+2.04","+1","+0.48","-0.45","+1.15","+0.25","+0.71"
"23","6177","達麗","45.6","-0.1","-0.22","05/15","0","0","0","+6.39","+4.51","-3.15","-1.76","-4.27","-0.96","+0.21","+0.14","-2.25"
"24","2727","王品","236.5","-0.5","-0.21","05/15","+11.4","+7.69","+5.61","+5.56","+4.1","+4.23","+1.72","+0.95","-1.42","-0.53","+0.03","+1.16"
"25","8069","元太","210","-16","-7.08","05/15","-1.44","+13.1","+8.26","+5.46","+3.83","+2.92","+1.64","+1.03","+0.39","+0.26","+0.04","+1.75"
"26","6715","嘉基","479","-8","-1.64","05/15","+19.4","+22.7","+14.9","+5.44","+6.95","+6.5","+4.83","+4.3","+3.95","+1.16","","+4.37"
"27","1215","卜蜂","140","+1.5","+1.08","05/15","+8.72","+10.6","+8.88","+5.41","+1.37","-2.93","+0.93","+10.2","+3.98","+4.31","+0.71","+2.61"
"28","2204","中華","52","-0.2","-0.38","05/15","+14.4","+9.76","+5.27","+5.26","+10.6","+7.91","+2.36","-0.61","-2.07","-1.14","+0.16","+0.07"
"29","2383","台光電","4615","-305","-6.2","05/15","-6.84","-0.12","+3.56","+5.22","+4.56","+2.81","+2.79","+1.64","-1.18","+0.03","+0.14","+1"
"30","9917","中保科","112","-1","-0.88","05/15","+7.28","+4.87","+7.74","+5.2","-0.54","-0.78","-1.69","-0.42","-0.3","+0.08","-0.02","-1.81"
"31","6831","邁科","725","+3","+0.42","05/15","+11.2","+7.02","+7.87","+4.98","+3.05","+1.11","+0.42","","","","","-0.04"
"32","3624","光頡","76.2","+3","+4.1","05/15","+8.91","+7.79","+7.13","+4.97","+3.73","+2.94","+1.79","+0.48","+0.41","-0.66","+0.05","+0.8"
"33","5274","信驊","17195","-615","-3.45","05/15","+1.62","+2.57","+0.58","+4.93","+4.1","+3.4","+3.92","+4.56","+1.92","+0.21","-0.07","+4.14"
"34","3037","欣興","821","-60","-6.81","05/15","-3.63","+4.02","+4.2","+4.88","+1.79","+0.37","+3.08","+2.43","+1.52","+0.38","+0.22","+2.99"
"35","6510","精測","3735","-415","-10","05/15","+4.55","+6.15","+1.28","+4.83","+1.95","+2.99","-1.69","+0.77","+0.76","+1.24","+0.26","+0.45"
"36","9958","世紀鋼","104.5","-5.5","-5","05/15","+7.09","+7.7","+5.49","+4.5","+2.71","+1.73","+0.68","+0.36","-0.13","+0.02","+0.01","+0.39"
"37","7734","印能科技","3750","-190","-4.82","05/15","-11.5","+1.8","+4.84","+4.5","+3.67","+8.64","+4.62","+3.11","+2.17","","","+3.31"
"38","2303","聯電","110","+2","+1.85","05/15","+9.46","+5.95","+5.71","+4.47","+3.56","+2.78","+1.73","-1.12","-1.34","+3.38","+1.04","+0.23"
"39","2344","華邦電","129.5","-4.5","-3.36","05/15","+7.41","+5.49","+5.65","+4.35","+3.17","+0.94","+0.89","+0.52","+0.68","+0.42","+0.2","+0.88"
"40","3026","禾伸堂","327","-30.5","-8.53","05/15","-1.05","-0.42","-0.34","+3.71","+7.91","+5.4","+2.45","+1.9","+1.42","+1.25","+0.15","+2.13"
"41","5347","世界","176.5","+1.5","+0.86","05/15","+5.96","+4.62","+2.16","+3.44","+2.46","-1.14","-2.15","-3.95","-5.09","+1.68","+0.93","-3.2"
"42","2049","上銀","392.5","+18","+4.81","05/15","+7.71","+4.77","+3.68","+3.29","+1.3","+0.65","+0.12","+0.2","-0.27","-0.23","+0.02","+0.26"
"43","1477","聚陽","218","-5","-2.24","05/15","+1.01","+0.16","+5.09","+3.28","+7.2","-1.06","+0.53","-6.15","-0.56","+0.99","+0.36","-1.22"
