"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔成交","2日買賣超佔成交","3日買賣超佔成交","5日買賣超佔成交","10日買賣超佔成交","1個月買賣超佔成交","3個月買賣超佔成交","半年買賣超佔成交","1年買賣超佔成交","3年買賣超佔成交","10年買賣超佔成交","今年買賣超佔成交"
"1","2891C","中信金丙特","62.3","+0.1","+0.16","05/14","0","0","+23.3","+20.4","+23.8","+27.2","+14.1","+10.6","-0.51","-2.2","","+12.4"
"2","6669","緯穎","5435","-145","-2.6","05/14","+3.14","+10.8","+17.2","+17.8","+12.7","+12.3","+4.78","+1.62","+0.73","+0.47","","+1.61"
"3","3036","文曄","271.5","-12.5","-4.4","05/14","-1.91","+13.3","+15.4","+16.4","+9.51","+3.67","+3.58","+3.44","+5.3","+2.03","+1.43","+2.28"
"4","8210","勤誠","1460","-60","-3.95","05/14","+9.35","+16.5","+12.5","+15.7","+12.4","+7.42","+0.36","+1.12","+0.74","+0.19","+0.11","+1.25"
"5","5534","長虹","76.6","-0.5","-0.65","05/14","+12.4","+7.58","+15.7","+15.6","+21.6","+11.8","+3.99","+2.22","-0.11","+0.24","-0.03","+2.9"
"6","4105","東洋","76","+0.4","+0.53","05/14","+28.6","+13.8","+11.2","+13","+19.9","+11.8","+4.04","+1.99","+1.06","+0.3","-0.61","+2.88"
"7","7769","鴻勁","7560","+120","+1.61","05/14","-2.74","+19.6","+16.4","+11.6","+7.96","+3.59","+1.37","","","","","+1.56"
"8","3017","奇鋐","2555","-30","-1.16","05/14","+4.31","+12.3","+13.2","+10.7","-2.5","+0.41","+1.74","-0.7","+0.27","-0.53","+0.07","-0.73"
"9","1582","信錦","97.8","+5.8","+6.3","05/14","+11.9","+12.5","+10.4","+10.5","+5.21","+0.64","+0.47","+0.31","-0.12","+0.14","+0.09","+0.43"
"10","4966","譜瑞-KY","819","+10","+1.24","05/14","+3.62","+7.1","+10.8","+10.5","+9.4","+5.19","+3.76","+3.87","+2.46","+0.45","+0.02","+3.61"
"11","2330","台積電","2270","+50","+2.25","05/14","+14.8","+13.6","+14.7","+9.95","+6.5","+3.79","+2.04","+1.74","+0.89","+0.5","+0.25","+1.84"
"12","6715","嘉基","487","+19","+4.06","05/14","+25.3","+13","+5.85","+9.3","+8.46","+6.11","+4.71","+4.18","+3.84","+1.12","","+4.26"
"13","7734","印能科技","3940","-435","-9.94","05/14","+9.74","+10.4","+9.69","+9.12","+7.43","+10","+5.04","+3.37","+2.34","","","+3.6"
"14","4746","台耀","53.1","+0.2","+0.38","05/14","+16.1","+8.85","+6.87","+8.99","+13","+8.79","+3.79","+2.16","+1.28","+0.07","-0.1","+2.54"
"15","1477","聚陽","223","-6","-2.62","05/14","-0.85","+7.32","+3.55","+7.66","+7.58","-1.3","+0.51","-6.34","-0.55","+0.99","+0.36","-1.27"
"16","3711","日月光投控","548","0","0","05/14","-2.43","+5.87","+10.6","+7.46","+6.38","+4.06","+2.21","-2.09","-3.07","+0.41","","+1.45"
"17","2327","國巨*","462","+42","+10","05/14","-0.97","+8.41","+5.7","+7.28","+4.69","+2.08","+1.05","+1.36","+0.85","+0.63","+0.31","+1.47"
"18","9917","中保科","113","0","0","05/14","-0.25","+8.26","+5.46","+6.77","-2.12","-1.49","-1.91","-0.52","-0.35","+0.07","-0.03","-1.96"
"19","9910","豐泰","70.5","-1.1","-1.54","05/14","-2.48","-1.65","-0.32","+6.67","+9.64","+12.5","+3.71","+2.48","+1.65","+0.65","+0.23","+2.34"
"20","2383","台光電","4920","-10","-0.2","05/14","+7.38","+9.92","+10.1","+6.59","+5.25","+2.93","+2.92","+1.72","-1.16","+0.04","+0.14","+1.06"
"21","8996","高力","1065","+40","+3.9","05/14","+15.8","+3.38","+9.03","+6.49","+2.07","+2.64","+0.88","+0.2","+0.22","+0.07","+0.05","+0.74"
"22","5483","中美晶","152.5","+4","+2.69","05/14","-0.31","-0.28","+2.4","+6.43","+7.02","+2.05","+1.03","+0.48","-0.44","+1.15","+0.25","+0.72"
"23","6531","愛普*","1050","+10","+0.96","05/14","+11.6","+11.1","+7.69","+6.41","+4.93","+2.2","+1.12","+0.5","+0.37","0","","+0.32"
"24","9802","鈺齊-KY","77","-2.2","-2.78","05/14","-0.12","-1.95","+0.41","+6.27","+15","+7.82","+2.26","+2","+0.09","+0.06","+0.1","+0.92"
"25","6278","台表科","226","+20.5","+9.98","05/14","+17.9","+10","+6.57","+6.23","+2.57","-1.92","-2.49","-3.77","-4.35","+1.92","+0.33","-3.93"
"26","6782","視陽","190","+2","+1.06","05/14","+32.6","+18.7","+11.3","+6.06","+2.63","+0.82","+0.91","-0.15","+0.34","-0.56","","+0.59"
"27","6177","達麗","45.7","-0.85","-1.83","05/14","0","0","+9.04","+6.03","+4.62","-3.2","-1.79","-4.42","-0.97","+0.21","+0.14","-2.28"
"28","3026","禾伸堂","357.5","+32.5","+10","05/14","-0.04","-0.03","-0.16","+5.98","+7.22","+5.39","+2.47","+1.9","+1.43","+1.25","+0.15","+2.15"
"29","8069","元太","226","+11","+5.12","05/14","+15.7","+9.26","+6.09","+5.12","+3.91","+3","+1.69","+1.04","+0.39","+0.27","+0.04","+1.79"
"30","3532","台勝科","246","-0.5","-0.2","05/14","0","+0.03","+0.02","+5.06","+2.33","+2.13","+0.8","+1.12","+0.89","+0.08","-0.07","+1.3"
"31","2059","川湖","5010","-240","-4.57","05/14","-7.81","-17.3","-0.77","+5.04","+6.31","+8.24","+4.92","-1.62","-0.9","+0.44","+0.43","-1.31"
"32","2204","中華","52.2","-0.7","-1.32","05/14","+7.14","+2.98","+2.74","+4.88","+11","+7.22","+2.09","-0.72","-2.16","-1.15","+0.15","-0.15"
"33","6146","耕興","220","+5","+2.33","05/14","+21.2","+9.38","+8.09","+4.87","+3.3","+1.67","+1.14","+0.76","+0.2","-1.38","-0.06","+0.85"
