排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00660,元大歐洲50,44.29,0.3,0.68,14,05/26,,,-100.0,-100.0,-100.0,-100.0,,-100.0,-100.0,-100.0
2,00730,富邦臺灣優質高息,27.95,0.06,0.22,540,05/26,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,00845B,富邦新興投等債,32.86,0.05,0.15,107,05/26,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,
4,00846B,富邦歐洲銀行債,35.5,0.03,0.08,102,05/26,-100.0,-100.0,-100.0,-100.0,-100.0,,,,,
5,00865B,國泰US短期公債,47.88,-0.03,-0.06,3098,05/26,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,,-100.0
6,3058,立德,8.2,-0.06,-0.73,739,05/26,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
7,6655,科定,131.0,-0.5,-0.38,13,05/26,,-100.0,,-100.0,,,,-100.0,-100.0,
8,9905,大華,20.7,-0.05,-0.24,92,05/26,0.0,-43.6,-49.2,-88.3,-87.2,-81.0,-66.7,-76.9,-82.9,-71.3
9,00668,國泰美國道瓊,58.35,-0.05,-0.09,33,05/26,0.0,0.0,0.0,-86.5,-86.5,-16.7,11.1,-85.7,-95.2,-91.8
10,1516,川飛,21.0,0.0,0.0,149,05/26,-83.3,-83.3,-83.3,-83.3,-83.3,-83.3,-95.3,-98.5,-99.3,-98.0
11,0051,元大中型100,140.3,-0.35,-0.25,184,05/26,-81.0,-78.2,-76.9,-76.9,-69.2,-42.9,300.0,-29.4,,500.0
12,00972,野村日本動能高息,19.33,0.08,0.42,191,05/26,0.0,0.0,0.0,-72.7,-72.7,0.0,,50.0,-97.4,-88.0
13,00850,元大臺灣ESG永續,86.7,0.2,0.23,904,05/26,-71.8,-79.2,-82.8,-72.5,-64.5,83.3,-79.2,-91.9,-80.7,0.0
14,5538,東明-KY,34.75,0.3,0.87,52,05/26,-33.3,-33.3,-41.2,-68.8,-44.4,-65.5,-85.7,-85.3,-90.1,-85.3
15,00646,元大S&P500,74.45,-0.2,-0.27,2064,05/26,-1.85,1.92,1.92,-62.4,-58.6,-24.3,-58.9,-63.2,-85.1,-70.7
16,009812,野村日本東證,12.23,0.04,0.33,531,05/26,-42.5,-36.1,-58.9,-57.4,-66.7,-67.1,-46.5,-75.8,,-48.9
17,2430,燦坤,18.8,0.35,1.9,193,05/26,1.54,-67.0,-64.3,-56.3,-45.0,-5.71,-1.49,-16.5,-64.1,-15.4
18,00966B,統一ESG投等債15+,13.91,0.03,0.22,706,05/26,-19.2,-19.2,-51.2,-56.2,-50.6,-55.8,-53.8,-54.8,-82.9,-67.7
19,00923,群益台ESG低碳50,40.6,0.07,0.17,4592,05/26,-0.42,-3.27,-4.05,-55.8,-63.0,-24.3,-89.1,182.0,-54.9,160.0
20,00640L,富邦日本正2,101.65,0.05,0.05,552,05/26,-52.7,-52.3,-53.7,-55.0,-64.9,-83.1,-81.6,-50.4,-65.4,-64.0
21,2880,華南金,30.15,-0.4,-1.31,79396,05/26,-60.5,-53.9,-53.1,-54.4,-56.2,305.0,250.0,277.0,101.0,288.0
22,4163,鐿鈦,105.5,0.0,0.0,109,05/26,-24.5,-37.9,-41.1,-53.4,114.0,93.1,140.0,348.0,190.0,396.0
