排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00947,台新臺灣IC設計,37.79,0.18,0.48,05/26,0.0,0.0,0.25,5.64,5.64,5.64,5.64,5.64,5.64,,,5.64
2,6706,惠特,197.0,17.5,9.75,05/26,2.14,2.14,2.14,2.17,2.39,4.39,4.39,4.39,3.94,4.34,,4.39
3,3042,晶技,203.0,9.5,4.91,05/26,2.1,2.1,2.12,2.15,2.16,1.68,0.54,-1.97,-8.6,1.35,0.98,-0.9
4,00997A,主動群益美國增長,13.03,-0.05,-0.38,05/26,1.02,1.04,1.04,2.09,2.09,2.31,,,,,,
5,4919,新唐,211.0,-8.0,-3.65,05/26,0.01,0.63,0.87,1.64,1.94,1.94,1.98,1.99,1.89,-2.51,-0.33,1.99
6,2455,全新,423.5,-20.5,-4.62,05/26,-0.09,-0.02,0.07,1.59,1.6,3.38,4.63,5.79,5.28,-2.88,-2.93,5.97
7,2421,建準,165.0,2.5,1.54,05/26,0.31,0.65,0.98,1.59,1.91,1.91,0.73,0.46,0.68,-0.2,1.39,0.71
8,6147,頎邦,260.5,23.5,9.92,05/26,-0.02,-0.12,-0.1,1.54,3.06,4.63,7.4,4.77,-0.16,9.01,8.63,6.32
9,6442,光聖,2265.0,205.0,9.95,05/26,0.54,1.0,1.12,1.43,0.19,-2.56,-3.02,-3.49,2.04,6.26,6.26,-3.11
10,3090,日電貿,232.0,-4.5,-1.9,05/26,-0.05,-0.05,-0.05,1.36,3.14,2.96,2.08,2.51,4.98,6.39,6.33,0.23
11,4958,臻鼎-KY,540.0,11.0,2.08,05/26,0.03,0.17,0.5,1.36,1.33,2.5,2.88,-1.27,1.8,1.08,4.13,2.74
12,2316,楠梓電,171.5,3.0,1.78,05/26,-0.04,-0.04,-0.04,1.33,1.87,1.87,-0.48,-0.52,1.87,1.83,2.21,-0.45
13,6139,亞翔,826.0,19.0,2.35,05/26,0.46,0.73,1.17,1.32,1.52,1.34,0.13,-0.8,0.92,3.82,3.95,0.97
14,8016,矽創,289.5,-1.5,-0.52,05/26,-0.01,-0.01,-0.02,1.3,1.79,1.47,0.39,0.6,0.94,0.59,0.61,-1.17
15,3163,波若威,1220.0,10.0,0.83,05/26,0.26,0.55,1.08,1.3,0.7,-1.17,6.17,11.5,8.91,13.0,11.9,9.64
16,3189,景碩,696.0,27.0,4.04,05/26,0.44,0.66,0.77,1.13,1.13,0.06,-0.32,3.55,5.04,1.62,4.39,5.14
17,6531,愛普*,1080.0,25.0,2.37,05/26,0.57,0.58,0.74,1.12,4.4,4.46,5.28,4.07,5.35,2.58,,3.86
18,2382,廣達,316.5,0.0,0.0,05/26,0.33,0.59,0.91,1.1,1.04,1.01,0.96,0.94,-0.1,-1.15,2.45,0.83
19,3131,弘塑,3115.0,195.0,6.68,05/26,0.85,0.99,0.96,0.98,0.48,-2.76,0.64,-2.09,-0.24,-4.41,-5.17,-3.07
20,3026,禾伸堂,570.0,47.0,8.99,05/26,0.36,0.57,0.6,0.97,0.96,7.06,7.1,7.01,7.38,7.59,6.75,6.98
21,3533,嘉澤,2640.0,55.0,2.13,05/26,0.1,0.18,0.27,0.96,0.35,0.65,4.31,5.04,0.75,-7.16,4.46,5.72
22,3706,神達,87.4,-1.1,-1.24,05/26,0.13,0.27,0.46,0.92,1.1,1.12,1.12,0.56,0.74,1.15,-0.14,0.98
23,2618,長榮航,35.2,-0.25,-0.71,05/26,0.27,0.44,0.64,0.88,0.78,0.81,0.77,-1.57,-10.9,13.9,14.5,-1.13
24,3105,穩懋,562.0,19.0,3.5,05/26,0.04,0.2,0.35,0.87,0.67,-0.42,6.02,7.0,6.44,6.09,-4.55,6.65
25,3081,聯亞,3160.0,235.0,8.03,05/26,0.2,0.59,0.96,0.85,0.74,-1.16,2.3,6.5,9.71,16.4,13.7,4.83
26,5269,祥碩,1545.0,10.0,0.65,05/26,0.13,0.26,0.45,0.84,0.74,1.13,1.0,1.48,-7.87,-4.79,0.91,1.3
27,3167,大量,831.0,-48.0,-5.46,05/26,0.0,0.81,0.9,0.81,0.59,-1.99,1.63,1.36,9.24,9.24,9.21,-0.52
