"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"1","5274","信驊","櫃","05/11","","17825","+870","+5.13","335","5,891","16955","17000","17980","17000","5.78","172","89","","","","",""
"2","6515","穎崴","市","05/11","","10090","+460","+4.78","246","2,470","10090","9790","10195","9545","6.75","215","56.42","","","","",""
"3","7769","鴻勁","市","05/11","","6380","+580","+10","1,484","9,235","6380","6000","6380","5805","9.91","84.3","19.78","","","","",""
"4","3443","創意","市","05/11","","5730","+520","+9.98","2,419","13,526","5730","5300","5730","5245","9.31","172","52.65","","","","",""
"5","2059","川湖","市","05/11","","5520","+200","+3.76","1,795","9,826","5520","5300","5615","5280","6.3","48.7","16.68","","","","",""
"6","3661","世芯-KY","市","05/11","","5375","+485","+9.92","1,273","6,794","5375","5200","5375","5180","3.99","78.6","10.16","","","","",""
"7","6669","緯穎","市","05/11","","5340","+140","+2.69","2,207","11,602","5340","5290","5345","5115","4.42","17.9","7.08","","","","",""
"8","6223","旺矽","櫃","05/11","","4985","-40","-0.8","2,143","10,544","5025","4860","5125","4710","8.26","149","33.5","","","","",""
"9","2383","台光電","市","05/11","","4850","+100","+2.11","2,729","12,897","4850","4480","4860","4480","8","105","36.25","","","","",""
"10","3529","力旺","櫃","05/11","","4460","+125","+2.88","1,519","6,829","4335","4370","4665","4295","8.54","163","75.05","","","","",""
"11","3653","健策","市","05/11","","4015","+365","+10","4,163","16,305","4015","3710","4015","3700","8.63","109","25.8","","","","",""
"12","2454","聯發科","市","05/11","","3880","+250","+6.89","8,691","33,138","3880","3575","3985","3565","11.6","58.6","15.46","","","","",""
"13","7734","印能科技","櫃","05/11","","3800","+170","+4.68","64","242","3630","3480","3860","3480","10.5","113","16.39","","","","",""
"14","6510","精測","櫃","05/11","","3790","+210","+5.87","733","2,728","3580","3610","3825","3510","8.8","111","12.67","","","","",""
"15","3131","弘塑","櫃","05/11","","3090","+150","+5.1","775","2,339","2940","2900","3110","2895","7.31","67.9","18.73","","","","",""
"16","3665","貿聯-KY","市","05/11","","2905","+155","+5.64","2,750","7,827","2905","2650","2925","2645","10.2","62.4","12.15","","","","",""
"17","3533","嘉澤","市","05/11","","2845","+145","+5.37","2,087","5,812","2845","2680","2870","2655","7.96","40.5","8.28","","","","",""
"18","7750","新代","市","05/11","","2795","+250","+9.82","255","711","2795","2790","2795","2790","0.2","79.6","17.63","","","","",""
"19","3081","聯亞","櫃","05/11","","2780","+160","+6.11","2,276","6,223","2620","2675","2820","2630","7.25","365","60.67","","","","",""
"20","8299","群聯","櫃","05/11","","2670","+240","+9.88","1,794","4,789","2430","2670","2670","2670","0","25.9","7.96","","","","",""
"21","2345","智邦","市","05/11","","2590","+215","+9.05","8,849","22,817","2590","2490","2610","2485","5.26","49","22.16","","","","",""
"22","3017","奇鋐","市","05/11","","2555","+110","+4.5","6,205","15,814","2555","2485","2590","2455","5.52","52","22.47","","","","",""
"23","3008","大立光","市","05/11","","2545","-25","-0.97","866","2,205","2545","2600","2600","2525","2.92","15.9","1.8","","","","",""
"24","2360","致茂","市","05/11","","2360","+130","+5.83","3,303","7,719","2360","2210","2415","2205","9.42","85.2","31.34","","","","",""
"25","6683","雍智科技","櫃","05/11","","2270","+60","+2.71","292","652","2210","2160","2300","2160","6.33","127","21.58","","","","",""
"26","2308","台達電","市","05/11","","2245","+45","+2.05","9,201","20,638","2245","2215","2270","2205","2.95","82.8","19.47","","","","",""
"27","2330","台積電","市","05/11","","2235","-55","-2.4","46,173","104,026","2235","2265","2275","2235","1.75","33.7","10.69","","","","",""
"28","6805","富世達","市","05/11","","1995","+15","+0.76","1,946","3,908","1995","2020","2055","1965","4.55","50.9","18.42","","","","",""
"29","6442","光聖","市","05/11","","1950","-15","-0.76","3,829","7,360","1950","1935","1990","1870","6.11","83.1","22.18","","","","",""
"30","3491","昇達科","櫃","05/11","","1820","+165","+9.97","4,402","7,844","1655","1685","1820","1680","8.46","232","34.61","","","","",""
"31","5289","宜鼎","櫃","05/11","","1760","+160","+10","3,486","6,106","1600","1745","1760","1715","2.81","23.4","11.69","","","","",""
"32","7751","竑騰","櫃","05/11","","1750","-190","-9.79","577","1,054","1940","2000","2015","1750","13.7","85.4","19.06","","","","",""
"33","8210","勤誠","市","05/11","","1555","+140","+9.89","3,683","5,651","1555","1455","1555","1455","7.07","45.8","15.45","","","","",""
"34","1590","亞德客-KY","市","05/11","","1550","+45","+2.99","1,532","2,372","1550","1540","1600","1515","5.65","36.9","5.9","","","","",""
"35","6274","台燿","櫃","05/11","","1455","+85","+6.2","2,585","3,596","1370","1375","1455","1350","7.66","105","23.27","","","","",""
"36","6739","竹陞科技","櫃","05/11","","1440","+115","+8.68","553","777","1325","1320","1450","1320","9.81","89.3","32.79","","","","",""
"37","6640","均華","櫃","05/11","","1405","+10","+0.72","323","461","1395","1420","1465","1390","5.38","86.7","12.27","","","","",""
"38","2368","金像電","市","05/11","","1400","+70","+5.26","5,405","7,402","1400","1310","1410","1305","7.89","71.9","21.13","","","","",""
"39","5269","祥碩","市","05/11","","1390","-20","-1.42","3,701","5,021","1390","1365","1435","1275","11.3","19.1","2.88","","","","",""
