"代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","外資連續買賣日數","外資連續買賣張數","外資連續買賣佔成交(%)","外資連續買賣佔發行量(%)","投信連續買賣日數","投信連續買賣張數","投信連續買賣佔成交(%)","投信連續買賣佔發行量(%)","自營商連續買賣日數","自營商連續買賣張數","自營商連續買賣佔成交(%)","自營商連續買賣佔發行量(%)","三大法人連續買賣日數","三大法人連續買賣張數","三大法人連續買賣佔成交(%)","三大法人連續買賣佔發行量(%)"
"5490","同亨","28.55","+0.45","+1.6","05/11","+9","+818","15.5","0.85","0","0","0","0","0","0","0","0","+9","+856","16.2","0.89"
"00939","統一台灣高息動能","18.15","+0.07","+0.39","05/11","+8","+31,661","33.9","2.39","0","0","0","0","+27","+129,605","42.4","9.79","+26","+189,564","63.2","14.3"
"6206","飛捷","130.5","+11.5","+9.66","05/11","+8","+2,594","13.8","1.81","-4","-31","-0.2","-0.02","+4","+146","0.95","0.1","+5","+2,455","15.1","1.72"
"6443","元晶","41.4","+1.45","+3.63","05/11","+8","+7,066","28.7","1.31","0","0","0","0","+6","+1,490","8.18","0.28","+8","+8,680","35.3","1.61"
"00713","元大台灣高息低波","55.2","+0.45","+0.82","05/11","+7","+13,933","11.1","0.7","+1","+130","0.63","0.01","+26","+239,742","58.1","12","+33","+280,668","61.4","14.1"
"00731","復華富時高息低波","75.4","-0.15","-0.2","05/11","+7","+1,005","19.7","3.71","0","0","0","0","+1","+18","2.7","0.07","+19","+2,580","17.9","9.52"
"00733","富邦臺灣中小","68.3","+3.25","+5","05/11","+7","+6,189","42.5","7.99","0","0","0","0","-2","-999","-18.5","-1.29","+26","+24,942","53","32.2"
"00915","凱基優選高股息30","26.67","+0.18","+0.68","05/11","+7","+28,851","29.7","4.35","0","0","0","0","+34","+138,903","47.1","21","+228","+948,234","60.4","143"
"00918","大華優利高填息30","25.38","+0.28","+1.12","05/11","+7","+76,220","25.3","2.3","0","0","0","0","+24","+405,861","49.1","12.2","+24","+581,191","70.4","17.5"
"009820","元大納斯達克精選","9.99","+0.06","+0.6","05/11","+7","+37,240","15.2","1.95","0","0","0","0","+6","+41,346","19.6","2.17","+6","+78,530","37.3","4.12"
"1570","力肯","39.95","+2.45","+6.53","05/11","+7","+290","13.8","0.56","0","0","0","0","0","0","0","0","+7","+290","13.8","0.56"
"1597","直得","182","+9","+5.2","05/11","+7","+3,212","10.2","3.6","0","0","0","0","+1","+109","5.3","0.12","+7","+3,124","9.92","3.5"
"2376","技嘉","324.5","+7.5","+2.37","05/11","+7","+14,320","13.3","2.14","-2","-178","-0.42","-0.03","-1","-12","-0.06","0","+7","+15,073","14","2.25"
"2606","裕民","65.3","+0.3","+0.46","05/11","+7","+12,523","37.2","1.48","-8","-3,577","-9.97","-0.42","+1","+44","1.08","0.01","+6","+9,810","31.5","1.16"
"2887","台新新光金","23.45","-0.35","-1.47","05/11","+7","+213,837","31.8","0.86","-19","-470,398","-31.9","-1.89","+2","+896","0.43","0","-3","-55,830","-18.8","-0.22"
"3019","亞光","146.5","+2.5","+1.74","05/11","+7","+3,336","7.42","1.19","-5","-2","0","0","+3","+115","0.54","0.04","+7","+3,393","7.55","1.22"
"3465","進泰電子","27.9","+0.4","+1.45","05/11","+7","+25","5.3","0.07","0","0","0","0","0","0","0","0","+7","+25","5.3","0.07"
"3481","群創","32.3","+2.9","+9.86","05/11","+7","+533,400","14.6","6.68","-1","-32","-0.01","0","+6","+60,906","1.72","0.76","+7","+596,541","16.3","7.47"
"6227","茂綸","103","+2.5","+2.49","05/11","+7","+830","12.3","1.09","0","0","0","0","-1","-60","-2.87","-0.08","+7","+854","12.7","1.12"
"6488","環球晶","835","+33","+4.11","05/11","+7","+14,296","13.4","2.99","+7","+4,119","3.86","0.86","-2","-482","-1.59","-0.1","+7","+19,093","17.9","3.99"
"7732","金興精密","35.8","-0.05","-0.14","05/11","+7","+16","16.6","0.02","0","0","0","0","0","0","0","0","+7","+16","16.6","0.02"
"8213","志超","41.8","+3.8","+10","05/11","+7","+3,448","31.6","1.27","0","0","0","0","+3","+21","0.24","0.01","+7","+3,371","30.9","1.24"
"8390","金益鼎","103.5","+9.4","+9.99","05/11","+7","+2,345","30.2","2.44","0","0","0","0","+5","+177","2.55","0.18","+7","+2,517","32.4","2.62"
"8481","政伸","40.65","-0.25","-0.61","05/11","+7","+28","14.5","0.04","0","0","0","0","0","0","0","0","+6","+28","17.2","0.04"
"00737","國泰AI機器人","37.38","+0.54","+1.47","05/11","+6","+1,151","45.8","5","0","0","0","0","-1","-35","-12","-0.15","+6","+1,033","41.2","4.49"
"00772B","中信高評級公司債","33.61","+0.04","+0.12","05/11","+6","+7,770","43.1","0.22","0","0","0","0","-3","-1,338","-16.3","-0.04","+6","+7,397","41","0.21"
"00890B","凱基ESGBBB債15+","32.2","+0.1","+0.31","05/11","+6","+36","1.91","0.19","0","0","0","0","-1","-1","-0.33","-0.01","+4","+34","2.72","0.18"
"00909","國泰數位支付服務","47.89","+0.37","+0.78","05/11","+6","+12,687","37.3","8.15","0","0","0","0","+7","+9,437","26","6.06","+15","+52,122","58.1","33.5"
"00919","群益台灣精選高息","25.75","+0.28","+1.1","05/11","+6","+267,039","21.3","1.46","0","0","0","0","+18","+1,028,003","35.7","5.63","+18","+1,479,745","51.5","8.1"
"00943","兆豐電子高息等權","19.33","+0.47","+2.49","05/11","+6","+1,371","66.2","3.2","0","0","0","0","-4","-701","-43.2","-1.63","+11","+1,453","36.4","3.39"
"00970B","新光BBB投等債20+","9.35","+0.03","+0.32","05/11","+6","+6,995","46.1","1.66","0","0","0","0","-1","-909","-21.4","-0.22","+4","+6,801","58.2","1.62"
"009811","統一美國50","12.73","+0.15","+1.19","05/11","+6","+4,394","22.8","1.45","0","0","0","0","-2","-110","-1.97","-0.04","-1","-18","-0.61","-0.01"
"00984B","大華優利美A債15","16.28","+0.03","+0.18","05/11","+6","+13,301","60.9","6.72","0","0","0","0","-3","-3,927","-39.3","-1.98","+6","+11,456","52.4","5.79"
"1109","信大","15.5","+0.1","+0.65","05/11","+6","+117","12.3","0.03","0","0","0","0","-1","-3","-1.06","0","+6","+130","13.6","0.04"
"1233","天仁","28.75","-0.05","-0.17","05/11","+6","+25","17.2","0.03","0","0","0","0","-1","-1","-4.53","0","0","0","0","0"
"1235","興泰","44.8","-1","-2.18","05/11","+6","+51","16.1","0.03","0","0","0","0","0","0","0","0","+6","+50","15.8","0.03"
"1341","富林-KY","61.4","-0.7","-1.13","05/11","+6","+15","18.4","0.03","0","0","0","0","0","0","0","0","+6","+15","18.4","0.03"
"1413","宏洲","9.63","-0.02","-0.21","05/11","+6","+30","18.8","0.02","0","0","0","0","0","0","0","0","+6","+30","18.8","0.02"
"1441","大東","9.9","+0.09","+0.92","05/11","+6","+41","7.81","0.06","0","0","0","0","+1","+1","1.21","0","+6","+43","8.19","0.06"
"1457","宜進","14.45","-0.05","-0.34","05/11","+6","+194","21.2","0.06","0","0","0","0","-1","-1","-0.5","0","+6","+197","21.5","0.06"
"1459","聯發","11.95","+0.05","+0.42","05/11","+6","+189","15.2","0.05","0","0","0","0","-1","-4","-1.49","0","+6","+188","15.2","0.05"
"1463","強盛新","18.25","0","0","05/11","+6","+74","20.1","0.04","0","0","0","0","0","0","0","0","+6","+74","20.1","0.04"
"1465","偉全","12.15","-0.15","-1.22","05/11","+6","+59","15","0.06","0","0","0","0","-1","-9","-14","-0.01","-1","-6","-9.33","-0.01"
"1468","昶和","12.45","0","0","05/11","+6","+61","20","0.04","0","0","0","0","-1","-2","-4.16","0","+6","+60","19.7","0.04"
"1470","大統新創","22.25","-0.3","-1.33","05/11","+6","+21","13.4","0.02","0","0","0","0","-1","-1","-2.7","0","+6","+20","12.8","0.02"
"1475","業旺","27.65","-0.05","-0.18","05/11","+6","+48","13.6","0.07","0","0","0","0","-1","-2","-3.69","0","0","0","0","0"
"1521","大億","25.7","+0.8","+3.21","05/11","+6","+42","15.4","0.06","0","0","0","0","-1","-1","-1","0","+6","+42","15","0.05"
"1530","亞崴","26.6","+0.4","+1.53","05/11","+6","+84","31.2","0.09","0","0","0","0","+1","+2","3.89","0","+6","+84","31.2","0.09"
"1809","中釉","39.6","+3.6","+10","05/11","+6","+5,116","4.44","3.06","0","0","0","0","+2","+199","0.55","0.12","+6","+5,317","4.61","3.18"
"1903","士紙","49.3","0","0","05/11","+6","+217","21.4","0.08","0","0","0","0","-2","-2","-0.76","0","+6","+220","21.7","0.08"
"2015","豐興","64.3","+1.8","+2.88","05/11","+6","+1,304","55.7","0.22","0","0","0","0","-5","-52","-2.5","-0.01","+6","+1,131","48.3","0.19"
"2227","裕日車","53.2","-0.6","-1.12","05/11","+6","+103","36.5","0.03","0","0","0","0","0","0","0","0","+6","+100","35.4","0.03"
"2545","皇翔","38.95","0","0","05/11","+6","+1,007","37.7","0.27","0","0","0","0","+9","+173","5","0.05","+6","+1,168","43.7","0.31"
"2712","遠雄來","17","-0.4","-2.3","05/11","+6","+26","30.4","0.02","0","0","0","0","0","0","0","0","+6","+27","31.6","0.03"
"2722","夏都","23.5","0","0","05/11","+6","+50","26.1","0.03","0","0","0","0","0","0","0","0","+6","+46","24","0.03"
"2849","安泰銀","13.85","-0.25","-1.77","05/11","+6","+412","62","0.02","0","0","0","0","-1","-7","-8.09","0","+6","+433","65.1","0.02"
"2913","農林","11.3","+0.05","+0.44","05/11","+6","+2,303","21.6","0.29","0","0","0","0","+1","+26","2.03","0","+6","+2,325","21.8","0.29"
"2923","鼎固-KY","27.85","-0.4","-1.42","05/11","+6","+308","46.2","0.02","0","0","0","0","+2","+16","5.33","0","+4","+292","50","0.02"
"3031","佰鴻","30","+0.45","+1.52","05/11","+6","+1,858","11.4","1.07","0","0","0","0","+1","+19","0.77","0.01","+6","+1,791","11","1.03"
"3227","原相","231.5","+5","+2.21","05/11","+6","+3,820","21.5","2.54","-2","-21","-0.2","-0.01","+3","+254","2.05","0.17","+7","+3,851","20.2","2.56"
"3266","昇陽","13.55","-0.2","-1.45","05/11","+6","+98","20.1","0.03","0","0","0","0","-1","-12","-9.98","0","-1","-2","-1.66","0"
"3545","敦泰","57.6","+0.9","+1.59","05/11","+6","+2,359","12.7","1.07","+1","+4","0.1","0","+9","+290","1.3","0.13","+6","+2,569","13.8","1.16"
"4108","懷特","12.1","0","0","05/11","+6","+147","11.9","0.07","0","0","0","0","0","0","0","0","+6","+145","11.7","0.07"
"4942","嘉彰","38","-0.05","-0.13","05/11","+6","+106","19.4","0.07","0","0","0","0","-1","-3","-2.14","0","+6","+105","19.2","0.07"
"5538","東明-KY","31","-0.15","-0.48","05/11","+6","+55","20.7","0.03","0","0","0","0","-1","-1","-3.56","0","+2","+14","20.5","0.01"
"6115","鎰勝","47.8","-0.05","-0.1","05/11","+6","+246","17.2","0.13","0","0","0","0","-1","0","-0.06","0","+6","+248","17.3","0.13"
"6183","關貿","92","-0.7","-0.76","05/11","+6","+87","34.7","0.06","0","0","0","0","-2","-1","-1.33","0","+6","+89","35.5","0.06"
"6674","鋐寶科技","18.1","-0.3","-1.63","05/11","+6","+22","19.2","0.03","0","0","0","0","-2","-6","-16.1","-0.01","-1","-2","-11.6","0"
"6968","萬達寵物","44.3","+1.6","+3.75","05/11","+6","+82","14.4","0.17","0","0","0","0","+1","0","0.01","0","+6","+82","14.4","0.17"
"6996","力領科技","183","-2","-1.08","05/11","+6","+253","21.5","0.6","0","0","0","0","-2","-20","-5.56","-0.05","+6","+278","23.6","0.66"
"8341","日友","76.1","+0.3","+0.4","05/11","+6","+245","13.2","0.19","0","0","0","0","-1","-2","-0.99","0","+2","+98","19.5","0.08"
"8411","福貞-KY","12.25","0","0","05/11","+6","+84","13.8","0.04","0","0","0","0","+1","+2","2.19","0","+6","+86","14.1","0.04"
"8454","富邦媒","194","-2","-1.02","05/11","+6","+1,370","21.5","0.52","+7","+636","9.41","0.24","-1","-1","-0.11","0","+10","+2,023","24.1","0.76"
"8462","柏文","147.5","-0.5","-0.34","05/11","+6","+123","16.5","0.15","0","0","0","0","-1","-1","-0.94","0","+6","+120","16.2","0.15"
"8482","商億-KY","49","-1","-2","05/11","+6","+17","64.3","0.02","0","0","0","0","0","0","0","0","+6","+17","64.3","0.02"
"9905","大華","21.3","0","0","05/11","+6","+168","27.4","0.06","0","0","0","0","-1","-4","-3.31","0","-1","-1","-0.83","0"
"9908","大台北","29.35","-0.1","-0.34","05/11","+6","+230","9.34","0.04","0","0","0","0","0","0","0","0","+6","+222","9.02","0.04"
"00694B","富邦美債1-3","41.3","-0.04","-0.1","05/11","+5","+1,262","40.7","0.73","0","0","0","0","-5","-1,766","-57","-1.02","-6","-540","-14.3","-0.31"
"00764B","群益25年美債","27.74","-0.01","-0.04","05/11","+5","+7,295","22.9","0.46","0","0","0","0","-1","-3,559","-46.4","-0.22","-1","-2,773","-36.1","-0.17"
"00795B","中信美國公債20年","26.95","-0.03","-0.11","05/11","+5","+7,758","21.7","0.45","0","0","0","0","-3","-2,313","-10.1","-0.14","+4","+5,152","17.2","0.3"
"00971","野村美國研發龍頭","16.53","+0.02","+0.12","05/11","+5","+926","22.8","1.27","0","0","0","0","+10","+4,356","52.5","5.95","+27","+14,096","61.6","19.3"
"1103","嘉泥","13.45","+0.05","+0.37","05/11","+5","+358","25.9","0.05","0","0","0","0","-3","-10","-1.21","0","+5","+348","25.2","0.04"
"1473","台南","20.8","+0.15","+0.73","05/11","+5","+113","21.1","0.08","0","0","0","0","-1","-2","-2.26","0","+5","+113","21.1","0.08"
"1474","弘裕","9.97","-0.08","-0.8","05/11","+5","+72","12.5","0.06","0","0","0","0","-1","-10","-10.5","-0.01","-1","-5","-5.25","0"
"1506","正道","10.75","+0.25","+2.38","05/11","+5","+165","14.7","0.05","0","0","0","0","-2","-12","-3.96","0","+1","+37","21.4","0.01"
"1517","利奇","10.2","+0.1","+0.99","05/11","+5","+191","15.9","0.09","0","0","0","0","-1","-2","-0.85","0","+5","+187","15.6","0.09"
"1524","耿鼎","29.55","+0.45","+1.55","05/11","+5","+818","9.2","0.49","0","0","0","0","0","0","0","0","+1","+160","14.7","0.1"
"1533","車王電","33.85","0","0","05/11","+5","+260","11.2","0.26","0","0","0","0","0","0","0","0","+5","+250","10.8","0.25"
"1537","廣隆","125.5","+3","+2.45","05/11","+5","+62","8.89","0.08","0","0","0","0","+1","0","0.04","0","+2","+42","9.01","0.05"
"1817","凱撒衛","38.7","+0.2","+0.52","05/11","+5","+33","9.35","0.05","0","0","0","0","+1","0","0.41","0","+6","+33","8.53","0.05"
"2028","威致","17.05","-0.1","-0.58","05/11","+5","+133","12","0.04","0","0","0","0","-2","-26","-4.48","-0.01","+5","+104","9.38","0.03"
"2029","盛餘","20.5","+0.4","+1.99","05/11","+5","+288","23.5","0.09","0","0","0","0","+1","+10","2.5","0","+4","+289","27.3","0.09"
"2069","運錩","20.45","+0.85","+4.34","05/11","+5","+628","19.6","0.38","0","0","0","0","-2","-20","-0.94","-0.01","+5","+595","18.6","0.36"
"2312","金寶","29.9","+1.95","+6.98","05/11","+5","+37,384","15.6","2.48","-2","-1,038","-0.78","-0.07","+1","+2,557","2.9","0.17","+5","+39,027","16.3","2.59"
"2401","凌陽","25.65","+0.35","+1.38","05/11","+5","+9,181","22.9","1.55","+1","+13","0.16","0","+1","+70","0.84","0.01","+5","+8,902","22.2","1.5"
"2597","潤弘","160","+4","+2.56","05/11","+5","+635","13.9","0.2","0","0","0","0","-1","-12","-1.5","0","+5","+637","13.9","0.21"
"2727","王品","235","+0.5","+0.21","05/11","+5","+1,220","35.9","1.47","+1","+32","7.68","0.04","-1","-3","-0.65","0","+7","+1,404","35.8","1.69"
"2850","新產","136","+3.5","+2.64","05/11","+5","+341","24.7","0.11","0","0","0","0","+2","+8","1.3","0","+1","+105","32.7","0.03"
"2867","三商壽","7.82","-0.01","-0.13","05/11","+5","+19,101","48.2","0.32","0","0","0","0","+5","+6,051","15.3","0.1","+5","+25,152","63.5","0.43"
"2890","永豐金","30.6","-0.4","-1.29","05/11","+5","+36,983","23.4","0.26","-1","-4","-0.01","0","-2","-1,609","-2.31","-0.01","+5","+36,532","23.2","0.25"
"2892","第一金","29.55","+0.05","+0.17","05/11","+5","+93,408","46.9","0.65","-1","-530","-1.39","0","-1","-49","-0.13","0","+5","+92,833","46.6","0.65"
"2897","王道銀行","10.25","+0.1","+0.99","05/11","+5","+7,353","44.8","0.26","+1","+16","0.24","0","-1","-15","-0.23","0","+5","+7,483","45.6","0.27"
"3006","晶豪科","222","+20","+9.9","05/11","+5","+15,976","8.94","5.37","0","0","0","0","+1","+244","0.91","0.08","+5","+16,228","9.08","5.46"
"3016","嘉晶","128.5","+11.5","+9.83","05/11","+5","+4,139","9.92","1.43","0","0","0","0","+2","+171","1.99","0.06","+9","+8,971","12.5","3.11"
"3035","智原","195.5","+17.5","+9.83","05/11","+5","+8,283","10.2","3.18","0","0","0","0","+1","+555","2.18","0.21","+3","+8,448","17","3.24"
"3045","台灣大","110","0","0","05/11","+5","+8,934","23.7","0.24","-10","-7,592","-9.34","-0.2","-1","-238","-3.17","-0.01","+3","+2,808","13","0.08"
"3122","笙泉","38.5","-1.7","-4.23","05/11","+5","+621","5.13","1.52","0","0","0","0","0","0","0","0","+5","+628","5.18","1.54"
"3152","璟德","175.5","+1.5","+0.86","05/11","+5","+526","8.59","0.76","0","0","0","0","+1","+24","1.35","0.03","+3","+466","13","0.67"
"3587","閎康","350.5","+31.5","+9.87","05/11","+5","+1,312","10.7","1.89","0","0","0","0","-2","-38","-0.86","-0.05","+6","+1,218","8.06","1.76"
"3652","精聯","30.9","+1.4","+4.75","05/11","+5","+58","7.1","0.08","0","0","0","0","-1","-6","-2.02","-0.01","+5","+60","7.35","0.08"
"4137","麗豐-KY","107","-0.5","-0.47","05/11","+5","+248","24.9","0.3","0","0","0","0","-3","-2","-0.32","0","+5","+248","24.8","0.3"
"4166","友霖","26.7","+0.65","+2.5","05/11","+5","+371","26.8","0.15","0","0","0","0","0","0","0","0","+5","+371","26.8","0.15"
"4737","華廣","59.4","+0.6","+1.02","05/11","+5","+142","25.6","0.18","0","0","0","0","0","0","0","0","+5","+142","25.6","0.18"
"5007","三星","58","0","0","05/11","+5","+95","45.2","0.03","0","0","0","0","-1","-1","-3.73","0","+5","+95","45.2","0.03"
"5546","永固-KY","16.35","-0.2","-1.21","05/11","+5","+22","18.5","0.03","0","0","0","0","0","0","0","0","+5","+23","19.3","0.03"
"5903","全家","189.5","0","0","05/11","+5","+32","18.6","0.01","0","0","0","0","0","0","0","0","+5","+32","18.6","0.01"
"6104","創惟","103","+1","+0.98","05/11","+5","+2,006","15.8","2.2","+1","+3","0.12","0","+3","+107","1.12","0.12","+5","+2,133","16.8","2.34"
"6177","達麗","47.05","+0.25","+0.53","05/11","+5","+1,259","22.3","0.27","0","0","0","0","-1","-27","-2.2","-0.01","+5","+1,337","23.7","0.28"
"6201","亞弘電","49.95","-0.65","-1.28","05/11","+5","+62","31.3","0.07","0","0","0","0","-1","-6","-15.2","-0.01","-1","-5","-12.6","-0.01"
"6285","啟碁","259","+11.5","+4.65","05/11","+5","+19,528","10.9","4.04","-1","-27","-0.1","-0.01","+1","+57","0.21","0.01","+5","+21,296","11.9","4.4"
"6581","鋼聯","108","-2","-1.82","05/11","+5","+39","25.6","0.03","0","0","0","0","0","0","0","0","+5","+39","25.5","0.03"
"6649","台生材","39.75","+0.25","+0.63","05/11","+5","+21","11.4","0.05","0","0","0","0","0","0","0","0","+5","+21","11.4","0.05"
"6651","全宇昕","133.5","+12","+9.88","05/11","+5","+186","3.68","0.54","0","0","0","0","-1","-13","-0.48","-0.04","+5","+187","3.69","0.54"
"6728","上洋","114.5","-0.5","-0.43","05/11","+5","+42","19.4","0.14","0","0","0","0","0","0","0","0","+5","+42","19.4","0.14"
"6916","華凌","18.55","-0.25","-1.33","05/11","+5","+24","13.5","0.03","0","0","0","0","-1","-9","-26.5","-0.01","-1","-1","-2.94","0"
"8374","羅昇","89.5","+0.9","+1.02","05/11","+5","+348","3.74","0.31","0","0","0","0","+9","+75","0.46","0.07","+5","+382","4.11","0.34"
"8410","森田","36.65","+0.1","+0.27","05/11","+5","+13","12.2","0.04","0","0","0","0","0","0","0","0","+5","+18","16.9","0.05"
"910322","康師傅-DR","24.85","-0.15","-0.6","05/11","+5","+46","73.1","0.22","0","0","0","0","0","0","0","0","+5","+46","73.1","0.22"
"9911","櫻花","84.2","+1","+1.2","05/11","+5","+630","39.4","0.28","0","0","0","0","-1","-3","-0.81","0","+5","+625","39.1","0.28"
"9930","中聯資源","69.8","-0.2","-0.29","05/11","+5","+52","14.2","0.02","0","0","0","0","-1","-3","-4.34","0","+3","+29","14.3","0.01"
"9937","全國","56.6","-0.5","-0.88","05/11","+5","+143","73.5","0.05","0","0","0","0","-1","-2","-14","0","+5","+141","72.4","0.05"
"9944","新麗","17.1","+0.6","+3.64","05/11","+5","+47","7.83","0.04","0","0","0","0","-1","-2","-0.82","0","+5","+44","7.33","0.04"
"9960","邁達康","34.95","+0.45","+1.3","05/11","+5","+79","4.11","0.24","0","0","0","0","0","0","0","0","+1","+27","20.3","0.08"
"00679B","元大美債20年","26.7","-0.01","-0.04","05/11","+4","+19,696","16","0.27","0","0","0","0","+1","+3,939","12.5","0.05","+6","+56,437","31.4","0.76"
