"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"15","6173","信昌電","155","-17","-9.88","3,038","05/15","-263","-864","-1,682","-4,293","-1,358","+2,699","+3,556","+3,380","+8,392","+4,283"
"16","8358","金居","389.5","-37.5","-8.78","3,180","05/15","-784","-1,599","-2,222","-4,238","-1,080","-258","+6,704","-5,231","+15,519","+877"
"17","1303","南亞","85.3","0","0","83,289","05/15","+54","+787","+2,164","-3,822","+6,616","+1,726","+6,759","+11,242","+33,608","-7,621"
"18","6285","啟碁","260","-2","-0.76","20,713","05/15","-815","-1,783","-2,104","-3,736","-4,992","-4,153","-8,472","+7,683","+9,795","+7,319"
"19","3042","晶技","144","-5.5","-3.68","17,148","05/15","+243","+345","-814","-3,451","-1,137","-269","+10,881","+10,622","+12,743","+10,744"
"20","8150","南茂","80.9","-3","-3.58","23,694","05/15","-301","-575","+26","-3,243","-558","-889","-1,009","+2,870","+11,423","+172"
"21","009805","新光美國電力基建","17.1","+0.04","+0.23","8,831","05/15","-653","-778","-1,202","-2,907","+511","+1,454","+4,363","+15,582","+18,113","+15,378"
"22","2426","鼎元","61.9","-4.9","-7.34","2,632","05/15","-540","-747","-1,141","-2,702","+693","+1,742","+14,429","+14,701","+15,516","+14,329"
"23","009819","中信數據及電力","10.16","+0.14","+1.4","33,492","05/15","-691","-1,614","-2,523","-2,672","-2,424","","","","",""
"24","2337","旺宏","162.5","-6.5","-3.85","129,725","05/15","-6,120","-972","+2,082","-2,648","-7,609","-16,226","-41,644","+38,243","+93,204","+21,010"
"25","00994A","主動第一金台股優","16.93","-0.77","-4.35","18,746","05/15","-1,122","-1,041","-1,492","-2,513","-143","+3,997","+8,239","","",""
"26","2103","台橡","20.75","-1.25","-5.68","7,747","05/15","-267","-361","-510","-2,373","-131","+912","+5,189","+6,493","+7,565","+6,913"
"27","1605","華新","34.9","-0.7","-1.97","49,836","05/15","-2,012","-2,407","-1,927","-2,005","+1,644","+4,465","-25,330","-12,845","+17,865","-16,723"
"28","2328","廣宇","50.9","-0.9","-1.74","9,037","05/15","+109","-304","-1,638","-1,965","-888","+653","-1,551","-3,480","-37","-2,957"
"29","9105","泰金寶-DR","5.69","-0.08","-1.39","16,640","05/15","-868","-761","-862","-1,916","-3,296","-804","+6","-16","+12,027","-1,459"
"30","4931","新盛力","183.5","-15","-7.56","24,883","05/15","-1,374","-896","-1,555","-1,904","-1,729","+65","+900","+816","-750","-1,276"
"31","4989","榮科","87.7","-3","-3.31","8,867","05/15","-1,068","-1,447","-1,872","-1,816","-2,597","-6,803","+4,877","+4,132","+16,490","+3,044"
"32","00680L","元大美債20正2","6.72","-0.08","-1.18","55,812","05/15","+1,279","+2,012","+1,988","-1,804","-8,237","-7,632","-81,946","-169,811","-229,496","-148,542"
"33","6443","元晶","38.2","-1.6","-4.02","17,013","05/15","-163","-344","-1,591","-1,780","-2,309","-4,826","-9,486","+6,389","+7,102","+1,387"
"34","8210","勤誠","1410","-50","-3.42","1,671","05/15","-189","-329","-903","-1,775","-1,444","-1,519","+220","+921","-136","+430"
"35","6127","九豪","46.45","-0.95","-2","13,840","05/15","-504","-1,619","-1,693","-1,737","-313","-1,696","+153","+3,404","+1,428","+86"
"36","2352","佳世達","25.2","-0.4","-1.56","5,298","05/15","-193","-24","-418","-1,730","-664","-444","-444","+906","+242","-1,125"
"37","6789","采鈺","587","+14","+2.44","11,973","05/15","-116","-368","-865","-1,618","-2,729","-4,691","-4,846","+2,452","+7,451","-296"
"38","3024","憶聲","16.85","+0.3","+1.81","9,046","05/15","-213","-219","-660","-1,495","-1,110","-1,151","-1,696","-4,473","-2,852","-3,382"
"39","00995A","主動中信台灣卓越","16.33","-0.73","-4.28","13,384","05/15","-693","-1,037","-1,226","-1,480","-1,162","-1,219","+269","","",""
"40","2455","全新","358.5","0","0","2,644","05/15","-178","-349","-686","-1,464","-1,592","-2,644","-2,955","+1,223","-2,840","+120"
"41","2486","一詮","249","-10","-3.86","2,235","05/15","-350","-455","-1,054","-1,447","-1,864","-1,246","-4,476","-7,202","-1,938","-3,641"
"42","5314","世紀*","67.3","+0.1","+0.15","4,178","05/15","-360","-1,029","-1,031","-1,435","-1,468","-1,352","-2,701","-3,174","+7,156","-3,472"
"43","2340","台亞","34.8","-1.55","-4.26","7,055","05/15","-443","-761","-1,393","-1,426","-1,198","+3,365","+3,769","+1,352","+3,443","+2,737"
"44","2484","希華","37.3","-1","-2.61","5,115","05/15","+18","-413","-333","-1,411","-3,165","+556","+9,140","+10,296","+9,841","+10,393"
"45","3011","今皓","12.35","-0.25","-1.98","940","05/15","-201","-823","-786","-1,391","-2,231","-654","+1,086","+1,432","+1,690","+436"
"46","2892","第一金","29.3","-0.2","-0.68","23,895","05/15","-86","-1,341","-1,285","-1,366","-7,631","+2,716","+3,877","+10,156","+6,873","+2,724"
"47","3231","緯創","135.5","-2.5","-1.81","67,279","05/15","-1,685","-1,215","-931","-1,353","+90","-1,716","-6,171","-3,505","+10,799","+1,471"
"48","3543","州巧","36.45","-1","-2.67","1,378","05/15","-188","-342","-343","-1,327","-1,529","-2,929","-1,394","+3,126","+5,376","+2,132"
"49","6190","萬泰科","77.3","-0.9","-1.15","5,953","05/15","-100","-364","-728","-1,238","-1,597","-2,666","-1,772","-2,133","+2,274","-2,374"
"50","2371","大同","29.15","+0.15","+0.52","17,852","05/15","-469","-831","-1,098","-1,234","-2,753","-1,934","+1,482","-5,613","-16,366","-7,376"
"51","1809","中釉","38.6","-0.65","-1.66","2,680","05/15","-221","-640","-822","-1,187","+196","+607","+2,026","+2,928","+2,107","+3,217"
"52","00953B","群益優選非投等債","9.55","-0.02","-0.21","29,066","05/15","+140","+203","-500","-1,184","-2,184","+7,167","+17,630","+57,959","+55,899","+28,990"
"53","6672","騰輝電子-KY","181.5","-13.5","-6.92","7,356","05/15","-996","-1,101","-1,079","-1,171","-1,647","+879","+2,063","+2,174","+3,547","+1,817"
"54","00996A","主動兆豐台灣豐收","13.65","-0.5","-3.53","13,123","05/15","-244","-116","-552","-1,157","-923","+1,721","","","",""
"55","2356","英業達","52.2","-1","-1.88","51,211","05/15","-841","-9,879","-2,285","-1,134","-2,005","-1,783","-8,276","-3,822","-6,461","-4,303"
"56","6265","方土昶","45","-1.2","-2.6","13,193","05/15","+57","-591","-847","-1,117","-514","+452","+997","+1,397","+4,963","-393"
"57","1217","愛之味","9.5","-0.11","-1.14","1,076","05/15","-803","-844","-932","-1,092","-976","-837","-183","-301","-1,006","-37"
"58","5243","乙盛-KY","102.5","+1.5","+1.49","4,399","05/15","+23","-195","-254","-1,090","-1,209","-2,760","-886","-2,651","+6,641","-2,228"
"59","2908","特力","20.8","+0.05","+0.24","195","05/15","+30","+163","+255","-1,084","-426","+729","+2,270","+3,524","+5,053","+3,644"
"60","5439","高技","391","-20","-4.87","13,209","05/15","-21","+36","-220","-1,084","-481","-512","-1,813","-5,454","-9,504","-4,238"
"61","2605","新興","29.3","-1.75","-5.64","7,963","05/15","-412","-717","-554","-1,056","-3,854","-3,643","+1,221","+114","-1,087","-1,049"
"62","6153","嘉聯益","16.8","-1","-5.62","5,517","05/15","-491","-861","-852","-1,052","-1,545","-1,042","-4,037","-5,230","-5,537","-4,776"
"63","00642U","期元大S&P石油","31","+0.31","+1.01","6,009","05/15","+91","+65","+19","-1,050","-247","-2,712","+6,381","+4,454","+5,167","+3,533"
"64","5291","邑昇","66.7","-1.1","-1.62","865","05/15","-91","-116","-189","-1,030","-269","-261","+562","+1,621","+1,885","+928"
"65","4958","臻鼎-KY","401","-35.5","-8.13","52,405","05/15","+285","+378","-2,080","-1,021","-1,154","+5,848","+3,248","+17,345","+21,628","+16,985"
"66","00987A","主動台新優勢成長","16.5","-0.74","-4.29","11,416","05/15","-493","-439","-1,075","-1,013","-401","-1,048","+1,996","","","+244"
"67","2317","鴻海","248.5","+4","+1.64","138,413","05/15","-1,674","+584","+742","-968","-9,369","-13,450","-14,215","-13,743","-13,765","-13,952"
"68","8147","正淩","189","+7","+3.85","3,747","05/15","-97","-96","-908","-968","-1,438","-333","+505","+537","+525","+653"
"69","1409","新纖","16.85","-0.4","-2.32","7,263","05/15","-73","-499","-363","-965","-3,603","-1,069","-977","-5,340","+5,033","-3,085"
"70","1101","台泥","24.1","-0.45","-1.83","30,235","05/15","-932","-1,043","-695","-950","+1,760","+1,857","-1,841","+29","+18,608","-3,862"
"71","4949","有成精密","85.7","+1.4","+1.66","2,813","05/15","-65","-587","-950","-936","-12","+146","+1,771","+988","+1,202","+850"
"72","2363","矽統","60.5","-2.5","-3.97","29,878","05/15","-686","-1,371","-3,020","-935","-1,505","+1,076","-1,844","-5,006","+637","-2,568"
"73","2345","智邦","2505","-170","-6.36","7,040","05/15","+101","-271","-334","-933","-314","+171","-503","-2,769","-1,300","-1,784"
"74","1304","台聚","12.25","-0.5","-3.92","6,115","05/15","-198","-330","-397","-900","-2,092","-1,642","+7,105","+6,819","+6,221","+6,169"
"75","4991","環宇-KY","642","-66","-9.32","751","05/15","-127","-241","-396","-881","-954","-1,033","-1,897","-9,916","-3,134","-4,060"
"76","1608","華榮","31.85","-1.1","-3.34","3,629","05/15","-129","-976","-724","-880","-610","+655","+623","-2,873","+2,569","-2,977"
"77","3034","聯詠","466.5","-26.5","-5.38","8,911","05/15","-141","-316","-197","-872","+95","-387","-1,092","-178","+2,055","-407"
"78","3376","新日興","192.5","-4","-2.04","4,893","05/15","-233","-449","-498","-867","-954","-1,911","+103","+3,590","+2,003","-1,181"
"79","6206","飛捷","130","-6.5","-4.76","4,047","05/15","-147","-334","-652","-867","-518","-623","-922","-1,288","-2,649","-852"
"80","1714","和桐","9.84","-0.16","-1.6","4,838","05/15","+106","+187","+142","-854","-505","+46","+3,520","+1,914","+2,728","+2,588"
"81","00927","群益半導體收益","35.02","-0.52","-1.46","22,168","05/15","-99","-491","-675","-852","+1,130","-1,160","+1,015","+2,700","+1,801","+2,659"
"82","009816","凱基台灣TOP50","13.74","-0.16","-1.15","217,397","05/15","+247","+131","-205","-852","+720","+477","+21,258","","",""
"83","3037","欣興","821","-60","-6.81","31,600","05/15","-257","-197","+41","-849","-1,029","+2,540","-4,135","+11,491","+11,651","+5,652"
"84","3388","崇越電","97.2","-10.8","-10","5,041","05/15","-1,536","-1,766","-2,902","-844","-554","+1,979","+2,794","+2,803","+2,836","+2,800"
"85","8027","鈦昇","247","-17","-6.44","5,912","05/15","-708","-739","-1,013","-839","-2,293","+313","+3,167","+4,459","+5,787","+3,454"
"86","6509","聚和","45.85","-1.2","-2.55","3,856","05/15","-168","-80","-362","-820","-810","-1,779","+1,450","+1,418","+1,277","+1,410"
"87","8033","雷虎","140.5","+3","+2.18","4,461","05/15","-102","-325","-401","-812","-891","-611","-2,203","-658","+7,189","-3,157"
"88","00910","第一金太空衛星","74.45","+1.2","+1.64","2,775","05/15","-56","-109","-128","-807","-370","-458","-776","+426","+933","+420"
"89","8096","擎亞","95.9","-1.2","-1.24","11,235","05/15","+422","-436","-507","-777","-1,431","-1,506","+9,607","+10,574","+11,018","+12,477"
"90","8422","可寧衛*","26.05","-0.65","-2.43","12,243","05/15","-77","-566","-861","-768","-755","-358","-1,970","+14,117","+31,594","+11,955"
"91","6683","雍智科技","1735","-190","-9.87","1,271","05/15","-445","-535","-600","-765","-696","-238","+3","","","+1,342"
"92","6788","華景電","408","-35.5","-8","2,264","05/15","-463","-478","-582","-763","-523","-755","+158","-98","+683","-1,954"
"93","6224","聚鼎","71.7","-1.9","-2.58","1,255","05/15","-422","-581","-570","-732","-157","+779","+1,590","+1,405","+1,470","+1,560"
"94","6505","台塑化","51.3","-1.1","-2.1","6,552","05/15","+48","-59","-144","-711","-1,384","-1,404","+6,856","+5,310","+5,021","+6,906"
"95","3362","先進光","112.5","+1","+0.9","6,613","05/15","+116","+79","+86","-700","-494","-1,102","-1,965","-2,576","-2,903","-1,703"
"96","8086","宏捷科","150","-4","-2.6","7,733","05/15","-774","-457","-1,073","-695","+612","+315","+3,976","+4,661","+2,701","+3,828"
"97","2436","偉詮電","69.8","-1.6","-2.24","5,440","05/15","-631","-922","-831","-693","-610","+3,817","+3,720","+5,251","+5,776","+5,217"
"98","8070","長華*","45.15","-0.45","-0.99","2,833","05/15","-1","-35","-285","-693","-1,029","-837","-1,720","-3,501","-4,289","-2,762"
"99","2458","義隆","142.5","-7","-4.68","3,923","05/15","-21","-116","-453","-683","-352","-870","+1,060","+696","+1,799","+1,146"
"100","4764","雙鍵","291.5","-18.5","-5.97","444","05/15","-117","-172","-422","-672","+563","-855","+1,859","+4,830","+5,524","+934"
"101","6962","奕力-KY","36.1","-1.15","-3.09","3,967","05/15","-154","-520","-522","-670","-794","+150","+1,657","+1,309","","+793"
"102","2316","楠梓電","129.5","-4.5","-3.36","7,841","05/15","-234","-820","-1,182","-666","-636","-1,152","+42","-1,140","+2,342","-192"
"103","3693","營邦","546","-8","-1.44","1,094","05/15","-99","-208","-268","-658","-935","-1,246","+1,929","+3,097","+3,263","+3,095"
"104","1795","美時","193","-5.5","-2.77","3,964","05/15","-40","-301","-384","-655","-111","+183","+2,888","+349","+3,401","+1,297"
"105","3532","台勝科","221.5","-24.5","-9.96","1,187","05/15","-145","-230","-395","-651","+1,493","+1,398","+2,949","+2,504","+4,175","+2,039"
"106","0050","元大台灣50","95.4","-0.65","-0.68","98,133","05/15","-254","-502","-496","-649","-496","-243","+1,706","-959","+6,363","+609"
"107","2206","三陽工業","58.7","+0.2","+0.34","1,497","05/15","-321","-503","-548","-646","-10,756","-16,469","-18,173","-18,548","-15,435","-18,770"
"108","6274","台燿","1305","-145","-10","1,539","05/15","-154","-186","-304","-643","+2,644","+2,932","+3,546","-3,155","-1,012","+2,736"
"109","3264","欣銓","226","-3","-1.31","19,343","05/15","-111","-123","-196","-642","-645","-5,506","-5,470","+60","-467","-8,905"
"110","6806","森崴能源","15.6","-1.7","-9.83","1,223","05/15","-154","-607","-608","-642","-685","-915","-2,593","-4,739","-3,325","-3,589"
"111","4967","十銓","276","-9","-3.16","7,424","05/15","-210","+220","+132","-641","-2,387","+978","+2,693","+2,973","+4,886","-3,260"
"112","5386","青雲","415","-15.5","-3.6","448","05/15","-40","-114","-182","-633","+117","+1,540","-637","+6","+1,004","+21"
"113","6548","長科*","49.05","-0.75","-1.51","4,690","05/15","-80","-747","-553","-628","-703","+358","+895","+2,117","+2,439","+818"
"114","6227","茂綸","124.5","+11","+9.69","2,633","05/15","-506","-504","-476","-626","-362","-282","-485","-423","-168","-315"
"115","3152","璟德","166","-7.5","-4.32","4,166","05/15","-203","-92","-55","-623","-721","+52","+164","+1,157","+1,285","+701"
"116","1909","榮成","8.97","+0.02","+0.22","2,940","05/15","+1","-579","-671","-618","-412","-10","+2,050","+3,686","+5,131","+2,523"
"117","1309","台達化","15.65","-0.45","-2.8","5,149","05/15","-544","-708","-593","-614","-2,655","-2,774","+2,427","+4,474","+5,213","+3,931"
"118","1313","聯成","10.5","-0.05","-0.47","3,396","05/15","-71","-292","-313","-607","-169","-179","+2,886","+3,934","+6,146","+1,892"
"119","6170","統振","50.3","0","0","185","05/15","-32","-152","-167","-607","-763","-705","-722","-1,695","-1,928","-1,448"
"120","3105","穩懋","458.5","-25","-5.17","28,149","05/15","-1,319","-1,048","-1,180","-605","-125","+2,081","+1,329","+34,485","+35,755","+18,163"
"121","3545","敦泰","55.5","-2.3","-3.98","3,173","05/15","+42","-33","-6","-598","+133","+185","+57","+284","-963","+355"
"122","5425","台半","72","-0.7","-0.96","14,528","05/15","-797","-909","-3,242","-596","+1,415","+3,523","+4,296","+2,317","+1,742","+3,258"
"123","3354","律勝","33","-0.6","-1.79","1,307","05/15","-78","-193","-285","-594","+402","+386","+609","+843","+797","+549"
"124","4973","廣穎","117","+0.5","+0.43","7,543","05/15","-225","+119","-150","-576","-152","+551","0","+300","+1,792","+849"
"125","6005","群益證","31.25","-0.35","-1.11","12,913","05/15","-246","-67","-104","-576","-671","+868","-213","+1,545","+4,203","+2,776"
"126","2342","茂矽","40.45","-1.7","-4.03","6,890","05/15","-371","-935","-1,105","-566","+846","+1,522","+1,032","+739","+1,601","+1,174"
"127","3704","合勤控","38.2","+1.5","+4.09","8,711","05/15","-412","-662","-864","-559","-774","-1,432","-3,842","-3,767","-3,361","-2,286"
"128","2353","宏碁","27.7","-0.3","-1.07","22,918","05/15","+44","-719","-512","-556","-1,151","-1,967","-4,979","+485","+4,010","-1,367"
"129","00635U","期元大S&P黃金","48.05","-1.17","-2.38","6,026","05/15","-42","-101","-63","-540","-939","-1,718","-1,822","-2,358","+1,713","+1,063"
"130","7402","邑錡","101","-0.5","-0.49","496","05/15","-10","-282","-322","-540","-288","-58","-402","-585","+1,316","-925"
"131","3605","宏致","77.1","-3.1","-3.87","5,508","05/15","-181","-357","-430","-539","-483","-38","-892","-1,438","-1,232","-250"
"132","2402","毅嘉","63.9","-4","-5.89","10,167","05/15","-601","-656","-699","-538","-1,475","-2,839","-1,771","+3,174","+7,134","-18,050"
"133","00993A","主動安聯台灣","12.66","-0.56","-4.24","23,760","05/15","-18","-90","-6","-536","-565","-60","-7,188","","",""
"134","6257","矽格","217","+6.5","+3.09","23,166","05/15","+109","+384","-402","-527","-278","-1,088","+3,084","+6,970","+6,062","-2,721"
"135","4542","科嶠","205","-7","-3.3","320","05/15","-77","-112","-212","-519","-341","-227","+266","+1,563","+1,294","+1,299"
"136","3045","台灣大","114.5","-0.5","-0.43","12,738","05/15","+103","-162","-480","-518","-169","-300","-726","-2,077","+225","-202"
"137","3709","鑫聯大投控","81.1","-0.7","-0.86","2,683","05/15","-222","-388","-432","-509","+189","-191","+544","-4,441","+1,110","-85"
"138","3450","聯鈞","395.5","-26.5","-6.28","4,682","05/15","-492","-773","-1,637","-502","+204","+754","+710","-3,181","+5,944","-3,041"
"139","8942","森鉅","42.5","+0.5","+1.19","587","05/15","-141","-174","-227","-498","-14","-88","+85","+80","+279","+145"
"140","3714","富采","67.2","-1","-1.47","17,788","05/15","-504","-517","-1,649","-497","-4,221","+5,595","+17,361","+18,849","+23,196","+19,056"
"141","4956","光鋐","42","-0.9","-2.1","3,202","05/15","-121","-585","-874","-497","-617","-1,258","+541","+894","-508","+24"
"142","4303","信立","47","-1.8","-3.69","1,271","05/15","-63","-271","-241","-496","-209","-112","-374","-917","-1,201","-338"
