"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"1","5274","信驊","櫃","05/14","","17810","-10","-0.06","297","5,339","17820","18420","18535","17530","5.64","151","112.95","","","","",""
"2","6515","穎崴","市","05/14","","10540","+665","+6.73","511","5,283","9875","10200","10745","9845","9.11","214","58.46","","","","",""
"3","7769","鴻勁","市","05/14","","7560","+120","+1.61","675","5,214","7440","7440","7995","7440","7.46","99.9","23.44","","","","",""
"4","6223","旺矽","櫃","05/14","","6290","+570","+9.97","545","3,428","5720","6290","6290","6290","0","188","42.27","","","","",""
"5","6669","緯穎","市","05/14","","5435","-145","-2.6","1,750","9,680","5580","5715","5730","5435","5.29","18.2","7.21","","","","",""
"6","3443","創意","市","05/14","","5075","-255","-4.78","2,743","14,186","5330","5505","5515","5055","8.63","153","46.63","","","","",""
"7","2059","川湖","市","05/14","","5010","-240","-4.57","231","1,173","5250","5400","5400","5010","7.43","44.2","15.14","","","","",""
"8","2383","台光電","市","05/14","","4920","-10","-0.2","2,342","11,817","4930","5095","5215","4920","5.98","107","36.77","","","","",""
"9","3661","世芯-KY","市","05/14","","4830","+50","+1.05","3,193","15,562","4780","4870","5005","4720","5.96","70.6","9.13","","","","",""
"10","6510","精測","櫃","05/14","","4150","+375","+9.93","1,373","5,569","3775","3870","4150","3835","8.34","122","13.88","","","","",""
"11","7734","印能科技","櫃","05/14","","3940","-435","-9.94","1,284","5,493","4375","4500","4635","3940","15.9","99.5","15.96","","","","",""
"12","3529","力旺","櫃","05/14","","3920","0","0","543","2,137","3920","4015","4040","3885","3.95","143","65.96","","","","",""
"13","2454","聯發科","市","05/14","","3405","-90","-2.58","7,104","24,560","3495","3585","3590","3385","5.87","51.5","13.57","","","","",""
"14","3653","健策","市","05/14","","3365","-165","-4.67","1,063","3,600","3530","3640","3640","3310","9.35","93.1","23.31","","","","",""
"15","3008","大立光","市","05/14","","3135","+285","+10","4,217","13,048","2850","2930","3135","2895","8.42","19.6","2.22","","","","",""
"16","3081","聯亞","櫃","05/14","","2945","+110","+3.88","3,195","9,332","2835","2960","2980","2815","5.82","386","64.27","","","","",""
"17","3131","弘塑","櫃","05/14","","2935","-90","-2.98","482","1,438","3025","3100","3110","2930","5.95","64.5","17.79","","","","",""
