排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6806,森崴能源,9.27,-1.03,-10.0,05/22,0.0,-79.4,-87.7,-97.5,-97.8,-98.0,-99.1,-99.0,-98.1,-99.0
2,3228,金麗科,211.5,1.5,0.71,05/22,0.0,-65.9,-65.9,-65.9,-78.1,-78.1,-80.3,-80.3,-99.0,-80.3
3,4912,聯德控股-KY,106.0,4.5,4.43,05/22,-3.44,-32.0,-43.4,-46.4,-50.4,-38.5,-50.6,113.0,19.3,125.0
4,00980A,主動野村臺灣優選,23.16,0.67,2.98,05/22,-45.9,-45.9,-45.9,-43.4,-16.5,86.9,74.3,13.1,,35.2
5,6690,安碁資訊,171.0,2.5,1.48,05/22,0.0,0.0,-13.8,-41.9,-32.4,-29.6,-31.5,-64.5,-76.4,-65.5
6,5236,凌陽創新,181.0,4.0,2.26,05/22,-3.17,-3.17,-41.9,-41.5,-48.4,-48.6,-64.6,-48.0,-52.3,-59.7
7,3048,益登,74.5,6.7,9.88,05/22,6.22,-45.2,-44.2,-39.5,-67.1,-73.2,-80.4,-80.3,-4.68,-80.0
8,6449,鈺邦,305.5,10.5,3.56,05/22,-19.8,-27.7,-37.3,-37.9,-41.8,-43.4,-54.8,-54.5,-29.8,-54.7
9,009819,中信數據及電力,10.17,0.05,0.49,05/22,0.0,0.0,-4.43,-36.3,-36.5,,,,,
10,3450,聯鈞,459.5,19.5,4.43,05/22,0.0,-0.05,-0.29,-35.5,-58.5,-44.2,-74.3,-74.1,-36.6,-74.4
11,7715,裕山,31.4,1.8,6.08,05/22,0.0,0.0,0.0,-35.3,-42.8,-49.8,-48.3,-65.0,,-61.7
12,5274,信驊,17780.0,1340.0,8.15,05/22,-0.46,-0.46,-31.6,-32.0,-38.4,-37.1,-63.3,-66.9,-54.1,-71.5
13,7744,崴寶,501.0,-3.0,-0.6,05/22,0.0,0.0,-2.78,-31.4,-25.5,-47.8,-18.6,,,
