排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
1,5274,信驊,櫃,05/18,,16150.0,-1045.0,-6.08,539,8713.0,17195.0,17385.0,17385.0,15530.0,10.8,137.0,102.42,,,,,
2,6515,穎崴,市,05/18,,10240.0,460.0,4.7,296,2938.0,9780.0,9780.0,10240.0,9550.0,7.06,208.0,56.8,,,,,
3,7769,鴻勁,市,05/18,,6655.0,-240.0,-3.48,769,5093.0,6895.0,6575.0,6975.0,6360.0,8.92,83.1,19.09,,,,,
4,6223,旺矽,櫃,05/18,,6135.0,240.0,4.07,1556,9431.0,5895.0,6000.0,6245.0,5895.0,5.94,163.0,38.15,,,,,
5,6669,緯穎,市,05/18,,5090.0,-25.0,-0.49,1405,7047.0,5115.0,4920.0,5110.0,4920.0,3.71,17.1,6.75,,,,,
6,2059,川湖,市,05/18,,4765.0,-95.0,-1.95,294,1366.0,4860.0,4730.0,4765.0,4525.0,4.94,42.0,14.4,,,,,
7,3443,創意,市,05/18,,4740.0,-105.0,-2.17,2458,11398.0,4845.0,4625.0,4760.0,4560.0,4.13,143.0,43.55,,,,,
8,3661,世芯-KY,市,05/18,,4590.0,-15.0,-0.33,1956,8747.0,4605.0,4450.0,4600.0,4340.0,5.65,67.1,8.67,,,,,
9,2383,台光電,市,05/18,,4545.0,-70.0,-1.52,3424,15137.0,4615.0,4415.0,4575.0,4300.0,5.96,98.6,33.97,,,,,
10,6510,精測,櫃,05/18,,3720.0,-15.0,-0.4,622,2291.0,3735.0,3630.0,3815.0,3600.0,5.76,109.0,12.44,,,,,
11,7734,印能科技,櫃,05/18,,3705.0,-45.0,-1.2,520,1870.0,3750.0,3590.0,3800.0,3375.0,11.3,93.5,15.01,,,,,
12,3529,力旺,櫃,05/18,,3450.0,-380.0,-9.92,865,3020.0,3830.0,3580.0,3650.0,3450.0,5.22,126.0,58.05,,,,,
13,2454,聯發科,市,05/18,,3400.0,140.0,4.29,7041,23527.0,3260.0,3240.0,3550.0,3150.0,12.3,54.1,13.55,,,,,
14,3008,大立光,市,05/18,,3290.0,-155.0,-4.5,4461,14512.0,3445.0,3400.0,3400.0,3125.0,7.98,20.6,2.33,,,,,
15,3653,健策,市,05/18,,3270.0,-195.0,-5.63,1062,3433.0,3465.0,3305.0,3345.0,3200.0,4.18,90.5,22.65,,,,,
16,3131,弘塑,櫃,05/18,,2775.0,-95.0,-3.31,309,853.0,2870.0,2810.0,2845.0,2665.0,6.27,51.9,16.82,,,,,
17,8299,群聯,櫃,05/18,,2735.0,85.0,3.21,8642,23068.0,2650.0,2585.0,2755.0,2570.0,6.98,26.5,8.16,,,,,
18,3081,聯亞,櫃,05/18,,2710.0,55.0,2.07,1998,5176.0,2655.0,2550.0,2710.0,2500.0,7.91,356.0,59.14,,,,,
19,7750,新代,市,05/18,,2540.0,-15.0,-0.59,706,1793.0,2555.0,2520.0,2605.0,2495.0,4.31,61.7,15.96,,,,,
20,2345,智邦,市,05/18,,2495.0,-10.0,-0.4,3138,7784.0,2505.0,2375.0,2530.0,2375.0,6.19,47.2,21.35,,,,,
21,3017,奇鋐,市,05/18,,2410.0,-45.0,-1.83,4751,11282.0,2455.0,2350.0,2435.0,2300.0,5.5,39.6,21.19,,,,,
22,3533,嘉澤,市,05/18,,2325.0,-5.0,-0.21,1202,2750.0,2330.0,2310.0,2335.0,2225.0,4.72,32.6,6.77,,,,,
23,2330,台積電,市,05/18,,2240.0,-25.0,-1.1,32967,73655.0,2265.0,2225.0,2260.0,2215.0,1.99,30.1,10.72,,,,,
24,2360,致茂,市,05/18,,2185.0,-55.0,-2.46,2304,4986.0,2240.0,2125.0,2200.0,2125.0,3.35,68.9,33.37,,,,,
25,3665,貿聯-KY,市,05/18,,2025.0,-70.0,-3.34,5228,10574.0,2095.0,2070.0,2085.0,1990.0,4.53,40.9,8.47,,,,,
26,2308,台達電,市,05/18,,2020.0,-55.0,-2.65,10082,20317.0,2075.0,1985.0,2040.0,1985.0,2.65,74.5,17.52,,,,,
27,5289,宜鼎,櫃,05/18,,1865.0,105.0,5.97,5904,10791.0,1760.0,1785.0,1890.0,1750.0,7.95,24.7,12.39,,,,,
28,3491,昇達科,櫃,05/18,,1855.0,165.0,9.76,2938,5246.0,1690.0,1695.0,1855.0,1650.0,12.1,203.0,35.28,,,,,
29,6442,光聖,市,05/18,,1815.0,75.0,4.31,2268,4054.0,1740.0,1700.0,1840.0,1690.0,8.62,68.2,20.65,,,,,
30,6683,雍智科技,櫃,05/18,,1800.0,65.0,3.75,860,1411.0,1735.0,1610.0,1800.0,1565.0,13.5,101.0,17.11,,,,,
31,7751,竑騰,櫃,05/18,,1785.0,160.0,9.85,254,433.0,1625.0,1570.0,1785.0,1555.0,14.2,78.8,22.07,,,,,
