排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3090,日電貿,332.5,30.0,9.92,06/18,0.84,1.52,2.04,3.97,5.05,5.96,7.48,5.23,9.77,11.0,10.9,4.83
2,4722,國精化,277.5,13.5,5.11,06/18,0.98,1.82,2.87,2.87,3.04,3.04,2.03,2.82,2.59,3.12,-2.06,2.03
3,4958,臻鼎-KY,642.0,3.0,0.47,06/18,1.84,1.92,2.09,2.78,2.79,2.73,4.49,0.37,3.17,2.26,5.52,4.11
4,8996,高力,1590.0,75.0,4.95,06/18,1.26,1.92,2.07,2.18,4.24,4.21,5.41,7.96,6.22,6.16,6.09,6.83
5,3443,創意,4860.0,-215.0,-4.24,06/18,1.57,1.68,1.76,1.99,2.16,1.96,3.68,4.48,6.25,0.54,10.0,4.77
6,3026,禾伸堂,902.0,6.0,0.67,06/18,0.03,1.33,1.71,1.93,2.03,3.44,9.67,9.44,9.84,10.0,9.19,9.45
7,2455,全新,416.0,-12.0,-2.8,06/18,1.16,1.7,1.86,1.8,1.32,2.74,7.51,7.24,6.24,-3.77,-2.26,7.11
8,6683,雍智科技,1650.0,10.0,0.61,06/18,0.25,0.25,1.3,1.67,1.12,-3.81,2.02,3.35,1.8,2.32,,3.35
9,6182,合晶,120.0,6.0,5.26,06/18,0.45,1.52,1.53,1.53,1.53,2.53,2.54,2.52,2.52,0.92,1.43,2.54
10,6271,同欣電,242.5,17.5,7.78,06/18,0.28,0.28,0.6,1.49,1.45,1.79,1.77,2.24,2.44,-0.14,-2.3,2.26
11,00988A,主動統一全球創新,22.96,0.44,1.95,06/18,0.01,0.01,0.4,1.42,0.66,1.75,1.73,1.92,,,,1.92
12,2492,華新科,561.0,19.0,3.51,06/18,1.36,1.36,1.39,1.42,1.57,2.26,3.13,3.31,3.29,3.53,-6.32,3.31
13,3211,順達,436.0,8.0,1.87,06/18,0.0,-0.03,0.43,1.38,0.54,-4.2,-10.5,-10.6,-17.8,8.65,8.65,-14.2
14,3665,貿聯-KY,2100.0,10.0,0.48,06/18,2.0,1.53,1.27,1.37,2.14,0.83,-1.94,-4.53,-6.26,9.09,9.61,-6.69
15,4915,致伸,75.9,-0.1,-0.13,06/18,0.06,0.12,0.43,1.27,1.26,0.77,-0.61,-0.04,-4.31,13.6,14.4,-0.35
16,3131,弘塑,3520.0,275.0,8.47,06/18,0.56,0.61,0.61,1.12,1.68,2.59,-0.6,-0.26,-6.08,-2.83,-3.06,-1.41
17,5483,中美晶,181.0,-1.5,-0.82,06/18,0.04,0.74,0.91,1.01,0.01,-0.38,1.03,0.94,1.3,8.31,8.32,0.81
18,6488,環球晶,1110.0,10.0,0.91,06/18,0.04,0.71,0.91,0.97,0.71,1.81,3.95,7.94,7.12,7.81,8.03,6.93
19,3624,光頡,160.5,14.5,9.93,06/18,0.0,0.0,0.96,0.96,-0.61,-2.56,2.57,2.57,2.57,-6.89,2.57,2.57
20,2327,國巨*,1080.0,96.0,9.76,06/18,0.33,0.47,0.63,0.9,1.79,2.55,4.62,6.32,6.35,6.67,6.56,5.91
21,3008,大立光,5195.0,50.0,0.97,06/18,0.14,0.5,0.61,0.88,1.02,1.3,0.5,2.75,2.8,2.46,2.24,1.41
22,1513,中興電,176.5,4.5,2.62,06/18,0.8,0.8,0.82,0.81,0.81,1.38,1.42,0.38,2.15,-5.05,4.08,0.41
23,006201,元大富櫃50,50.25,2.02,4.19,06/18,0.0,0.17,0.24,0.81,1.91,2.45,2.61,-0.37,-5.61,-6.29,-77.6,0.05
24,2408,南亞科,459.5,22.5,5.15,06/18,0.43,0.5,0.69,0.76,0.84,0.71,0.03,0.92,1.43,-0.15,3.26,-0.1
25,6515,穎崴,9450.0,0.0,0.0,06/18,0.02,0.04,0.05,0.75,0.98,-1.12,-0.74,3.85,7.62,0.44,,2.29
26,6173,信昌電,316.0,15.5,5.16,06/18,0.0,0.0,0.17,0.73,1.15,1.15,1.15,1.15,1.15,1.15,-2.68,1.15
27,6239,力成,363.5,18.5,5.36,06/18,0.01,-0.01,0.06,0.67,-2.39,-5.07,-7.31,-10.1,-15.7,3.01,7.66,-7.9
28,6274,台燿,1835.0,165.0,9.88,06/18,0.1,0.28,0.37,0.67,1.2,3.36,5.39,-1.84,5.86,13.0,6.67,-5.28
29,6510,精測,3610.0,70.0,1.98,06/18,0.02,0.08,0.05,0.66,-0.54,-2.01,-4.66,-1.56,3.46,11.8,7.27,-1.3
30,6670,復盛應用,287.5,-13.0,-4.33,06/18,0.18,0.33,0.56,0.65,0.68,0.69,0.64,-2.45,-3.56,7.12,,0.03
31,2404,漢唐,1265.0,-15.0,-1.17,06/18,0.04,0.81,0.27,0.61,-1.03,-3.68,-6.73,-9.24,-8.81,5.18,3.57,-7.93
32,1210,大成,54.7,-0.4,-0.73,06/18,0.02,0.05,0.15,0.6,3.36,5.13,3.8,3.11,2.44,6.45,5.82,3.13
33,2344,華邦電,218.5,19.5,9.8,06/18,0.16,0.19,0.4,0.57,0.28,1.65,3.64,5.01,8.48,7.78,8.58,5.1
34,1402,遠東新,28.85,0.05,0.17,06/18,0.15,0.3,0.55,0.55,2.86,0.29,0.06,-1.09,-1.64,-3.56,2.55,-1.01
35,2472,立隆電,402.0,36.5,9.99,06/18,0.65,0.3,0.33,0.52,0.43,0.82,2.57,0.63,1.93,3.59,3.61,0.69
36,6415,矽力*-KY,629.0,57.0,9.97,06/18,0.0,0.14,0.34,0.49,0.27,0.63,2.01,3.1,1.95,2.36,0.12,3.09
37,5347,世界,174.5,8.0,4.8,06/18,0.0,-0.04,0.18,0.48,-1.32,-2.79,-3.05,-8.57,-9.61,6.63,7.7,-7.25
38,3596,智易,191.5,-2.0,-1.03,06/18,0.15,0.33,0.48,0.48,0.48,0.46,0.28,0.04,-8.22,-3.68,-4.59,0.04
39,00923,群益台ESG低碳50,43.18,0.51,1.2,06/18,0.0,0.11,0.11,0.46,0.46,0.81,0.81,0.69,0.46,1.63,,0.93
40,5425,台半,118.5,10.5,9.72,06/18,0.0,0.0,0.0,0.45,0.15,0.47,0.3,0.52,0.46,-7.15,-1.48,0.53
41,6196,帆宣,567.0,26.0,4.81,06/18,0.09,0.08,0.09,0.44,0.5,1.4,1.43,-0.63,-5.23,1.81,1.76,1.55
42,4904,遠傳,108.5,-1.0,-0.91,06/18,0.65,0.52,0.43,0.43,0.37,1.13,0.91,0.13,-3.45,5.06,8.27,0.32
43,8150,南茂,104.0,9.1,9.59,06/18,0.05,0.05,0.04,0.42,1.49,1.62,3.23,3.16,3.22,2.96,3.23,3.31
44,2886,兆豐金,45.5,0.4,0.89,06/18,0.24,0.36,0.36,0.42,0.43,1.23,0.93,0.85,-0.52,2.77,3.45,0.8
