"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"301","2597","潤弘","市","09/02","","170","-0.5","-0.29","402","68","170.5","170.5","171","168","1.76","14.6","7.1","","","","",""
"302","4961","天鈺","市","09/02","","169.5","+2","+1.19","1,074","181","167.5","169.5","170","168","1.19","19.1","1.18","","","","",""
"303","8416","實威","櫃","09/02","","169","-0.5","-0.29","3","0.56","169.5","168","169","168","0.59","11.5","2.94","","","","",""
"304","3090","日電貿","市","09/02","","168.5","-4.5","-2.6","3,122","527","173","170","170.5","168","1.45","21.9","2.61","","","","",""
"305","2421","建準","市","09/02","","168","-9","-5.08","6,794","1,159","177","175","178.5","166","7.06","17.7","4.57","","","","",""
"306","7714","創泓科技","櫃","09/02","","168","+0.5","+0.3","204","34.4","167.5","170","171.5","165","3.88","21.8","6.09","","","","",""
"307","8462","柏文","市","09/02","","168","-3.5","-2.04","71","12","171.5","169","170.5","166.5","2.33","15.9","5.61","","","","",""
"308","6890","來億-KY","市","09/02","","166.5","-1.5","-0.89","129","21.6","168","168","169","165.5","2.08","16","1.79","","","","",""
"309","4551","智伸科","市","09/02","","166","-1.5","-0.9","797","133","167.5","166","169","163.5","3.28","17.4","2.07","","","","",""
"310","6690","安碁資訊","櫃","09/02","","165.5","+1.5","+0.91","33","5.44","164","164","165.5","163","1.52","15.1","1.64","","","","",""
"311","1513","中興電","市","09/02","","165","-1","-0.6","1,754","291","166","166.5","168","164.5","2.11","18.6","3.92","","","","",""
"312","6762","達亞","櫃","09/02","","165","+2","+1.23","3","0.55","163","164","165","164","0.61","351","4.45","","","","",""
"313","4536","拓凱","市","09/02","","164.5","0","0","94","15.4","164.5","164.5","166","163.5","1.52","12.4","1.58","","","","",""
"314","1773","勝一","市","09/02","","163.5","-8","-4.66","1,603","265","171.5","170","170","162.5","4.37","20.4","4.29","","","","",""
"315","3570","大塚","櫃","09/02","","163.5","+0.5","+0.31","24","3.95","163","162.5","163.5","162","0.92","11.4","2.62","","","","",""
"316","2316","楠梓電","市","09/02","","161.5","-5","-3","1,632","266","166.5","164.5","168","161","4.2","11.3","2.03","","","","",""
"317","6895","宏碩系統","櫃","09/02","","161.5","-6","-3.58","103","16.6","167.5","164","166","159.5","3.88","317","6.15","","","","",""
"318","2850","新產","市","09/02","","161","+0.5","+0.31","87","14","160.5","159.5","162","159.5","1.56","10.5","2.31","","","","",""
"319","3596","智易","市","09/02","","161","+1.5","+0.94","1,234","199","159.5","160.5","162.5","160","1.57","12.4","2.16","","","","",""
"320","8227","巨有科技","櫃","09/02","","160.5","-3.5","-2.13","386","62.8","164","161.5","167","160.5","3.96","31.1","5.29","","","","",""
"321","6438","迅得","市","09/02","","159.5","+3.5","+2.24","2,241","362","156","154","167","154","8.33","27.6","2.07","","","","",""
"322","2640","大車隊","櫃","09/02","","158.5","+2","+1.28","34","5.39","156.5","157.5","158.5","156.5","1.28","16.6","4.69","","","","",""
"323","8083","瑞穎","櫃","09/02","","158.5","0","0","39","6.12","158.5","158","158.5","157.5","0.63","13.9","5.08","","","","",""
"324","4571","鈞興-KY","市","09/02","","158","+1","+0.64","93","14.8","157","156","160","156","2.55","17.6","2.52","","","","",""
"325","3019","亞光","市","09/02","","157.5","+14","+9.76","24,643","3,812","143.5","143","157.5","141.5","11.1","26.6","2.96","","","","",""
"326","6712","長聖","櫃","09/02","","157.5","0","0","200","31.6","157.5","158.5","159","157","1.27","33.6","5.64","","","","",""
"327","1232","大統益","市","09/02","","156.5","-0.5","-0.32","90","14.1","157","157","157","156","0.64","17.3","4.54","","","","",""
"328","2480","敦陽科","市","09/02","","156.5","+1","+0.64","182","28.3","155.5","155.5","156.5","155","0.96","17.9","5.08","","","","",""
"329","6419","京晨科","櫃","09/02","","155.5","+1.5","+0.97","180","27.9","154","154","156.5","153","2.27","5.24","2.86","","","","",""
"330","2377","微星","市","09/02","","155","+1","+0.65","7,932","1,226","154","152.5","156","152","2.6","13.4","2.26","","","","",""
"331","2729","瓦城","櫃","09/02","","155","0","0","17","2.64","155","154.5","156","153.5","1.61","25.2","2.91","","","","",""
"332","5209","新鼎","櫃","09/02","","155","-0.5","-0.32","39","6.01","155.5","155","155.5","154","0.96","8.49","4.27","","","","",""
"333","8069","元太","櫃","09/02","","154.5","-3.5","-2.22","4,967","774","158","158.5","159","154.5","2.85","15","2.36","","","","",""
"334","4169","泰宗","市","09/02","","153.5","-0.5","-0.32","39","6.09","154","154","157","153.5","2.27","","5.22","","","","",""
"335","6913","鴻呈","櫃","09/02","","153","-9.5","-5.85","737","116","162.5","162","162","152.5","5.85","23.1","3.83","","","","",""
"336","7712","博盛半導體","櫃","09/02","","152.5","-2.5","-1.61","115","17.5","155","155.5","155.5","152","2.26","22","2.63","","","","",""
"337","7827","漢康-KY創","市","09/02","","152","-2","-1.3","83","12.6","154","153","153","151","1.3","","16.05","","","","",""
"338","4973","廣穎","櫃","09/02","","151.5","-1.5","-0.98","753","115","153","153","153.5","151.5","1.31","8.39","2.85","","","","",""
"339","6651","全宇昕","櫃","09/02","","151.5","-4","-2.57","126","19.2","155.5","155.5","155.5","151.5","2.57","17","4","","","","",""
"340","6732","昇佳電子","櫃","09/02","","151.5","0","0","143","21.6","151.5","151.5","152.5","150","1.65","21.8","1.6","","","","",""
"341","5474","聰泰","櫃","09/02","","150.5","-1","-0.66","90","13.7","151.5","153.5","154.5","150","2.97","25.8","3.05","","","","",""
"342","5347","世界","櫃","09/02","","149.5","-4","-2.61","11,808","1,776","153.5","151","151.5","149","1.63","31.7","4.46","","","","",""
"343","5432","新門","櫃","09/02","","149","-2.5","-1.65","71","10.7","151.5","151.5","152.5","147.5","3.3","16","5.94","","","","",""
"344","1597","直得","市","09/02","","148.5","+4","+2.77","5,980","897","144.5","144.5","154.5","143.5","7.61","72.8","5.25","","","","",""
"345","6579","研揚","市","09/02","","148.5","-1.5","-1","184","27.4","150","149","150.5","148.5","1.33","15.1","2.47","","","","",""
"346","2481","強茂","市","09/02","","148","-9","-5.73","21,328","3,224","157","153.5","157","148","5.73","39.3","3.76","","","","",""
"347","8255","朋程","櫃","09/02","","146.5","-3.5","-2.33","265","39.2","150","149.5","150","146.5","2.33","21.7","1.63","","","","",""
"348","0051","元大中型100","市","09/02","","146.45","-1","-0.68","24","3.58","147.45","146.9","147.05","146.15","0.61","","1.0053","","","","",""
"349","2359","所羅門","市","09/02","","144.5","+0.5","+0.35","4,355","635","144","143","147.5","142.5","3.47","21.5","3.87","","","","",""
"350","7631","聚賢研發-創","市","09/02","","144.5","-2.5","-1.7","54","7.78","147","145.5","146.5","144.5","1.36","13.7","3.16","","","","",""
"351","8478","東哥遊艇","市","09/02","","144.5","+2.5","+1.76","98","14","142","141","144.5","141","2.46","10","1.48","","","","",""
"352","2731","雄獅","市","09/02","","143.5","0","0","216","31","143.5","144.5","144.5","143","1.05","8.83","3","","","","",""
"353","2881","富邦金","市","09/02","","143.5","-1.5","-1.03","13,285","1,909","145","144.5","145","142.5","1.72","12.3","1.77","","","","",""
"354","4572","駐龍","市","09/02","","143.5","-1","-0.69","11","1.63","144.5","142.5","143.5","142.5","0.69","39","3.02","","","","",""
"355","3055","蔚華科","市","09/02","","142","+12.5","+9.65","4,305","590","129.5","127","142","127","11.6","","9.87","","","","",""
"356","8043","蜜望實","櫃","09/02","","142","-5","-3.4","1,368","195","147","142.5","144.5","142","1.7","34.4","4","","","","",""
"357","3289","宜特","櫃","09/02","","141.5","-1.5","-1.05","895","129","143","142","147","141","4.2","31","2.59","","","","",""
"358","3218","大學光","櫃","09/02","","140.5","-2.5","-1.75","200","28.3","143","142","145","140","3.5","10.4","3.07","","","","",""
"359","6568","宏觀","櫃","09/02","","140","+7.5","+5.66","248","34.6","132.5","134","143.5","132.5","8.3","27.8","2.75","","","","",""
"360","3441","聯一光","櫃","09/02","","139.5","+6.5","+4.89","3,995","549","133","133","140","130","7.52","57.4","6.74","","","","",""
"361","6862","三集瑞-KY","市","09/02","","139.5","-1.5","-1.06","65","9.1","141","140.5","141","139.5","1.06","20.6","2.41","","","","",""
"362","2072","世紀風電","市","09/02","","139","-2.5","-1.77","284","39.7","141.5","141","141","139","1.41","8.92","1.11","","","","",""
"363","6753","龍德造船","市","09/02","","139","-2.5","-1.77","717","100","142.5","141","142","139","2.12","13.3","3.06","","","","",""
"364","00757","統一FANG+","市","09/02","","138.25","-1","-0.72","680","94","139.25","138.45","138.45","138","0.32","","0.9982","","","","",""
"365","6206","飛捷","市","09/02","","138","-1","-0.72","437","60.6","139","140","140","138","1.44","15.2","3.76","","","","",""
"366","2412","中華電","市","09/02","","137.5","+1.5","+1.1","10,961","1,499","136","136.5","137.5","136","1.1","27","2.91","","","","",""
"367","4163","鐿鈦","櫃","09/02","","137.5","-0.5","-0.36","10","1.44","138","137.5","138","137","0.72","22.6","2.58","","","","",""
"368","5236","凌陽創新","市","09/02","","137.5","+0.5","+0.36","193","26.2","137","138","138","134","2.92","13.4","3.34","","","","",""
"369","6605","帝寶","市","09/02","","137.5","-0.5","-0.36","216","29.8","138","138","139","137","1.45","8.49","1.13","","","","",""
"370","2458","義隆","市","09/02","","137","-1","-0.72","982","135","138","138","139.5","136.5","2.17","12.6","3.5","","","","",""
"371","6525","捷敏-KY","市","09/02","","137","-6","-4.2","1,085","151","143","141","143","137","4.2","19.1","3.75","","","","",""
"372","02001L","富邦蘋果正二N","市","09/02","","136.55","-5.45","-3.84","52","7.18","142","140","140","136.1","2.75","","0.997","","","","",""
"373","00647L","元大S&P500正2","市","09/02","","136.5","-1.3","-0.94","78","10.6","137.8","136.4","136.5","135.95","0.4","","1.0027","","","","",""
"374","8109","博大","櫃","09/02","","136","+4","+3.03","530","71","132","132","136","131","3.79","18.2","3.69","","","","",""
