統一代號,股票名稱,產業別,B0_股價日期,B0_成交,B0_漲跌幅,B0_成交張數,B0_成交額(百萬),B0_PER,B0_5日均額(百萬),B0_量價狀態,B0_金額日變化率(%),B0_爆發倍數(X),今日上榜,△,法人持股,最新動態,5日ΔChange,20日ΔChange,60日ΔChange,120日ΔChange,外資持股比,B2_外資成交動態,B2_投信成交動態,B2_外資發行動態,B2_投信發行動態,B3_連買狀態,軋空評估,套牢評估,B4_融資減幅_當日,B4_融資減張_當日,B4_借券減幅_當日,B4_借券減張_當日,B4_融券增幅_當日,B4_融券增張_當日,B4_融資增幅_當日,B4_借券增幅_當日,B5_1000張_週動態,B5_1000張_最新週,B5_1000張_6周,B5_800張_週動態,B5_800張_最新週,B5_800張_6周,B5_600張_週動態,B5_600張_最新週,B5_600張_6周,B5_400張_週動態,B5_400張_最新週,B5_400張_6周,B6_總額(億),B6_收盤價,B6_成交均價,B7_董監持股%,B7_董監質押%,B7_持股近月增減%,B7_持股動態,B7_持股近半年增減%,B7_質押近月增減%,B7_質押動態,B8_主力連買動態,B8_斥資(億),B8_乖離率(%),B8_吃豆腐動態,B8_吃貨斥資(萬),B8_上榜期程,B8_集中度動態,B8_單日Δ,B8_5日Δ
2303,聯電,半導體業,09/23,160.0,0.0,124757.0,19982.0,23.9,35422.2,⚖️ 溫和震盪整理,-57.47786857337419,0.56,🔴5日 🟡20日 🔵120日,0.43251038,32.5254020690918,🪜 階梯吸籌 | 📈 上升,1.0067576,1.4623952,,,41.70,,⚠️ 趨緩 (1.10%),🚨 轉賣反轉 (-0.08%),🔥 持續加碼 (0.01%),🏦 投信日連買(14)-🔥 波段認養 | 🌐 外資週連買(2)-🌱 週線發動 | 🏦 投信週連買(4)-🌱 週線發動,,,-2.49,-4382.0,,,-9.07,-707.0,,,📈 小增,0.51,0.91999996,📈 小增,0.52,1.0000001,↗️ 微增,0.47,0.9699999,📈 小增,0.5,1.08,,,,6.11,22.8,0.010000229,↗️ 微增,0.010000229,0.0,➖ 持平,🔥 連 4 買,6.44,11.67,🔥 主力已拉開獲利 (追高風險),947899.0,,➡️ 橫盤震盪,-21.88,-1.66
2305,全友,電腦及週邊設備業,09/23,63.6,6.0,6666.0,422.0,77.6,503.0,✈️ 平量大漲 (一致看漲無拋壓，加速上漲),5.7644110275689275,0.84,🔴5日 🟡20日,0.86000013,8.194201469421387,🪜 階梯吸籌 | 📈 上升,2.64,4.1761103,,5.5742016,8.10,,,🚨 轉賣反轉 (-0.19%),,🌐 外資週連買(3)-🌱 週線發動,,,1.68,142.0,0.0,0.0,,,,,🔥 大增,1.47,2.77,🚀 劇增,2.34,3.18,🚀 劇增,2.23,4.16,🚀 劇增,2.43,4.5600004,,,,50.5,0,0.0,🔄 持平,16.8,0.0,➖ 持平,,,34.15,🔥 主力已拉開獲利 (追高風險),18789.0,,⚠️ 大戶跳車 (警戒),-25.6,-10.61
2308,台達電,電子零組件業,09/23,1900.0,0.0,9734.0,18556.0,60.5,25357.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),-43.1129096538827,0.73,🔵120日,0.013214111,62.257972717285156,📈 上升,,,,,61.60,,⚠️ 趨緩 (1.95%),,🔥 持續加碼 (0.01%),🏦 投信日連買(3)-🆕 試單觀察 | 🌐 外資週連買(2)-🌱 週線發動,,,,,-22.4,-1741.0,-0.81,-1.0,-0.67,,↗️ 微增,0.15,-0.79,↗️ 微增,0.01,-0.84,↗️ 微增,0.01,-0.6700001,↘️ 微減,-0.12,-0.64,,,,7.32,0.15,0.0,🔄 持平,0.0,0.0,➖ 持平,🔥 連 2 買,104.34,7.42,🔥 主力已拉開獲利 (追高風險),581806.0,,➡️ 橫盤震盪,0.37,0.34
2312,金寶,其他電子業,09/23,30.6,-1.45,5951.0,183.0,25.5,212.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),4.571428571428582,0.86,🟢60日,0.0,9.187119483947754,🔄 持平,,,2.1794684,,9.10,,🔥 強延續 (0.22%),,💤 籌碼沉澱中,🏦 投信週連買(5)-🚀 趨勢加溫,,,,,,,,,,,↘️ 微減,-0.26,0.61,↘️ 微減,-0.14,0.53999996,↘️ 微減,-0.05,0.63,↘️ 微減,-0.12,0.54,,,,8.83,16.6,-0.069999695,↘️ 微減,-0.27999973,0.20000076,↗️ 微增,🔥 連 1 買,0.53,-3.38,🩸 主力套牢中 (防守失敗),11108.0,🔥5日 ,↗️ 溫和吃貨,-25.27,4.51
2313,華通,電子零組件業,09/23,224.0,0.9,9758.0,2183.0,36.1,4680.0,⚖️ 溫和震盪整理,-37.37808376362594,0.47,🔵120日,0.07271576,23.857501983642578,📈 上升,,,,,18.70,,⚪ 觀望 (無資料),⚪ 觀望 (無資料),⚪ 觀望 (無資料),🌐 外資日連買(2)-🆕 試單觀察,,,,-360.0,,,,37.0,,0.35,↘️ 微減,-0.37,0.2299998,📉 小減,-0.61,0.3499999,↘️ 微減,-0.44,0.21000004,↘️ 微減,-0.35,0.39,,,,5.32,2.66,0.0,🔄 持平,-0.029999733,0.23000002,↗️ 微增,,,-7.23,🩸 主力套牢中 (防守失敗),96556.0,🔥10日 ,➡️ 橫盤震盪,0.95,0.32
2314,台揚,通信網路業,09/23,11.1,0.0,75.0,0.83,,1.36,⚖️ 溫和震盪整理,-29.059829059829056,0.61,,,,,,,,,1.20,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,↗️ 微增,0.01,0.02,🔄 持平,-0.0,-0.02,↗️ 微增,0.02,0.059999995,,,,1.02,0,0.0,🔄 持平,-0.029999971,0.0,➖ 持平,,,,,,,,,
2316,楠梓電,電子零組件業,09/23,159.0,-0.93,1269.0,203.0,11.1,249.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),-55.869565217391305,0.81,🟡20日 🔵120日,0.3199997,36.791072845458984,📈 上升 | 🚀 衝進🟡20日榜單,,,,8.154325,37.80,,🔄 持平 (0.00%),⚪ 觀望 (無資料),💤 籌碼沉澱中,,,,,,,,,,,3.28,↘️ 微減,-0.47,-2.2199998,↘️ 微減,-0.47,-1.75,↘️ 微減,-0.16,-1.0699999,↘️ 微減,-0.09,-0.69000006,,,,19.1,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-0.66,🎯 成本保衛戰 (極佳吃豆腐點),15862.0,,➡️ 橫盤震盪,-37.42,-4.86
2317,鴻海,其他電子業,09/23,256.0,1.19,35755.0,9154.0,16.9,8188.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),-6.141699989746741,1.12,🔵120日,0.0398674,40.476558685302734,🪜 階梯吸籌 | 📈 上升,,,,4.343548,40.40,,🔥 強延續 (2.71%),,🔥 持續加碼 (0.01%),🌐 外資日連買(2)-🆕 試單觀察 | 🏦 投信週連買(4)-🌱 週線發動,,,,,-2.44,-989.0,,22.0,,,↘️ 微減,-0.01,-0.28,↗️ 微增,0.01,-0.32000002,↘️ 微減,-0.02,-0.35999998,↘️ 微減,-0.01,-0.32,,,,0.02,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,1.63,🎯 成本保衛戰 (極佳吃豆腐點),329933.0,🔥5日 🔥10日 ,🚀 籌碼急凍 (強勢吸籌),4.86,7.68
2321,東訊,通信網路業,09/23,25.0,4.6,16.0,0.41,625.0,0.21,🚀 放量大漲 (量價齊升，持續看漲),70.83333333333333,1.95,,,,,,,,,0.00,,,,,,,,,,,,,,,,無資料,,0.08,無資料,,0.08,無資料,,0.08,無資料,,0.08,,,,,,,無,,,無,,,,,,,,,
2323,中環,光電業,09/23,10.8,-0.46,4137.0,44.7,3.55,51.72,⏸️ 平量滯漲 (拋壓增大，高位見頂),-35.21739130434782,0.86,,0.0,,🔄 持平,,,,,10.20,,,,,,,,,,0.0,0.0,,,,,📈 小增,0.51,0.67,↗️ 微增,0.28,0.55,↗️ 微增,0.22,0.52000004,↗️ 微增,0.22,0.6,,,,9.49,0,0.0,🔄 持平,0.010000229,0.0,➖ 持平,🔥 連 1 買,0.03,0.56,🎯 成本保衛戰 (極佳吃豆腐點),6898.0,,➡️ 橫盤震盪,-17.14,-2.96
2324,仁寶,電腦及週邊設備業,09/23,36.8,-0.67,23535.0,869.0,18.8,1255.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),-38.93183415319748,0.69,🔵120日,-0.43167686,24.87712287902832,📉 下降,,,,,35.40,,⚠️ 趨緩 (0.01%),,🔄 今日量縮持平,,,☠️ 極危,,,,,,,,1.37,📉 小減,-0.8,-0.9699999,📉 小減,-0.73,-0.72000015,📉 小減,-0.8,-0.6999999,📉 小減,-0.8,-0.57000005,,,,5.02,1.85,0.0,🔄 持平,0.05000019,0.0,➖ 持平,,,-3.98,🩸 主力套牢中 (防守失敗),43077.0,,➡️ 橫盤震盪,9.04,-2.51
2327,國巨*,電子零組件業,09/23,573.0,0.35,42588.0,24823.0,38.6,18320.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),0.7386063877277804,1.35,🔵120日,0.40902328,51.09135055541992,📈 上升,,,,,45.20,,📉 調節洗盤 (-0.79%),⚪ 觀望 (無資料),🚨 轉賣反轉 (-0.02%),🏦 投信週連買(2)-🌱 週線發動,,,,,-0.02,-5.0,1.7,7.0,2.43,,📉 小減,-0.64,-3.03,📉 小減,-0.64,-3.41,📉 小減,-0.66,-3.44,📉 小減,-0.67,-3.35,,,,7.68,23.4,0.049999714,↗️ 微增,0.059999943,0.0,➖ 持平,🔥 連 2 買,10.51,3.34,🚀 脫離成本區,303338.0,,↗️ 溫和吃貨,-28.78,1.2
2328,廣宇,電子零組件業,09/23,47.1,0.21,911.0,43.0,110.0,84.18,⚖️ 溫和震盪整理,-45.08301404853129,0.51,🟡20日 🟢60日,-0.07999992,9.49468994140625,📉 下降,,,1.7952089,,9.40,,,,,🌐 外資週連買(5)-🚀 趨勢加溫,,,,,,-538.0,,0.0,0.76,,↗️ 微增,0.07,1.5,↗️ 微增,0.08,0.94000006,↗️ 微增,0.19,0.78,↗️ 微增,0.36,1.31,,,,0.04,0,0.01,↗️ 微增,0.0,0.0,➖ 持平,🔥 連 4 買,0.54,1.11,🎯 成本保衛戰 (極佳吃豆腐點),9764.0,,➡️ 橫盤震盪,33.25,-0.38
2329,華泰,半導體業,09/23,44.35,2.42,4444.0,197.0,20.1,159.74,⚖️ 溫和震盪整理,135.36439665471926,1.23,,-10.440232,,📉 下降,,,,,9.70,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,,,,,,,,↗️ 微增,0.35,-0.029999994,↗️ 微增,0.3,0.46999997,📈 小增,0.5,0.48000002,📈 小增,0.54,0.4100001,,,,35.7,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,0.66,🎯 成本保衛戰 (極佳吃豆腐點),13798.0,🔥10日 ,↗️ 溫和吃貨,24.96,1.67
2330,台積電,半導體業,09/23,2500.0,1.63,22818.0,56894.0,29.0,57313.8,⚖️ 溫和震盪整理,4.0528183181535615,0.99,🔵120日,-0.031570435,69.78406524658203,📉 下降,,,,,69.20,⚪ 觀望 (無資料),⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,-692.0,,,63.6,7.0,,,↘️ 微減,-0.12,0.030000001,↘️ 微減,-0.1,0.08,↘️ 微減,-0.1,0.07,↘️ 微減,-0.1,0.03999999,20.92,2480.0,2492.06 / 2492.08 / 2493.47 / 2493.49 / 2494.7 / 2494.73,6.5,0.09,-0.01999998,↘️ 微減,-0.01999998,0.0,➖ 持平,🔥 連 3 買,84.95,2.49,🚀 脫離成本區,1726245.0,🔥5日 🔥10日 ,🚀 籌碼急凍 (強勢吸籌),48.98,12.83
2331,精英,電腦及週邊設備業,09/23,19.0,-1.04,524.0,10.0,18.6,19.48,⚖️ 溫和震盪整理,-19.354838709677423,0.51,,,,,,,,,5.80,,,,,🌐 外資週連買(2)-🌱 週線發動,,,,-18.0,,-218.0,-2.38,-1.0,,,↗️ 微增,0.14,0.16,↗️ 微增,0.14,0.009999998,↘️ 微減,-0.1,-0.12,↗️ 微增,0.15,0.24000001,,,,48.7,45.7,0.0,🔄 持平,0.0,0.0,➖ 持平,🔥 連 1 買,0.08,-0.52,🎯 成本保衛戰 (極佳吃豆腐點),2018.0,🔥10日 ,➡️ 橫盤震盪,-10.45,-0.25
2332,友訊,通信網路業,09/23,20.4,0.99,12406.0,251.0,,238.34,⏸️ 平量滯漲 (拋壓增大，高位見頂),-35.641025641025635,1.05,,0.0,,🔄 持平,,,,,5.00,,,⚪ 觀望 (無資料),,,,,,,,,,,-0.58,,↘️ 微減,-0.19,-3.05,↘️ 微減,-0.02,-3.45,↗️ 微增,0.09,-3.54,↗️ 微增,0.23,-3.21,,,,0.91,0,0.0,🔄 持平,-2.23,0.0,➖ 持平,🔥 連 5 買,0.2,4.76,🚀 脫離成本區,1389.0,,➡️ 橫盤震盪,23.06,-0.69
2337,旺宏,半導體業,09/23,119.0,0.85,27563.0,3333.0,28.1,3930.2,⏸️ 平量滯漲 (拋壓增大，高位見頂),14.812263176024798,0.85,🔵120日,-0.21777916,25.043874740600586,📉 下降,,,,,24.50,,⚪ 觀望 (無資料),⚪ 觀望 (無資料),⚪ 觀望 (無資料),,,,,,,,,28.0,,,📉 小減,-0.51,-2.51,↘️ 微減,-0.46,-2.39,📉 小減,-0.52,-2.59,↘️ 微減,-0.36,-2.7000003,,,,2.53,0,0.0,🔄 持平,-0.17000008,0.0,➖ 持平,,,-0.87,🎯 成本保衛戰 (極佳吃豆腐點),192467.0,,➡️ 橫盤震盪,27.62,-0.24
2338,光罩,半導體業,09/23,46.45,-1.9,5684.0,268.0,,1071.6,📉 縮量小跌 (主力洗盤止跌，擇機進場),-44.166666666666664,0.25,,,,,,,,,3.50,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,-385.0,,,,,,2.29,🚨 劇減,-1.87,-1.78,🚨 劇減,-2.1,-1.8,🚨 劇減,-2.11,-1.9899997,🚨 劇減,-2.4,-2.15,,,,4.76,57.4,0.0,🔄 持平,-9.54,0.0,➖ 持平,,,-5.14,🩸 主力套牢中 (防守失敗),6661.0,,⚠️ 大戶跳車 (警戒),-4.51,-6.56
2340,台亞,半導體業,09/23,34.35,0.73,8673.0,310.0,,140.5,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),215.04065040650406,2.21,🔴5日 🟡20日,-0.13999939,10.0386323928833,📉 下降,,,,,10.00,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,🌐 外資週連買(2)-🌱 週線發動,,,,,1.91,341.0,9.43,10.0,,,↘️ 微減,-0.15,0.66,↘️ 微減,-0.19,0.26,↘️ 微減,-0.18,0.58,↗️ 微增,0.06,1.07,,,,20.6,0,0.0,🔄 持平,0.0,0.0,➖ 持平,🔥 連 4 買,0.08,5.94,🔥 主力已拉開獲利 (追高風險),7865.0,,⚠️ 大戶跳車 (警戒),-12.4,-10.45
2342,茂矽,半導體業,09/23,46.35,9.96,11050.0,503.0,,219.86,🚀 放量大漲 (量價齊升，持續看漲),131.79723502304145,2.29,🔴5日 🟡20日,0.77,5.230000019073486,🪜 階梯吸籌 | 📈 上升,1.27,0.85,,2.68,5.20,⚪ 觀望 (無資料),,🚨 轉賣反轉 (-0.02%),,🌐 外資週連買(2)-🌱 週線發動,,,,,,,117.0,89.0,12.9,1.83,📉 小減,-0.7,-2.16,📉 小減,-0.74,-1.67,↘️ 微減,-0.34,-0.81,↗️ 微增,0.33,-0.13999999,,,,31.2,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,3.88,🚀 脫離成本區,7914.0,🔥10日 ,↗️ 溫和吃貨,6.1,2.31
2344,華邦電,半導體業,09/23,172.5,0.88,70594.0,12322.0,19.0,17632.6,⏸️ 平量滯漲 (拋壓增大，高位見頂),-27.670814745245366,0.7,🔴5日 🔵120日,-0.17432404,26.966848373413086,📉 下降,,,,3.9677956,18.80,,,🔥 持續加碼 (0.22%),,🌐 外資日連買(2)-🆕 試單觀察,,,,-421.0,,-546.0,,-57.0,,,🚨 劇減,-2.07,-3.1399999,🚨 劇減,-2.07,-2.78,🚨 劇減,-2.14,-2.5900002,🚨 劇減,-2.16,-2.43,,,,29.6,8.2,0.0,🔄 持平,-0.29999924,0.0,➖ 持平,,,-3.23,🩸 主力套牢中 (防守失敗),1903691.0,🔥10日 ,➡️ 橫盤震盪,18.82,-2.38
2345,智邦,通信網路業,09/23,1890.0,-1.31,4143.0,7841.0,29.7,8120.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),3.5936054961025254,0.97,🔵120日,-0.060726166,59.21221923828125,📉 下降,,,,,56.90,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,🚨 高危,,,-3.97,-27.0,,,5.82,,↘️ 微減,-0.26,-0.76,↘️ 微減,-0.14,-0.46000007,↗️ 微增,0.12,-0.56,↘️ 微減,-0.35,-0.80999994,,,,9.87,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-2.83,🩸 主力套牢中 (防守失敗),491413.0,,➡️ 橫盤震盪,-13.96,-0.54
2347,聯強,電子通路業,09/23,94.5,5.12,5073.0,475.0,12.9,322.8,✈️ 平量大漲 (一致看漲無拋壓，加速上漲),174.5664739884393,1.47,🔵120日,0.023490906,29.803316116333008,📈 上升,,,1.6386577,,29.90,🔥 強延續 (62.80%),🔥 強延續 (4.40%),,🔥 持續加碼 (0.01%),🌐 外資日連買(2)-🆕 試單觀察 | 🏦 投信日連買(2)-🆕 試單觀察 | 🌐 外資週連買(2)-🌱 週線發動 | 🏦 投信週連買(3)-🌱 週線發動,,,-6.7,,-0.71,-38.0,,,,,↘️ 微減,-0.09,-0.8,↗️ 微增,0.08,-0.54999995,↘️ 微減,-0.01,-0.59,↗️ 微增,0.05,-0.51,,,,18.7,14.8,0.0,🔄 持平,0.0,0.0,➖ 持平,,,5.19,🔥 主力已拉開獲利 (追高風險),15710.0,🔥5日 🔥10日 ,🚀 籌碼急凍 (強勢吸籌),41.76,14.31
2348,海悅,其他業,09/23,73.0,0.69,171.0,12.5,16.3,61.02,⚖️ 溫和震盪整理,-46.58119658119658,0.2,,0.0,,🔄 持平,,,,,2.30,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,🌐 外資日連買(3)-🆕 試單觀察 | 🌐 外資週連買(4)-🌱 週線發動,,,,,,-5.0,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,↗️ 微增,0.01,0.04,↗️ 微增,0.01,0.04,,,,14.9,44.3,0.0,🔄 持平,0.0,-2.2000008,✅ 大減,,,1.37,🎯 成本保衛戰 (極佳吃豆腐點),1883.0,🔥10日 ,➡️ 橫盤震盪,16.66,0.75
2349,錸德,光電業,09/23,10.35,0.0,1018.0,10.5,,14.34,⏸️ 平量滯漲 (拋壓增大，高位見頂),-20.454545454545446,0.73,,0.0,,🔄 持平,,,,2.74,13.40,,,,,,,,,,,,,,,,↘️ 微減,-0.15,-0.78,↘️ 微減,-0.15,-0.64,↗️ 微增,0.06,-0.42999998,↘️ 微減,-0.02,-0.19000001,,,,3.41,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-4.86,🩸 主力套牢中 (防守失敗),1164.0,🔥5日 ,🚀 籌碼急凍 (強勢吸籌),21.35,6.33
2351,順德,半導體業,09/23,226.0,-5.24,6000.0,1374.0,55.5,967.6,🕳️ 平量大跌 (一致看空無承接，加速下跌),51.99115044247789,1.42,🔴5日 🟡20日 🟢60日 🔵120日,0.06568718,28.706836700439453,📈 上升,1.3921576,6.5620866,12.163329,14.127564,25.70,,🔄 持平 (0.00%),🔥 持續加碼 (1.01%),🔄 今日量縮持平,🌐 外資週連買(5)-🚀 趨勢加溫 | 🏦 投信週連買(5)-🚀 趨勢加溫,,,,-860.0,,,,,,,🔥 大增,1.26,6.9100003,📈 小增,0.8,6.4299994,↗️ 微增,0.18,5.84,↗️ 微增,0.28,5.6800003,,,,8.75,0,0.0,🔄 持平,0.18999958,0.0,➖ 持平,,,-3.26,🩸 主力套牢中 (防守失敗),49718.0,🔥5日 ,↗️ 溫和吃貨,0.61,4.52
2352,佳世達,電腦及週邊設備業,09/23,29.0,-1.36,3003.0,87.5,37.7,155.7,⚖️ 溫和震盪整理,-28.861788617886177,0.56,,0.0,,🔄 持平,,,,,7.20,,🔄 持平 (0.00%),,💤 籌碼沉澱中,🌐 外資週連買(2)-🌱 週線發動,,,,,,-1020.0,,,,,↗️ 微增,0.07,0.019999996,↗️ 微增,0.07,-0.48999998,↗️ 微增,0.04,-0.25,↗️ 微增,0.02,-0.3,,,,12.4,0,0.0,🔄 持平,0.09999943,0.0,➖ 持平,🔥 連 2 買,0.3,1.57,🎯 成本保衛戰 (極佳吃豆腐點),8470.0,,⚠️ 大戶跳車 (警戒),-11.72,-8.08
2353,宏碁,電腦及週邊設備業,09/23,31.55,0.48,12084.0,380.0,18.7,553.0,⚖️ 溫和震盪整理,-34.2560553633218,0.69,🔴5日 🟡20日 🟢60日,-0.3166275,13.174211502075195,📉 下降,,,1.9081196,,14.00,⚪ 觀望 (無資料),⚠️ 趨緩 (0.94%),⚪ 觀望 (無資料),🔄 今日量縮持平,🏦 投信日連買(18)-🔥 波段認養 | 🏦 投信週連買(6)-🚀 趨勢加溫,,,,,,,,,,,↗️ 微增,0.48,1.31,📈 小增,0.56,1.5,📈 小增,0.56,1.68,📈 小增,0.54,1.51,,,,3.09,0,0.0,🔄 持平,0.26,0.0,➖ 持平,🔥 連 1 買,0.66,-1.25,🎯 成本保衛戰 (極佳吃豆腐點),28964.0,,⚠️ 大戶跳車 (警戒),54.35,-8.08
2354,鴻準,其他電子業,09/23,65.9,0.46,6468.0,427.0,27.9,809.4,⚖️ 溫和震盪整理,-27.008547008547012,0.53,🟡20日 🟢60日,0.29978752,14.181200981140137,📈 上升,,2.1252632,4.599729,,14.30,⚪ 觀望 (無資料),⚪ 觀望 (無資料),⚪ 觀望 (無資料),⚪ 觀望 (無資料),🌐 外資日連買(2)-🆕 試單觀察,,,,155.0,,,,,,,↗️ 微增,0.37,2.8600001,📈 小增,0.74,3.26,📈 小增,0.63,3.22,📈 小增,0.64,3.19,,,,0.83,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,0.69,🎯 成本保衛戰 (極佳吃豆腐點),48534.0,,↗️ 溫和吃貨,-13.05,1.72
2355,敬鵬,電子零組件業,09/23,41.6,0.24,1214.0,50.8,22.0,62.06,⏸️ 平量滯漲 (拋壓增大，高位見頂),-28.248587570621474,0.82,🟢60日,0.0,16.95450782775879,📈 上升 | 🔄 洗盤回歸,,,1.6572938,,17.40,,,⚪ 觀望 (無資料),,🌐 外資日連買(3)-🆕 試單觀察,,,,,,,,,,,↘️ 微減,-0.34,0.56999993,↘️ 微減,-0.09,0.59,↗️ 微增,0.07,0.66999996,↗️ 微增,0.17,0.79,,,,9.31,14.6,0.0,🔄 持平,0.64000034,0.0,➖ 持平,,,-1.16,🎯 成本保衛戰 (極佳吃豆腐點),4606.0,,➡️ 橫盤震盪,-19.64,-0.03
2356,英業達,電腦及週邊設備業,09/23,61.0,-0.33,14244.0,875.0,19.7,735.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),64.4736842105263,1.19,🟢60日 🔵120日,-0.030715942,20.825153350830078,📉 下降,,,2.0969834,7.6659803,18.40,,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,☠️ 極危,,,,,,,,,↘️ 微減,-0.05,0.36999995,↘️ 微減,-0.07,0.31,↘️ 微減,-0.11,0.26000005,↘️ 微減,-0.07,0.37,,,,12.4,0,0.0,🔄 持平,-0.10000038,0.0,➖ 持平,,,-4.36,🩸 主力套牢中 (防守失敗),52520.0,,➡️ 橫盤震盪,-8.16,-4.46
2357,華碩,電腦及週邊設備業,09/23,958.0,0.52,1349.0,1285.0,14.0,2411.4,⚖️ 溫和震盪整理,0.9426551453260101,0.53,🟡20日 🟢60日 🔵120日,-0.11568451,45.860931396484375,📉 下降,,0.7957573,7.137727,4.0619893,39.30,,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),🌐 外資日連買(2)-🆕 試單觀察 | 🏦 投信日連買(2)-🆕 試單觀察 | 🏦 投信週連買(4)-🌱 週線發動,,,-1.2,-18.0,,,,,,1.01,📈 小增,0.56,2.0700002,↘️ 微減,-0.2,1.27,↘️ 微減,-0.18,0.95,↘️ 微減,-0.37,0.80999994,,,,5.49,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-0.41,🎯 成本保衛戰 (極佳吃豆腐點),154059.0,,➡️ 橫盤震盪,6.94,-0.1
2359,所羅門,其他電子業,09/23,128.0,-1.54,1694.0,217.0,19.1,317.6,📉 縮量小跌 (主力洗盤止跌，擇機進場),-19.62962962962963,0.68,🟢60日,-0.07999992,5.361338138580322,📉 下降,,,1.860014,,5.40,,🔄 持平 (0.00%),,💤 籌碼沉澱中,,,🚨 高危,,-102.0,,,,26.0,,,⚠️ 大減,-1.38,-0.9300003,⚠️ 大減,-1.38,-2.6,📉 小減,-0.7,-1.4299998,📉 小減,-0.64,-0.75999975,,,,19.9,13.9,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-7.48,🩸 主力套牢中 (防守失敗),1943.0,,➡️ 橫盤震盪,-1.32,-2.09
2360,致茂,其他電子業,09/23,2325.0,-4.71,2628.0,6195.0,59.2,6195.0,🕳️ 平量大跌 (一致看空無承接，加速下跌),-14.137214137214137,1.0,🔵120日,-0.017471313,62.26668930053711,📉 下降,,,,,59.20,,⚪ 觀望 (無資料),⚪ 觀望 (無資料),⚪ 觀望 (無資料),,,,,,,,-9.09,-2.0,2.55,11.7,↗️ 微增,0.23,-0.91999996,↘️ 微減,-0.16,-0.5,↘️ 微減,-0.28,0.49,↘️ 微減,-0.41,-0.89000005,0.28,2305.0,2343.38,6.19,3.79,0.0,🔄 持平,2.79,0.0,➖ 持平,🔥 連 2 買,8.5,9.71,🔥 主力已拉開獲利 (追高風險),226526.0,,➡️ 橫盤震盪,-15.01,-2.55
2362,藍天,電腦及週邊設備業,09/23,47.75,-0.31,249.0,11.9,7.85,26.96,⚖️ 溫和震盪整理,-38.97435897435897,0.44,,0.0,,🔄 持平,,,,,10.70,,,,,,,,,,0.32,14.0,22.2,2.0,,,↘️ 微減,-0.06,-0.11,↘️ 微減,-0.06,0.049999982,↘️ 微減,-0.04,0.33,↘️ 微減,-0.11,0.35999998,,,,9.39,28.8,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-0.67,🎯 成本保衛戰 (極佳吃豆腐點),1419.0,,➡️ 橫盤震盪,11.56,-0.12
2363,矽統,半導體業,09/23,59.2,-1.82,13049.0,777.0,112.0,1064.8,🥀 平量價縮 (下跌中繼，弱反彈信號),-71.89873417721519,0.73,🔴5日 🟡20日,-0.65999985,7.134253025054932,📉 下降,0.72,0.63,,,7.00,⚪ 觀望 (無資料),,🚨 轉賣反轉 (-0.03%),,🌐 外資週連買(2)-🌱 週線發動,,,,,,238.0,-1.71,-3.0,,,↗️ 微增,0.35,-0.22999999,📈 小增,0.52,-0.90000004,📈 小增,0.62,-0.93,📈 小增,0.52,-0.68,,,,18.2,0.53,0.0,🔄 持平,0.0,0.0,➖ 持平,🔥 連 1 買,4.69,8.37,🔥 主力已拉開獲利 (追高風險),11748.0,,➡️ 橫盤震盪,8.42,-2.37
