統一代號,股票名稱,產業別,B0_股價日期,B0_成交,B0_漲跌幅,B0_成交張數,B0_成交額(百萬),B0_PER,B0_5日均額(百萬),B0_量價狀態,B0_金額日變化率(%),B0_爆發倍數(X),今日上榜,△,法人持股,最新動態,5日ΔChange,20日ΔChange,60日ΔChange,120日ΔChange,外資持股比,B2_外資成交動態,B2_投信成交動態,B2_外資發行動態,B2_投信發行動態,B3_連買狀態,軋空評估,套牢評估,B4_融資減幅_當日,B4_融資減張_當日,B4_借券減幅_當日,B4_借券減張_當日,B4_融券增幅_當日,B4_融券增張_當日,B4_融資增幅_當日,B4_借券增幅_當日,B5_1000張_週動態,B5_1000張_最新週,B5_1000張_6周,B5_800張_週動態,B5_800張_最新週,B5_800張_6周,B5_600張_週動態,B5_600張_最新週,B5_600張_6周,B5_400張_週動態,B5_400張_最新週,B5_400張_6周,B6_總額(億),B6_收盤價,B6_成交均價,B7_董監持股%,B7_董監質押%,B7_持股近月增減%,B7_持股動態,B7_持股近半年增減%,B7_質押近月增減%,B7_質押動態,B8_主力連買動態,B8_斥資(億),B8_乖離率(%),B8_吃豆腐動態,B8_吃貨斥資(萬),B8_上榜期程,B8_集中度動態,B8_單日Δ,B8_5日Δ
2938,床的世界,居家生活,09/23,18.8,2.17,225.0,4.2,,3.91,⚖️ 溫和震盪整理,431.6455696202531,1.07,,,,,,,,,,,,,,,,,,,,,,,,,🚨 劇減,-8.85,-8.85,🚨 劇減,-8.85,-8.85,🚨 劇減,-8.85,-8.85,🚨 劇減,-9.1,-9.1,,,,,,,,,,,,,,,,,,,
7812,稜研科技*,通信網路業,09/23,70.9,1.29,225.0,16.3,,24.95,⚖️ 溫和震盪整理,-51.488095238095234,0.65,,,,,,,,,0.00,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825,和亞智慧,其他電子業,09/23,74.8,-0.93,193.0,14.6,,34.98,⚖️ 溫和震盪整理,-47.48201438848921,0.42,,,,,,,,,0.20,,,⚪ 觀望 (無資料),,,,,,,,,,,,,🔄 持平,0.0,-2.68,🔄 持平,-0.0,-3.46,🔄 持平,-0.0,-3.72,🔄 持平,-0.0,-6.14,,,,15.3,0,,無,,,無,,,,,,,,,
7856,漢測,半導體業,09/23,4730.0,0.0,631.0,2958.0,,6414.0,⚖️ 溫和震盪整理,-70.03039513677811,0.46,,,,,,,,,15.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,茂生農經,農業科技業,09/23,54.7,-0.18,12.0,0.63,10.2,0.31,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),6.779661016949157,2.03,,,,,,,,,3.70,,,,,,,⚠️ 初危,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,11.1,21.8,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1264,德麥,食品工業,09/23,244.5,0.2,27.0,6.53,11.5,5.32,⏸️ 平量滯漲 (拋壓增大，高位見頂),-29.709364908503755,1.23,,,,,,,,,1.80,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,-2.24,🔄 持平,-0.0,-0.09,🔄 持平,-0.0,-0.09,,,,15.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-0.39,🎯 成本保衛戰 (極佳吃豆腐點),294.0,,➡️ 橫盤震盪,0.37,0.69
1268,漢來美食,觀光餐旅,09/23,174.5,0.0,32.0,5.5,13.2,4.03,⏸️ 平量滯漲 (拋壓增大，高位見頂),307.40740740740733,1.36,,,,,,,,,1.80,,,,,🌐 外資日連買(3)-🆕 試單觀察 | 🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,2.63,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,16.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,0.76,🎯 成本保衛戰 (極佳吃豆腐點),1390.0,,,,
1294,漢田生技,食品工業,09/23,50.7,-0.2,20.0,1.0,12.4,0.82,⏸️ 平量滯漲 (拋壓增大，高位見頂),-30.069930069930063,1.22,,,,,,,,,2.10,,,,,🌐 外資週連買(3)-🌱 週線發動,,,,,,,,,,,↗️ 微增,0.01,3.24,↗️ 微增,0.01,7.54,↗️ 微增,0.01,0.52000004,↗️ 微增,0.01,4.0,,,,21.2,0,-4.199999,🚨 減/大減,0.10000038,0.0,➖ 持平,,,,,,,,,
1295,生合,食品工業,09/23,45.3,1.23,29.0,1.32,11.0,1.14,⏸️ 平量滯漲 (拋壓增大，高位見頂),38.947368421052644,1.16,,,,,,,,,1.40,,,,,,,,0.73,,,,,,,,🔄 持平,0.0,-0.040000003,🔄 持平,-0.0,4.6400003,🔄 持平,-0.0,0.3,🔄 持平,-0.0,1.42,,,,15.2,0,1.3000002,🔥 大增,-11.7,0.0,➖ 持平,,,,,,,,,
1336,台翰,電子零組件業,09/23,16.95,0.3,114.0,1.95,22.9,4.03,⚖️ 溫和震盪整理,111.95652173913042,0.48,,,,,,,,,4.50,🔥 強延續 (37.70%),,🔥 持續加碼 (0.06%),,🌐 外資日連買(6)-⚡ 買盤點火 | 🌐 外資週連買(5)-🚀 趨勢加溫,,,,-19.0,,,,,,,↗️ 微增,0.05,0.4,⚠️ 大減,-1.09,0.4,⚠️ 大減,-1.07,-1.29,📉 小減,-0.5,0.7300001,,,,29.2,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1565,精華,生技醫療業,09/23,96.0,-0.31,69.0,6.6,12.0,11.14,⚖️ 溫和震盪整理,52.77777777777777,0.59,,,,,,,,,9.10,⚠️ 趨緩 (1.46%),,,,,,,,,,,,,,,🚨 劇減,-2.08,0.01000011,↘️ 微減,-0.14,-0.030000003,↘️ 微減,-0.14,-0.030000003,📈 小增,0.67,0.29999998,,,,8.02,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-2.57,🩸 主力套牢中 (防守失敗),1363.0,🔥5日 ,↗️ 溫和吃貨,15.06,3.7
1569,濱川,電腦及週邊設備業,09/23,63.3,-1.4,4444.0,285.0,,420.98,⚖️ 溫和震盪整理,-69.35483870967742,0.68,,,,,,,,,6.30,⚪ 觀望 (無資料),,🔥 持續加碼 (0.03%),,🌐 外資日連買(7)-⚡ 買盤點火 | 🌐 外資週連買(3)-🌱 週線發動,,,,,,-12.0,-0.51,-1.0,2.83,,📉 小減,-0.5,-2.27,📉 小減,-0.97,-2.0700002,↘️ 微減,-0.02,-0.7,↗️ 微增,0.31,-1.4200001,,,,16.8,36.0,0.0,🔄 持平,0.0,0.0,➖ 持平,🔥 連 4 買,1.54,10.39,🔥 主力已拉開獲利 (追高風險),6962.0,,➡️ 橫盤震盪,3.49,-0.28
1570,力肯,電機機械,09/23,32.5,0.62,50.0,1.61,47.1,1.07,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),631.8181818181819,1.5,,,,,,,,,2.30,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.13,↗️ 微增,0.04,0.34000003,↗️ 微增,0.04,-0.56,,,,40.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1580,新麥,電機機械,09/23,96.5,-0.1,13.0,1.21,8.41,7.76,⚖️ 溫和震盪整理,-77.55102040816327,0.16,,,,,,,,,5.40,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,-3.45,,-0.21,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,↘️ 微減,-0.11,-1.61,↘️ 微減,-0.11,-1.61,,,,12.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-3.86,🩸 主力套牢中 (防守失敗),494.0,🔥10日 ,➡️ 橫盤震盪,6.34,-2.69
1584,精剛,其他業,09/23,18.1,0.0,340.0,6.15,30.7,6.35,⏸️ 平量滯漲 (拋壓增大，高位見頂),31.13006396588487,0.97,,,,,,,,,7.60,⚠️ 趨緩 (14.40%),,,,🌐 外資週連買(2)-🌱 週線發動,,,,-35.0,,,,,,,↘️ 微減,-0.04,0.44,📈 小增,0.69,1.17,↗️ 微增,0.09,0.54999995,↘️ 微減,-0.09,-0.010000035,,,,23.3,36.8,0.0,🔄 持平,1.5,8.599998,🚨 暴增,,,1.12,🎯 成本保衛戰 (極佳吃豆腐點),933.0,,,,
1586,和勤,電機機械,09/23,17.95,0.0,152.0,2.72,47.2,3.76,⏸️ 平量滯漲 (拋壓增大，高位見頂),-22.285714285714274,0.72,,,,,,,,,2.50,⚪ 觀望 (無資料),,,,,,,,,,,,,,4.66,📈 小增,0.69,0.8699999,↗️ 微增,0.04,-1.1199999,📈 小增,0.67,0.64000005,↘️ 微減,-0.15,0.7,,,,10.0,0,0.14000034,📈 增,-2.1999998,0.0,➖ 持平,,,,,,,,,
1591,駿吉-KY,電機機械,09/23,41.6,2.59,392.0,15.9,,14.19,⚖️ 溫和震盪整理,50.0,1.12,,,,,,,,,4.30,,,⚪ 觀望 (無資料),,🌐 外資日連買(5)-⚡ 買盤點火 | 🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,0.54,🔄 持平,0.0,0.0,↗️ 微增,0.02,0.14,↗️ 微增,0.02,0.14,↗️ 微增,0.02,0.13,,,,9.42,29.4,0.029999733,↗️ 微增,0.75,-0.10000038,↘️ 微減,,,8.22,🔥 主力已拉開獲利 (追高風險),387.0,🔥5日 🔥10日 ,↗️ 溫和吃貨,12.41,4.97
1593,祺驊,運動休閒,09/23,31.95,0.16,9.0,0.29,8.13,0.77,⚖️ 溫和震盪整理,-61.33333333333333,0.38,,,,,,,,,6.20,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,17.2,20.3,0.0,🔄 持平,6.200001,0.0,➖ 持平,,,,,,,,,
1595,川寶,半導體業,09/23,78.5,5.94,6381.0,510.0,,154.42,🚀 放量大漲 (量價齊升，持續看漲),144.01913875598086,3.3,,,,,,,,,6.20,,,⚪ 觀望 (無資料),,,,,,,,,,,1.41,,↘️ 微減,-0.02,2.68,↘️ 微減,-0.02,3.97,↘️ 微減,-0.08,3.53,↘️ 微減,-0.1,3.4499998,,,,9.84,28.9,-0.35999966,🚨 減/大減,0.77999973,0.0,➖ 持平,,,-1.59,🎯 成本保衛戰 (極佳吃豆腐點),1736.0,,⚠️ 大戶跳車 (警戒),-12.35,-7.46
1599,宏佳騰,電機機械,09/23,23.1,0.0,8.0,0.17,,0.31,⚖️ 溫和震盪整理,-63.043478260869556,0.55,,,,,,,,,7.40,⚪ 觀望 (無資料),,,,,,,,,1.05,,,,,,↘️ 微減,-0.12,-0.16999999,↘️ 微減,-0.11,0.94000006,↘️ 微減,-0.11,-0.14999999,↘️ 微減,-0.11,0.41000003,,,,12.1,0,0.0,🔄 持平,4.6700006,0.0,➖ 持平,,,,,,,,,
1742,台蠟,化學工業,09/23,17.5,0.0,64.0,1.12,,1.35,⏸️ 平量滯漲 (拋壓增大，高位見頂),-55.73122529644267,0.83,,,,,,,,,0.20,,,,,,,,,,,,,,,,↗️ 微增,0.05,0.72999996,↗️ 微增,0.05,0.72999996,🔄 持平,-0.0,0.75,↘️ 微減,-0.01,0.089999996,,,,51.6,4.18,0.0,🔄 持平,35.3,0.0,➖ 持平,,,,,,,,,
1777,生泰,生技醫療業,09/23,74.1,-0.27,67.0,4.97,9.96,2.8,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),28.092783505154628,1.78,,,,,,,,,1.00,,,,,,,,-10.8,,,,,,,,↗️ 微增,0.03,0.22000001,↗️ 微增,0.03,0.14,↗️ 微增,0.03,0.14,↗️ 微增,0.03,0.14,,,,42.5,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1780,立弘,食品工業,09/23,24.85,-1.39,95.0,2.38,13.4,2.51,⏸️ 平量滯漲 (拋壓增大，高位見頂),-27.65957446808511,0.95,,,,,,,,,1.10,,,,,,,,,,,,,,,,↗️ 微增,0.2,0.98999995,↗️ 微增,0.2,1.05,↗️ 微增,0.2,1.05,↗️ 微增,0.19,1.04,,,,30.5,0,0.5,📈 增,-2.5999985,0.0,➖ 持平,,,,,,,,,
1781,合世,生技醫療業,09/23,10.05,-0.5,3.0,0.03,,0.14,⚖️ 溫和震盪整理,-80.0,0.21,,,,,,,,,0.70,,,,,,,⚠️ 初危,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔥 大增,1.27,1.27,🔄 持平,-0.0,0.22999999,,,,17.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1784,訊聯,生技醫療業,09/23,62.5,3.48,199.0,12.3,54.8,6.02,⚖️ 溫和震盪整理,36.061946902654896,2.04,,,,,,,,,5.00,⚪ 觀望 (無資料),,,,🌐 外資日連買(3)-🆕 試單觀察 | 🌐 外資週連買(3)-🌱 週線發動,,,,,-5.1,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,-0.14,📉 小減,-0.74,0.09999998,,,,11.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1785,光洋科,其他電子業,09/23,96.5,0.52,4479.0,435.0,14.4,452.8,⏸️ 平量滯漲 (拋壓增大，高位見頂),30.239520958083844,0.96,,,,,,,,,19.30,,🔄 持平 (0.00%),,💤 籌碼沉澱中,,,,,,,,13.3,4.0,,,↘️ 微減,-0.36,-1.95,📉 小減,-0.52,-1.8100001,📉 小減,-0.53,-1.9100001,↘️ 微減,-0.27,-1.9200001,,,,9.37,3.25,0.0,🔄 持平,0.010000229,0.0,➖ 持平,,,-0.49,🎯 成本保衛戰 (極佳吃豆腐點),2264.0,,➡️ 橫盤震盪,3.08,0.14
1788,杏昌,生技醫療業,09/23,127.5,0.0,19.0,2.44,14.5,1.94,⏸️ 平量滯漲 (拋壓增大，高位見頂),47.878787878787875,1.26,,,,,,,,,11.30,,,,,,,,,,,,,,,,🔄 持平,0.0,-0.01,🔄 持平,-0.0,-0.01,🔄 持平,-0.0,-0.120000005,🔄 持平,-0.0,-0.120000005,,,,33.2,23.9,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1796,金穎生技,食品工業,09/23,30.0,1.52,7.0,0.21,71.4,0.24,⚖️ 溫和震盪整理,-30.000000000000004,0.88,,,,,,,,,0.80,⚪ 觀望 (無資料),,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.02,🔄 持平,-0.0,0.02,,,,41.1,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
1799,易威,生技醫療業,09/23,28.8,0.35,34.0,0.98,,2.43,⚖️ 溫和震盪整理,-40.243902439024396,0.4,,,,,,,,,6.20,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,↗️ 微增,0.01,-0.24000001,🔄 持平,-0.0,0.0,,,,14.6,0,0.0,🔄 持平,-14.6,0.0,➖ 持平,,,,,,,,,
1813,寶利徠,生技醫療業,09/23,11.35,-1.3,7.0,0.08,51.6,0.24,⚖️ 溫和震盪整理,-82.6086956521739,0.33,,,,,,,,,9.80,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.24,🔄 持平,-0.0,0.24,🔄 持平,-0.0,0.24,,,,4.95,0,0.0,🔄 持平,0.009999752,0.0,➖ 持平,,,,,,,,,
1815,富喬,電子零組件業,09/23,120.0,-1.64,32612.0,3963.0,34.5,7756.6,📉 縮量小跌 (主力洗盤止跌，擇機進場),-54.86332574031891,0.51,,,,,,,,,26.40,,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,,,,-30.0,,5.34,🚨 劇減,-5.27,16.960001,🚨 劇減,-5.57,17.14,🚨 劇減,-5.59,17.46,🚨 劇減,-5.58,18.039999,,,,11.2,6.26,0.0,🔄 持平,-1.1999998,0.0,➖ 持平,,,-3.69,🩸 主力套牢中 (防守失敗),251719.0,🔥10日 ,➡️ 橫盤震盪,-2.08,-0.2
2035,唐榮,鋼鐵工業,09/23,27.0,0.0,17.0,0.46,,0.31,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),819.9999999999999,1.48,,,,,,,,,,,,,,,,,,,,,,,,,↗️ 微增,0.01,-0.11,↗️ 微增,0.01,-0.11,↗️ 微增,0.01,-0.11,↗️ 微增,0.01,-0.11,,,,44.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2061,風青,電器電纜,09/23,55.8,1.27,1644.0,91.2,48.9,113.24,⏸️ 平量滯漲 (拋壓增大，高位見頂),-18.571428571428573,0.81,,,,,,,,,2.40,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,↗️ 微增,0.1,0.89,↗️ 微增,0.1,-1.9899999,↗️ 微增,0.04,-2.1899998,↘️ 微減,-0.07,-2.74,,,,11.4,0,-0.10000038,🚨 減/大減,-0.20000076,0.0,➖ 持平,🔥 連 1 買,0.14,7.66,🔥 主力已拉開獲利 (追高風險),1103.0,🔥10日 ,➡️ 橫盤震盪,6.9,-2.89
2063,世鎧,鋼鐵工業,09/23,23.6,-1.26,12.0,0.29,12.9,0.5,⚖️ 溫和震盪整理,-53.2258064516129,0.58,,,,,,,,,1.30,⚪ 觀望 (無資料),,,,,,,0.0,,,,,,,,🔄 持平,0.0,0.11,🔄 持平,-0.0,0.11,🔄 持平,-0.0,-1.42,↘️ 微減,-0.1,-0.72,,,,10.4,25.7,0.0,🔄 持平,0.48999977,0.0,➖ 持平,,,,,,,,,
2064,晉椿,鋼鐵工業,09/23,11.8,-1.26,10.0,0.12,590.0,0.92,⚖️ 溫和震盪整理,200.0,0.13,,,,,,,,,0.20,,,,,,,,,,,,,,,0.0,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.02,,,,13.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2065,世豐,鋼鐵工業,09/23,35.1,0.14,50.0,1.76,9.21,2.15,⏸️ 平量滯漲 (拋壓增大，高位見頂),-42.48366013071896,0.82,,,,,,,,,1.20,,,,,🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(2)-🌱 週線發動,,,-6.45,,,,,,,,↗️ 微增,0.11,0.68,↗️ 微增,0.11,0.68000007,↗️ 微增,0.03,0.57,↗️ 微增,0.03,-0.05999998,,,,12.6,24.7,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2066,世德,電機機械,09/23,52.8,0.57,58.0,3.05,14.4,2.11,⏸️ 平量滯漲 (拋壓增大，高位見頂),129.32330827067665,1.45,,,,,,,,,10.00,⚪ 觀望 (無資料),,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,-0.04,🔄 持平,-0.0,-0.13,↗️ 微增,0.01,-0.28,,,,23.1,0,0.0,🔄 持平,0.20000076,0.0,➖ 持平,,,,,,,,,
2067,嘉鋼,電機機械,09/23,5.51,4.16,10.0,0.05,,0.09,🔒 縮量大漲 (鎖倉高控盤，延續上漲),-28.57142857142857,0.56,,,,,,,,,11.30,,,,,,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.04,,,,26.1,46.8,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2070,精湛,電機機械,09/23,60.8,-1.3,72.0,4.38,20.8,5.51,⏸️ 平量滯漲 (拋壓增大，高位見頂),-50.841750841750844,0.79,,,,,,,,,2.80,⚪ 觀望 (無資料),,⚪ 觀望 (無資料),,,,,,,,,,,,1.96,🔄 持平,0.0,0.0,↗️ 微增,0.12,2.1699998,⚠️ 大減,-1.33,2.18,↗️ 微增,0.06,2.44,,,,19.5,0,0.0,🔄 持平,0.10000038,0.0,➖ 持平,,,-5.32,🩸 主力套牢中 (防守失敗),2925.0,,,,
2073,雄順,鋼鐵工業,09/23,25.9,0.19,3.0,0.08,,0.05,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),59.999999999999986,1.6,,,,,,,,,0.00,,,,,,,,,,,,,,,,🔄 持平,0.0,0.01,🔄 持平,-0.0,0.01,🔄 持平,-0.0,0.01,🔄 持平,-0.0,0.01,,,,16.5,0,0.0,🔄 持平,-4.200001,0.0,➖ 持平,,,,,,,,,
2221,大甲,其他業,09/23,158.5,2.92,20183.0,3236.0,52.3,1305.8,⚖️ 溫和震盪整理,1116.5413533834587,2.48,,,,,,,,,5.70,,,🚨 轉賣反轉 (-1.25%),,,,,,,,,,,9.31,,🚀 劇增,2.69,2.22,🚀 劇增,4.57,4.1000004,🚀 劇增,4.57,4.1000004,🚀 劇增,2.23,2.73,,,,40.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,🔥 連 1 買,0.25,46.19,🔥 主力已拉開獲利 (追高風險),4126.0,,⚠️ 大戶跳車 (警戒),-16.15,-5.51
2230,泰茂,居家生活,09/23,21.25,-0.47,280.0,5.98,,5.08,⏸️ 平量滯漲 (拋壓增大，高位見頂),116.6666666666667,1.18,,,,,,,,,4.40,,,,,🌐 外資日連買(2)-🆕 試單觀察,,,,,,,,,,,↗️ 微增,0.1,0.120000005,↗️ 微增,0.09,0.120000005,↗️ 微增,0.09,0.13,📉 小減,-0.57,-0.5,,,,13.1,47.9,0.0,🔄 持平,-0.09999943,0.0,➖ 持平,,,,,,,,,
2596,綠意,建材營造業,09/23,35.0,0.86,64.0,2.24,12.9,2.73,⏸️ 平量滯漲 (拋壓增大，高位見頂),-22.491349480968857,0.82,,,,,,,,,0.70,,,,,🌐 外資日連買(2)-🆕 試單觀察 | 🌐 外資週連買(6)-🚀 趨勢加溫,,,,,,,,,,,↘️ 微減,-0.07,-0.060000002,↘️ 微減,-0.07,-0.060000002,↘️ 微減,-0.1,-0.049999997,↘️ 微減,-0.1,0.35000002,,,,45.4,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2640,大車隊,數位雲端,09/23,157.5,-1.25,40.0,6.42,16.5,17.32,⚖️ 溫和震盪整理,-64.5303867403315,0.37,,,,,,,,,4.40,⚪ 觀望 (無資料),,,,,,,,,,,,,,,↘️ 微減,-0.1,-0.11,↘️ 微減,-0.1,-0.11,↘️ 微減,-0.07,-0.060000002,↘️ 微減,-0.07,-0.060000002,,,,36.5,9.17,0.0,🔄 持平,0.0,0.0,➖ 持平,,,-0.76,🎯 成本保衛戰 (極佳吃豆腐點),593.0,,➡️ 橫盤震盪,4.79,-0.93
2641,正德,航運業,09/23,17.5,-0.28,990.0,17.4,7.54,18.94,⏸️ 平量滯漲 (拋壓增大，高位見頂),11.538461538461542,0.92,,,,,,,,,5.30,,,,,,,,,,,-101.0,,,,,↗️ 微增,0.03,-0.8399999,↘️ 微減,-0.26,-1.1099999,↘️ 微減,-0.07,-0.08999999,↗️ 微增,0.42,-0.07999995,,,,18.2,40.8,0.0,🔄 持平,-0.69999886,0.0,➖ 持平,,,-2.34,🩸 主力套牢中 (防守失敗),1706.0,,➡️ 橫盤震盪,16.24,-2.27
2643,捷迅,航運業,09/23,62.9,0.0,1.0,0.08,8.76,0.4,⚖️ 溫和震盪整理,-84.31372549019608,0.2,,,,,,,,,1.60,⚪ 觀望 (無資料),,,,,,,,,,,,,,,↘️ 微減,-0.01,-0.05,↘️ 微減,-0.01,-0.05,↘️ 微減,-0.01,-0.05,↘️ 微減,-0.01,-0.05,,,,37.0,9.89,0.0,🔄 持平,0.099998474,-1.5099993,✅ 大減,,,,,,,,,
2718,全心投控,建材營造業,09/23,40.65,-1.09,21.0,0.84,3.88,0.78,⏸️ 平量滯漲 (拋壓增大，高位見頂),-11.578947368421055,1.08,,,,,,,,,0.50,,🚨 劇烈倒貨 (-21.30%),,🚨 轉賣反轉 (-0.01%),🏦 投信週連買(3)-🌱 週線發動,,,,,,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,11.9,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2719,燦星旅,觀光餐旅,09/23,19.55,-0.51,6.0,0.12,28.8,0.14,⏸️ 平量滯漲 (拋壓增大，高位見頂),200.0,0.86,,,,,,,,,0.20,🔄 持平 (0.00%),,,,🌐 外資週連買(2)-🌱 週線發動,,,,,,,,,,,🔄 持平,0.0,-0.35,🔄 持平,-0.0,-0.35,🔄 持平,-0.0,-0.35,🔄 持平,-0.0,-0.35,,,,72.3,40.0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2724,藝舍-KY,其他業,09/23,12.3,0.41,4.0,0.05,,0.13,⚖️ 溫和震盪整理,66.66666666666667,0.38,,,,,,,,,15.10,,,,,,,,,,,,,,,,🔄 持平,0.0,1.88,🔄 持平,-0.0,1.88,🔄 持平,-0.0,1.88,🔄 持平,-0.0,1.18,,,,45.8,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2726,雅茗-KY,觀光餐旅,09/23,8.05,0.12,51.0,0.41,,0.22,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),86.36363636363636,1.86,,,,,,,,,23.70,,,,,,,,,,,,,,,,↗️ 微增,0.05,0.099999994,↗️ 微增,0.05,0.120000005,↗️ 微增,0.05,-1.71,↗️ 微增,0.05,-0.22999999,,,,24.0,0,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2729,瓦城,觀光餐旅,09/23,157.5,-0.94,16.0,2.57,25.6,7.39,⚖️ 溫和震盪整理,-62.09439528023599,0.35,,,,,,,,,2.30,,,,,,,,-2.86,,,,,,,,↗️ 微增,0.08,-0.65000004,↗️ 微增,0.08,1.6700001,↗️ 微增,0.08,1.6700001,↗️ 微增,0.08,0.71000004,,,,46.2,32.7,0.0,🔄 持平,0.0,7.9000015,🚨 暴增,,,,,,,➡️ 橫盤震盪,-12.4,-0.3
2732,六角,觀光餐旅,09/23,65.0,3.5,98.0,6.31,18.2,1.99,⚖️ 溫和震盪整理,453.50877192982455,3.17,,,,,,,,,4.40,,,,,,,,,,,,,,2.0,,🔄 持平,0.0,0.009999998,🔄 持平,-0.0,0.009999998,🔄 持平,-0.0,0.009999998,↘️ 微減,-0.01,0.019999998,,,,30.7,65.1,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2734,易飛網,觀光餐旅,09/23,14.5,0.0,36.0,0.52,,0.56,⏸️ 平量滯漲 (拋壓增大，高位見頂),-34.17721518987342,0.93,,,,,,,,,4.20,,,,,,,,,,-0.38,,,,,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,1.2799999,🔄 持平,-0.0,1.2799999,,,,27.0,15.4,0.0,🔄 持平,0.0,0.0,➖ 持平,,,,,,,,,
2736,富野,觀光餐旅,09/23,11.25,-0.44,70.0,0.79,,0.43,⚠️ 放量滯漲 (拋壓增大，即將見頂反轉),216.0,1.84,,,,,,,,,1.00,,,,,,,,,,,,,,5.53,,🔄 持平,0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,🔄 持平,-0.0,0.0,,,,42.5,0,0.0,🔄 持平,25.0,0.0,➖ 持平,,,,,,,,,
