"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減(%)","2日增減(%)","3日增減(%)","5日增減(%)","10日增減(%)","1個月增減(%)","3個月增減(%)","半年增減(%)","1年增減(%)","今年增減(%)"
"45","6859","伯特光","113.5","+9","+8.61","118","08/19","+33.3","+300","+300","+300","+300","+300","","0","-42.9","+33.3"
"46","6869","雲豹能源","65.6","-4.2","-6.02","1,510","08/19","-50","-14.3","+140","+300","","-84.4","-50","-29.4","-61.3","-72.1"
"47","1515","力山","31.4","-0.55","-1.72","1,887","08/19","-14.8","-23.3","-28.1","+283","+76.9","-84","+667","+2,200","0","+360"
"48","2615","萬海","106.5","+1.5","+1.43","41,216","08/19","+2.44","+44.5","+213","+266","+697","+309","+385","-62.6","-69.3","-71.8"
"49","4904","遠傳","101.5","0","0","4,101","08/19","0","+250","+250","+250","+250","+180","","","-72.5","+1,300"
"50","00947","台新臺灣IC設計","35.48","-1","-2.74","7,098","08/19","+1.79","+104","+229","+249","+116","+1,325","+1,325","+362","","+5,600"
"51","4439","冠星-KY","108.5","+2","+1.88","255","08/19","+417","+464","+464","+244","+288","+1,140","","+313","","+288"
"52","6275","元山","45.15","+1.25","+2.85","873","08/19","+240","+240","+240","+240","+240","","-37","0","-15","-26.1"
"53","6419","京晨科","161.5","-2","-1.22","432","08/19","+233","+900","+900","+233","+400","","+150","","","+150"
"54","6173","信昌電","213.5","+19","+9.77","9,949","08/19","+44.6","+30.9","+26","+232","+1,589","+765","+279","+210","+10,036","+54.1"
"55","2439","美律","79.1","+0.1","+0.13","1,011","08/19","-14.8","+188","+229","+229","-74.7","-82.7","+283","+188","-88.9","0"
"56","2609","陽明","59","+2.8","+4.98","114,832","08/19","+18.3","+66.9","+225","+223","+232","+253","+848","+1.74","-47.3","-15.8"
"57","3217","優群","136","+0.5","+0.37","338","08/19","-17.4","+46.2","-9.52","+217","+1,800","","+280","+1,800","+138",""
"58","1612","宏泰","34.45","+0.1","+0.29","409","08/19","0","+50","+50","+200","-94.5","-94.5","+200","+50","-50","-70"
"59","2611","志信","15.5","+0.1","+0.65","1,822","08/19","0","0","0","+200","+200","+200","-25","0","+50","-70"
"60","3078","僑威","53.1","+0.1","+0.19","464","08/19","0","0","0","+200","+150","-68.1","-50","0","-97.1","-6.25"
"61","3296","勝德","24.4","+0.9","+3.83","25","08/19","+50","+200","+200","+200","+200","+200","","+100","+200","-40"
"62","3551","世禾","173.5","+1","+0.58","183","08/19","-25","-14.3","+100","+200","+200","+200","-70","-57.1","-93.7","-87.8"
"63","5381","光譜","23.7","-0.35","-1.46","280","08/19","0","0","0","+200","0","-93.8","","","",""
"64","5876","上海商銀","43.5","+0.3","+0.69","7,354","08/19","+500","+200","+200","+200","+200","+200","+500","+500","-85.7","-83.8"
"65","6218","豪勉","38.55","+0.8","+2.12","1,447","08/19","-30.8","+68.8","+200","+200","+1,250","+800","+17.4","","","+12.5"
"66","6517","保勝光學","66.6","-1.5","-2.2","1,795","08/19","-62.5","+200","-70","+200","-40","-94.3","+50","-83.3","-83.3","-81.2"
"67","6829","千附精密","213.5","-7","-3.17","719","08/19","-14.3","-31.4","+33.3","+200","+243","+500","-51","+2,300","-53.8","+700"
"68","8103","瀚荃","83.6","+0.2","+0.24","1,654","08/19","-90.3","-25","0","+200","","+200","-87","-97.3","-94.7","-80"
"69","9919","康那香","13.75","-0.05","-0.36","210","08/19","","","","+200","+200","+200","-40","-97.4","-80","-88"
"70","3605","宏致","119","-2","-1.65","6,294","08/19","-1.7","-15.7","+22.3","+197","+1,270","+3,276","+700","+13,740","+250","+5,223"
"71","3090","日電貿","177.5","+16","+9.91","21,471","08/19","+236","+40.5","+136","+192","+196","-38","-74.6","+283","+957","+139"
"72","2637","慧洋-KY","91.8","+3.1","+3.49","11,209","08/19","+84.2","+94.4","+100","+192","+48.9","+112","-83.5","-46.2","-83.8","-73.2"
"73","4952","凌通","52","+1.1","+2.16","517","08/19","+83.3","+120","+120","+175","+83.3","+1,000","+450","+120","+175",""
"74","2884","玉山金","37.8","-0.3","-0.79","103,424","08/19","-22.2","-1.7","-2.76","+171","+177","+408","+15,775","+404","+142","+95.4"
"75","2478","大毅","134.5","+12","+9.8","11,551","08/19","+251","+227","+206","+157","+200","+929","-48.8","+1,500","","+300"
"76","2634","漢翔","68.6","-4.7","-6.41","59,904","08/19","-42.7","-8.28","-17.4","+154","+45","+6.13","+5,440","+267","+35.5","+81"
"77","00994A","主動第一金台股優","16.93","-0.37","-2.14","4,353","08/19","+66.7","+150","+150","+150","-90.4","+150","-90.7","","",""
"78","1455","集盛","9.99","-0.01","-0.1","1,287","08/19","0","","","+150","","-93.8","-44.4","-94.1","",""
"79","2504","國產","30.6","-0.05","-0.16","1,325","08/19","0","0","0","+150","-16.7","","+400","+400","-88.6","-61.5"
"80","3047","訊舟","13.7","-0.1","-0.72","435","08/19","+100","+150","+150","+150","+150","+11.1","+11.1","-58.3","-96.4","-91.3"
"81","3675","德微","276.5","+2.5","+0.91","2,046","08/19","-54.5","+150","+150","+150","+25","+25","-92.3","+400","-70.6","-28.6"
"82","6412","群電","77","+0.1","+0.13","496","08/19","+15.4","+275","+275","+150","+150","0","0","-59.5","-60.5","+650"
"83","1416","廣豐","11.75","+0.05","+0.43","696","08/19","0","0","0","+145","","","","","+1,533",""
"84","6023","元大期","83.5","-0.2","-0.24","300","08/19","-12","+4.76","+29.4","+144","+1,000","","","","",""
"85","6585","鼎基","114","-2.5","-2.15","173","08/19","+1.67","+7.02","+96.8","+144","+5.17","-40.8","+6,000","+2,950","+2,950","+2,950"
"86","6143","振曜","89.3","+0.2","+0.22","266","08/19","-26.1","+240","+143","+143","+750","+467","+30.8","-65.3","-85","-80.9"
"87","2540","愛山林","46.3","+0.35","+0.76","550","08/19","+35.7","+111","+850","+138","","+171","+35.7","-57.8","-87.2","-77.1"
"88","009802","富邦旗艦50","18.73","-0.25","-1.32","2,082","08/19","+133","+133","+133","+133","+16.7","+250","-50","+600","-90.8",""
"89","2101","南港","32.3","+0.3","+0.94","1,681","08/19","+40","+75","-12.5","+133","+250","-53.3","-78.8","+40","-96.8","-70.8"
"90","2606","裕民","69.5","+0.5","+0.72","5,172","08/19","+18.9","+41.9","+41.9","+132","+1,000","+300","-15.4","-88.7","-76.6","-74.4"
"91","2630","亞航","51.9","+0.2","+0.39","4,608","08/19","0","-17.9","+66.7","+129","+61.8","-53.8","","-32.1","-92.4","-59"
"92","2892","第一金","33.6","-0.1","-0.3","16,300","08/19","-28.6","-97.6","-97.6","+122","","+100","+567","+11.1","+400","-55.6"
"93","3013","晟銘電","83.3","+0.2","+0.24","779","08/19","+151","+140","+145","+120","+100","+52.1","+209","-56.5","-81.3","-29.4"
"94","1316","上曜","10.6","+0.15","+1.44","1,387","08/19","-56","+3.12","-79.2","+120","-21.4","+26.9","+37.5","+230","-55.4","-95.4"
"95","8069","元太","161","+3.5","+2.22","8,642","08/19","-37","-42.8","-54.4","+119","+130","+6,286","+210","+1,177","+134","+512"
"96","3388","崇越電","93.3","-7.7","-7.62","8,403","08/19","-7.64","+9.64","+65.3","+118","+449","+602","-44.6","","",""
"97","4903","聯光通","34.55","0","0","418","08/19","+14.7","+62.5","+77.3","+117","-4.88","+25.8","-83","","","-84.9"
"98","3645","達邁","65.9","-0.9","-1.35","884","08/19","+168","+182","+168","+116","+48.6","+479","-62.5","+42.9","-81.8","+104"
"99","3024","憶聲","13.45","0","0","807","08/19","+13.3","+6.25","+54.5","+112","+183","-51.4","-74.6","","","+1,600"
"100","00992A","主動群益科技創新","17.64","-0.3","-1.67","41,106","08/19","-2.43","-9.94","+0.54","+112","+171","+1,201","+9.87","+5,675","",""
"101","2351","順德","185","+9","+5.11","7,890","08/19","+54.6","+102","+99.3","+112","+109","+976","-3.24","+97.8","+372","+472"
"102","8182","加高","40.4","+0.45","+1.13","752","08/19","+91.7","+109","+130","+109","+156","-81","+53.3","","","+667"
"103","5425","台半","91.8","+0.3","+0.33","44,297","08/19","+33.5","+65.3","+125","+104","+111","+268","-45.8","+710","+768","+257"
"104","1210","大成","52.8","-0.2","-0.38","1,665","08/19","0","0","+100","+100","","-66.7","","-60","-33.3",""
"105","1216","統一","77.5","+1.3","+1.71","16,977","08/19","+100","+100","0","+100","-89.5","-75","-87.5","-88.9","0","-85.7"
"106","1611","中電","11.95","-0.15","-1.24","355","08/19","-50","-33.3","0","+100","+100","-60","","0","-90","-33.3"
"107","1808","潤隆","33.3","+0.45","+1.37","2,331","08/19","0","0","+100","+100","+100","","","","-75","-95.8"
"108","2360","致茂","2120","-185","-8.03","3,424","08/19","-20.9","-2.86","0","+100","+325","+3,300","-52.8","+6.25","-50","-17.1"
"109","2511","太子","8.2","-0.02","-0.24","895","08/19","+100","-50","+100","+100","+100","+100","","-60","","-97.6"
"110","2836","高雄銀","11.9","-0.1","-0.83","886","08/19","0","+100","+100","+100","+300","-63.6","","","",""
"111","4413","飛寶企業","19.6","0","0","21","08/19","0","0","0","+100","","","","","",""
"112","4549","桓達","100","-1.5","-1.48","59","08/19","-33.3","0","0","+100","+100","","-81.8","","",""
"113","4588","玖鼎電力","51.3","-0.8","-1.54","40","08/19","0","0","0","+100","+100","","-50","","",""
"114","4720","德淵","17.7","-0.55","-3.01","850","08/19","0","+300","0","+100","","","-89.7","-20","",""
"115","4912","聯德控股-KY","90.8","-0.2","-0.22","153","08/19","+100","+100","+100","+100","+100","-33.3","-83.3","+100","","0"
"116","5234","達興材料","294.5","-8.5","-2.81","383","08/19","+100","+100","+100","+100","+45.5","+129","0","-88.4","-95.4","-89.8"
"117","5488","松普","12.35","-0.1","-0.8","358","08/19","","+100","+100","+100","+100","","+100","","+100",""
"118","5530","龍巖","49.9","+0.65","+1.32","314","08/19","+100","+33.3","+33.3","+100","","","","-71.4","-77.8","0"
"119","5880","合庫金","24.85","-0.1","-0.4","33,352","08/19","+27.3","-26.3","+40","+100","","-48.1","-39.1","+600","+367","+1,300"
"120","6261","久元","76.2","-0.5","-0.65","383","08/19","-20","+100","+100","+100","+100","0","-93","","",""
"121","6469","大樹","67.9","-0.3","-0.44","465","08/19","0","+66.7","+100","+100","+400","+233","-52.4","+400","","-37.5"
"122","6494","九齊","55.4","+0.1","+0.18","229","08/19","0","+100","+100","+100","+100","","","","",""
"123","6609","瀧澤科","39","+0.1","+0.26","91","08/19","0","-20","0","+100","-20","-33.3","","-33.3","-95.8","-60"
"124","6683","雍智科技","1190","-70","-5.56","464","08/19","+20","+100","-25","+100","+100","","-77.8","-95.3","","+200"
"125","6890","來億-KY","160.5","0","0","327","08/19","","","+100","+100","-81.8","+100","0","-96.1","-85.7","-97.4"
"126","7788","松川精密","274","-4","-1.44","1,632","08/19","+20","+36.4","+57.9","+100","+650","","+900","","",""
"127","2489","瑞軒","31.3","+0.2","+0.64","6,925","08/19","+2.44","+45.5","+56.4","+98.6","-14.3","+36.1","-30.7","-10.4","+989","+7,250"
"128","6217","中探針","153","-4","-2.55","2,844","08/19","+19.7","+135","+115","+97.8","+120","-42.7","-58.2","-18.5","+193","-12.9"
"129","6108","競國","24.75","+1.15","+4.87","5,933","08/19","+46.9","+42.4","+34.3","+95.8","+262","","+2,250","+161","","+161"
"130","3532","台勝科","356.5","-12.5","-3.39","7,432","08/19","-5.73","+6.91","+36.3","+94.8","+20.1","-41.2","+242","+46.9","+1,361","+1,447"
"131","0052","富邦科技","60.15","-0.75","-1.23","12,818","08/19","-10.2","-23.5","+76.5","+94.8","+63","+40.2","+70.5","-12.3","","+92.3"
"132","4971","IET-KY","528","-28","-5.04","4,334","08/19","-1.08","+76.9","+100","+89.7","+1,214","+6,033","+183","-64.5","-63.9","-78.3"
"133","8042","金山電","111.5","+10","+9.85","5,746","08/19","+29.4","+49.5","+83.1","+89.5","+181","+254","-52.5","+1.88","","-59.4"
"134","3042","晶技","186","+7.5","+4.2","20,472","08/19","+30.7","+24.7","+69.7","+87.6","+69.7","+80.2","+718","+3,618","+1,139","+560"
"135","6101","寬魚國際","38","-0.35","-0.91","349","08/19","+60","+208","+86","+86","+33.3","-64.1","","","",""
"136","8086","宏捷科","115.5","+0.5","+0.43","4,703","08/19","-17.5","+148","+126","+85.7","+73.3","+126","-51.4","-1.89","-68.3","-52.3"
"137","1514","亞力","99.5","-0.5","-0.5","829","08/19","0","+1.61","+1.61","+85.3","+174","-88.1","-89.3","-69","-71","-53.3"
"138","2467","志聖","547","-17","-3.01","1,358","08/19","-3.39","-12.3","+62.9","+83.9","+11.8","+111","-1.72","-56.5","+5.56","-71.9"
"139","00902","中信電池及儲能","13.39","-0.3","-2.19","854","08/19","0","+83.3","+83.3","+83.3","+83.3","0","-66.7","-72.5","-74.4","-73.8"
"140","2491","吉祥全","38.15","-1.05","-2.68","934","08/19","+50","+50","+80","+80","+28.6","-10","0","-52.6","","-65.4"
"141","00919","群益台灣精選高息","30.39","+0.05","+0.16","40,347","08/19","-3","+79.6","+67.2","+76.4","-19.2","-15.7","-12.6","-33.6","-52.5","-18.5"
"142","6530","創威","79.9","-0.9","-1.11","467","08/19","+1.89","0","+28.6","+74.2","+315","+2,600","+286","-22.9","-50.5","-6.9"
"143","3236","千如","46.65","+3.25","+7.49","7,081","08/19","+112","+89.6","+93.6","+71.7","+75","-17.3","-68.8","-12.5","","-63.7"
"144","3356","奇偶","63","-1","-1.56","493","08/19","-7.69","+9.09","+20","+71.4","+71.4","+200","-81.8","+1,100","-83.6","+200"
"145","9945","潤泰新","29.8","+0.1","+0.34","7,505","08/19","-10.2","-59.6","+2.33","+69.2","+110","+340","+214","+300","+110","-57.3"
"146","3376","新日興","186.5","-2.5","-1.32","2,367","08/19","-18.2","-12.9","+35","+68.8","","-76.3","+68.8","-72.4","-65.8","-87"
"147","2328","廣宇","46","+2.1","+4.78","7,208","08/19","+96.2","+75","+73.8","+67.1","+224","+532","+208","-8.8","-65.7","-72.3"
"148","2612","中航","59.5","+2.8","+4.94","1,949","08/19","+66.7","+66.7","+66.7","+66.7","+150","-44.4","","-37.5","-82.8","-44.4"
"149","3010","華立","130","+2","+1.56","1,102","08/19","0","-16.7","0","+66.7","-50","+66.7","","-28.6","+400","-16.7"
"150","4533","協易機","25.9","-0.8","-3","799","08/19","0","-70.6","-28.6","+66.7","+66.7","-78.3","-92.1","-94.3","-95.3","-58.3"
"151","5410","國眾","35.8","0","0","147","08/19","+66.7","+66.7","+66.7","+66.7","","+400","+150","","+400",""
"152","8249","菱光","39.75","-0.2","-0.5","197","08/19","0","+66.7","+66.7","+66.7","+66.7","0","-72.6","-60.8","-88.3","-44.4"
"153","1810","和成","26.1","-0.75","-2.79","7,308","08/19","-34.4","-29.7","-27.2","+65.2","-14","-67.8","+1,125","+1,031","-61.6","+308"
"154","1709","和益","32.55","-0.15","-0.46","6,445","08/19","-10.8","-42.1","-64.5","+65","+450","+17.9","","","",""
"155","6509","聚和","45.85","-0.4","-0.86","435","08/19","-26.3","-33.3","-33.3","+64.7","+460","+250","-83.7","-34.9","+16.7","+12"
"156","3035","智原","172.5","+2","+1.17","3,152","08/19","+53.6","+59.1","+64","+63.6","+65.4","+317","+281","-54.1","+28.7","-4.61"
"157","2331","精英","19.5","-0.75","-3.7","2,802","08/19","-1.72","+21.3","-19.7","+62.9","+128","+280","+1,325","-82.7","+11.8","-52.1"
"158","5471","松翰","57","+0.8","+1.42","1,897","08/19","+1.79","-36.7","-56.5","+62.9","+16.3","+200","+256","+470","+850",""
"159","00987A","主動台新優勢成長","15.69","-0.4","-2.49","1,706","08/19","+30","+30","-23.5","+62.5","+160","+85.7","-27.8","","",""
"160","4772","台特化","247.5","-3.5","-1.39","489","08/19","+8.33","+8.33","+30","+62.5","+44.4","+333","-62.9","-59.4","-87.3","-80.3"
"161","6197","佳必琪","301","+7","+2.38","1,018","08/19","-9.33","-9.33","-1.45","+61.9","+83.8","-46.9","+36","+258","-77.3","+300"
"162","1476","儒鴻","311.5","+1","+0.32","2,144","08/19","-4","+60","+60","+60","+33.3","+50","+2,300","+60","+380","+1,100"
