排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1,2923,鼎固-KY,市,25.6,1.95,8.25,253,09/04,73,0,-12,61,1732.0,99.5,＋・－
2,00991B,貝萊德A級公司債,市,14.77,0.0,0.0,835,09/04,-388,0,388,0,215.0,94.5,－・＋
3,8482,商億-KY,市,48.45,1.35,2.87,13,09/04,10,0,0,10,98.6,91.8,＋・・
4,8455,大拓-KY,櫃,22.5,0.0,0.0,16,09/04,0,0,0,0,22.2,87.8,・・・
5,6230,尼得科超眾,市,110.5,4.5,4.25,42,09/04,11,0,0,11,75.2,87.1,＋・＋
6,6890,來億-KY,市,169.5,0.5,0.3,525,09/04,18,0,-1,17,215.0,86.2,＋・－
7,4560,強信-KY,市,28.9,-0.55,-1.87,337,09/04,-67,0,-4,-71,56.8,83.4,－・－
8,2762,世界健身-KY,市,81.9,0.1,0.12,26,09/04,-6,0,0,-6,92.8,82.4,－・・
9,6415,矽力*-KY,市,428.5,17.5,4.26,2292,09/04,-164,-1,6,-159,318.0,81.7,－－＋
10,1590,亞德客-KY,市,1395.0,20.0,1.45,222,09/04,-8,-1,2,-7,162.0,80.8,－－＋
11,1341,富林-KY,市,59.5,0.6,1.02,4,09/04,0,0,0,0,42.3,80.0,・・・
12,006203,元大MSCI台灣,市,195.8,2.05,1.06,10,09/04,0,0,-1,-1,8.01,78.4,・・－
13,6965,中傑-KY,市,73.8,0.1,0.14,11,09/04,9,0,0,9,121.0,77.4,＋・・
14,5276,達輝-KY,櫃,18.3,0.2,1.1,2,09/04,0,0,0,0,30.4,77.0,・・・
15,3711,日月光投控,市,588.0,-1.0,-0.17,15751,09/04,-3581,12,93,-3477,3437.0,76.9,－＋＋
16,6629,泰金-KY,櫃,108.0,0.5,0.47,4,09/04,0,0,0,0,29.5,76.8,・・・
17,6924,榮惠-KY創,市,123.0,9.5,8.37,58,09/04,14,0,-9,5,15.7,76.1,＋・－
18,2239,英利-KY,市,19.85,0.1,0.51,33,09/04,12,0,1,13,88.7,75.3,＋・＋
19,6666,羅麗芬-KY,市,44.35,0.3,0.68,29,09/04,2,0,0,2,35.7,75.2,＋・・
20,8291,尚茂,櫃,29.9,-2.1,-6.56,15,09/04,0,0,0,0,12.9,73.9,・・・
21,8499,鼎炫-KY,市,253.0,0.5,0.2,5,09/04,1,0,0,1,29.7,72.1,＋・・
22,4148,全宇生技-KY,市,31.8,0.5,1.6,9,09/04,1,0,0,1,48.0,71.3,＋・・
23,6781,AES-KY,市,1115.0,55.0,5.19,355,09/04,80,0,3,83,60.3,70.6,＋・＋
24,8488,吉源-KY,市,10.4,0.63,6.45,191,09/04,78,0,5,83,51.2,69.7,＋・＋
25,6863,永道-KY,市,104.5,0.5,0.48,87,09/04,17,0,0,17,52.2,69.7,＋・－
26,3093,港建*,櫃,45.2,-0.4,-0.88,205,09/04,-36,0,1,-35,100.0,69.2,－・＋
27,2330,台積電,市,2410.0,20.0,0.84,14090,09/04,1885,-328,407,1964,17945.0,69.2,＋－＋
28,8426,紅木-KY,櫃,20.8,0.15,0.73,34,09/04,21,0,0,21,34.3,68.3,＋・・
29,6550,北極星藥業-KY,市,10.35,0.05,0.49,825,09/04,-50,0,0,-50,610.0,68.2,－・・
30,4807,日成-KY,市,28.55,1.0,3.63,253,09/04,100,0,-2,98,33.3,68.0,＋・－
31,2754,亞洲藏壽司,櫃,68.7,0.1,0.15,6,09/04,1,0,0,1,31.8,67.9,＋・・
32,2029,盛餘,市,21.8,-0.1,-0.46,325,09/04,-55,0,5,-50,217.0,67.7,－・＋
33,4569,六方科-KY,市,180.0,7.5,4.35,268,09/04,-2,0,0,-2,20.6,67.2,－・・
34,2924,宏太-KY,櫃,17.9,1.05,6.23,11,09/04,0,0,0,0,34.8,66.8,・・・
35,6862,三集瑞-KY,市,140.0,1.0,0.72,207,09/04,21,0,-1,20,32.4,64.7,＋・－
36,3529,力旺,櫃,2385.0,55.0,2.36,1156,09/04,-192,1,15,-176,48.2,64.5,－＋＋
37,5538,東明-KY,市,36.9,0.25,0.68,45,09/04,9,0,-4,5,129.0,64.0,＋・－
38,4571,鈞興-KY,市,161.5,7.0,4.53,235,09/04,38,0,-1,37,33.6,63.3,＋・－
39,6451,訊芯-KY,市,449.0,-1.0,-0.22,5030,09/04,-90,0,-1,-91,70.1,62.5,－・－
40,4442,竣邦-KY,櫃,50.3,-0.1,-0.2,18,09/04,0,0,0,0,19.9,62.1,・・－
41,2308,台達電,市,1825.0,65.0,3.69,9195,09/04,1407,366,123,1896,1607.0,61.9,＋＋＋
42,4439,冠星-KY,市,96.2,0.0,0.0,21,09/04,-4,0,2,-2,23.3,61.3,－・＋
43,5288,豐祥-KY,市,189.0,2.0,1.07,68,09/04,7,0,1,8,41.8,60.0,＋・＋
44,3675,德微,櫃,282.0,5.0,1.81,897,09/04,-60,0,13,-48,31.7,59.7,－・＋
45,2360,致茂,市,2030.0,15.0,0.74,1619,09/04,-293,-31,33,-292,251.0,59.0,－－＋
46,2849,安泰銀,市,15.05,0.5,3.44,231,09/04,152,0,7,159,1155.0,59.0,＋・＋
47,4190,佐登-KY,市,25.95,0.15,0.58,7,09/04,2,0,0,2,36.1,58.8,＋・・
48,7722,LINEPAY,市,280.0,5.5,2.0,47,09/04,9,0,0,9,42.0,58.8,＋・・
49,6768,志強-KY,市,64.1,0.1,0.16,168,09/04,25,-17,0,8,116.0,58.0,＋－－
50,2345,智邦,市,2100.0,10.0,0.48,2164,09/04,-265,-64,-17,-346,320.0,56.9,－－－
51,6431,光麗-KY,市,19.85,0.05,0.25,206,09/04,0,0,-2,-2,54.9,56.4,・・－
52,6616,特昇-KY,櫃,8.28,-0.01,-0.12,9,09/04,0,0,0,0,19.9,56.2,・・・
53,8442,威宏-KY,市,45.55,0.25,0.55,20,09/04,4,1,-1,4,39.3,56.0,＋＋－
54,2454,聯發科,市,4415.0,75.0,1.73,9052,09/04,535,350,103,987,895.0,55.8,＋＋＋
55,4551,智伸科,市,171.5,10.5,6.52,2022,09/04,210,-350,-44,-184,63.6,55.2,＋－－
56,5876,上海商銀,市,46.3,0.35,0.76,7547,09/04,1969,727,8,2704,2702.0,55.0,＋＋＋
57,5530,龍巖,櫃,50.0,0.2,0.4,153,09/04,15,0,0,15,230.0,54.9,＋・・
58,6573,虹揚-KY,市,16.95,0.65,3.99,198,09/04,1,0,-3,-2,43.9,54.5,＋・－
59,3017,奇鋐,市,3570.0,270.0,8.18,4515,09/04,449,462,44,955,213.0,54.2,＋＋＋
60,6609,瀧澤科,櫃,39.9,-0.4,-0.99,108,09/04,38,0,0,38,39.2,54.0,＋・・
61,8411,福貞-KY,市,13.0,0.1,0.78,46,09/04,8,0,0,8,118.0,54.0,＋・・
62,5546,永固-KY,市,14.8,0.0,0.0,76,09/04,11,0,0,11,44.4,53.9,＋・・
63,4958,臻鼎-KY,市,463.0,-1.0,-0.22,33930,09/04,-7534,-208,415,-7327,576.0,53.8,－－＋
64,4137,麗豐-KY,市,79.3,-0.6,-0.75,319,09/04,-38,0,-25,-63,44.2,53.6,－－－
65,6887,寶綠特-KY,市,38.05,0.9,2.42,15,09/04,1,0,3,4,39.6,53.3,＋・＋
66,5243,乙盛-KY,市,90.0,1.7,1.93,754,09/04,123,0,-2,120,89.8,53.3,＋・－
67,8182,加高,櫃,38.85,0.85,2.24,261,09/04,80,0,0,80,56.7,53.0,＋・＋
68,8404,百和興業-KY,市,16.2,-0.05,-0.31,271,09/04,-36,0,5,-31,223.0,53.0,－・＋
69,5274,信驊,櫃,17470.0,-380.0,-2.13,242,09/04,-36,11,4,-21,22.0,52.9,－＋＋
70,3624,光頡,櫃,93.2,8.4,9.91,9178,09/04,3653,0,121,3774,61.9,52.7,＋・＋
71,6409,旭隼,市,965.0,-7.0,-0.72,329,09/04,2,5,-5,2,46.2,52.4,＋＋－
72,5340,建榮,櫃,79.2,0.1,0.13,1652,09/04,200,0,-24,176,102.0,52.2,＋・－
73,5907,大洋-KY,市,4.95,0.04,0.81,283,09/04,153,0,0,153,102.0,51.9,＋・・
74,6907,雅特力-KY,櫃,181.5,4.0,2.25,738,09/04,23,0,-4,18,32.4,51.9,＋・－
75,1795,美時,市,182.0,0.5,0.28,751,09/04,-93,-2,-2,-98,138.0,51.8,－－－
76,1735,日勝化,市,20.25,0.15,0.75,40,09/04,-1,0,-7,-8,51.3,51.6,－・－
77,3661,世芯-KY,市,4220.0,170.0,4.2,1749,09/04,185,2,67,254,44.3,51.4,＋＋＋
78,5284,jpp-KY,市,330.0,7.0,2.17,949,09/04,-155,0,-3,-158,27.1,51.2,－・－
79,8077,洛碁,櫃,43.8,0.0,0.0,0,09/04,0,0,0,0,11.2,51.1,・・・
80,5903,全家,櫃,185.0,0.5,0.27,7,09/04,2,0,0,2,114.0,51.0,＋・・
81,6124,業強,櫃,27.15,0.5,1.88,27,09/04,0,0,1,1,93.0,51.0,・・＋
82,2248,華勝-KY,市,61.5,-0.2,-0.32,42,09/04,-6,0,3,-3,24.2,50.8,－・＋
83,3665,貿聯-KY,市,2145.0,45.0,2.14,1459,09/04,-283,333,1,50,99.1,50.8,－＋＋
84,8466,美吉吉-KY,市,15.1,-0.2,-1.31,14,09/04,3,0,0,3,40.1,50.4,＋・・
85,00986B,FT金融債10+,櫃,9.55,0.0,0.0,8,09/04,0,0,8,8,10.4,49.9,・・＋
86,3162,精確,櫃,70.8,-0.7,-0.98,1330,09/04,-450,0,-8,-458,75.6,49.0,－・－
87,2236,百達-KY,市,121.5,-3.0,-2.41,148,09/04,-13,0,2,-11,30.4,48.9,－・＋
88,2605,新興,市,35.85,0.35,0.99,9122,09/04,-728,-5,-304,-1037,284.0,48.6,－－－
89,3044,健鼎,市,488.5,1.0,0.21,1980,09/04,-339,31,-55,-363,255.0,48.5,－＋－
90,2615,萬海,市,115.0,-0.5,-0.43,19809,09/04,-518,36,-641,-1123,1355.0,48.3,－＋－
91,2723,美食-KY,市,82.5,-0.3,-0.36,316,09/04,29,0,1,30,84.1,46.7,＋・＋
92,4763,材料*-KY,市,50.3,1.2,2.44,4973,09/04,800,189,332,1322,461.0,46.6,＋＋＋
93,8467,波力-KY,市,90.2,0.2,0.22,24,09/04,2,0,0,2,22.5,46.5,＋・・
94,8016,矽創,市,293.5,3.5,1.21,246,09/04,31,-1,-1,30,55.7,46.4,＋－－
95,6121,新普,櫃,397.0,2.5,0.63,276,09/04,-19,45,-32,-6,85.2,46.1,－＋－
96,6456,GIS-KY,市,68.8,1.4,2.08,1705,09/04,83,0,3,85,154.0,45.6,＋・＋
97,3570,大塚,櫃,163.5,1.0,0.62,3,09/04,1,0,0,1,7.78,45.5,＋・・
