排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
1,5274,信驊,櫃,08/25,,15400.0,285.0,1.89,199,2999.0,15115.0,15115.0,15400.0,14805.0,3.94,113.0,74.72,,,,,
2,2059,川湖,市,08/25,,14285.0,-125.0,-0.87,657,9411.0,14410.0,14480.0,14625.0,14065.0,3.89,78.8,40.33,,,,,
3,6669,緯穎,市,08/25,,6440.0,140.0,2.22,1168,7319.0,6300.0,6225.0,6440.0,6125.0,5.0,20.5,8.77,,,,,
4,6515,穎崴,市,08/25,,6255.0,110.0,1.79,235,1428.0,6145.0,6070.0,6275.0,5960.0,5.13,101.0,26.44,,,,,
5,7769,鴻勁,市,08/25,,6210.0,-45.0,-0.72,457,2803.0,6255.0,6155.0,6240.0,6060.0,2.88,64.1,19.67,,,,,
6,3008,大立光,市,08/25,,5720.0,335.0,6.22,2181,11931.0,5385.0,5350.0,5740.0,5295.0,8.26,30.5,3.91,,,,,
7,6223,旺矽,櫃,08/25,,5600.0,35.0,0.63,428,2350.0,5565.0,5485.0,5645.0,5370.0,4.94,120.0,34.5,,,,,
8,2383,台光電,市,08/25,,5595.0,165.0,3.04,1867,10081.0,5430.0,5410.0,5605.0,5255.0,6.45,87.5,34.37,,,,,
9,3443,創意,市,08/25,,5570.0,205.0,3.82,1645,8820.0,5365.0,5260.0,5570.0,5205.0,6.8,143.0,55.43,,,,,
10,3653,健策,市,08/25,,5205.0,50.0,0.97,1226,6205.0,5155.0,5070.0,5205.0,4910.0,5.72,117.0,32.39,,,,,
11,3661,世芯-KY,市,08/25,,3865.0,130.0,3.48,1236,4665.0,3735.0,3700.0,3875.0,3665.0,5.62,53.7,5.52,,,,,
12,2454,聯發科,市,08/25,,3735.0,-30.0,-0.8,5403,19947.0,3765.0,3725.0,3735.0,3655.0,2.12,61.6,14.05,,,,,
13,3081,聯亞,櫃,08/25,,2960.0,195.0,7.05,4734,13260.0,2765.0,2690.0,2995.0,2645.0,12.7,279.0,58.03,,,,,
14,3017,奇鋐,市,08/25,,2950.0,95.0,3.33,2905,8251.0,2855.0,2835.0,2950.0,2740.0,7.36,39.3,20.99,,,,,
15,7734,印能科技,櫃,08/25,,2890.0,110.0,3.96,312,881.0,2780.0,2800.0,2935.0,2710.0,8.09,60.4,11.98,,,,,
16,6510,精測,櫃,08/25,,2680.0,30.0,1.13,140,368.0,2650.0,2600.0,2695.0,2570.0,4.72,63.0,8.71,,,,,
17,2330,台積電,市,08/25,,2400.0,25.0,1.05,13538,32130.0,2375.0,2355.0,2400.0,2350.0,2.11,27.8,9.68,,,,,
18,7750,新代,市,08/25,,2350.0,210.0,9.81,376,865.0,2140.0,2245.0,2350.0,2180.0,7.94,39.3,12.53,,,,,
19,3131,弘塑,櫃,08/25,,2260.0,-75.0,-3.21,577,1278.0,2335.0,2345.0,2345.0,2155.0,8.14,39.4,20.56,,,,,
