排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
301,3066,李洲,23.2,-0.4,-1.69,26M07,2.09,0.0,25.1,0.42,19.9,0.02,0.0,0.22,0.0,0.0,2.11,0.0,25.3,0.42,19.7
302,3406,玉晶光,615.0,-14.0,-2.23,26M07,0.86,0.0,7.65,0.17,19.7,0.0,0.0,0.0,0.0,0.0,0.86,0.0,7.66,0.17,19.7
303,2613,中櫃,20.5,0.15,0.74,26M07,5.1,0.0,34.3,1.0,19.6,0.0,0.0,0.0,0.0,0.0,5.1,0.0,34.3,1.0,19.6
304,6411,晶焱,77.2,-2.4,-3.02,26M07,1.41,0.0,14.2,0.28,19.5,0.0,0.0,0.03,0.0,0.0,1.42,0.0,14.2,0.28,19.5
305,2436,偉詮電,69.1,-2.1,-2.95,26M07,1.2,0.0,6.01,0.23,19.5,0.01,0.0,0.03,0.0,0.0,1.21,0.0,6.05,0.23,19.4
306,6771,平和環保-創,41.5,0.0,0.0,26M07,0.42,0.0,13.4,0.08,19.2,0.0,0.0,0.0,0.0,0.0,0.42,0.0,13.4,0.08,19.2
307,2233,宇隆,198.0,-5.5,-2.7,26M07,2.0,0.0,33.2,0.38,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.2,0.38,19.0
308,1414,東和,19.5,0.15,0.78,26M07,3.64,55.0,18.4,0.69,18.8,0.0,0.0,0.0,0.0,0.0,3.64,55.0,18.4,0.69,18.8
309,6271,同欣電,194.0,-5.0,-2.51,26M07,1.2,0.0,5.74,0.23,18.8,0.0,0.0,0.0,0.0,0.0,1.2,0.0,5.74,0.23,18.8
310,3018,隆銘綠能,13.7,0.05,0.37,26M07,1.43,0.0,19.0,0.27,18.9,0.01,0.0,0.08,0.0,0.0,1.44,0.0,19.0,0.27,18.8
311,8415,大國鋼,37.5,-0.8,-2.09,26M07,59.9,395.0,58.1,11.1,18.6,0.0,0.0,0.0,0.0,0.0,59.9,395.0,58.1,11.1,18.6
312,2867,三商壽,9.75,0.13,1.35,26M07,184.0,0.0,31.1,34.0,18.5,0.0,0.0,0.0,0.0,0.0,184.0,0.0,31.1,34.0,18.5
313,1466,聚隆,17.05,0.75,4.6,26M07,2.69,0.0,24.2,0.5,18.4,0.0,0.0,0.0,0.0,0.0,2.69,0.0,24.2,0.5,18.4
314,9951,皇田,53.0,-0.3,-0.56,26M07,1.08,0.0,14.8,0.2,18.4,0.0,0.0,0.0,0.0,0.0,1.08,0.0,14.8,0.2,18.4
315,5301,寶得利,5.54,0.0,0.0,26M07,0.21,0.0,3.21,0.04,19.9,0.02,0.0,0.26,0.0,0.0,0.23,0.0,3.47,0.04,18.4
316,5381,光譜,24.05,-0.55,-2.24,26M07,8.78,0.0,42.3,1.61,18.3,0.0,0.0,0.0,0.0,0.0,8.78,0.0,42.3,1.61,18.3
317,5607,遠雄港,51.4,-0.8,-1.53,26M07,6.59,0.0,17.8,1.2,18.2,0.0,0.0,0.0,0.0,0.0,6.59,0.0,17.8,1.2,18.2
318,8401,白紗科,23.05,0.0,0.0,26M07,1.03,20.0,14.6,0.29,18.2,0.0,0.0,0.0,0.0,0.0,1.03,20.0,14.6,0.29,18.2
319,6277,宏正,84.0,-0.2,-0.24,26M07,1.39,0.0,11.7,0.25,18.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,11.7,0.25,18.0
320,3147,大綜,232.0,-2.0,-0.85,26M07,1.01,0.0,23.2,0.18,17.8,0.0,0.0,0.0,0.0,0.0,1.01,0.0,23.2,0.18,17.8
321,3580,友威科,85.7,6.0,7.53,26M07,0.36,42.0,9.24,0.06,17.3,0.0,0.0,0.0,0.0,0.0,0.36,42.0,9.24,0.06,17.3
322,4526,東台,30.75,-0.45,-1.44,26M07,3.63,0.0,14.3,0.62,17.1,0.0,0.0,0.0,0.0,0.0,3.63,0.0,14.3,0.62,17.1
323,6113,亞矽,24.65,0.2,0.82,26M07,1.48,35.0,28.2,0.25,16.8,0.0,0.0,0.03,0.0,0.0,1.48,35.0,28.3,0.25,16.8
