排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
601,1103,嘉泥,13.15,0.15,1.15,26M06,13.8,0.0,16.5,0,0,0.0,0.0,0.0,0,0,13.8,0.0,16.5,0,0
602,1104,環泥,26.6,0.15,0.57,26M06,3.14,0.0,4.57,0,0,0.0,0.0,0.0,0,0,3.14,0.0,4.58,0,0
603,1108,幸福,12.1,0.05,0.41,26M06,1.6,0.0,3.95,0,0,0.0,0.0,0.0,0,0,1.6,0.0,3.95,0,0
604,1109,信大,13.5,-0.05,-0.37,26M06,11.9,0.0,35.0,0,0,0.0,0.0,0.0,0,0,11.9,0.0,35.0,0,0
605,1201,味全,12.1,0.1,0.83,26M06,7.36,0.0,14.6,0,0,0.0,0.0,0.0,0,0,7.36,0.0,14.6,0,0
606,1213,大飲,7.72,0.24,3.21,26M06,1.59,0.0,28.1,0,0,0.0,0.0,0.0,0,0,1.59,0.0,28.1,0,0
607,1215,卜蜂,108.0,0.5,0.47,26M06,8.37,0.0,28.4,0,0,0.0,0.0,0.0,0,0,8.37,0.0,28.4,0,0
608,1219,福壽,10.75,0.1,0.94,26M06,3.26,0.0,9.54,0,0,0.0,0.0,0.01,0,0,3.26,0.0,9.55,0,0
609,1220,台榮,11.15,0.0,0.0,26M06,4.12,0.0,23.3,0,0,0.01,0.0,0.07,0,0,4.13,0.0,23.3,0,0
610,1225,福懋油,24.2,0.5,2.11,26M06,0.61,0.0,2.53,0,0,0.0,0.0,0.0,0,0,0.61,0.0,2.53,0,0
611,1227,佳格,29.15,0.3,1.04,26M06,2.93,0.0,3.2,0,0,0.0,0.0,0.0,0,0,2.93,0.0,3.2,0,0
612,1232,大統益,156.5,1.0,0.64,26M06,9.72,-169.0,60.8,0,0,0.0,0.0,0.0,0,0,9.72,-169.0,60.8,0,0
613,1236,宏亞,25.5,0.55,2.2,26M06,1.45,0.0,16.7,0,0,0.0,0.0,0.0,0,0,1.45,0.0,16.7,0,0
614,1264,德麥,256.0,1.0,0.39,26M06,0.59,4.0,15.9,0,0,0.0,0.0,0.0,0,0,0.59,4.0,15.9,0,0
615,1268,漢來美食,183.5,13.0,7.62,26M06,0.68,0.0,16.0,0,0,0.0,0.0,0.0,0,0,0.68,0.0,16.0,0,0
616,1294,漢田生技,56.6,0.4,0.71,26M06,0.65,0.0,21.1,0,0,0.0,0.0,0.0,0,0,0.65,0.0,21.1,0,0
617,1295,生合,46.25,0.05,0.11,26M06,0.48,246.0,13.8,0,0,0.0,0.0,0.0,0,0,0.48,246.0,13.8,0,0
618,1301,台塑,55.8,0.7,1.27,26M06,92.1,0.0,14.5,0,0,0.0,0.0,0.0,0,0,92.1,0.0,14.5,0,0
619,1304,台聚,11.8,0.25,2.16,26M06,29.0,0.0,24.4,0,0,0.0,0.0,0.0,0,0,29.0,0.0,24.4,0,0
620,1305,華夏,11.55,0.1,0.87,26M06,19.3,0.0,33.1,0,0,0.0,0.0,0.0,0,0,19.3,0.0,33.1,0,0
621,1307,三芳,32.5,0.35,1.09,26M06,3.77,0.0,9.47,0,0,0.0,0.0,0.0,0,0,3.77,0.0,9.47,0,0
622,1308,亞聚,13.4,0.3,2.29,26M06,23.0,0.0,38.8,0,0,0.0,0.0,0.0,0,0,23.0,0.0,38.8,0,0
623,1309,台達化,12.8,0.1,0.79,26M06,15.7,0.0,39.4,0,0,0.0,0.0,0.0,0,0,15.7,0.0,39.4,0,0
624,1310,台苯,7.97,-0.03,-0.38,26M06,2.26,-3287.0,4.27,0,0,0.0,0.0,0.0,0,0,2.26,-3287.0,4.27,0,0
625,1316,上曜,10.05,-0.05,-0.5,26M06,2.01,0.0,5.34,0,0,0.0,0.0,0.0,0,0,2.01,0.0,5.34,0,0
626,1319,東陽,76.7,0.2,0.26,26M06,10.9,-135.0,18.4,0,0,0.0,0.0,0.0,0,0,10.9,-135.0,18.4,0,0
627,1321,大洋,31.9,0.2,0.63,26M06,1.34,0.0,5.89,0,0,0.0,0.0,0.0,0,0,1.34,0.0,5.89,0,0
628,1324,地球,10.05,0.0,0.0,26M06,0.61,0.0,8.05,0,0,0.0,0.0,0.0,0,0,0.61,0.0,8.05,0,0
629,1325,恆大,27.4,1.05,3.98,26M06,2.47,0.0,28.9,0,0,0.0,0.0,0.0,0,0,2.47,0.0,28.9,0,0
630,1326,台化,58.9,0.8,1.38,26M06,33.4,0.0,5.7,0,0,0.0,0.0,0.0,0,0,33.4,0.0,5.7,0,0
631,1336,台翰,14.55,-0.55,-3.64,26M06,2.26,0.0,29.1,0,0,0.0,0.0,0.05,0,0,2.26,0.0,29.2,0,0
632,1337,再生-KY,4.68,0.02,0.43,26M06,3.89,0.0,14.5,0,0,0.0,0.0,0.0,0,0,3.89,0.0,14.5,0,0
633,1339,昭輝,45.0,-0.05,-0.11,26M06,3.57,368.0,48.1,0,0,0.0,0.0,0.0,0,0,3.57,368.0,48.1,0,0
634,1340,勝悅-KY,5.07,0.01,0.2,26M06,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
635,1341,富林-KY,58.6,-0.7,-1.18,26M06,0.04,0.0,0.82,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.82,0,0
636,1342,八貫,104.0,2.5,2.46,26M06,1.35,0.0,17.3,0,0,0.0,0.0,0.0,0,0,1.35,0.0,17.3,0,0
637,1410,南染,26.35,0.9,3.54,26M06,1.26,0.0,20.4,0,0,0.0,0.0,0.0,0,0,1.26,0.0,20.4,0,0
638,1413,宏洲,9.39,0.12,1.29,26M06,4.43,0.0,33.6,0,0,0.0,0.0,0.0,0,0,4.43,0.0,33.6,0,0
639,1416,廣豐,11.0,0.25,2.33,26M06,1.12,0.0,6.04,0,0,0.0,0.0,0.0,0,0,1.12,0.0,6.04,0,0
640,1417,嘉裕,8.28,0.03,0.36,26M06,2.4,0.0,12.7,0,0,0.0,0.0,0.0,0,0,2.4,0.0,12.7,0,0
641,1418,東華,18.05,-0.15,-0.82,26M06,2.57,0.0,45.2,0,0,0.0,0.0,0.0,0,0,2.57,0.0,45.2,0,0
642,1423,利華,35.55,0.05,0.14,26M06,2.75,99.0,27.6,0,0,0.0,0.0,0.0,0,0,2.75,99.0,27.6,0,0
643,1435,中福,23.3,2.1,9.91,26M06,0.01,0.0,0.06,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.06,0,0
644,1436,華友聯,36.35,0.95,2.68,26M06,2.73,0.0,14.0,0,0,0.0,0.0,0.0,0,0,2.73,0.0,14.0,0,0
645,1437,勤益控,29.7,0.25,0.85,26M06,0.47,0.0,2.33,0,0,0.0,0.0,0.0,0,0,0.47,0.0,2.33,0,0
646,1438,三地開發,22.35,-0.1,-0.45,26M06,0.84,0.0,7.56,0,0,0.0,0.0,0.0,0,0,0.84,0.0,7.56,0,0
647,1439,雋揚,27.4,-1.5,-5.19,26M06,0.55,-4083.0,5.95,0,0,0.0,0.0,0.0,0,0,0.55,-4083.0,5.95,0,0
