排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
301,2107,厚生,25.4,-0.15,-0.59,26W32,08/07,61.0,0.28,59.2,0.09,58.0,-0.24
302,2836,高雄銀,11.85,0.05,0.42,26W32,08/07,83.9,-0.23,83.1,-0.14,82.6,-0.24
303,1103,嘉泥,13.15,0.15,1.15,26W32,08/07,78.9,-0.15,77.5,-0.23,76.8,-0.24
304,3711,日月光投控,585.0,-10.0,-1.68,26W32,08/07,84.3,-0.12,82.7,-0.29,81.1,-0.24
305,2706,第一店,12.45,0.0,0.0,26W32,08/07,84.0,-0.02,82.7,-0.03,81.4,-0.23
306,4534,慶騰,34.3,0.15,0.44,26W32,08/07,35.4,-0.97,33.8,-0.2,30.8,-0.23
307,00730,富邦臺灣優質高息,29.07,0.0,0.0,26W32,08/07,14.3,-0.24,13.3,-0.21,11.9,-0.23
308,2852,第一保,26.85,0.2,0.75,26W32,08/07,63.2,0.69,59.2,0.93,53.7,-0.23
309,6962,奕力-KY,31.05,-0.3,-0.96,26W32,08/07,49.8,-0.06,48.2,-0.05,46.2,-0.22
310,3515,華擎,212.5,-2.0,-0.93,26W32,08/07,66.4,-0.21,65.3,-0.22,63.0,-0.22
311,4164,承業醫,26.1,0.2,0.77,26W32,08/07,47.3,-0.17,43.3,-0.25,41.5,-0.22
312,00878,國泰永續高股息,32.81,-0.03,-0.09,26W32,08/07,9.63,-0.21,9.13,-0.21,8.86,-0.22
313,1225,福懋油,24.2,0.5,2.11,26W32,08/07,88.4,-0.22,87.9,-0.22,87.2,-0.22
314,6146,耕興,188.0,-2.0,-1.05,26W32,08/07,50.2,-0.8,46.6,0.71,42.9,-0.21
315,3437,榮創,17.4,-0.4,-2.25,26W32,08/07,23.0,0.76,21.2,-0.2,19.9,-0.21
316,00990A,主動元大AI新經濟,15.68,-0.15,-0.95,26W32,08/07,30.8,-0.2,29.5,-0.28,27.0,-0.21
317,2634,漢翔,61.7,-0.5,-0.8,26W32,08/07,49.7,0.06,48.9,-0.01,48.3,-0.21
318,1104,環泥,26.6,0.15,0.57,26W32,08/07,70.1,0.07,68.1,-0.33,67.2,-0.21
319,00885,富邦越南,18.22,-0.12,-0.65,26W32,08/07,14.8,-0.02,12.9,-0.03,11.5,-0.2
320,6190,萬泰科,65.8,-2.2,-3.24,26W32,08/07,33.1,-0.27,29.9,-0.2,28.5,-0.19
321,4526,東台,29.95,-0.2,-0.66,26W32,08/07,47.2,0.72,44.5,0.16,41.6,-0.19
322,6177,達麗,48.8,1.0,2.09,26W32,08/07,73.1,-0.19,70.0,-0.17,66.8,-0.19
323,6509,聚和,47.5,0.5,1.06,26W32,08/07,33.4,-0.09,31.9,0.62,27.8,-0.18
324,2820,華票,16.35,0.05,0.31,26W32,08/07,64.0,-0.3,62.9,-0.25,62.3,-0.18
325,2030,彰源,18.6,0.65,3.62,26W32,08/07,46.8,0.16,45.7,0.16,44.1,-0.18
326,6197,佳必琪,293.5,-23.0,-7.27,26W32,08/07,41.6,0.3,40.0,-0.19,37.8,-0.18
327,1310,台苯,7.97,-0.03,-0.38,26W32,08/07,26.3,-0.11,24.8,0.14,23.4,-0.18
328,2913,農林,11.0,0.1,0.92,26W32,08/07,53.8,-0.34,51.8,-0.08,49.6,-0.18
329,2412,中華電,137.5,0.5,0.36,26W32,08/07,78.5,-0.16,78.0,-0.17,77.5,-0.17
330,00762,元大全球AI,112.1,-0.5,-0.44,26W32,08/07,19.7,1.22,15.4,-0.17,15.4,-0.17
331,6005,群益證,33.85,-0.7,-2.03,26W32,08/07,69.6,-0.28,68.9,-0.23,67.7,-0.17
332,3059,華晶科,40.15,-0.3,-0.74,26W32,08/07,22.5,0.49,20.9,0.42,19.2,-0.17
333,2845,遠東銀,13.2,0.05,0.38,26W32,08/07,73.0,-0.04,71.5,-0.12,70.1,-0.17
334,2061,風青,56.2,-2.0,-3.44,26W32,08/07,41.2,1.08,32.5,-0.17,29.6,-0.17
335,1231,聯華食,80.6,0.7,0.88,26W32,08/07,63.6,-0.17,63.6,-0.17,63.0,-0.17
336,5534,長虹,78.4,0.6,0.77,26W32,08/07,66.5,-0.51,63.6,-0.53,60.0,-0.17
337,1712,興農,38.95,0.3,0.78,26W32,08/07,52.4,-0.34,49.1,-0.37,46.2,-0.17
338,3130,一零四,203.5,0.5,0.25,26W32,08/07,53.3,-0.16,53.3,-0.16,53.3,-0.16
339,3380,明泰,27.95,-0.6,-2.1,26W32,08/07,64.5,-0.08,64.5,0.15,63.6,-0.16
340,9917,中保科,108.0,0.0,0.0,26W32,08/07,74.7,-0.11,72.9,0.22,71.1,-0.16
341,2010,春源,22.95,1.5,6.99,26W32,08/07,66.9,0.05,65.2,-0.16,64.4,-0.16
342,1447,力鵬,7.04,-0.14,-1.95,26W32,08/07,68.2,-0.05,66.9,-0.06,65.8,-0.16
343,4961,天鈺,172.5,5.0,2.99,26W32,08/07,40.7,0.43,37.2,-0.16,34.9,-0.16
344,3526,凡甲,282.5,-13.5,-4.56,26W32,08/07,42.8,-0.39,37.5,-0.29,28.1,-0.15
345,3296,勝德,23.0,-0.4,-1.71,26W32,08/07,74.6,-0.15,73.3,-0.15,71.4,-0.15
346,00653L,富邦印度正2,48.62,-0.3,-0.61,26W32,08/07,14.2,0.0,9.66,-0.15,9.66,-0.15
347,4174,浩鼎,25.95,0.0,0.0,26W32,08/07,38.1,-0.65,37.6,-0.15,35.4,-0.15
348,3684,榮昌,52.5,1.5,2.94,26W32,08/07,57.6,-0.15,52.8,-0.15,52.8,-0.15
349,6125,廣運,49.4,0.35,0.71,26W32,08/07,34.3,0.11,33.2,-0.13,31.4,-0.15
350,3217,優群,142.0,-1.0,-0.7,26W32,08/07,38.6,-1.14,33.7,-1.13,30.0,-0.15
351,5531,鄉林,7.71,0.04,0.52,26W32,08/07,84.8,0.03,84.1,0.04,83.4,-0.15
352,5315,光聯,19.3,0.05,0.26,26W32,08/07,27.1,-0.04,23.8,-0.13,22.2,-0.15
353,2520,冠德,34.7,0.6,1.76,26W32,08/07,70.8,-0.09,69.5,0.0,68.5,-0.15
354,2882B,國泰金乙特,59.0,0.1,0.17,26W32,08/07,95.4,-0.01,95.0,-0.13,94.2,-0.15
355,1612,宏泰,31.65,0.7,2.26,26W32,08/07,56.4,0.04,54.7,-0.14,53.8,-0.15
356,2106,建大,18.05,0.0,0.0,26W32,08/07,77.6,-0.15,76.4,-0.17,75.1,-0.15
357,2072,世紀風電,154.0,2.0,1.32,26W32,08/07,73.5,-0.13,72.4,-0.13,72.0,-0.14
358,00891,中信關鍵半導體,34.75,-0.34,-0.97,26W32,08/07,11.9,-0.2,11.3,-0.24,10.9,-0.14
359,00656R,國泰中國A50反1,5.78,-0.06,-1.03,26W32,08/07,60.8,-0.14,54.2,-0.14,45.2,-0.14
360,4416,三圓,10.55,-0.05,-0.47,26W32,08/07,68.3,-0.11,63.6,-0.14,60.9,-0.14
361,8464,億豐,381.0,-1.0,-0.26,26W32,08/07,83.5,0.31,79.7,-0.14,78.0,-0.14
362,00696B,富邦美債20年,28.46,-0.3,-1.04,26W32,08/07,82.7,0.02,82.6,0.02,82.2,-0.14
363,2887E,台新新光戊特一,48.75,0.0,0.0,26W32,08/07,85.8,-0.14,85.1,-0.14,84.2,-0.14
364,3443,創意,4545.0,65.0,1.45,26W32,08/07,58.2,-0.39,55.2,-0.18,52.5,-0.14
365,6505,台塑化,71.0,3.9,5.81,26W32,08/07,95.6,-0.14,95.5,-0.09,95.3,-0.14
366,3707,漢磊,60.1,-2.0,-3.22,26W32,08/07,44.4,0.16,43.5,-0.12,42.0,-0.14
367,6869,雲豹能源,68.0,0.2,0.29,26W32,08/07,52.4,0.58,48.3,0.58,45.0,-0.14
368,1303,南亞,188.0,9.5,5.32,26W32,08/07,85.2,-0.13,84.4,-0.16,83.7,-0.14
369,1402,遠東新,27.5,0.5,1.85,26W32,08/07,87.8,-0.14,87.2,-0.18,86.7,-0.13
370,6933,AMAX-KY,164.5,-4.5,-2.66,26W32,08/07,61.1,-0.13,61.1,-0.13,61.1,-0.13
371,3031,佰鴻,22.7,-0.25,-1.09,26W32,08/07,58.1,-0.62,56.8,-0.63,56.8,-0.13
372,5287,數字,146.5,0.0,0.0,26W32,08/07,53.0,-0.12,49.6,-0.12,46.9,-0.12
373,1586,和勤,18.2,-0.05,-0.27,26W32,08/07,67.4,-0.04,63.7,0.53,60.3,-0.12
374,3219,倚強科,69.4,-2.1,-2.94,26W32,08/07,80.5,-0.11,79.5,-0.11,77.0,-0.11
375,6909,創控,40.7,-0.15,-0.37,26W32,08/07,34.2,-0.15,26.7,-0.11,21.3,-0.11
376,5907,大洋-KY,4.9,0.04,0.82,26W32,08/07,67.3,-0.08,65.4,-0.08,64.0,-0.11
377,4934,太極,14.15,-0.25,-1.74,26W32,08/07,33.0,-0.14,31.4,-0.47,29.8,-0.11
378,2208,台船,18.85,-0.05,-0.26,26W32,08/07,53.2,-0.04,51.4,-0.03,50.4,-0.11
379,6155,鈞寶,53.3,-2.2,-3.96,26W32,08/07,53.1,0.34,50.0,-1.06,49.0,-0.11
380,1603,華電,28.7,0.0,0.0,26W32,08/07,71.7,0.31,69.9,-0.01,68.4,-0.11
381,3490,單井,30.4,0.7,2.36,26W32,08/07,14.2,-1.22,14.2,-0.11,14.2,-0.11
382,3010,華立,120.5,0.0,0.0,26W32,08/07,58.5,0.21,54.5,0.21,52.1,-0.11
383,1611,中電,11.85,-0.05,-0.42,26W32,08/07,49.2,-0.17,47.3,-0.16,44.5,-0.11
384,9910,豐泰,69.5,-0.2,-0.29,26W32,08/07,87.9,0.11,87.3,-0.1,86.8,-0.11
385,9919,康那香,14.05,0.1,0.72,26W32,08/07,45.0,-0.13,43.2,-0.52,42.8,-0.1
386,4137,麗豐-KY,95.6,0.7,0.74,26W32,08/07,50.0,-0.15,48.4,-0.15,45.1,-0.1
387,00924,復華S&P500成長,33.93,-0.11,-0.32,26W32,08/07,23.1,0.07,22.1,-0.1,21.6,-0.1
388,4960,誠美材,20.45,-0.5,-2.39,26W32,08/07,61.1,0.03,60.1,0.05,57.7,-0.1
389,6679,鈺太,209.5,-8.0,-3.68,26W32,08/07,52.2,0.08,48.2,-0.1,48.2,-0.1
390,6706,惠特,109.0,-3.0,-2.68,26W32,08/07,19.4,-0.23,16.7,-1.13,15.4,-0.1
391,1436,華友聯,36.35,0.95,2.68,26W32,08/07,74.6,-0.13,73.2,-0.1,72.7,-0.1
392,6834,天二科技,87.9,-4.2,-4.56,26W32,08/07,52.2,-1.06,48.2,-1.06,46.0,-0.1
