排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
1201,6753,龍德造船,市,141.0,-1.0,-0.7,2165,08/11,-509,0,-5,-514,4.49,3.8,－・－
1202,00753L,中信中國50正2,市,10.05,-0.03,-0.3,10854,08/11,-404,0,2020,1616,25.4,3.8,－・＋
1203,1727,中華化,市,76.6,0.1,0.13,2510,08/11,-499,0,7,-492,4.9,3.8,－・＋
1204,6988,威力暘-創,市,12.7,0.15,1.2,28,08/11,-11,0,-2,-13,1.82,3.8,－・－
1205,4916,事欣科,市,104.5,0.5,0.48,6366,08/11,-761,0,1,-760,4.22,3.8,－・＋
1206,6122,擎邦,櫃,46.65,-0.95,-2.0,241,08/11,-91,0,-5,-96,2.97,3.8,－・－
1207,1733,五鼎,市,30.85,0.0,0.0,174,08/11,-8,0,-26,-34,3.79,3.8,－・－
1208,5328,華容,櫃,66.0,3.5,5.6,30319,08/11,328,0,-1,327,6.55,3.8,＋・－
1209,6690,安碁資訊,櫃,164.0,0.0,0.0,23,08/11,-4,0,0,-4,1.14,3.8,－・・
1210,3025,星通,市,55.0,0.2,0.36,86,08/11,-15,0,0,-15,2.15,3.8,－・－
1211,3306,鼎天,櫃,44.5,0.5,1.14,98,08/11,39,0,0,39,1.92,3.8,＋・＋
1212,3669,圓展,市,38.5,-0.1,-0.26,266,08/11,-76,0,2,-74,3.52,3.8,－・＋
1213,8121,越峰,櫃,30.3,0.85,2.89,1026,08/11,38,0,32,69,8.05,3.8,＋・＋
1214,00888,永豐台灣ESG,櫃,32.59,-0.07,-0.21,4354,08/11,-203,0,522,319,26.2,3.8,－・＋
1215,00908,富邦入息REITs+,市,15.58,-0.02,-0.13,42,08/11,-1,0,27,26,1.33,3.8,－・＋
1216,1563,巧新,市,62.1,5.6,9.91,4034,08/11,1144,0,75,1219,8.5,3.8,＋・＋
1217,2612,中航,市,54.1,-0.9,-1.64,198,08/11,-26,0,4,-22,7.42,3.8,－・＋
1218,5519,隆大,市,27.75,-0.1,-0.36,180,08/11,4,0,0,4,8.24,3.8,＋・・
1219,2630,亞航,市,48.8,0.5,1.04,3749,08/11,-432,0,30,-403,7.83,3.7,－・＋
1220,3360,尚立,櫃,15.9,-0.35,-2.15,689,08/11,-21,0,0,-21,2.85,3.7,－・・
1221,3577,泓格,櫃,132.0,-1.5,-1.12,733,08/11,-26,0,-3,-30,2.39,3.7,－・－
1222,6756,威鋒電子,市,99.9,0.0,0.0,98,08/11,-18,0,3,-15,2.61,3.7,－・＋
1223,5011,久陽,櫃,18.4,-0.1,-0.54,143,08/11,-66,0,0,-66,3.75,3.7,－・－
1224,8049,晶采,櫃,26.6,0.05,0.19,112,08/11,-38,0,0,-38,4.41,3.7,－・－
1225,3622,洋華,市,54.9,0.6,1.1,215,08/11,65,0,0,65,5.62,3.7,＋・＋
1226,6209,今國光,市,75.0,1.0,1.35,3228,08/11,-121,0,43,-78,6.7,3.7,－・＋
1227,8443,阿瘦,市,11.5,0.1,0.88,49,08/11,-1,0,0,-1,2.48,3.7,－・・
1228,6606,建德工業,市,27.1,0.7,2.65,261,08/11,89,0,-7,82,4.06,3.7,＋・－
1229,6695,芯鼎,市,49.15,0.1,0.2,344,08/11,-47,0,0,-47,3.93,3.7,－・・
1230,3056,富華新,市,14.1,-0.15,-1.05,572,08/11,-39,0,0,-39,17.7,3.7,－・・
1231,7734,印能科技,櫃,3230.0,-225.0,-6.51,276,08/11,-69,-50,8,-111,1.03,3.7,－－＋
1232,3094,聯傑,市,37.6,0.65,1.76,1502,08/11,352,0,0,352,3.04,3.7,＋・・
1233,5607,遠雄港,市,50.2,0.85,1.72,646,08/11,132,0,0,132,13.6,3.7,＋・・
1234,5222,全訊,市,115.0,-2.0,-1.71,141,08/11,-40,0,1,-38,3.33,3.6,－・＋
1235,5464,霖宏,櫃,61.4,-0.3,-0.49,468,08/11,84,0,0,84,2.6,3.6,＋・＋
1236,5474,聰泰,櫃,150.0,0.5,0.33,99,08/11,-32,0,0,-32,1.46,3.6,－・－
1237,6016,康和證,櫃,18.65,0.25,1.36,2916,08/11,170,0,0,170,25.1,3.6,＋・・
1238,1240,茂生農經,櫃,55.8,0.9,1.64,23,08/11,8,0,0,8,1.61,3.6,＋・・
1239,5291,邑昇,櫃,56.6,0.4,0.71,379,08/11,36,0,-1,35,1.53,3.6,＋・－
1240,00830,國泰費城半導體,市,86.75,-1.7,-1.92,4167,08/11,-675,123,-1226,-1778,29.9,3.6,－＋－
1241,2365,昆盈,市,31.05,-0.2,-0.64,934,08/11,-314,0,0,-314,8.04,3.6,－・・
1242,2228,劍麟,市,74.2,-1.0,-1.33,184,08/11,-13,0,1,-12,2.9,3.6,－・＋
1243,3095,及成,櫃,38.0,-0.5,-1.3,1,08/11,0,0,0,0,0.59,3.6,・・・
1244,7556,意德士,櫃,223.0,0.0,0.0,21,08/11,-2,0,1,-1,1.05,3.6,－・＋
1245,00733,富邦臺灣中小,市,65.7,0.9,1.39,629,08/11,185,0,146,331,2.38,3.6,＋・＋
1246,2505,國揚,市,18.15,0.05,0.28,219,08/11,-45,0,0,-45,13.7,3.6,－・・
1247,2546,根基,市,96.2,3.6,3.89,958,08/11,-72,-1,28,-45,4.72,3.6,－－＋
1248,00986A,主動台新龍頭成長,市,14.9,-0.02,-0.13,59,08/11,-1,0,-6,-7,1.49,3.6,－・－
1249,6585,鼎基,市,117.0,-0.5,-0.43,361,08/11,88,0,2,90,2.6,3.6,＋・＋
1250,6486,互動,櫃,75.0,0.2,0.27,25,08/11,2,0,1,3,1.83,3.6,＋・＋
1251,00952,凱基台灣AI50,市,18.12,-0.13,-0.71,1304,08/11,-244,0,96,-148,8.89,3.6,－・＋
1252,2497,怡利電,市,47.55,-0.7,-1.45,277,08/11,-46,0,-11,-57,4.7,3.6,－・－
1253,6186,新潤,櫃,35.4,-0.55,-1.53,615,08/11,-66,0,0,-66,6.98,3.6,－・＋
1254,5230,雷笛克光學,櫃,17.7,-0.25,-1.39,69,08/11,-32,0,0,-32,2.0,3.6,－・・
1255,4555,氣立,市,47.85,-0.85,-1.75,180,08/11,-36,0,2,-34,2.5,3.6,－・＋
