排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,6165,浪凡,市,47.7,-0.85,-1.75,993,08/03,-611,0,-8,-619,8.3,10.7,－・－
602,2439,美律,市,80.7,0.5,0.62,1485,08/03,-181,-3,36,-147,27.1,10.7,－－＋
603,5203,訊連,市,64.1,-0.1,-0.16,83,08/03,-36,0,1,-35,8.45,10.6,－・＋
604,4162,智擎,櫃,62.0,0.6,0.98,413,08/03,67,0,-1,66,15.5,10.6,＋・－
605,3217,優群,櫃,141.0,-0.5,-0.35,744,08/03,149,0,-220,-71,9.54,10.6,＋・－
606,6419,京晨科,櫃,128.0,4.5,3.64,160,08/03,20,0,0,20,1.38,10.5,＋・＋
607,4745,合富-KY,櫃,11.5,0.6,5.5,113,08/03,58,0,0,58,7.31,10.5,＋・＋
608,3030,德律,市,286.5,18.0,6.7,1554,08/03,111,2,45,158,24.7,10.5,＋＋＋
609,6143,振曜,櫃,89.0,1.4,1.6,275,08/03,66,-2,1,64,8.93,10.4,＋－＋
610,9924,福興,市,38.4,-0.35,-0.9,436,08/03,-44,0,-11,-55,15.6,10.4,－・－
611,2241,艾姆勒,市,32.6,1.5,4.82,695,08/03,-115,0,-35,-150,10.8,10.4,－・－
612,1527,鑽全,市,32.25,0.0,0.0,435,08/03,-26,0,-204,-230,14.3,10.3,－・－
613,2441,超豐,市,110.5,10.0,9.95,6178,08/03,1326,-1,-24,1301,58.8,10.3,＋－－
614,6462,神盾,櫃,94.7,1.0,1.07,408,08/03,29,0,-10,19,9.43,10.3,＋・－
615,2820,華票,市,16.5,-0.25,-1.49,2928,08/03,-1484,0,-125,-1609,138.0,10.3,－・－
616,6568,宏觀,櫃,131.0,-1.0,-0.76,215,08/03,36,0,-8,28,3.18,10.3,＋・－
617,1717,長興,市,61.7,1.8,3.01,7666,08/03,1417,307,289,2013,122.0,10.3,＋＋＋
618,1904,正隆,市,21.15,0.2,0.95,952,08/03,135,7,-52,90,114.0,10.3,＋＋－
619,5309,系統電,櫃,50.5,1.25,2.54,1404,08/03,146,0,12,158,23.6,10.2,＋・＋
620,00714,群益道瓊美國地產,市,22.64,-0.16,-0.7,111,08/03,3,0,2,5,2.16,10.2,＋・＋
621,3388,崇越電,櫃,71.3,-0.5,-0.7,476,08/03,-112,0,0,-112,7.59,10.2,－・－
622,6155,鈞寶,市,53.5,2.3,4.49,3800,08/03,-429,4,2,-423,9.01,10.2,－＋＋
623,9958,世紀鋼,市,105.5,1.0,0.96,1220,08/03,310,-115,5,201,25.2,10.2,＋－＋
624,2406,國碩,市,30.9,-0.25,-0.8,7659,08/03,124,-5,-104,15,35.6,10.1,＋－－
625,2636,台驊控股,市,66.1,-0.2,-0.3,233,08/03,12,0,-5,7,14.4,10.1,＋・－
626,1513,中興電,市,155.5,2.0,1.3,2537,08/03,541,-85,16,471,50.8,10.1,＋－＋
627,2436,偉詮電,市,57.4,2.5,4.55,2119,08/03,941,0,-26,915,20.2,10.1,＋・－
628,5371,中光電,櫃,75.2,1.5,2.04,6304,08/03,1473,-1496,203,181,39.4,10.1,＋－＋
629,7805,威聯通,櫃,611.0,5.0,0.83,17,08/03,1,0,-1,0,3.34,10.1,＋・－
630,2323,中環,市,10.15,0.21,2.11,4348,08/03,1533,0,-42,1491,109.0,10.0,＋・－
631,8271,宇瞻,市,219.5,-3.5,-1.57,8994,08/03,-1715,140,-3,-1578,13.0,10.0,－＋－
632,2493,揚博,市,200.0,18.0,9.89,2990,08/03,-805,0,15,-790,12.7,10.0,－・＋
633,1611,中電,市,11.8,0.1,0.85,405,08/03,-60,0,-13,-73,32.3,10.0,－・－
634,6426,統新,市,158.0,7.0,4.64,425,08/03,-97,0,-2,-99,3.85,10.0,－・－
635,1541,錩泰,市,21.4,-0.05,-0.23,27,08/03,4,0,-2,2,7.85,10.0,＋・－
636,6532,瑞耘,櫃,69.8,4.3,6.56,289,08/03,-29,0,0,-29,3.73,10.0,－・＋
637,2066,世德,櫃,58.8,0.0,0.0,42,08/03,6,0,0,6,4.4,9.9,＋・－
638,2409,友達,市,23.9,-0.3,-1.24,131023,08/03,-15901,1315,-271,-14857,748.0,9.9,－＋－
639,00991A,主動復華未來50,市,15.98,0.57,3.7,287495,08/03,83516,0,-20482,63034,559.0,9.9,＋・－
640,2538,基泰,市,9.48,-0.02,-0.21,342,08/03,-212,0,-26,-238,43.9,9.8,－・－
641,8027,鈦昇,櫃,166.0,8.0,5.06,3822,08/03,-687,0,17,-671,10.8,9.8,－・＋
642,1314,中石化,市,7.66,0.09,1.19,21482,08/03,-2974,0,-205,-3179,373.0,9.8,－・－
643,6494,九齊,櫃,49.15,0.0,0.0,148,08/03,-1,0,12,11,3.1,9.8,－・＋
644,2704,國賓,市,47.4,-0.55,-1.15,111,08/03,-18,0,-27,-45,36.1,9.8,－・－
645,3466,德晉,櫃,24.25,-0.6,-2.41,323,08/03,24,0,-1,23,7.63,9.8,＋・－
646,4543,萬在,櫃,31.15,0.85,2.81,50,08/03,-1,0,0,-1,5.85,9.8,－・－
647,00875,國泰網路資安,市,52.6,0.8,1.54,93,08/03,-1,0,-23,-24,1.32,9.8,－・－
648,2731,雄獅,市,146.5,-0.5,-0.34,270,08/03,-59,-2,-5,-65,9.09,9.7,－－－
649,2362,藍天,市,44.75,2.8,6.67,1638,08/03,948,0,-33,915,60.5,9.7,＋・－
650,2889,國票金,市,15.55,-0.05,-0.32,7960,08/03,-2984,0,-189,-3173,353.0,9.7,－・－
651,1813,寶利徠,櫃,11.65,-0.05,-0.43,8,08/03,-1,0,1,0,4.52,9.7,－・＋
652,2845,遠東銀,市,13.35,-0.15,-1.11,9778,08/03,-2324,0,-237,-2561,472.0,9.7,－・－
