排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3653,健策,5990.0,205.0,3.54,08/31,2378.0,1789.0,-31280.0,-653140,-704330.0,-472931.0,-639652.0,-1115094.0,-218281.0,-1091125.0
2,2382,廣達,338.5,6.0,1.8,08/31,26833.0,-317682.0,-401551.0,-592168,-1292216.0,-6125782.0,-2498758.0,-281182.0,-1104736.0,-672844.0
3,2603,長榮,233.5,2.0,0.86,08/31,-222612.0,-234725.0,-263750.0,-439137,-917070.0,-1278481.0,-2535462.0,-1993641.0,-1868310.0,-2393445.0
4,3081,聯亞,3530.0,225.0,6.81,08/31,-8871.0,-3151.0,-28100.0,-337028,-95249.0,69345.0,358057.0,497862.0,329262.0,330034.0
5,3008,大立光,7650.0,585.0,8.28,08/31,98064.0,264397.0,199157.0,-257691,-224502.0,254446.0,872701.0,46629.0,1377110.0,784338.0
6,1216,統一,76.2,0.5,0.66,08/31,499.0,-18488.0,-55555.0,-247854,-506257.0,-970175.0,-773201.0,-325585.0,577810.0,-34345.0
7,2308,台達電,1840.0,10.0,0.55,08/31,-85991.0,-66815.0,-58774.0,-238125,-352220.0,-522173.0,144387.0,872073.0,492808.0,931098.0
8,3034,聯詠,540.0,-5.0,-0.92,08/31,1996.0,-143552.0,-169714.0,-237923,-59869.0,-177428.0,-1162302.0,-1537581.0,-670543.0,-1328279.0
9,1815,富喬,126.5,1.0,0.8,08/31,-19366.0,-104296.0,-154260.0,-236901,-291800.0,-284632.0,-316897.0,-127207.0,-45593.0,-25948.0
10,3260,威剛,413.5,1.5,0.36,08/31,-51321.0,-59109.0,-55022.0,-233369,-184333.0,-301256.0,-284720.0,524504.0,674422.0,444645.0
11,2451,創見,294.5,0.5,0.17,08/31,-12956.0,-7961.0,-9162.0,-226913,-291148.0,-300050.0,-59767.0,140797.0,147693.0,114099.0
12,00981A,主動統一台股增長,29.4,-0.69,-2.29,08/31,-22332.0,-39360.0,-101763.0,-212393,-227281.0,-348311.0,-888628.0,-246307.0,-101016.0,-125329.0
13,2379,瑞昱,721.0,-1.0,-0.14,08/31,-48464.0,-39175.0,-41282.0,-210860,-317692.0,-592317.0,-349273.0,-314537.0,827405.0,294070.0
14,1303,南亞,242.5,22.0,9.98,08/31,-106287.0,-115107.0,-161402.0,-209255,-95318.0,279503.0,553266.0,468192.0,-892958.0,-322289.0
15,2886,兆豐金,48.55,0.35,0.73,08/31,1383.0,-2927.0,-24472.0,-177004,-411657.0,-69016.0,302802.0,358624.0,221937.0,424602.0
16,3665,貿聯-KY,2170.0,-90.0,-3.98,08/31,-114921.0,-117347.0,-118772.0,-160587,-627484.0,57535.0,1979020.0,1785668.0,2344420.0,1238454.0
17,2455,全新,477.0,43.0,9.91,08/31,-8755.0,-56018.0,-122410.0,-131695,-112127.0,-59476.0,-87178.0,-244929.0,-191575.0,-129325.0
18,00631L,元大台灣50正2,35.82,-0.48,-1.32,08/31,-2163.0,-88070.0,-118677.0,-118436,-116040.0,-257963.0,-74387.0,,525974.0,640826.0
