排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
1801,6005,群益證,32.75,0.4,1.24,26W36,09/04,32.4,-0.02,33.6,-0.05,66.4,0.05
1802,6196,帆宣,516.0,16.0,3.2,26W36,09/04,32.0,-1.28,33.6,-0.1,66.4,0.1
1803,1521,大億,25.75,-0.05,-0.19,26W36,09/04,33.6,0.0,33.6,0.0,66.4,0.0
1804,2474,可成,209.5,3.0,1.45,26W36,09/04,31.5,-0.73,33.5,-0.04,66.5,0.04
1805,3016,嘉晶,101.0,2.7,2.75,26W36,09/04,32.2,1.11,33.5,0.86,66.5,-0.86
1806,2754,亞洲藏壽司,68.7,0.1,0.15,26W36,09/04,31.6,0.0,33.5,0.0,66.5,0.0
1807,4764,雙鍵,231.5,14.0,6.44,26W36,09/04,31.4,0.27,33.5,1.26,66.5,-1.26
1808,4192,杏國,18.9,0.4,2.16,26W36,09/04,33.4,0.0,33.4,0.0,66.6,0.0
1809,2109,華豐,14.8,0.0,0.0,26W36,09/04,30.4,0.02,33.3,0.03,66.7,-0.03
1810,3664,安瑞-KY,8.19,-0.91,-10.0,26W36,09/04,33.3,0.04,33.3,0.04,66.7,-0.04
1811,2317,鴻海,256.0,8.5,3.43,26W36,09/04,32.6,0.02,33.3,0.0,66.7,0.0
1812,3284,太普高,20.85,0.25,1.21,26W36,09/04,32.5,0.0,33.2,0.0,66.8,0.0
1813,4707,磐亞,30.1,-0.3,-0.99,26W36,09/04,32.1,0.58,33.2,0.58,66.8,-0.58
1814,8069,元太,148.5,1.5,1.02,26W36,09/04,30.8,0.69,33.2,1.2,66.8,-1.2
1815,2887I,台新新光辛特,9.52,0.0,0.0,26W36,09/04,31.2,-0.18,33.2,-0.18,66.8,0.18
1816,3168,眾福科,42.75,0.3,0.71,26W36,09/04,29.4,0.0,33.1,0.0,66.9,0.0
1817,5212,凌網,46.4,0.0,0.0,26W36,09/04,30.3,0.0,33.0,0.0,67.0,0.0
1818,2477,美隆電,21.65,0.1,0.46,26W36,09/04,30.9,0.02,33.0,0.02,67.0,-0.02
1819,6914,阜爾運通,121.0,-1.0,-0.82,26W36,09/04,31.7,0.0,33.0,0.0,67.0,0.0
1820,8349,恒耀,38.95,-0.05,-0.13,26W36,09/04,31.4,-0.01,32.9,-0.02,67.1,0.02
1821,9941,裕融,81.3,0.4,0.49,26W36,09/04,32.6,0.65,32.9,0.17,67.1,-0.17
1822,4154,樂威科-KY,12.5,0.0,0.0,26W36,09/04,32.9,0.0,32.9,0.0,67.1,0.0
1823,9928,中視,17.85,-0.15,-0.83,26W36,09/04,28.9,0.0,32.8,0.0,67.2,0.0
1824,2351,順德,239.5,16.5,7.4,26W36,09/04,30.9,-1.41,32.8,-1.87,67.2,1.87
1825,6592B,和潤企業乙特,95.0,0.1,0.11,26W36,09/04,24.8,0.0,32.8,0.0,67.2,0.0
1826,1437,勤益控,32.05,0.1,0.31,26W36,09/04,28.2,0.06,32.8,0.01,67.2,-0.01
1827,6219,富旺,12.6,0.2,1.61,26W36,09/04,32.7,0.07,32.7,0.07,67.3,-0.07
1828,7734,印能科技,2890.0,180.0,6.64,26W36,09/04,29.7,0.0,32.7,0.0,67.3,0.0
1829,6264,富裔,6.01,0.0,0.0,26W36,09/04,31.1,-0.03,32.6,-0.03,67.4,0.03
1830,3229,晟鈦,49.8,1.2,2.47,26W36,09/04,32.5,0.0,32.5,0.0,67.5,0.0
1831,8466,美吉吉-KY,15.1,-0.2,-1.31,26W36,09/04,31.5,0.0,32.5,0.0,67.5,0.0
1832,2440,太空梭,14.2,0.05,0.35,26W36,09/04,32.4,0.0,32.4,0.0,67.6,0.0
1833,2248,華勝-KY,61.5,-0.2,-0.32,26W36,09/04,30.6,1.68,32.4,0.0,67.6,0.0
1834,6227,茂綸,113.5,0.5,0.44,26W36,09/04,32.4,0.0,32.4,0.0,67.6,0.0
1835,2543,皇昌,38.45,0.1,0.26,26W36,09/04,31.9,0.06,32.4,-0.27,67.6,0.27
1836,2491,吉祥全,42.0,-3.0,-6.67,26W36,09/04,30.2,-0.51,32.4,-2.68,67.6,2.68
1837,6715,嘉基,320.0,12.5,4.07,26W36,09/04,29.7,0.23,32.3,0.23,67.7,-0.23
1838,1104,環泥,27.7,-0.1,-0.36,26W36,09/04,31.4,-0.38,32.3,-0.4,67.7,0.4
1839,1504,東元,72.2,1.2,1.69,26W36,09/04,31.6,0.32,32.2,0.32,67.8,-0.32
1840,6781,AES-KY,1115.0,55.0,5.19,26W36,09/04,32.2,-0.01,32.2,-0.01,67.8,0.01
1841,2388,威盛,81.4,6.4,8.53,26W36,09/04,30.9,-0.15,32.2,-0.44,67.8,0.44
1842,6184,大豐電,40.3,0.0,0.0,26W36,09/04,31.1,0.0,32.2,0.0,67.8,0.0
1843,5529,鉅陞,24.4,0.5,2.09,26W36,09/04,29.7,-0.06,32.2,-0.06,67.8,0.06
1844,7718,友鋮,46.5,-0.35,-0.75,26W36,09/04,28.6,0.07,32.2,0.07,67.8,-0.07
1845,1519,華城,746.0,24.0,3.32,26W36,09/04,30.2,-0.14,32.1,-0.45,67.9,0.45
1846,3252,海灣,15.5,0.0,0.0,26W36,09/04,30.4,0.24,32.1,0.24,67.9,-0.24
1847,6919,康霈*,86.4,1.9,2.25,26W36,09/04,30.6,0.4,32.1,-0.03,67.9,0.03
1848,3652,精聯,33.05,1.25,3.93,26W36,09/04,32.1,-0.04,32.1,-0.04,67.9,0.04
1849,6177,達麗,49.2,0.45,0.92,26W36,09/04,29.2,-0.24,32.0,-0.42,68.0,0.42
1850,5469,瀚宇博,71.6,0.4,0.56,26W36,09/04,31.1,-0.18,32.0,-0.78,68.0,0.78
1851,3005,神基,115.0,2.0,1.77,26W36,09/04,30.8,-0.05,31.9,0.06,68.1,-0.06
1852,3703,欣陸,20.0,0.05,0.25,26W36,09/04,31.0,0.08,31.9,0.19,68.1,-0.19
1853,2892,第一金,37.3,0.45,1.22,26W36,09/04,31.0,-0.33,31.9,-0.28,68.1,0.28
1854,00666R,富邦恒生國企反1,8.94,-0.15,-1.65,26W36,09/04,25.2,8.3,31.9,-5.46,68.1,5.46
1855,2029,盛餘,21.8,-0.1,-0.46,26W36,09/04,31.3,0.14,31.9,0.14,68.1,-0.14
1856,4950,金耘國際,16.0,-0.3,-1.84,26W36,09/04,29.0,-0.01,31.9,0.0,68.1,0.0
1857,1713,國化,43.45,-0.5,-1.14,26W36,09/04,31.7,-0.17,31.7,-0.73,68.3,0.73
1858,2385,群光,110.5,3.0,2.79,26W36,09/04,30.5,-0.07,31.7,0.03,68.3,-0.03
1859,1233,天仁,28.0,-0.3,-1.06,26W36,09/04,30.6,-0.07,31.7,-0.07,68.3,0.07
1860,1410,南染,24.55,0.0,0.0,26W36,09/04,28.8,-0.09,31.7,-0.09,68.3,0.09
1861,1773,勝一,162.5,1.5,0.93,26W36,09/04,31.1,0.53,31.7,0.82,68.3,-0.82
1862,6577,勁豐,80.3,0.4,0.5,26W36,09/04,30.0,0.0,31.7,0.0,68.3,0.0
1863,3188,鑫龍騰,24.9,0.55,2.26,26W36,09/04,29.2,0.02,31.6,0.01,68.4,-0.01
1864,1457,宜進,14.5,0.1,0.69,26W36,09/04,30.0,0.0,31.4,0.0,68.6,0.0
1865,8374,羅昇,81.7,2.5,3.16,26W36,09/04,29.9,0.0,31.4,0.0,68.6,0.0
1866,7805,威聯通,508.0,6.0,1.2,26W36,09/04,31.3,0.0,31.3,0.0,68.7,0.0
1867,1434,福懋,18.2,0.1,0.55,26W36,09/04,30.5,-0.04,31.2,0.02,68.8,-0.02
1868,5465,富驊,24.3,-0.15,-0.61,26W36,09/04,31.2,0.0,31.2,0.0,68.8,0.0
1869,6835,圓裕,31.0,-0.05,-0.16,26W36,09/04,31.2,-0.01,31.2,-0.01,68.8,0.01
1870,6862,三集瑞-KY,140.0,1.0,0.72,26W36,09/04,31.1,-0.02,31.1,-0.02,68.9,0.02
1871,00695B,富邦美債7-10,34.62,0.04,0.12,26W36,09/04,28.8,-0.33,31.1,-0.33,68.9,0.33
1872,3066,李洲,24.7,-0.05,-0.2,26W36,09/04,31.1,-0.03,31.1,-1.22,68.9,1.22
1873,8131,福懋科,61.4,0.9,1.49,26W36,09/04,30.7,0.06,31.1,-0.39,68.9,0.39
1874,1603,華電,30.4,0.05,0.16,26W36,09/04,29.6,0.03,31.1,0.0,68.9,0.0
1875,1475,業旺,26.4,0.15,0.57,26W36,09/04,29.8,0.0,31.0,0.0,69.0,0.0
1876,2368,金像電,1045.0,-55.0,-5.0,26W36,09/04,28.1,-0.66,31.0,-0.38,69.0,0.38
1877,2948,寶陞,38.15,1.35,3.67,26W36,09/04,28.2,0.85,30.9,-2.19,69.1,2.19
1878,6789,采鈺,468.0,2.5,0.54,26W36,09/04,30.1,0.92,30.9,-0.42,69.1,0.42
1879,3044,健鼎,488.5,1.0,0.21,26W36,09/04,28.9,0.38,30.9,0.22,69.1,-0.22
1880,2739,寒舍,38.0,0.1,0.26,26W36,09/04,29.9,-0.05,30.9,-1.12,69.1,1.12
1881,1617,榮星,18.55,0.25,1.37,26W36,09/04,27.6,0.5,30.9,0.0,69.1,0.0
1882,4545,銘鈺,31.8,0.15,0.47,26W36,09/04,29.6,0.05,30.8,0.04,69.2,-0.04
1883,8070,長華*,50.5,1.3,2.64,26W36,09/04,29.3,-0.08,30.8,0.3,69.2,-0.3
1884,6884,海柏特,29.45,0.0,0.0,26W36,09/04,30.8,0.0,30.8,0.0,69.2,0.0
1885,1473,台南,20.1,0.0,0.0,26W36,09/04,30.2,0.0,30.8,0.0,69.2,0.0
1886,4584,君帆,38.7,0.0,0.0,26W36,09/04,21.4,0.0,30.7,0.0,69.3,0.0
1887,8059,凱碩,13.5,0.2,1.5,26W36,09/04,29.7,-0.01,30.6,0.0,69.4,0.0
1888,3516,亞帝歐,26.5,0.35,1.34,26W36,09/04,27.6,-0.01,30.6,-0.01,69.4,0.01
1889,4439,冠星-KY,96.2,0.0,0.0,26W36,09/04,25.6,0.01,30.6,0.01,69.4,-0.01
1890,1905,華紙,13.5,-0.15,-1.1,26W36,09/04,30.2,0.16,30.6,0.1,69.4,-0.1
1891,9943,好樂迪,51.2,0.2,0.39,26W36,09/04,30.5,0.0,30.5,0.0,69.5,0.0
1892,1413,宏洲,9.19,0.11,1.21,26W36,09/04,27.6,-0.02,30.5,-0.02,69.5,0.02
1893,2423,固緯,73.6,0.4,0.55,26W36,09/04,29.3,0.0,30.5,0.0,69.5,0.0
1894,4535,至興,27.7,0.2,0.73,26W36,09/04,28.0,0.0,30.3,0.0,69.7,0.0
1895,2536,宏普,19.2,0.4,2.13,26W36,09/04,27.6,0.66,30.3,0.64,69.7,-0.64
1896,1472,三洋實業,89.9,1.7,1.93,26W36,09/04,28.2,0.0,30.2,0.0,69.8,0.0
1897,2889,國票金,16.6,0.15,0.91,26W36,09/04,29.4,0.72,30.1,0.73,69.9,-0.73
1898,3037,欣興,902.0,-21.0,-2.28,26W36,09/04,27.6,-0.5,30.0,-0.48,70.0,0.48
1899,2520,冠德,37.1,0.2,0.54,26W36,09/04,28.8,-0.5,30.0,-0.21,70.0,0.21
1900,2504,國產,31.25,-0.25,-0.79,26W36,09/04,28.7,0.07,30.0,0.08,70.0,-0.08
1901,3310,佳穎,68.8,-0.3,-0.43,26W36,09/04,23.9,-0.01,30.0,-0.01,70.0,0.01
1902,1530,亞崴,28.25,-0.35,-1.22,26W36,09/04,28.2,0.0,29.9,0.0,70.1,0.0
1903,7791,皇家可口,55.0,-0.3,-0.54,26W36,09/04,25.3,0.0,29.9,0.0,70.1,0.0
1904,2884,玉山金,43.55,0.35,0.81,26W36,09/04,28.8,-0.81,29.8,-0.89,70.2,0.89
1905,1906,寶隆,11.2,0.0,0.0,26W36,09/04,27.4,0.1,29.8,0.1,70.2,-0.1
1906,6561,是方,322.0,-0.5,-0.16,26W36,09/04,29.8,0.01,29.8,0.01,70.2,-0.01
1907,2610,華航,20.45,-0.1,-0.49,26W36,09/04,29.0,-0.08,29.8,-0.06,70.2,0.06
1908,8426,紅木-KY,20.8,0.15,0.73,26W36,09/04,26.5,0.0,29.7,0.0,70.3,0.0
1909,1470,大統新創,23.9,0.1,0.42,26W36,09/04,22.5,0.0,29.7,0.0,70.3,0.0
1910,7803,雲象科技-創,19.5,0.4,2.09,26W36,09/04,27.6,0.0,29.6,0.0,70.4,0.0
1911,1805,寶徠,10.1,-0.05,-0.49,26W36,09/04,27.6,0.0,29.6,0.0,70.4,0.0
1912,9907,統一實,15.25,-0.1,-0.65,26W36,09/04,28.6,-0.17,29.6,-0.07,70.4,0.07
1913,2603,長榮,233.0,-6.0,-2.51,26W36,09/04,27.9,0.08,29.6,0.03,70.4,-0.03
1914,9917,中保科,106.5,0.5,0.47,26W36,09/04,27.5,0.32,29.5,0.29,70.5,-0.29
1915,3354,律勝,24.0,-0.15,-0.62,26W36,09/04,29.4,0.1,29.4,0.1,70.6,-0.1
1916,6488,環球晶,981.0,54.0,5.83,26W36,09/04,27.5,0.04,29.4,-0.14,70.6,0.14
1917,2237,華德動能-創,27.7,0.0,0.0,26W36,09/04,28.0,0.0,29.4,0.0,70.6,0.0
1918,3296,勝德,23.9,0.25,1.06,26W36,09/04,27.5,0.05,29.4,0.05,70.6,-0.05
1919,1503,士電,207.5,6.5,3.23,26W36,09/04,28.6,0.01,29.3,0.2,70.7,-0.2
1920,7799,禾榮科,370.0,18.0,5.11,26W36,09/04,26.4,0.06,29.3,0.06,70.7,-0.06
1921,5607,遠雄港,56.8,-0.4,-0.7,26W36,09/04,27.6,-0.05,29.3,0.18,70.7,-0.18
1922,3701,大眾控,41.95,1.5,3.71,26W36,09/04,28.5,-0.4,29.3,0.0,70.7,0.0
1923,1538,正峰,8.96,0.0,0.0,26W36,09/04,29.2,0.0,29.2,0.0,70.8,0.0
1924,3226,龍鋒,55.0,2.5,4.76,26W36,09/04,24.7,-0.08,29.2,-0.08,70.8,0.08
