單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"8,417,958,961","21,027,617,576","-12,609,658,615"
自營商(避險),"40,137,627,617","76,261,446,694","-36,123,819,077"
投信,"32,012,230,758","23,238,833,546","8,773,397,212"
外資及陸資(不含外資自營商),"408,672,210,738","463,403,281,386","-54,731,070,648"
外資自營商,0,0,0
合計,"489,240,028,074","583,931,179,202","-94,691,151,128"
