"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"901","00986D","主動復華金融債息","14.38","-0.09","-0.62","26W29","07/17","26.4","-0.15","38.1","-0.33","49.1","-0.87","52.9","-0.52"
"902","2493","揚博","181.5","-3.5","-1.89","26W29","07/17","39.1","+0.99","42.2","+1.29","45.2","+0.92","49.8","+2.33"
"903","6515","穎崴","6250","+145","+2.38","26W29","07/17","28.5","-0.48","37.8","-0.57","50.6","-0.01","53.2","-1.61"
"904","4164","承業醫","26.2","-0.1","-0.38","26W29","07/17","37.8","+0.18","44.1","-0.18","49.1","+0.22","52.3","-0.06"
"905","6703","軒郁","103","0","0","26W29","07/17","41.7","+0.4","45.6","+0.05","48.5","+0.05","56.2","0"
"906","6272","驊陞","26.5","+2.4","+9.96","26W29","07/17","34.6","-0.19","42.5","-0.39","48.5","-0.11","52.6","-0.1"
"907","2745","五福","89.4","-0.1","-0.11","26W29","07/17","39.7","-0.27","42.8","-0.14","47","0","48.7","+0.01"
"908","2250","IKKA-KY","59.7","+0.4","+0.67","26W29","07/17","40.5","+0.19","46.1","-0.33","48.9","0","48.9","0"
"909","3485","敘豐","234","+3","+1.3","26W29","07/17","31.6","-0.14","39.7","-0.14","47.6","-0.13","53.3","+0.02"
"910","1305","華夏","12.1","-0.3","-2.42","26W29","07/17","40","+0.11","44.5","+0.17","48.6","+0.36","50.6","+0.35"
"911","4912","聯德控股-KY","99.2","+1","+1.02","26W29","07/17","34.4","-0.18","42.9","+0.46","48.5","-0.14","57.8","-0.01"
"912","4138","曜亞","52.8","+0.5","+0.96","26W29","07/17","44.7","-0.03","47.6","0","48.6","0","48.6","0"
"913","6265","方土昶","57.1","-1","-1.72","26W29","07/17","46.3","+0.23","51.1","+0.23","55.3","-0.04","57.9","+0.02"
"914","6615","慧智","34.5","+0.1","+0.29","26W29","07/17","41.5","+0.01","46.1","0","48.5","0","61.3","0"
"915","8255","朋程","152","+3","+2.01","26W29","07/17","39.3","+0.33","43.3","+0.28","48.1","+0.68","50.9","+0.66"
"916","6185","幃翔","12.65","+0.05","+0.4","26W29","07/17","34.3","0","40.3","-0.14","47.4","+0.23","53","-0.06"
"917","4744","皇將","27.5","-0.25","-0.9","26W29","07/17","31.3","-1.13","39.8","-0.52","47.4","-1.1","53.6","-0.19"
"918","5258","虹堡","47.3","-0.95","-1.97","26W29","07/17","35.3","-0.88","40.9","-1.08","48.3","-0.98","54.7","-1.31"
"919","00650L","復華香港正2","17.29","+0.02","+0.12","26W29","07/17","27.4","-0.58","37.5","-1.05","49.6","-0.2","56.4","-0.16"
"920","1537","廣隆","119","-0.5","-0.42","26W29","07/17","40.2","+0.17","42.9","+0.01","47.7","0","49.9","0"
"921","3558","神準","125.5","-2","-1.57","26W29","07/17","44.2","-0.4","47.1","0","49","0","50.4","0"
"922","3114","好德","33.9","+0.1","+0.3","26W29","07/17","34.2","-0.4","39.2","-2.05","48.2","+0.07","51.2","+0.06"
"923","8040","九暘","72.3","+0.7","+0.98","26W29","07/17","38","-0.63","43.1","-0.99","48.9","-0.03","52.3","+0.69"
"924","3294","英濟","31","-0.25","-0.8","26W29","07/17","40.3","+0.65","43.5","+0.47","47.3","+0.5","49.6","+0.1"
"925","5457","宣德","27.95","+0.25","+0.9","26W29","07/17","37.6","+0.45","41.7","+0.31","47.2","+0.48","48.2","+0.44"
"926","6186","新潤","32.5","-0.45","-1.37","26W29","07/17","35.1","-0.35","41.6","-0.49","47.5","+0.03","50","+0.05"
"927","5015","華祺","22.1","+0.1","+0.45","26W29","07/17","39.5","-0.01","43.7","-0.02","48.1","0","53","0"
"928","2468","華經","33.9","-0.35","-1.02","26W29","07/17","44","+0.3","47.2","+0.1","50","+0.63","50","0"
"929","3623","富晶通","22.2","+0.25","+1.14","26W29","07/17","40","+0.06","44.5","+0.07","48.1","0","51.8","0"
"930","6708","天擎","37.1","-0.4","-1.07","26W29","07/17","35.3","-0.04","45.6","-0.04","47.9","0","52.5","0"
"931","00857B","永豐20年美公債","22.56","-0.17","-0.75","26W29","07/17","36.2","+0.42","43.3","+0.59","48.3","+0.64","51.2","+0.7"
"932","2065","世豐","36.65","-0.3","-0.81","26W29","07/17","40.9","-0.19","44.5","+0.39","47.1","-0.16","50.3","-0.18"
"933","911622","泰聚亨-DR","3.62","+0.02","+0.56","26W29","07/17","36.6","-0.4","43","-1.01","48","-0.19","53.4","-0.01"
"934","4562","穎漢","31.65","-0.6","-1.86","26W29","07/17","43.6","+0.19","45.4","+0.16","47.8","+0.16","49.2","+0.16"
"935","3032","偉訓","79.8","+0.1","+0.13","26W29","07/17","37","-0.85","43.1","-0.42","48.2","-0.4","52.4","-0.42"
"936","4554","橙的","29.8","+1","+3.47","26W29","07/17","35.1","-0.39","40.9","0","47.8","0","49.4","0"
"937","2030","彰源","22.8","-0.2","-0.87","26W29","07/17","44.1","-0.19","48.3","-0.18","51.7","-0.28","53.5","-0.12"
"938","1597","直得","152","+4.5","+3.05","26W29","07/17","37.8","-0.29","40.6","+0.26","48.8","+0.24","53.5","-0.62"
"939","7712","博盛半導體","160","+4","+2.56","26W29","07/17","28.2","-0.2","36.8","+0.91","47.7","+0.3","53.7","0"
"940","1308","亞聚","13.85","-0.25","-1.77","26W29","07/17","39.4","-0.01","43.8","+0.08","47.5","+0.22","49.6","+0.22"
"941","4137","麗豐-KY","85.9","-2","-2.28","26W29","07/17","35.9","-0.07","42.2","+0.1","46.3","-0.39","49.5","+0.04"
"942","6649","台生材","35.1","-0.05","-0.14","26W29","07/17","26.5","-0.25","35.6","+0.07","47.6","+0.08","57.5","0"
"943","9942","茂順","116","0","0","26W29","07/17","34.5","-0.49","40.4","-0.28","47","-1.17","50.9","+0.02"
