"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"301","6204","艾華","88.4","-0.6","-0.67","26W32","08/07","68.1","-0.38","69.3","-0.94","70.3","0","70.3","0"
"302","00983D","主動富邦複合收益","9.91","-0.03","-0.3","26W32","08/07","43.5","+0.13","56.4","-0.12","68.4","-0.41","76","+0.52"
"303","3441","聯一光","130","-7.5","-5.45","26W32","08/07","65.9","+5.06","70.4","+5.22","76.2","+4.52","79.8","+4.33"
"304","3402","漢科","122.5","0","0","26W32","08/07","59.9","-0.07","64.6","-0.04","70.2","+0.13","73","+0.93"
"305","8024","佑華","13.2","0","0","26W32","08/07","54.4","-0.01","61.5","-0.01","70.1","0","74.5","0"
"306","3338","泰碩","64.2","+0.3","+0.47","26W32","08/07","58.9","-0.07","64","+0.03","70.3","-0.06","72","-0.72"
"307","3615","安可","38.05","-0.75","-1.93","26W32","08/07","62.4","-0.17","65","-0.87","69.7","+0.45","73","-0.15"
"308","1310","台苯","8.43","-0.26","-2.99","26W32","08/07","57.9","-0.02","64.5","-0.14","69.9","-0.12","73.7","+0.11"
"309","4976","佳凌","39.15","-0.85","-2.12","26W32","08/07","60.2","-0.52","66.3","-0.59","70.8","-0.55","71.5","-0.68"
"310","00660","元大歐洲50","46.55","-0.06","-0.13","26W32","08/07","36.9","-0.53","43.1","-0.54","66.6","-0.54","86.6","-0.54"
"311","00647L","元大S&P500正2","139.5","+0.4","+0.29","26W32","08/07","54","-0.43","56.7","-0.11","69.9","-0.76","69.9","-0.76"
"312","00685L","群益臺灣加權正2","11.96","+0.12","+1.01","26W32","08/07","41.8","-3.15","54.6","-3.8","66.2","-4.34","71.9","-4.54"
"313","3390","旭軟","22.35","-0.2","-0.89","26W32","08/07","51.2","-0.1","60.3","-0.21","68.7","-0.29","71","-0.91"
"314","00781B","國泰A級科技債","27.15","-0.15","-0.55","26W32","08/07","49.9","-0.65","58.7","-0.54","69.6","-0.28","74.6","-7.39"
"315","3325","旭品","11.25","0","0","26W32","08/07","54","+0.02","60.9","-0.18","69.5","+0.01","76.5","0"
"316","1528","恩德","19.55","+0.05","+0.26","26W32","08/07","61.8","-0.13","65.9","-0.09","69.9","-0.18","71.3","-0.15"
"317","8936","國統","51.1","-0.1","-0.2","26W32","08/07","57","-0.31","63.7","-0.47","68.3","-0.53","71.1","-0.1"
"318","00719B","元大美債1-3","30.97","-0.13","-0.42","26W32","08/07","48","+21.5","58","+26","67.8","+30.4","71.3","+32.1"
"319","911608","明輝-DR","2.68","+0.06","+2.29","26W32","08/07","46.8","-0.1","60.7","-0.67","69.5","-0.08","76.6","-0.04"
"320","5315","光聯","19.25","-0.25","-1.28","26W32","08/07","51.1","+0.06","61.2","+0.27","69.6","+0.6","72.9","+0.04"
"321","6462","神盾","101","+0.5","+0.5","26W32","08/07","59.8","-0.03","65.6","+0.22","69.7","-0.03","72.7","-0.06"
"322","8011","台通","16.1","0","0","26W32","08/07","59","-0.15","63.9","-0.24","69.2","+0.08","71.6","+0.02"
"323","2480","敦陽科","157","+0.5","+0.32","26W32","08/07","54.5","+0.3","62.2","+0.68","69.5","+0.52","76.5","+1"
"324","1582","信錦","76.8","+0.9","+1.19","26W32","08/07","59","-0.41","64.7","-0.32","69.7","-0.37","71.6","-0.46"
"325","6169","昱泉","12.65","-0.05","-0.39","26W32","08/07","59.7","0","63","0","69.1","0","73.6","0"
"326","8033","雷虎","189.5","-9.5","-4.77","26W32","08/07","53.4","-0.17","57.7","-0.17","61.6","-0.05","66.2","0"
"327","8071","能率網通","24.5","+0.1","+0.41","26W32","08/07","58.8","+0.61","66.7","+1.57","69.4","+0.94","71.8","+0.17"
"328","00408A","主動第一金優股息","10.56","+0.07","+0.67","26W32","08/07","54.3","-2.2","63.5","-2.66","68.6","-3.76","73.5","-3.68"
"329","3236","千如","46.1","+1.95","+4.42","26W32","08/07","60.2","+0.77","64.8","+0.91","68.1","+0.75","71","+1.26"
"330","6122","擎邦","48.65","-0.05","-0.1","26W32","08/07","58","+0.7","63.5","+0.01","68.9","-0.12","70.1","-0.12"
"331","00887","永豐中國科技50大","16.3","0","0","26W32","08/07","47.2","-0.84","59.1","-1","67.6","-1.11","72.5","-1.41"
"332","4540","全球傳動","60.2","-1.2","-1.95","26W32","08/07","62","+0.15","65.7","+0.12","69.4","+0.61","70.9","+0.18"
"333","00752","中信中國50","23.21","-0.04","-0.17","26W32","08/07","53.6","+2.03","62.9","+2.49","68","+2.35","70.5","+2.5"
"334","00635U","期元大S&P黃金","47.38","-0.42","-0.88","26W32","08/07","67.6","-1.73","74","-1.8","79","-2.05","80.3","-1.82"
"335","3014","聯陽","131.5","-0.5","-0.38","26W32","08/07","53.1","-0.21","58.7","-0.26","67.3","-1.64","72.5","-0.61"
"336","6672","騰輝電子-KY","289.5","+8","+2.84","26W32","08/07","62.8","+0.56","67.3","+0.6","70.9","+0.33","73.2","-1.23"
"337","00922","國泰台灣領袖50","41.53","+0.47","+1.14","26W32","08/07","60.2","-0.4","65.8","-0.43","68.5","-0.49","69.6","-0.44"
"338","3317","尼克森","66.7","0","0","26W32","08/07","61.7","-0.31","64.9","-0.65","69.3","+0.62","73.6","+0.23"
"339","2601","益航","6.78","-0.08","-1.17","26W32","08/07","55.9","+0.02","62.4","-0.03","68.1","-0.02","70.6","+0.09"
"340","1609","大亞","38.1","+0.35","+0.93","26W32","08/07","60.6","-0.08","65.5","-0.1","68.3","-0.05","70.2","0"
"341","009809","富邦淨零ESG50","17.82","+0.21","+1.19","26W32","08/07","53.3","-0.56","57.3","+0.61","65.8","+1.38","70.5","+2.85"
"342","00706L","期元大S&P日圓正2","18.88","-0.02","-0.11","26W32","08/07","43.5","+0.48","57.3","+0.98","67.2","-0.67","71.5","+0.12"
"343","2929","淘帝-KY","5.7","0","0","26W32","08/07","51.9","-0.16","63","-0.09","68.6","-0.4","71.6","-0.02"
"344","5222","全訊","107","+1","+0.94","26W32","08/07","52.9","-0.34","60.6","-0.03","67.7","-0.07","72.5","-0.05"
"345","6799","來頡","80.5","-1.4","-1.71","26W32","08/07","56.4","-0.09","62","-1.08","68","+0.04","70.2","+0.08"
"346","3484","崧騰","50.3","-0.4","-0.79","26W32","08/07","50.3","-1.23","57.6","-0.69","68.6","-0.19","72.4","+0.69"
"347","3213","茂訊","128","+0.5","+0.39","26W32","08/07","54.2","-1.78","63.7","-1.24","68.7","-0.93","73.7","-2.9"
"348","3419","譁裕","11.95","+0.05","+0.42","26W32","08/07","54","+0.01","61","-0.07","68","-0.05","71.1","-0.03"
"349","6830","汎銓","525","-5","-0.94","26W32","08/07","51.6","+0.2","57.4","+0.07","67.9","+1.45","73.2","-0.3"
"350","2369","菱生","32.35","+0.9","+2.86","26W32","08/07","61.4","-0.38","65.3","-0.32","68","-0.21","69.9","+0.08"
"351","3128","昇銳","20.7","-0.1","-0.48","26W32","08/07","53.8","-0.06","61","-0.22","68.9","-0.12","69.9","+0.01"
"352","00712","復華富時不動產","8.73","-0.02","-0.23","26W32","08/07","40.6","+0.34","55.5","+0.56","67.8","+0.59","73.5","+0.72"
"353","3710","連展投控","5.08","+0.04","+0.79","26W32","08/07","49.5","-0.13","59.4","-0.06","67.8","+0.28","73.2","-0.04"
"354","00652","富邦印度","33","-0.07","-0.21","26W32","08/07","58.7","+1.24","65.4","+1.68","68.9","+1.98","73.3","+2.13"
"355","00757","統一FANG+","138.7","+0.75","+0.54","26W32","08/07","55.9","-4.32","61.4","-4.49","64.2","-4.89","65.4","-4.94"
"356","6269","台郡","75","+2.1","+2.88","26W32","08/07","58.7","-1.49","64.1","-1.56","70.5","-1.52","74.1","-1.2"
"357","6215","和椿","98.4","+0.2","+0.2","26W32","08/07","60.8","+0.12","63.7","-0.46","68.1","-0.04","68.6","-0.75"
"358","6432","今展科","65.4","+1.6","+2.51","26W32","08/07","58.6","+2.54","64.6","+1.77","66.4","+0.89","71.1","+3.34"
"359","2399","映泰","46.9","+0.3","+0.64","26W32","08/07","58.6","-0.57","62.6","-0.73","67.1","+0.05","68.3","-0.15"
"360","6438","迅得","151","+2.5","+1.68","26W32","08/07","55.2","-0.51","59.7","-0.46","67.6","-0.14","69.2","-0.77"
"361","3548","兆利","90.9","+6.4","+7.57","26W32","08/07","56.9","-0.07","61.4","-0.05","67.2","-0.05","71.5","-0.06"
"362","00943","兆豐電子高息等權","21.38","-0.05","-0.23","26W32","08/07","62.1","+1.22","65.8","+1.79","66.5","+0.85","69.1","+3.5"
"363","8176","智捷","9.81","-0.04","-0.41","26W32","08/07","48.2","-0.35","56.6","-0.36","67.3","-0.06","72.3","-0.03"
"364","8440","綠電","20.55","-0.1","-0.48","26W32","08/07","62.5","+0.29","65.4","+0.02","68.2","0","69","0"
"365","4171","瑞基","17.15","-0.05","-0.29","26W32","08/07","57.1","+0.59","62.5","+0.34","67.2","+0.8","68.3","0"
"366","3587","閎康","252.5","-1.5","-0.59","26W32","08/07","55.9","+0.06","60.6","-0.04","67.6","+0.04","69.6","-0.05"
