單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"9,433,931,221","8,716,492,897","717,438,324"
自營商(避險),"24,847,378,251","26,532,888,449","-1,685,510,198"
投信,"14,297,504,890","16,857,868,402","-2,560,363,512"
外資及陸資(不含外資自營商),"304,307,797,581","345,023,541,371","-40,715,743,790"
外資自營商,0,0,0
合計,"352,886,611,943","397,130,791,119","-44,244,179,176"
