單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,944,626,536","14,906,819,592","-3,962,193,056"
自營商(避險),"26,982,613,538","40,138,712,984","-13,156,099,446"
投信,"19,972,011,816","32,062,659,330","-12,090,647,514"
外資及陸資(不含外資自營商),"345,471,241,711","387,110,685,671","-41,639,443,960"
外資自營商,0,0,0
合計,"403,370,493,601","474,218,877,577","-70,848,383,976"
