"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"209","8089","康全電訊","17.7","+0.15","+0.85","95","08/19","0","+14","+14","+12","-2","+3","+5","-166","+15","-427"
"210","8182","加高","40.4","+0.45","+1.13","752","08/19","+11","+12","+13","+12","+14","-98","+8","+23","+23","+20"
"211","2540","愛山林","46.3","+0.35","+0.76","550","08/19","+5","+10","+17","+11","+19","+12","+5","-26","-129","-64"
"212","2892","第一金","33.6","-0.1","-0.3","16,300","08/19","-8","-799","-797","+11","+20","+10","+17","+2","+16","-25"
"213","3360","尚立","15.7","+0.2","+1.29","542","08/19","0","+15","+15","+11","+10","-115","+29","0","+21","+22"
"214","3376","新日興","186.5","-2.5","-1.32","2,367","08/19","-6","-4","+7","+11","+27","-87","+11","-71","-52","-181"
"215","3583","辛耘","706","+4","+0.57","1,457","08/19","+4","+16","+17","+11","+23","+14","-700","+27","-8","+25"
"216","6509","聚和","45.85","-0.4","-0.86","435","08/19","-10","-14","-14","+11","+23","+20","-144","-15","+4","+3"
"217","1309","台達化","12.7","-0.1","-0.78","1,350","08/19","-1","+2","+7","+10","-29","+78","-1,319","+73","+68","+68"
"218","2324","仁寶","39.3","-1.3","-3.2","92,964","08/19","-508","-654","-1,039","+10","+304","+484","+935","+790","+586","+667"
"219","2880","華南金","39","-0.7","-1.76","24,299","08/19","-26","-783","-828","+10","-3","-43","+10","-36","-137","-33"
"220","3078","僑威","53.1","+0.1","+0.19","464","08/19","0","0","0","+10","+9","-32","-15","0","-502","-1"
"221","4561","健椿","47.3","-2.1","-4.25","1,943","08/19","+2","+1","+3","+10","+13","+13","-16","-36","-13","-16"
"222","4904","遠傳","101.5","0","0","4,101","08/19","0","+10","+10","+10","+10","+9","+14","+14","-37","+13"
"223","6143","振曜","89.3","+0.2","+0.22","266","08/19","-6","+12","+10","+10","+15","+14","+4","-32","-96","-72"
"224","6185","幃翔","13.2","0","0","113","08/19","+10","+10","+10","+10","+10","+10","+10","+10","+9","+10"
"225","6215","和椿","99.3","-2.2","-2.17","1,145","08/19","-5","-6","-3","+10","+47","+107","-194","-282","-2,031","-280"
"226","6672","騰輝電子-KY","284","-4","-1.39","7,857","08/19","-41","-22","+19","+10","+55","+56","-321","-72","-71","+69"
"227","7402","邑錡","109","-4","-3.54","547","08/19","-12","-41","+2","+10","+30","-12","+16","0","+13","-18"
"228","8074","鉅橡","55","+0.4","+0.73","298","08/19","0","-4","-5","+10","+18","+18","+10","+27","-221","-521"
"229","8261","富鼎","183.5","-3","-1.61","11,749","08/19","-5","-11","-5","+10","-33","-29","-69","-5","+5","-28"
"230","8938","明安","52.7","+0.2","+0.38","47","08/19","0","+10","+10","+10","+10","+8","0","+8","+9","+8"
"231","1476","儒鴻","311.5","+1","+0.32","2,144","08/19","-1","+9","+9","+9","+6","+8","+23","+9","+19","+22"
"232","2342","茂矽","38.8","-2.2","-5.37","5,716","08/19","-14","-32","+10","+9","+13","+7","-60","+7","+65","-76"
"233","2537","聯上發","11.55","+0.4","+3.59","2,689","08/19","+9","+9","+10","+9","+9","+11","+12","+12","-30","-80"
"234","3024","憶聲","13.45","0","0","807","08/19","+2","+1","+6","+9","+11","-18","-50","+17","+17","+16"
"235","4555","氣立","47.3","-0.35","-0.73","185","08/19","+2","+4","+10","+9","+21","+21","+35","-24","0","-185"
"236","6412","群電","77","+0.1","+0.13","496","08/19","+2","+11","+11","+9","+9","0","0","-22","-23","+13"
"237","6541","泰福-KY","35.95","+0.45","+1.27","325","08/19","+1","+9","+9","+9","+2","+9","-2","+1","-1","+5"
"238","6869","雲豹能源","65.6","-4.2","-6.02","1,510","08/19","-12","-2","+7","+9","+12","-65","-12","-5","-19","-31"
"239","3164","景岳","15.85","+0.25","+1.6","100","08/19","0","0","+8","+8","+8","+8","+8","+8","+8","+8"
"240","3631","晟楠","41.25","+0.95","+2.36","652","08/19","+3","-6","+8","+8","+8","+3","+7","+3","+8","+8"
"241","5234","達興材料","294.5","-8.5","-2.81","383","08/19","+8","+8","+8","+8","+5","+9","0","-122","-329","-141"
"242","6155","鈞寶","58.1","+0.7","+1.22","3,610","08/19","-11","-30","-57","+8","+33","+66","-51","+29","+69","-97"
"243","6175","立敦","75.7","+0.9","+1.2","972","08/19","-2","+8","+7","+8","+8","+22","-234","-10","+21","-97"
"244","6415","矽力*-KY","440","-5.5","-1.23","1,881","08/19","+4","-3","-5","+8","-2","+5","-61","-59","+25","+52"
"245","8249","菱光","39.75","-0.2","-0.5","197","08/19","0","+8","+8","+8","+8","0","-53","-31","-151","-16"
"246","1904","正隆","24.75","+0.2","+0.81","2,993","08/19","+4","+4","+7","+7","+30","+4","+27","+27","+26","+29"
"247","4952","凌通","52","+1.1","+2.16","517","08/19","+5","+6","+6","+7","+5","+10","+9","+6","+7","+11"
"248","5209","新鼎","161.5","0","0","24","08/19","-2","+5","+7","+7","-7","+7","+7","+6","","+7"
"249","5880","合庫金","24.85","-0.1","-0.4","33,352","08/19","+3","-5","+4","+7","+14","-13","-9","+12","+11","+13"
"250","6188","廣明","69.1","-0.1","-0.14","739","08/19","-8","-1","+3","+7","-49","-35","-81","-20","-45","-27"
"251","6224","聚鼎","65.6","+0.3","+0.46","603","08/19","-1","+1","+2","+7","+22","+10","+6","+26","+21","+26"
"252","6419","京晨科","161.5","-2","-1.22","432","08/19","+7","+9","+9","+7","+8","+10","+6","+10","","+6"
"253","8054","安國","79","-1","-1.25","556","08/19","-26","-8","-3","+7","+2","-14","-39","-345","-693","-799"
"254","1595","川寶","62","0","0","124","08/19","+6","+3","+2","+6","+3","+32","-106","+36","+30","+34"
"255","2440","太空梭","13.7","+0.1","+0.74","253","08/19","+1","+1","+1","+6","+6","+7","+6","+7","+7","+7"
"256","3047","訊舟","13.7","-0.1","-0.72","435","08/19","+5","+6","+6","+6","+6","+1","+1","-14","-270","-105"
"257","3312","弘憶股","51.3","-0.9","-1.72","862","08/19","-1","-23","+4","+6","+8","+37","+37","+39","+9","+41"
"258","4564","元翎","16.7","-0.65","-3.75","1,246","08/19","-8","-16","+1","+6","+8","-93","+21","-9","-40","-11"
"259","4973","廣穎","150.5","+2","+1.35","936","08/19","+3","-9","-10","+6","-20","+3","-37","-68","+58","+8"
"260","8374","羅昇","82.4","-1.9","-2.25","571","08/19","0","-6","0","+6","+23","+24","-60","-119","-226","-93"
"261","00902","中信電池及儲能","13.39","-0.3","-2.19","854","08/19","0","+5","+5","+5","+5","0","-22","-29","-32","-31"
"262","009816","凱基台灣TOP50","15.11","-0.2","-1.31","115,139","08/19","-24","-42","-13","+5","+85","+9","-3","+314","",""
"263","00987A","主動台新優勢成長","15.69","-0.4","-2.49","1,706","08/19","+3","+3","-4","+5","+8","+6","-5","+13","","+13"
"264","2454","聯發科","3845","-40","-1.03","7,037","08/19","-1","-11","-18","+5","+15","+14","-47","-18","-73","+49"
"265","2457","飛宏","22.9","-0.1","-0.43","1,096","08/19","-2","-8","0","+5","-11","+56","+43","-198","-27","-7"
"266","2642","宅配通","20.25","+0.05","+0.25","54","08/19","0","0","0","+5","+5","+2","-3","+5","-2","+5"
"267","2723","美食-KY","65.2","+2.7","+4.32","578","08/19","+4","+4","+5","+5","+5","+4","+3","-3","+1","-9"
"268","2851","中再保","40.2","+0.9","+2.29","5,129","08/19","+3","+3","-79","+5","+5","+5","+4","+1","-14","+3"
"269","3023","信邦","322","+15","+4.89","1,915","08/19","+1","+1","+2","+5","+6","-5","-13","-1","+6","-15"
"270","3092","鴻碩","23.4","-0.25","-1.06","186","08/19","0","0","0","+5","+3","+4","+1","-13","+5","-385"
"271","3105","穩懋","363.5","-11","-2.94","17,947","08/19","+23","-21","+84","+5","+127","+683","+476","+22","+694","+46"
"272","3162","精確","62.2","+0.3","+0.48","553","08/19","+1","+4","-12","+5","+1","-3","-139","-332","-10","-10"
"273","3356","奇偶","63","-1","-1.56","493","08/19","-1","+1","+2","+5","+5","+8","-54","+11","-61","+8"
"274","3443","創意","5295","-240","-4.34","2,511","08/19","-1","-27","-6","+5","+46","+87","+37","-69","+13","-103"
"275","3516","亞帝歐","25.35","0","0","7","08/19","0","0","+5","+5","+5","+5","+5","+5","+1","+5"
"276","4772","台特化","247.5","-3.5","-1.39","489","08/19","+1","+1","+3","+5","+4","+10","-22","-19","-89","-53"
"277","4938","和碩","89.4","-1.6","-1.76","10,010","08/19","-11","-7","-21","+5","+15","+7","+17","+22","+7","+23"
"278","5321","美而快","71","-1.9","-2.61","774","08/19","-2","-1","+1","+5","+3","-4","-61","-7","-29","-10"
"279","6114","久威","24.5","-1.6","-6.13","293","08/19","+5","+5","+5","+5","+5","+5","+5","+5","+5","+5"
"280","6138","茂達","297","+14.5","+5.13","1,184","08/19","+9","+9","+10","+5","+14","+6","+13","+3","+12","-2"
"281","6233","旺玖","21.2","0","0","112","08/19","+5","+5","+5","+5","+5","+5","-9","-13","-12","-118"
"282","6469","大樹","67.9","-0.3","-0.44","465","08/19","0","+4","+5","+5","+8","+7","-11","+8","+10","-6"
"283","6485","點序","61","+1","+1.67","258","08/19","-17","-13","-15","+5","+2","-1","-78","-61","+5","-58"
"284","6811","宏碁資訊","225.5","+3","+1.35","113","08/19","0","+5","+5","+5","+3","+5","+6","+6","+6","+6"
"285","8044","網家","25.25","-0.2","-0.79","281","08/19","+9","+9","+5","+5","-45","+49","+32","+31","+63","+34"
"286","8279","生展","84.6","-0.9","-1.05","38","08/19","0","+5","+5","+5","+5","+3","+5","+5","","+5"
"287","9933","中鼎","41.2","-0.6","-1.44","1,470","08/19","-1","-2","-3","+5","+28","+24","+13","+27","-98","+7"
"288","9955","佳龍","24.2","-0.35","-1.43","143","08/19","0","0","+1","+5","+14","+51","+13","-18","-35","-38"
"289","009802","富邦旗艦50","18.73","-0.25","-1.32","2,082","08/19","+4","+4","+4","+4","+1","+5","-7","+6","-69","+7"
"290","00995A","主動中信台灣卓越","16.89","-0.33","-1.92","4,132","08/19","+1","+4","+4","+4","+4","+7","+8","+19","",""
"291","1708","東鹼","49.8","-0.3","-0.6","2,137","08/19","+7","+7","+11","+4","+1","+5","+61","+65","+68","+62"
"292","2101","南港","32.3","+0.3","+0.94","1,681","08/19","+2","+3","-1","+4","+5","-8","-26","+2","-214","-17"
"293","2364","倫飛","82.6","-2.2","-2.59","544","08/19","-9","+1","-2","+4","+4","+5","+5","-3","-19","-11"
"294","2379","瑞昱","738","+31","+4.38","3,984","08/19","+14","-6","-51","+4","0","+24","+38","+40","+19","+38"
"295","2491","吉祥全","38.15","-1.05","-2.68","934","08/19","+3","+3","+4","+4","+2","-1","0","-10","+9","-17"
"296","2614","東森","18.2","+0.15","+0.83","711","08/19","+3","+3","+3","+4","+4","+3","+1","-28","+3","-33"
"297","2890","永豐金","39.4","-0.2","-0.51","24,547","08/19","+5","-342","-366","+4","+21","+66","+55","+26","+66","-54"
"298","3296","勝德","24.4","+0.9","+3.83","25","08/19","+2","+4","+4","+4","+4","+4","+6","+3","+4","-4"
"299","3512","皇龍","19.7","-0.05","-0.25","30","08/19","+1","+4","+4","+4","+4","-9","+4","+4","+4","+4"
"300","3535","晶彩科","87.1","-1.9","-2.13","429","08/19","-1","-9","+4","+4","+9","+8","-41","-1,282","-398","-1,937"
