單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,242,921,037","9,142,697,889","1,100,223,148"
自營商(避險),"35,909,522,772","41,337,988,002","-5,428,465,230"
投信,"46,479,772,949","37,360,370,984","9,119,401,965"
外資及陸資(不含外資自營商),"339,590,840,017","428,637,353,694","-89,046,513,677"
外資自營商,0,0,0
合計,"432,223,056,775","516,478,410,569","-84,255,353,794"
