排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
301,8437,大地-KY,櫃,9.18,0.02,0.22,13,08/26,0,0,0,0,10.6,22.5,・・＋
302,2207,和泰車,市,523.0,4.0,0.77,177,08/26,-10,2,7,-1,125.0,22.4,－＋＋
303,6576,逸達,櫃,80.2,0.8,1.01,78,08/26,10,0,0,10,35.3,22.4,＋・＋
304,6217,中探針,櫃,161.5,7.5,4.87,3229,08/26,153,0,8,161,26.2,22.4,＋・＋
305,6213,聯茂,市,583.0,53.0,10.0,29747,08/26,-3596,-3,62,-3537,81.3,22.4,－－＋
306,4961,天鈺,市,165.5,1.0,0.61,200,08/26,60,-1,3,62,27.1,22.3,＋－＋
307,6491,晶碩,市,379.0,6.5,1.74,196,08/26,54,0,2,56,17.4,22.3,＋・＋
308,009806,台新標普500,櫃,13.59,-0.01,-0.07,108,08/26,0,0,4,4,3.02,22.1,・・＋
309,00681R,元大美債20反1,市,21.52,-0.16,-0.74,602,08/26,-200,0,200,0,1.68,22.1,－・＋
310,3022,威強電,市,92.5,-0.5,-0.54,1302,08/26,-417,0,-38,-455,38.9,22.0,－・－
311,3498,陽程,櫃,203.5,3.5,1.75,542,08/26,42,0,1,43,13.5,22.0,＋・＋
312,4991,環宇-KY,櫃,489.5,44.5,10.0,5093,08/26,531,-2,87,617,26.7,22.0,＋－＋
313,2916,滿心,櫃,40.15,0.0,0.0,13,08/26,2,0,0,2,14.2,21.9,＋・・
314,5212,凌網,櫃,46.6,-0.05,-0.11,4,08/26,0,0,0,0,7.56,21.8,・・・
315,3211,順達,櫃,364.0,33.0,9.97,11380,08/26,-1750,359,219,-1172,33.5,21.7,－＋＋
316,3450,聯鈞,市,574.0,41.0,7.69,17184,08/26,569,989,-35,1523,31.4,21.6,＋＋－
317,8039,台虹,市,320.5,29.0,9.95,45655,08/26,-536,238,17,-281,56.5,21.4,－＋＋
318,009807,台新標普科技精選,櫃,16.5,0.03,0.18,12,08/26,0,0,8,8,3.05,21.4,・・＋
319,1587,吉茂,市,24.25,0.2,0.83,73,08/26,40,0,1,41,17.1,21.3,＋・＋
320,00972,野村日本動能高息,市,22.02,0.09,0.41,34,08/26,-2,0,-13,-15,3.33,21.2,－・－
321,6510,精測,櫃,2620.0,-60.0,-2.24,423,08/26,10,-91,12,-68,6.96,21.2,＋－＋
322,8112,至上,市,93.1,-0.9,-0.96,8221,08/26,-2993,-15,-178,-3185,120.0,21.1,－－－
323,2364,倫飛,市,75.0,-0.1,-0.13,596,08/26,141,0,-5,136,11.1,21.1,＋・－
324,8213,志超,市,32.8,0.15,0.46,227,08/26,28,0,-33,-5,57.0,21.0,＋・－
325,5439,高技,櫃,248.0,6.5,2.69,2082,08/26,589,0,99,688,19.5,21.0,＋・＋
326,2351,順德,市,219.0,19.5,9.77,5733,08/26,-376,0,154,-222,38.2,21.0,－・＋
327,2467,志聖,市,570.0,35.0,6.54,1132,08/26,159,-1,32,190,32.9,21.0,＋－＋
328,2415,錩新,市,30.8,0.1,0.33,281,08/26,-63,0,2,-61,18.9,21.0,－・＋
329,2911,麗嬰房,市,6.55,-0.01,-0.15,105,08/26,14,0,1,15,22.0,20.9,＋・＋
330,1815,富喬,櫃,118.0,9.0,8.26,106778,08/26,24793,1020,1590,27403,122.0,20.9,＋＋＋
331,6166,凌華,市,120.0,4.0,3.45,1248,08/26,-304,0,16,-288,45.1,20.7,－・＋
332,4726,永昕,櫃,24.5,0.1,0.41,79,08/26,21,0,0,21,42.9,20.7,＋・－
333,1617,榮星,市,17.8,0.6,3.49,394,08/26,25,0,1,26,35.1,20.7,＋・＋
334,3703,欣陸,市,19.65,0.0,0.0,1047,08/26,-327,0,7,-320,169.0,20.5,－・＋
335,3363,上詮,櫃,650.0,27.0,4.33,6254,08/26,841,0,-22,819,23.2,20.4,＋・－
336,9912,偉聯,市,12.95,0.1,0.78,88,08/26,30,0,-3,27,11.0,20.4,＋・－
337,3481,群創,市,46.4,-0.4,-0.85,116092,08/26,-14316,-115,165,-14265,1619.0,20.2,－－＋
338,6672,騰輝電子-KY,市,276.5,6.0,2.22,3222,08/26,-363,0,0,-363,14.5,20.2,－・＋
339,3357,臺慶科,櫃,209.5,0.0,0.0,768,08/26,-7,0,-4,-11,23.2,20.2,－・－
