證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1303,南亞,配對交易,170.50,"215,000","36,657,500"
1590,亞德客-KY,配對交易,"1,494.83","75,625","113,046,519"
1590,亞德客-KY,配對交易,"1,494.81","49,375","73,806,244"
2308,台達電,配對交易,"1,885.54","30,000","56,566,200"
2308,台達電,配對交易,"1,883.81","205,800","387,688,098"
2308,台達電,配對交易,"1,883.79","74,200","139,777,218"
2308,台達電,配對交易,"1,877.50","40,000","75,100,000"
2317,鴻海,配對交易,264.78,"71,613","18,961,690"
2317,鴻海,配對交易,264.75,"59,387","15,722,708"
2317,鴻海,配對交易,262.75,"144,000","37,836,000"
2317,鴻海,配對交易,262.40,"200,000","52,480,000"
2317,鴻海,配對交易,262.25,"228,360","59,887,410"
2317,鴻海,配對交易,262.24,"204,120","53,528,429"
2317,鴻海,配對交易,262.23,"117,520","30,817,270"
2327,國巨*,配對交易,651.23,"115,150","74,989,134"
2327,國巨*,配對交易,651.22,"129,850","84,560,917"
2330,台積電,配對交易,"2,467.50","20,000","49,350,000"
2330,台積電,配對交易,"2,448.13","8,000","19,585,040"
2330,台積電,配對交易,"2,435.00","2,780,000","6,769,300,000"
2330,台積電,配對交易,"2,434.35","20,280","49,368,618"
2330,台積電,配對交易,"2,434.34","8,000","19,474,720"
2330,台積電,配對交易,"2,434.33","18,720","45,570,658"
2330,台積電,配對交易,"2,433.46","200,000","486,692,000"
2330,台積電,配對交易,"2,432.79","30,160","73,372,946"
2330,台積電,配對交易,"2,432.78","73,840","179,636,475"
2330,台積電,配對交易,"2,432.22","8,000","19,457,760"
2356,英業達,配對交易,68.80,"1,032,000","71,001,600"
2357,華碩,配對交易,937.00,"138,000","129,306,000"
2368,金像電,配對交易,"1,021.57","111,000","113,394,270"
2379,瑞昱,配對交易,771.50,"26,000","20,059,000"
2454,聯發科,配對交易,"4,225.00","137,000","578,825,000"
2881,富邦金,配對交易,127.25,"128,000","16,288,000"
2882,國泰金,配對交易,100.25,"194,000","19,448,500"
2890,永豐金,配對交易,39.73,"1,460,500","58,025,665"
2890,永豐金,配對交易,39.71,"1,079,500","42,866,945"
2891,中信金,配對交易,65.35,"291,000","19,016,850"
3017,奇鋐,配對交易,"3,200.00","12,000","38,400,000"
3034,聯詠,配對交易,538.00,"118,000","63,484,000"
3533,嘉澤,配對交易,"1,817.50","10,000","18,175,000"
3661,世芯-KY,配對交易,"4,190.00","16,000","67,040,000"
3665,貿聯-KY,配對交易,"2,205.00","75,000","165,375,000"
6214,精誠,配對交易,142.50,"295,000","42,037,500"
6214,精誠,配對交易,142.00,"296,000","42,032,000"
6214,精誠,配對交易,141.50,"296,000","41,884,000"
6214,精誠,配對交易,141.00,"297,000","41,877,000"
6214,精誠,配對交易,140.50,"298,000","41,869,000"
6214,精誠,配對交易,140.00,"299,000","41,860,000"
總計,,,,"11,736,000","10,695,498,884"
