代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
1216,統一,78.2,0.7,0.9,08/20,18,154586,47.1,2.72,-2,-582,-1.64,-0.01,-14,-2782,-1.28,-0.05,20,156852,43.8,2.76
6279,胡連,127.5,-0.5,-0.39,08/20,16,3923,29.6,3.3,0,0,0.0,0.0,2,28,3.89,0.02,16,4120,31.1,3.46
0051,元大中型100,141.8,0.8,0.57,08/20,14,8,1.01,0.03,0,0,0.0,0.0,-4,-27,-18.7,-0.11,-4,-26,-17.9,-0.11
00900,富邦特選高股息30,18.56,-0.11,-0.59,08/20,14,21342,32.2,1.35,0,0,0.0,0.0,4,6716,44.3,0.43,38,102722,53.2,6.52
009821,野村稀土關鍵資源,15.16,0.53,3.62,08/20,13,55114,28.8,9.17,0,0,0.0,0.0,18,86496,38.7,14.4,13,133347,69.7,22.2
1319,東陽,83.0,1.3,1.59,08/20,12,14151,32.4,2.39,0,0,0.0,0.0,1,72,3.84,0.01,2,1755,40.8,0.3
1440,南紡,13.55,0.2,1.5,08/20,11,7132,28.3,0.43,0,0,0.0,0.0,1,63,8.06,0.0,9,6926,31.3,0.42
00895,富邦未來車,49.73,0.49,1.0,08/20,10,396,18.7,0.27,0,0,0.0,0.0,1,73,55.1,0.05,1,85,64.1,0.06
00997A,主動群益美國增長,11.3,-0.03,-0.26,08/20,10,26379,28.5,2.21,-2,-11690,-46.4,-0.98,7,11852,15.9,0.99,-2,-2724,-10.8,-0.23
3234,光環,151.0,3.5,2.37,08/20,10,5484,13.0,4.92,0,0,0.0,0.0,-3,-83,-0.62,-0.07,-1,-40,-0.95,-0.04
6108,競國,26.0,1.25,5.05,08/20,10,6871,19.2,4.45,0,0,0.0,0.0,-3,-6,-0.03,0.0,10,7118,19.9,4.61
6213,聯茂,510.0,26.0,5.37,08/20,10,21141,17.8,5.82,3,689,6.94,0.19,1,171,5.31,0.05,13,28888,14.6,7.95
