排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
1,4502,健信,15.75,-0.05,-0.32,26M08,1.26,0.0,21.9,1.25,99.8,0.0,0.0,0.0,0.0,0.0,1.26,0.0,21.9,1.25,99.8
2,7723,築間,19.4,-0.4,-2.02,26M08,0.82,0.0,16.6,0.76,92.8,0.0,0.0,0.0,0.0,0.0,0.82,0.0,16.6,0.76,92.8
3,2530,華建,20.1,0.55,2.81,26M08,28.4,0.0,33.8,26.4,92.9,0.07,0.0,0.08,0.0,0.0,28.5,0.0,33.9,26.4,92.7
4,6179,亞通,35.75,-2.45,-6.41,26M08,1.1,104.0,6.2,1.01,91.5,0.0,0.0,0.0,0.0,0.0,1.1,104.0,6.2,1.01,91.5
5,8341,日友,74.4,-0.2,-0.27,26M08,5.11,0.0,39.3,4.57,89.4,0.0,0.0,0.0,0.0,0.0,5.11,0.0,39.3,4.57,89.4
6,8476,台境*,19.9,0.0,0.0,26M08,1.38,0.0,8.31,1.23,89.3,0.0,0.0,0.0,0.0,0.0,1.38,0.0,8.31,1.23,89.3
7,2020,美亞,21.6,-0.1,-0.46,26M08,4.48,0.0,16.8,3.98,88.8,0.0,0.0,0.0,0.0,0.0,4.48,0.0,16.8,3.98,88.8
8,2424,隴華,8.01,0.0,0.0,26M08,0.99,0.0,16.5,0.87,87.8,0.0,0.0,0.0,0.0,0.0,0.99,0.0,16.5,0.87,87.8
9,3207,耀勝,37.0,-1.4,-3.65,26M08,0.65,0.0,9.79,0.57,87.7,0.0,0.0,0.0,0.0,0.0,0.65,0.0,9.79,0.57,87.7
10,3339,泰谷,44.2,0.55,1.26,26M08,0.58,-22.0,8.64,0.5,86.9,0.0,0.0,0.0,0.0,0.0,0.58,-22.0,8.64,0.5,86.9
11,6126,信音,29.0,0.15,0.52,26M08,1.24,0.0,9.52,1.07,86.5,0.0,0.0,0.0,0.0,0.0,1.24,0.0,9.52,1.07,86.5
12,2514,龍邦,11.6,-0.05,-0.43,26M08,13.4,0.0,34.0,11.5,85.6,0.0,0.0,0.0,0.0,0.0,13.4,0.0,34.0,11.5,85.6
13,3615,安可,33.85,-1.25,-3.56,26M08,0.68,0.0,9.93,0.58,85.3,0.0,0.0,0.0,0.0,0.0,0.68,0.0,9.93,0.58,85.3
14,2740,華軒,31.15,-0.1,-0.32,26M08,0.43,0.0,25.8,0.37,85.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,25.8,0.37,85.0
15,6111,光聚晶電,34.55,-1.5,-4.16,26M08,2.42,0.0,22.3,2.04,84.4,0.0,0.0,0.0,0.0,0.0,2.42,0.0,22.3,2.04,84.4
16,3312,弘憶股,47.55,-0.95,-1.96,26M08,5.73,0.0,31.4,4.8,83.8,0.0,0.0,0.0,0.0,0.0,5.73,0.0,31.4,4.8,83.8
17,1718,中纖,10.4,-0.2,-1.89,26M08,9.63,0.0,5.71,8.06,83.6,0.0,0.0,0.0,0.0,0.0,9.63,0.0,5.71,8.06,83.6
18,3338,泰碩,66.5,-0.6,-0.89,26M08,1.71,0.0,19.5,1.4,81.6,0.0,0.0,0.0,0.0,0.0,1.71,0.0,19.5,1.4,81.6
19,1314,中石化,8.12,-0.01,-0.12,26M08,26.1,0.0,6.91,21.1,80.6,0.0,0.0,0.0,0.0,0.0,26.1,0.0,6.91,21.1,80.6
20,3164,景岳,15.95,-0.05,-0.31,26M08,1.01,0.0,11.7,0.81,80.0,0.0,0.0,0.03,0.0,0.0,1.01,0.0,11.8,0.81,79.7
21,4171,瑞基,16.3,-0.3,-1.81,26M08,0.51,0.0,8.86,0.41,79.7,0.0,0.0,0.0,0.0,0.0,0.51,0.0,8.86,0.41,79.7
22,4994,傳奇,82.8,-0.2,-0.24,26M08,1.8,5.0,27.1,1.42,78.8,0.0,0.0,0.0,0.0,0.0,1.8,5.0,27.1,1.42,78.8
23,2414,精技,53.0,0.4,0.76,26M08,5.37,0.0,33.2,4.27,79.6,0.06,0.0,0.34,0.0,0.0,5.42,0.0,33.5,4.27,78.8
24,1338,廣華-KY,14.4,0.0,0.0,26M08,1.53,0.0,18.3,1.2,78.2,0.0,0.0,0.0,0.0,0.0,1.53,0.0,18.3,1.2,78.2
25,5531,鄉林,7.16,-0.04,-0.56,26M08,25.2,0.0,25.7,19.0,75.6,0.0,0.0,0.0,0.0,0.0,25.2,0.0,25.7,19.0,75.6
26,4707,磐亞,26.15,-0.6,-2.24,26M08,2.83,0.0,7.01,2.11,74.6,0.0,0.0,0.0,0.0,0.0,2.83,0.0,7.01,2.11,74.6
27,2528,皇普,19.8,-0.35,-1.74,26M08,21.2,27683.0,48.6,15.6,73.6,0.0,0.0,0.0,0.0,0.0,21.2,27683.0,48.6,15.6,73.6
28,3625,西勝,12.2,0.05,0.41,26M08,1.67,0.0,14.6,1.25,74.6,0.03,0.0,0.22,0.0,0.0,1.7,0.0,14.8,1.25,73.4
29,6243,迅杰,36.8,-0.6,-1.6,26M08,0.84,0.0,18.7,0.62,73.4,0.0,0.0,0.0,0.0,0.0,0.84,0.0,18.7,0.62,73.4
30,6160,欣技,14.5,-0.1,-0.68,26M08,1.29,0.0,18.9,0.98,76.2,0.05,0.0,0.79,0.0,0.0,1.35,0.0,19.7,0.98,73.1
31,1464,得力,9.99,-0.01,-0.1,26M08,4.31,0.0,10.1,3.15,73.1,0.0,0.0,0.0,0.0,0.0,4.31,0.0,10.1,3.15,73.1
32,6662,樂斯科,28.5,0.0,0.0,26M08,0.03,6.0,1.28,0.02,72.2,0.0,0.0,0.0,0.0,0.0,0.03,6.0,1.28,0.02,72.2
33,4174,浩鼎,25.45,-0.7,-2.68,26M08,1.29,0.0,9.79,0.9,69.9,0.0,0.0,0.0,0.0,0.0,1.29,0.0,9.79,0.9,69.9
