"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"21","2449","京元電子","270","+22.5","+9.09","08/27","+1,317","+2,586","+3,596","+5,254","+13,064","+32,970","-18,938","+57,474","+56,375","+55,315"
"22","2885","元大金","64","+0.8","+1.27","08/27","-1,064","-741","+1,612","+4,653","+13,799","+19,374","-17,861","+22,889","+5,441","+21,957"
"23","5904","寶雅*","74.2","+0.1","+0.13","08/27","+750","+1,013","+2,373","+4,626","+13,174","+15,349","+14,916","+14,172","+14,751","+14,714"
"24","2489","瑞軒","40.2","+0.15","+0.37","08/27","+187","-569","+1,631","+4,176","+3,087","+3,948","-6,303","+36,955","+38,163","+37,927"
"25","6488","環球晶","972","+14","+1.46","08/27","+1,270","+1,652","+2,283","+4,098","+5,468","+7,304","-3,000","-8,480","-12,252","-133"
"26","2855","統一證","48.55","+0.75","+1.57","08/27","+469","+925","+2,218","+4,094","+6,391","+13,665","+58,667","+62,221","+50,642","+60,499"
"27","2352","佳世達","28.2","+0.2","+0.71","08/27","+344","+1,738","+3,991","+4,037","+8,886","+5,817","+56,546","+55,254","+68,039","+66,073"
"28","1326","台化","62.1","-1.1","-1.74","08/27","+291","+573","+282","+3,845","+3,983","+16,553","-17,956","-45,076","-126,863","-75,028"
"29","6282","康舒","45.3","+0.15","+0.33","08/27","+313","+660","+1,477","+3,652","+4,337","+6,678","+23,248","+23,675","+35,232","-2,175"
"30","6278","台表科","201.5","-4.5","-2.18","08/27","+654","+997","+1,389","+2,922","+1,378","+173","-12,650","+9,496","+10,507","+8,961"
"31","2363","矽統","51.8","+1.1","+2.17","08/27","+490","+445","+1,025","+2,703","+2,752","+1,682","+13,775","-5,300","+3,650","-7,214"
"32","8150","南茂","90.5","+0.2","+0.22","08/27","+516","+248","+1,685","+2,683","+3,911","+5,577","+8,129","+16,183","+14,904","+11,039"
"33","8299","群聯","2150","-5","-0.23","08/27","+639","+1,141","+1,815","+2,592","+5,308","+6,937","+6,896","+12,510","+13,629","+14,578"
"34","5425","台半","96.3","+1.1","+1.16","08/27","-289","-271","+5","+2,590","+5,435","+5,841","+5,524","+6,715","+9,689","+4,103"
"35","2618","長榮航","41.8","-0.95","-2.22","08/27","+717","+1,246","+1,448","+2,580","-3,485","-19,236","-193,996","-15,693","-34,319","-129,660"
"36","2412","中華電","135.5","0","0","08/27","+274","+1,743","+1,180","+2,530","+3,114","-3,761","+17,036","+24,659","+41,879","+35,619"
"37","2374","佳能","69","-0.1","-0.14","08/27","+449","+671","+1,079","+2,431","+1,965","+314","+4,154","+7,375","+19,041","+1,114"
"38","4123","晟德","31.7","-0.15","-0.47","08/27","+715","+1,349","+1,812","+2,427","+2,862","+3,861","+3,360","+18,763","+19,480","+14,847"
"39","8039","台虹","343.5","-9","-2.55","08/27","-248","+22","+92","+2,415","+4,257","+3,372","+7,089","+3,873","+1,694","+4,374"
"40","5388","中磊","77.5","0","0","08/27","+31","+386","+1,158","+2,413","+7,778","+9,910","+10,650","+9,886","+20,377","+15,545"
"41","1316","上曜","11.15","-0.6","-5.11","08/27","+630","+1,021","+1,417","+2,324","+1,206","+678","+2,961","+2,417","-13,774","+2,031"
"42","2484","希華","76.1","-0.5","-0.65","08/27","+1,240","+2,374","+2,289","+2,323","-633","-623","+1,056","+4,505","+9,109","+8,469"
"43","2492","華新科","313.5","+28.5","+10","08/27","+396","+288","-26","+2,257","+11,396","+18,420","+16,761","+12,260","+13,472","-1,063"
"44","2408","南亞科","540","-1","-0.18","08/27","+2,723","+2,784","+3,250","+2,252","-8,457","-23,829","+3,796","+19,303","-16,104","+30,477"
"45","2605","新興","35.05","+0.65","+1.89","08/27","+279","+1,141","+1,815","+2,102","+2,089","+2,144","-2,741","+1,198","-279","-8,506"
"46","5608","四維航","16.7","-0.2","-1.18","08/27","+100","+35","+662","+2,020","+3,196","+2,587","+2,384","+4,186","+306","+2,236"
"47","6176","瑞儀","93.1","-2.4","-2.51","08/27","+806","+1,149","+1,774","+1,992","+1,992","-6,660","-42,533","-2,065","-2,269","-10,466"
"48","6290","良維","248","-2.5","-1","08/27","+246","+900","+1,563","+1,872","+2,259","-1,309","+3,128","+8,342","+6,578","+4,925"
"49","1409","新纖","24.3","-0.7","-2.8","08/27","-307","-655","+684","+1,756","+4,486","+9,916","+51,612","+53,182","+26,580","+48,006"
"50","8069","元太","160.5","+1.5","+0.94","08/27","+1,484","+830","+1,011","+1,740","+14,538","+32,026","+41,553","+51,926","+67,257","+61,467"
"51","2615","萬海","111.5","-2","-1.76","08/27","+3,011","-1,696","-2,882","+1,628","+3,862","-9,441","-33,503","-46,882","-78,936","-28,878"
"52","4915","致伸","59.6","-0.2","-0.33","08/27","+545","+740","+1,551","+1,573","+4,578","+4,818","+19,662","+34,463","+35,932","+34,448"
"53","1301","台塑","62.7","-0.4","-0.63","08/27","-716","-933","-800","+1,545","-1,091","+1,742","-105,665","-159,734","-222,063","-194,999"
"54","6125","廣運","51","-0.3","-0.58","08/27","+214","+382","+769","+1,515","+2,435","+1,919","-633","-4,655","-4,467","-4,603"
"55","009805","台新美國電力基建","15.25","-0.16","-1.04","08/27","0","+66","+116","+1,495","+1,495","+1,238","-9,023","-9,650","+2,762","-636"
"56","4991","環宇-KY","520","-18","-3.35","08/27","+47","+173","+510","+1,495","+1,809","+2,015","+2,461","+1,921","+282","+2,025"
"57","1303","南亞","220.5","-7","-3.08","08/27","-2,104","-2,147","-4,733","+1,490","+2,002","+15,069","+35,010","+25,283","-198,987","-85,098"
"58","8996","高力","1265","-45","-3.44","08/27","+434","+711","+1,193","+1,486","+2,203","+2,725","+2,882","+2,687","-2,978","+2,531"
"59","2645","長榮航太","174","-4.5","-2.52","08/27","+568","+742","+992","+1,467","+3,054","+3,011","-72","-2,307","+3,454","+1,479"
"60","2106","建大","16.85","-0.25","-1.46","08/27","+348","+583","+856","+1,460","+2,002","+3,395","+2,493","+7,150","+7,081","+7,645"
"61","00646","元大S&P500","76.85","-0.1","-0.13","08/27","+10","+1,099","+1,195","+1,422","+4,622","+6,230","-2,496","+13,706","+12,796","+12,768"
"62","6239","力成","287","+10","+3.61","08/27","+851","+1,061","+1,202","+1,413","-337","-2,950","-14,070","+4,536","-17,381","+2,111"
"63","00918","大華優利高填息30","34.26","+0.14","+0.41","08/27","0","+89","+357","+1,356","+1,355","-5,687","-26,146","-5,596","-13,028","-48,458"
"64","3026","禾伸堂","742","+67","+9.93","08/27","-89","-335","-200","+1,336","+1,323","+2,792","+4,311","+5,032","+5,647","+2,976"
"65","2486","一詮","261","+2","+0.77","08/27","-16","+589","+868","+1,288","+1,647","+1,519","+6,757","+4,652","-2,487","-12,050"
"66","6005","群益證","31.45","+0.35","+1.13","08/27","-296","-6","+546","+1,271","+390","+2,289","-35,645","+6,878","-7,888","-3,470"
"67","8086","宏捷科","117.5","-0.5","-0.42","08/27","+152","+688","+762","+1,246","+2,137","+2,768","+360","-1,874","+1,100","-306"
"68","9958","世紀鋼","92.2","-1.9","-2.02","08/27","+514","+548","+888","+1,228","+3,266","+792","+5,169","+6,023","+8,358","+8,764"
"69","9914","美利達","83.1","-1.3","-1.54","08/27","+217","+715","+988","+1,222","+5,208","+7,971","+5,467","+8,770","+7,593","+8,573"
"70","3163","波若威","754","-22","-2.84","08/27","+110","+626","+886","+1,126","+1,001","+2,173","+3,882","+4,896","-14","+4,518"
"71","4979","華星光","610","-7","-1.13","08/27","+469","+693","+827","+1,125","+1,041","+2,447","+2,321","+313","-3,378","+2,338"
"72","6191","精成科","84.7","+1.6","+1.93","08/27","+142","+92","+341","+1,112","+1,133","+535","+6,026","+20,956","+31,602","+17,821"
"73","1714","和桐","16.7","+0.15","+0.91","08/27","+32","+41","+789","+1,106","+980","+11,106","+14,470","+18,546","+16,757","+19,497"
"74","8358","金居","543","+49","+9.92","08/27","-59","+292","-30","+1,089","+8,196","+14,074","+14,472","+12,325","+9,946","+11,159"
"75","1711","永光","43.9","+0.4","+0.92","08/27","+953","+915","+619","+1,068","-341","-5,835","-3,973","-512","+14,822","+1,979"
"76","00934","中信成長高股息","29.61","+0.15","+0.51","08/27","+45","+309","+636","+1,029","+1,267","+1,253","+1,293","+1,371","-2,936","+1,901"
"77","3703","欣陸","19.4","-0.25","-1.27","08/27","+336","+631","+803","+1,021","+2,775","+5,266","+2,597","+9,897","+9,145","+9,368"
"78","1810","和成","25.25","-0.65","-2.51","08/27","+52","+122","+247","+1,000","+2,784","+3,248","+8,425","+5,471","+7,609","+4,018"
"79","1519","華城","755","-15","-1.95","08/27","+366","+622","+754","+998","+1,542","-176","+3,007","+13,561","+11,187","+11,284"
"80","00400A","主動國泰動能高息","15","+0.19","+1.28","08/27","0","0","+71","+975","+1,551","+4,833","+14,822","","",""
"81","8033","雷虎","189.5","-9.5","-4.77","08/27","+219","+487","+1,027","+965","+1,199","+1,592","-1,670","+718","+2,150","-13"
"82","1708","東鹼","51","+0.3","+0.59","08/27","-29","-150","+60","+956","+979","+635","+10,154","+11,765","+10,537","+11,149"
"83","00637L","元大滬深300正2","20.05","-0.02","-0.1","08/27","0","0","0","+923","+1,165","+1,067","+2,816","-7,454","-1,466","+3,906"
"84","3532","台勝科","399","+5","+1.27","08/27","+56","+152","+736","+908","+2,753","+1,583","+4,092","+1,148","+4,811","+1,666"
"85","00720B","元大投資級公司債","31.93","-0.19","-0.59","08/27","+500","+342","+344","+888","+1,773","+1,752","+1,773","+1,743","-1,555","-7"
"86","00751B","元大AAA至A公司債","30.47","-0.2","-0.65","08/27","+526","+597","+605","+885","+2,333","+3,913","+4,377","-245","-5,637","-2,463"
"87","3413","京鼎","287.5","0","0","08/27","+78","+154","+395","+880","+1,737","+1,923","-1,488","-3,827","+2,105","-567"
"88","3376","新日興","217","+7","+3.33","08/27","-42","-6","+161","+872","-904","-1,317","+2,232","+1,494","+1,872","+7,090"
"89","1712","興農","39.8","-0.05","-0.13","08/27","+155","+297","+438","+872","+1,706","+3,987","+8,247","+11,006","+10,822","+11,079"
"90","2845","遠東銀","13.4","-0.05","-0.37","08/27","+411","+1,323","+1,385","+871","-2,697","-2,103","-12,628","+33,696","+35,316","+49,496"
"91","00632R","元大台灣50反1","9.89","-0.06","-0.6","08/27","+244","+244","+569","+863","+2,789","-30,099","-47,906","-4,844","+19,294","+14,642"
"92","8103","瀚荃","108.5","-5.5","-4.82","08/27","+233","+278","+574","+863","+898","+1,045","+760","+1,392","+1,677","+2,114"
"93","3042","晶技","188.5","-3.5","-1.82","08/27","-232","+46","-35","+861","+2,912","+869","+8,912","+7,681","+4,344","-329"
"94","00931B","統一美債20年","13.06","-0.11","-0.84","08/27","+530","+530","+743","+843","+1,219","+2,209","+2,445","-1,825","-2,666","-5,588"
"95","6472","保瑞","435","-4.5","-1.02","08/27","+242","+183","+428","+826","+691","-378","-1,811","-3,982","+1,314","-1,045"
"96","1310","台苯","8.43","-0.26","-2.99","08/27","+128","-892","-479","+822","+828","+3,473","+2,418","+18,044","+15,884","+16,591"
"97","1104","環泥","26.45","-0.15","-0.56","08/27","+169","+361","+417","+815","+1,562","+2,136","+8,387","+11,421","+8,982","+11,414"
"98","00985B","群益ESG投等債0-5","10.17","-0.04","-0.39","08/27","0","0","0","+800","+1,869","+1,859","+1,381","+2,348","","+6,826"
"99","1515","力山","34.7","-0.7","-1.98","08/27","+228","+278","+338","+797","+2,936","+2,115","+2,983","+3,860","+3,522","+4,184"
"100","00939","統一台灣高息動能","22.79","+0.07","+0.31","08/27","+172","+326","+451","+783","+1,595","+2,494","-13,359","+2,737","-750","+1,175"
"101","2476","鉅祥","125.5","-1","-0.79","08/27","-3","+31","+307","+779","+1,128","+330","+1,138","+165","-5,927","-541"
"102","2428","興勤","262","+9","+3.56","08/27","+102","+191","+260","+776","+1,706","+2,403","+2,042","+210","+2,396","-1,097"
"103","009824","群益美國科技巨頭","10.01","+0.04","+0.4","08/27","+682","+695","+762","+768","+768","+238","","","",""
"104","2481","強茂","154","+7.5","+5.12","08/27","+133","+66","+395","+768","+4,015","+5,844","+3,521","-436","-1,506","-23,658"
"105","1218","泰山","14.55","-0.05","-0.34","08/27","+261","+462","+568","+762","+1,780","+3,968","+8,179","+4,570","+7,796","+3,701"
"106","3167","大量","783","+41","+5.53","08/27","+53","+103","+140","+684","+1,096","+910","+2,101","+843","+1,378","+210"
"107","6257","矽格","219","+15","+7.35","08/27","+321","+380","+503","+684","+985","+1,810","-8,166","-3,597","-1,498","-5,259"
"108","00997A","主動群益美國增長","11.28","-0.09","-0.79","08/27","-78","+422","+682","+682","+679","-9,038","+4,784","","",""
"109","2454","聯發科","3985","+120","+3.1","08/27","+185","+260","+131","+679","+2,488","+2,353","+2,082","+3,766","+1,596","-520"
"110","2436","偉詮電","67.5","+0.1","+0.15","08/27","+415","+450","+465","+651","+645","+586","-7,686","-3,867","+914","-3,605"
"111","3406","玉晶光","917","+83","+9.95","08/27","-75","+307","+392","+649","+1,393","+1,941","+2,093","+1,130","+1,022","+491"
"112","8043","蜜望實","148","+6","+4.23","08/27","+89","+192","+290","+647","+580","+10","-57","+683","+1,076","+819"
"113","5351","鈺創","116","-0.5","-0.43","08/27","-358","-129","+102","+636","+379","-7,115","-4,031","-2,912","-14,714","-9,656"
"114","6209","今國光","76.7","+0.2","+0.26","08/27","+198","+248","+213","+608","+552","+2,587","+4,394","+1,971","+6,686","+2,834"
"115","6139","亞翔","775","-9","-1.15","08/27","+285","+302","+513","+605","+1,140","+3,721","+6,343","+6,063","+4,705","+6,051"
"116","3227","原相","197","-1","-0.51","08/27","-12","+13","+89","+588","+66","-1,398","+415","-3,978","-437","+249"
"117","8436","大江","125.5","-1","-0.79","08/27","+106","+169","+222","+576","+1,177","+1,769","+2,409","+3,301","+2,813","+2,726"
"118","2637","慧洋-KY","92.1","-2.5","-2.64","08/27","-592","-571","-152","+571","+1,307","+1,155","-3,958","-4,481","-32,716","-12,986"
"119","5471","松翰","61.7","+0.2","+0.33","08/27","+77","+295","+353","+557","+1,252","+2,476","+5,197","+7,000","+7,674","+6,924"
"120","00995A","主動中信台灣卓越","17.45","+0.32","+1.87","08/27","+130","+130","+430","+550","+571","+593","+1,584","+3,305","",""
"121","6805","富世達","2345","+120","+5.39","08/27","+95","+128","+262","+545","+1,182","+2,171","+2,115","+2,127","+2,273","+2,282"
"122","4966","譜瑞-KY","584","-6","-1.02","08/27","+80","+243","+374","+538","+647","+103","-2,120","-583","+3,087","+1,641"
"123","3293","鈊象","707","+3","+0.43","08/27","-180","+30","-85","+530","-359","-1,889","+4,876","+4,226","+10,574","+2,576"
"124","3162","精確","72.6","-0.1","-0.14","08/27","+227","+454","+494","+506","+607","+1,027","+332","+170","+3,159","+799"
"125","8042","金山電","109","+4.5","+4.31","08/27","+184","+258","+349","+502","+1,190","+2,030","+2,309","-151","+1,924","-837"
"126","4989","榮科","68.2","+1.9","+2.87","08/27","+422","+480","+519","+500","+604","+1,795","+3,244","+3,459","+6,083","+4,451"
"127","2611","志信","14.9","-0.2","-1.32","08/27","+20","+81","+351","+500","+458","+208","-272","-232","-321","-351"
"128","3704","合勤控","42","-0.45","-1.06","08/27","+129","+303","+461","+489","+858","+936","-1,505","-17,516","-595","-12,329"
"129","8046","南電","1240","-55","-4.25","08/27","+192","+379","+457","+487","+1,791","+1,858","-1,739","+1,080","-8,864","+309"
"130","1707","葡萄王","89.3","-1.3","-1.43","08/27","+126","+219","+262","+485","+672","+1,760","+3,534","+4,577","+4,108","+4,522"
"131","5464","霖宏","73.1","+2.1","+2.96","08/27","+105","+240","+310","+464","+695","+1,543","+1,755","+1,884","+1,829","+1,848"
"132","2332","友訊","20.4","+0.1","+0.49","08/27","-64","+769","-144","+459","+2,094","+11,654","+24,552","+25,362","+16,670","+24,908"
"133","009829","大華韓國KOSPI50","10.41","-0.13","-1.23","08/27","0","+455","+455","+455","","","","","",""
"134","3388","崇越電","96.3","+2","+2.12","08/27","+42","+211","+233","+447","+1,431","+1,152","+1,091","+2,293","+2,275","+2,308"
"135","5498","凱崴","58.1","+4.8","+9.01","08/27","+81","+36","+98","+435","+112","-934","-1,334","+2,150","+1,931","+2,644"
"136","5864","致和證","35.95","+1.3","+3.75","08/27","+203","+263","+374","+428","+1,312","+2,619","+7,858","+8,069","+7,687","+8,854"
"137","00980A","主動野村臺灣優選","24.83","+0.12","+0.49","08/27","0","+32","+32","+422","+710","+3,414","+2,615","+5,040","+6,990","+4,417"
"138","2539","櫻花建","34.35","-0.15","-0.43","08/27","+274","+263","+357","+419","+900","-2,226","-1,557","+6,846","+17,635","+8,332"
"139","3189","景碩","899","-15","-1.64","08/27","-15","-17","-57","+397","+840","+207","-476","-5,375","-4,103","-1,339"
"140","6186","新潤","32.5","-0.45","-1.37","08/27","+133","+283","+322","+396","+1,125","+2,025","+1,495","+3,911","+5,845","+4,688"
"141","3209","全科","51.9","+0.5","+0.97","08/27","+249","+417","+513","+395","+408","+1,133","+2,158","+2,024","-1,104","+1,418"
"142","3540","曜越","23.2","-0.7","-2.93","08/27","+70","+151","+219","+386","+370","+403","-24","+846","+858","+1,246"
"143","6469","大樹","68.4","-0.7","-1.01","08/27","+47","+76","+122","+385","+967","+1,785","+595","-623","+3,223","+2,619"
"144","2351","順德","239.5","-0.5","-0.21","08/27","+192","+189","+264","+384","+626","-499","-2,469","-1,200","-2,989","-4,766"
"145","2612","中航","60.2","-1.8","-2.9","08/27","+65","+281","+322","+384","+333","+163","-30","+19","+1,170","-1,755"
"146","6187","萬潤","1365","-65","-4.55","08/27","+31","-53","+40","+380","+134","+894","+592","-860","-5,807","-3,440"
"147","6901","鑽石投資","16.15","-0.4","-2.42","08/27","+52","+68","-17","+376","+365","+2,032","+3,579","+5,222","+4,239","+5,544"
"148","3055","蔚華科","127.5","+3","+2.41","08/27","+206","+273","+311","+375","+1,154","+1,038","-58","-23","-1,191","-52"
"149","3491","昇達科","1510","+85","+5.96","08/27","+141","+188","+224","+373","+580","+583","+2,977","+2,901","-1,730","+2,484"
"150","3265","台星科","186.5","+10","+5.67","08/27","-135","-102","-115","+370","+1,083","+970","+937","+1,051","+738","-385"
"151","1309","台達化","13.1","-0.3","-2.24","08/27","+11","+64","+22","+369","+387","+1,304","+3,215","+8,017","+8,987","+8,371"
"152","009819","中信數據及電力","9.89","-0.02","-0.2","08/27","0","+213","+213","+368","+368","-317","-2,262","","",""
"153","8932","智通*","94.3","+6.8","+7.77","08/27","+43","+119","+167","+362","-1,081","+1,102","+6,335","+14,154","+12,911","+9,717"
"154","6789","采鈺","461","-1.5","-0.32","08/27","+237","+253","+221","+358","+273","-733","-5,189","-800","-1,642","-1,657"
"155","00686R","群益臺灣加權反1","0.99","0","0","08/27","+25","+310","+310","+357","+523","+609","-1,568","-2,677","+1,603","-2,080"
"156","4566","時碩工業","65.7","-1","-1.5","08/27","+90","+116","+228","+357","+78","-81","+306","+488","+419","-88"
"157","3362","先進光","199.5","-5","-2.44","08/27","-28","-69","+7","+352","+726","+588","+1,618","+1,432","+2,354","+2,816"
"158","3374","精材","386","+35","+9.97","08/27","-542","-582","-286","+352","+2,379","+6,317","+4,983","+5,200","-9,617","+49"
"159","00410A","主動永豐科技趨勢","12.17","+0.07","+0.58","08/27","0","+4","+346","+346","+446","","","","",""
"160","2365","昆盈","30","-0.4","-1.32","08/27","+57","+84","+204","+343","-48","-1","-198","-2,145","-2,144","-2,357"
"161","2368","金像電","1130","+100","+9.71","08/27","+23","+36","+309","+341","+359","+1,567","+219","-5,186","-2,136","-6,984"
"162","8473","山林水","45.9","-0.5","-1.08","08/27","+46","+183","+273","+332","+80","+318","-136","-210","+1,021","+472"
"163","3443","創意","6015","+95","+1.6","08/27","+87","+72","+81","+331","-231","-143","+439","+131","-2,103","+233"
"164","1201","味全","12.25","+0.05","+0.41","08/27","+97","+173","+250","+331","-16","-291","+692","+2,489","+1,969","+2,185"
"165","6226","光鼎","34","+3.05","+9.85","08/27","+1","+17","+60","+327","+535","+1,204","+1,503","+1,538","+1,538","+1,538"
"166","2441","超豐","118.5","+4.5","+3.95","08/27","-22","+250","+10","+320","-1,076","+2,921","-5,907","-5,244","+5,138","-3,754"
"167","8050","廣積","56.4","-0.9","-1.57","08/27","+178","+120","+129","+317","+842","+4,245","+3,355","+4,418","+4,348","+4,557"
"168","1305","華夏","12.1","-0.3","-2.42","08/27","-15","+24","-176","+310","+170","+2,780","-280","+9,187","+11,036","+9,688"
"169","2231","為升","92.9","-2.1","-2.21","08/27","-2","+63","+156","+305","+568","+157","+224","+297","+1,440","+3"
"170","4956","光鋐","36.95","+0.95","+2.64","08/27","+116","+227","+280","+299","+96","+150","+123","-829","-576","-1,069"
"171","2049","上銀","354","-5.5","-1.53","08/27","-136","-80","-140","+292","+1,052","-166","-4,414","-14,030","-18,775","-17,672"
"172","2375","凱美","133","+2.5","+1.92","08/27","+52","+94","+144","+285","+1,002","+1,158","-169","+350","+2,182","-2,816"
"173","5880","合庫金","25.25","+0.2","+0.8","08/27","+517","-838","-210","+283","+4,588","-9,608","-104,705","+9,770","+2,947","+24,387"
"174","6213","聯茂","582","+19","+3.37","08/27","+117","+155","+80","+283","-1,725","-1,749","-5,180","-604","-3,423","-7,012"
"175","2442","新美齊","19.4","-0.25","-1.27","08/27","+14","-103","-52","+283","+21","+4","+808","+3,279","+3,241","+4,130"
"176","9925","新保","39.85","+0.05","+0.13","08/27","+129","+159","+143","+281","+904","+2,067","+1,558","+2,815","+3,962","+3,772"
"177","2369","菱生","32.35","+0.9","+2.86","08/27","+466","-621","+64","+279","-1,428","+3,935","+10,118","+2,540","+10,656","+4,325"
"178","6588","東典光電","112","+1.5","+1.36","08/27","+30","+210","+210","+278","+290","+331","+326","+961","","+786"
"179","4916","事欣科","102.5","-1","-0.97","08/27","-57","+12","+112","+277","+762","+2,311","+2,767","+150","+1,535","-1,774"
"180","2017","官田鋼","9.32","-0.13","-1.38","08/27","+129","+147","+192","+276","+281","-63","-1,404","+284","+180","+891"
"181","2388","威盛","73.3","+0.8","+1.1","08/27","-118","+39","+129","+276","-1,254","-7,720","-1,780","-10,399","-3,250","-6,281"
"182","6477","安集","37.05","-1.1","-2.88","08/27","+32","+75","+160","+274","+1,333","+1,669","+1,317","+1,258","-304","+377"
"183","8109","博大","130.5","0","0","08/27","+8","+37","+94","+274","+656","+757","+815","+814","+899","+733"
"184","3529","力旺","2540","-110","-4.15","08/27","-14","+30","+110","+268","+456","+2,120","+763","-728","+2,839","+310"
"185","6944","兆聯實業","712","-4","-0.56","08/27","+115","+174","+178","+266","+481","+1,197","+1,882","+2,271","","+2,293"
"186","3605","宏致","131","+11.5","+9.62","08/27","+47","+221","+382","+262","+125","-106","-5,224","-5,119","-1,628","-4,120"
"187","4967","十銓","273.5","-2","-0.73","08/27","+191","+50","+154","+262","+283","-1,703","-1,883","+1,366","+726","+1,538"
"188","3031","佰鴻","24.7","-0.45","-1.79","08/27","-25","-36","-51","+257","+271","+586","-188","+3,473","+3,443","+3,289"
"189","6415","矽力*-KY","458","-12.5","-2.66","08/27","+244","+472","+498","+251","-35","+873","-8,608","-13,186","-6,818","+862"
"190","2385","群光","108","0","0","08/27","+314","+424","+308","+249","-258","+1,959","-2,928","+19,491","+35,813","+31,736"
"191","00959B","大華投等美債15Y+","9.13","-0.05","-0.54","08/27","+247","+247","+247","+247","+347","+347","-1,823","-1,830","-1,997","-1,490"
"192","5490","同亨","28.15","-0.25","-0.88","08/27","+52","+63","+116","+247","+96","+519","+14","+253","-765","-328"
"193","3152","璟德","248","-5","-1.98","08/27","+18","+79","+140","+246","+271","+316","-647","-2,131","-620","-1,280"
"194","1727","中華化","98.1","+1.2","+1.24","08/27","+49","+139","+156","+239","+508","-719","-795","+462","-1,750","-897"
"195","2425","承啟","38.3","+0.35","+0.92","08/27","-2","-5","+47","+238","+392","+1,506","+1,809","+1,163","+287","+268"
"196","3622","洋華","53.5","+0.2","+0.38","08/27","+19","+18","+125","+238","+544","+517","+697","+1,682","+2,263","+2,073"
"197","2630","亞航","51.8","-0.9","-1.71","08/27","+10","+26","+95","+234","+462","+695","+1,357","+2,249","+2,562","+1,768"
"198","3019","亞光","138.5","+0.5","+0.36","08/27","+280","+346","+488","+232","+634","-536","-3,035","-6,773","-3,814","-1,539"
