"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減(%)","2日增減(%)","3日增減(%)","5日增減(%)","10日增減(%)","1個月增減(%)","3個月增減(%)","半年增減(%)","1年增減(%)","今年增減(%)"
"226","8162","微矽電子-創","57","+0.2","+0.35","161","08/19","+1.8","+5.67","+8.43","+8.3","+3.98","-11.7","+32.2","+974","","+1,501"
"227","6727","亞泰金屬","443.5","+2","+0.45","1,255","08/19","+1.53","+2","+0.92","+8.25","+14.5","-0.73","-11.7","+394","",""
"228","9962","有益","10.15","-0.05","-0.49","39","08/19","+2","+3.48","+4.08","+8.18","+31.7","+32.2","+15.5","-15.8","+7.85","+3.78"
"229","8996","高力","1135","-40","-3.4","2,003","08/19","-1.51","-2.83","+2.04","+8.12","+39.5","+41.4","+22.2","+20.1","+2.53","-11.6"
"230","1727","中華化","92.7","+3.6","+4.04","18,358","08/19","+0.15","+17.8","+8.52","+8.02","+12.6","-13.5","-28.5","+40.4","+13.3","+5.31"
"231","4953","緯致","123","+0.5","+0.41","179","08/19","+0.31","+1.98","+4.26","+7.95","+11.9","-2.1","+26.7","-3.65","-11.9","-9.7"
"232","1473","台南","19.7","-0.2","-1.01","57","08/19","-0.12","-0.12","-0.48","+7.87","+7.31","-2.84","-0.12","-23.4","-20","+1.23"
"233","6224","聚鼎","65.6","+0.3","+0.46","603","08/19","+0.22","+3.68","+4.15","+7.83","-4.18","-8.29","-18.8","+146","+138","+136"
"234","3624","光頡","89.7","+4.9","+5.78","10,534","08/19","-0.47","-1.63","+1.71","+7.81","+98.7","+63.1","-38.6","+2.89","+195","+6.95"
"235","6761","穩得","182","+1","+0.55","329","08/19","+0.22","+0.03","+0.19","+7.77","+12.6","-0.12","-7.6","+14.6","+46.2","+31.1"
"236","00401A","主動摩根台灣鑫收","13.26","-0.19","-1.41","12,545","08/19","+0.06","+2.38","-2.33","+7.71","+39.4","+41.6","+76.8","","",""
"237","2483","百容","36.2","-1.4","-3.72","1,338","08/19","+1.54","+4.16","+4.16","+7.68","+1.85","+10.4","+439","+323","+92.2","+176"
"238","00982A","主動群益台灣強棒","21.63","-0.51","-2.3","27,223","08/19","+0.95","+1.77","+10.7","+7.67","+44.4","+23.4","-21.9","+18.3","-25.5","-6.73"
"239","2849","安泰銀","14.05","-0.1","-0.71","179","08/19","+1.12","+4.65","+5.47","+7.57","+2.66","+91.5","+173","+178","+64.6","+120"
"240","00763U","期街口道瓊銅","34.26","-0.6","-1.72","383","08/19","-0.16","+3.36","+4.78","+7.56","+16.4","+23.4","-10.1","-35.6","+173","-12.7"
"241","3094","聯傑","36.25","-0.05","-0.14","805","08/19","-1.53","-2.05","+1.02","+7.54","+7.43","+12.4","-6.94","+68.8","+85.2","+111"
"242","5386","青雲","230.5","+2","+0.88","884","08/19","+0.82","+0.38","+3.9","+7.49","+8.83","+5.82","-31.7","-46.1","-4.82","-33.2"
"243","3023","信邦","322","+15","+4.89","1,915","08/19","+1.3","+5.81","+4.67","+7.47","+5.81","-8.33","-31.2","-44.2","-28.2","-58.4"
"244","3675","德微","276.5","+2.5","+0.91","2,046","08/19","+5.53","-3.82","+11.8","+7.46","+10","-2.37","-32.6","-15","+30.9","-0.06"
"245","6192","巨路","116","+0.5","+0.43","132","08/19","-0.25","+0.76","+4.74","+7.43","+8.76","-1.24","-10.4","-16.5","+22.9","+14.4"
"246","8374","羅昇","82.4","-1.9","-2.25","571","08/19","-1.67","-2.87","+3.38","+7.43","+5.58","-6.42","-34","-35.4","-49.5","-30.3"
"247","4739","康普","83.3","-3.7","-4.25","1,755","08/19","+0.21","+3.72","+5.67","+7.43","-9.42","-19.1","+21.8","+156","+301","+469"
"248","00633L","富邦上証正2","48.4","-1.85","-3.68","5,436","08/19","+6.48","+7.03","+7.45","+7.35","+0.93","-4.38","+6.53","-40.6","-63.7","-37.6"
"249","6887","寶綠特-KY","37.5","+1.2","+3.31","64","08/19","+4.48","+5","+5.53","+7.25","+11.3","+20.6","-9.4","+9.72","","+212"
"250","5538","東明-KY","37.3","+2.05","+5.82","1,308","08/19","-23.3","+7.23","+14.1","+7.23","+1,171","+790","+242","+30.9","-3.26","+30.9"
"251","3033","威健","45","-0.6","-1.32","4,460","08/19","+0.94","+0.73","+3.88","+7.21","-1.02","-17.1","-21.7","+109","+80.3","+115"
"252","6614","資拓宏宇","35.6","-0.25","-0.7","27","08/19","0","+1.35","+2.74","+7.14","+5.63","+33.9","","","",""
"253","00676R","富邦臺灣加權反1","5.68","+0.08","+1.43","11,862","08/19","-6","-5.88","-1.98","+7.14","+17.9","+11.8","+9.88","+38.7","+0.98","+64.6"
"254","5299","杰力","99.6","-0.3","-0.3","658","08/19","+1.14","+1.72","-0.23","+7.13","+5.73","+12.2","+10.2","+206","+339","+218"
"255","3363","上詮","584","-2","-0.34","2,077","08/19","-1.11","+1.67","+2.56","+7.13","+7.63","+6.33","-13.8","-5.54","-53.3","-16"
"256","6890","來億-KY","160.5","0","0","327","08/19","0","+0.73","+4.84","+7.02","+5.24","+1.98","-61.4","-67.8","-63.8","-77.5"
"257","3653","健策","5460","+310","+6.02","2,804","08/19","-1.52","-2.09","-2.78","+6.99","+34.7","+28.3","+7.25","+54.9","+404","+30.6"
"258","3066","李洲","23","+0.1","+0.44","254","08/19","+1.38","+5.51","+6.72","+6.96","+25.9","+23","+139","+201","+120","+155"
"259","2065","世豐","35.35","-0.5","-1.39","51","08/19","0","-1.28","-1.28","+6.94","+30.5","+37.5","-51.6","-45.8","-55.5","-47.6"
"260","6918","愛派司","74","-0.6","-0.8","14","08/19","+1.09","+4.49","+6.9","+6.9","+10.7","-1.06","+78.8","+258","","+1,062"
"261","6742","澤米","42.7","-1.05","-2.4","301","08/19","+0.82","+7.17","+6.88","+6.88","+1.45","-7.69","-26.5","-20.4","-29.1","-13.6"
"262","3010","華立","130","+2","+1.56","1,102","08/19","-1.07","+6.43","+3.28","+6.87","+0.94","+8.85","-16.4","-6.25","-27.6","-32.5"
"263","00641R","富邦日本反1","3.77","+0.11","+3.01","2,749","08/19","+5.84","+6.91","+6.47","+6.86","+6.83","+7.83","+45.6","+6.53","+25.7","-4.68"
"264","6120","達運","12.55","-0.05","-0.4","1,065","08/19","+0.12","+1.11","+2.3","+6.81","+12.3","+14.1","-3.03","-2.44","-0.23","+7"
"265","6435","大中","257","+3","+1.18","928","08/19","-0.47","-4.47","-4.04","+6.8","-0.47","-14.4","-34.9","-28.1","+24.9","+25.5"
"266","3693","營邦","508","-15","-2.87","636","08/19","-0.37","+0.85","+0.93","+6.77","+9.26","-0.74","-21.2","+15.8","+72.8","+74.4"
"267","7642","昶瑞機電","78.2","+0.3","+0.39","10","08/19","0","-1.25","-5.95","+6.76","-1.25","-19.4","-10.2","+43.6","","+427"
"268","6021","美好證","35.9","-0.55","-1.51","38","08/19","-2.27","-2.49","-0.92","+6.68","+5.12","-3.79","-37","-47.2","+13.4","+2.62"
"269","5607","遠雄港","54","+1","+1.89","2,211","08/19","+3.13","+2.13","+5.51","+6.57","+21.1","+38","+50","+57.2","-8.15","+49.3"
"270","8222","寶一","39.45","-0.85","-2.11","924","08/19","0","-0.95","-2.99","+6.54","+2.2","-1.53","-15.1","-14.9","-27.6","-27.2"
"271","3312","弘憶股","51.3","-0.9","-1.72","862","08/19","+0.66","+0.86","+2.16","+6.5","+4.61","-5.98","-1.55","-18.5","-22.2","-14.8"
"272","6584","南俊國際","600","-2","-0.33","718","08/19","0","-1.02","-1.77","+6.44","+23.8","+14.4","+35.2","+13.3","-14.8","-3.98"
"273","2002","中鋼","18.95","0","0","31,131","08/19","-0.63","-1","-0.72","+6.4","+9.02","-7.72","+5.88","+73.4","+153","+64.4"
"274","4923","力士","53.4","+1","+1.91","648","08/19","+6.89","+9.13","+8.79","+6.4","+9.31","-1.7","+132","+347","+330","+424"
"275","00988A","主動統一全球創新","16.5","-0.82","-4.73","61,770","08/19","+0.44","-6.26","-7.8","+6.35","+3.91","-8.03","-15.5","+754","","+1,577"
"276","2012","春雨","14.85","-0.1","-0.67","39","08/19","+0.5","+2.03","+2.03","+6.35","+6.35","+3.61","+196","+121","+105","+34"
"277","5432","新門","149","-4.5","-2.93","336","08/19","+0.82","-1.46","+3.21","+6.32","+7.87","-2.12","-5.49","-3.65","-10.3","-6.68"
"278","7734","印能科技","2905","-40","-1.36","213","08/19","-0.59","+1.2","+1.82","+6.32","+9.43","+22.6","+22.6","+9.97","","+674"
"279","4971","IET-KY","528","-28","-5.04","4,334","08/19","+1.8","+4.58","+6.93","+6.31","+16.7","+7.77","-3.43","-32","-19.7","-37.2"
"280","4417","金洲","47.1","0","0","18","08/19","0","0","0","+6.3","-0.74","-6.25","+27.4","-36.6","-59.9","-43.8"
"281","6538","倉和","191.5","-0.5","-0.26","2,381","08/19","-0.36","+1.55","+5.78","+6.29","+8.02","+44.5","+391","+1,054","+826","+873"
"282","2929","淘帝-KY","5.66","-0.04","-0.7","33","08/19","0","+0.05","+0.83","+6.28","-1.67","+2.79","+0.05","+138","+81.1","+97.5"
"283","6546","正基","62","0","0","139","08/19","+0.15","+0.44","+0.15","+6.27","+3.14","-13.7","-23.4","-45.4","-55.8","-44.5"
"284","3607","谷崧","13.9","0","0","115","08/19","-0.4","+0.25","+0.66","+6.26","+5.25","+6.89","-16.6","-25.5","-49.1","-31.3"
"285","4711","永純","16.7","-0.25","-1.47","31","08/19","-1.75","-2.1","+1.08","+6.26","-13.2","-29.1","-30.9","+98.6","+130","+77.8"
"286","00632R","元大台灣50反1","10.26","+0.13","+1.28","206,165","08/19","-3.32","-3.86","-3.32","+6.26","+9.58","+6.4","+7.39","+22.9","+41.6","+30.1"
"287","9918","欣天然","42.4","-0.05","-0.12","31","08/19","0","+2","+6.25","+6.25","-46.3","-26.1","-58.5","-58.5","+1,175","-58.5"
"288","2630","亞航","51.9","+0.2","+0.39","4,608","08/19","-0.13","+3.68","+6.89","+6.18","+5.43","-22.9","-8.32","-8.29","+11.8","-16"
"289","5206","坤悅","23","+0.3","+1.32","52","08/19","+2.06","+0.98","+2.61","+6.16","+1.52","+12.2","+45.5","+43.9","+67.8","+55.3"
"290","2061","風青","48.85","+0.85","+1.77","1,471","08/19","-0.95","+2.38","+3.76","+6.04","+6.04","+25.3","+30.2","+72.7","+74.3","+52.9"
"291","00953B","群益優選非投等債","9.66","0","0","55,881","08/19","+33.6","+37.4","-0.28","+6.02","+5.66","+27.2","+37.4","+73.6","+522","+117"
"292","3217","優群","136","+0.5","+0.37","338","08/19","+0.06","-0.06","+0.4","+5.97","+7.07","-1.84","-35.5","+9.2","-1.4","-6.55"
"293","6869","雲豹能源","65.6","-4.2","-6.02","1,510","08/19","+4.29","+4.14","+4.69","+5.96","+5.14","-8.82","-7.91","+2.38","-23.8","-10.3"
"294","2351","順德","185","+9","+5.11","7,890","08/19","+0.23","+5.09","+5.62","+5.89","+11.1","-16.1","-54.2","+156","+104","+97.2"
"295","6023","元大期","83.5","-0.2","-0.24","300","08/19","+0.17","+0.84","+3.83","+5.85","+19.6","+49.6","+309","+92.6","+241","+82.6"
"296","8433","弘帆","54.4","+0.1","+0.18","15","08/19","0","+0.51","+0.51","+5.85","+11.8","+17.1","+25.9","-7.87","-18.4","+13.1"
"297","3430","奇鈦科","117.5","-0.5","-0.42","884","08/19","+3.58","+2.76","+2.59","+5.8","+9.49","-10.5","-37.3","+2.94","+74.4","+17.9"
"298","4540","全球傳動","59.4","-2.3","-3.73","6,538","08/19","+4.44","+1.12","+9.46","+5.79","+21.4","-1.59","-53.8","-9.51","-32.3","-6.63"
"299","4585","達明","298","-1","-0.33","270","08/19","+1.57","+2.71","+3.37","+5.74","+16","+0.31","+33.3","","",""
"300","5016","松和","24.7","+0.2","+0.82","17","08/19","+4.03","+4.45","+4.45","+5.74","+6.61","+8.86","-10.1","+91.1","+187","+113"
