排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,020012,富邦行動通訊N,22.73,0.0,0.0,07/27,,,,100.0,82.4,82.4,84.3,67.7,77.6,55.5,,69.4
2,020020,元大台股領航N,25.65,-0.38,-1.46,07/27,100.0,100.0,100.0,100.0,39.7,41.6,4.23,22.2,34.4,29.4,,29.6
3,020032,元大綠能N,10.11,0.0,0.0,07/27,,,100.0,100.0,97.2,90.6,67.3,52.4,51.5,24.9,,48.4
4,020036,元大金融配息N,9.91,0.0,0.0,07/27,,100.0,100.0,100.0,100.0,75.3,7.19,9.59,14.1,20.2,,13.0
5,020037,元大金融高股息N,11.22,0.11,0.99,07/27,100.0,100.0,100.0,100.0,13.0,56.5,15.9,32.7,5.27,6.79,,6.09
6,020039,元大加權N,13.8,-0.19,-1.36,07/27,-100.0,-100.0,-100.0,96.1,85.3,94.4,66.9,47.7,40.8,,,47.4
7,00682U,期元大美元指數,20.8,0.0,0.0,07/27,,84.6,84.6,94.6,82.6,6.23,23.5,10.4,11.6,31.7,,15.1
8,009822,華南永昌未來金融,9.8,-0.1,-1.01,07/27,35.3,89.2,91.8,90.8,86.5,73.6,,,,,,
9,00684R,期元大美元指反1,14.85,0.04,0.27,07/27,100.0,89.4,89.4,89.5,76.0,10.2,34.6,12.7,7.32,-6.39,,17.0
10,020028,元大特選電動車N,18.97,0.0,0.0,07/27,,100.0,100.0,82.6,38.9,47.5,58.6,65.2,44.2,40.4,,66.4
11,020038,元大ESG配息N,13.84,0.0,0.0,07/27,,0.0,0.0,81.8,92.7,69.1,40.9,45.3,59.2,19.8,,51.8
12,00989B,台新美國非投等債,10.21,0.02,0.2,07/27,22.2,82.0,80.3,79.2,-0.2,-5.68,11.6,,,,,
13,00982B,FT投資級債20+,9.75,0.05,0.52,07/27,99.5,98.1,83.0,69.2,36.1,46.9,45.6,41.4,17.5,,,39.0
14,00932,兆豐永續高息等權,17.23,-0.02,-0.12,07/27,85.7,83.4,84.2,66.9,39.6,49.6,64.3,64.0,64.7,,,66.6
15,00693U,期街口S&P黃豆,22.67,-0.22,-0.96,07/27,40.2,19.0,34.8,61.6,64.4,56.9,32.1,14.8,-5.9,-7.99,,10.0
16,00900,富邦特選高股息30,18.36,0.03,0.16,07/27,72.9,67.3,62.0,60.4,46.8,49.9,57.6,54.0,18.4,8.38,,55.1
17,00971,野村美國研發龍頭,16.91,0.29,1.74,07/27,36.1,82.6,80.6,60.4,52.8,51.7,54.8,42.2,26.0,,,39.5
18,00955,中信日本商社,15.03,0.21,1.42,07/27,71.5,62.9,68.4,60.2,43.3,22.2,13.9,-6.71,-15.4,,,-12.2
19,910322,康師傅-DR,23.2,0.05,0.22,07/27,54.2,26.2,30.4,60.1,85.2,49.0,-15.7,-7.52,-3.47,-0.48,-0.27,4.5
20,009819,中信數據及電力,10.05,0.01,0.1,07/27,85.3,73.5,70.1,58.7,21.5,23.9,-8.59,,,,,
21,00940,元大台灣價值高息,12.16,-0.04,-0.33,07/27,59.3,53.7,54.0,55.3,38.9,40.8,56.2,64.0,65.2,,,66.3
22,00882,中信中國高股息,15.03,0.04,0.27,07/27,68.9,52.7,64.4,54.4,47.2,8.15,10.8,26.6,23.0,9.99,,23.6
23,00999A,主動野村臺灣高息,10.33,0.05,0.49,07/27,26.3,17.3,47.6,53.6,8.15,27.3,,,,,,
24,5213,亞昕,22.05,0.05,0.23,07/27,65.9,43.4,44.2,53.4,39.8,26.1,-0.09,0.66,-0.18,-1.08,-0.43,0.09
25,2002,中鋼,19.25,0.1,0.52,07/27,51.7,51.5,51.7,53.2,42.8,11.0,-4.71,-0.67,-2.85,-4.68,-0.33,-0.09
26,00907,永豐優息存股,16.68,0.15,0.91,07/27,75.0,57.0,46.1,52.6,42.3,44.4,36.3,18.8,28.1,-1.84,,24.4
27,00674R,期元大S&P黃金反1,30.08,-0.48,-1.57,07/27,62.2,72.8,60.3,52.4,49.5,26.4,11.5,12.0,5.53,-0.8,,9.41
28,020000,富邦特選蘋果N,29.75,-0.43,-1.42,07/27,-100.0,-100.0,-100.0,52.0,-11.6,9.09,20.8,22.6,32.5,4.66,,26.3
29,009824,群益美國科技巨頭,10.11,0.08,0.8,07/27,68.5,41.2,45.7,51.9,38.1,8.42,,,,,,
30,00960,野村全球航運龍頭,18.59,0.03,0.16,07/27,70.2,56.5,51.7,51.3,61.9,38.8,37.1,40.8,41.0,,,45.2
31,00763U,期街口道瓊銅,33.78,0.07,0.21,07/27,62.5,49.0,54.7,50.9,63.6,26.7,20.8,13.2,-4.29,-2.78,,5.55
32,00972,野村日本動能高息,21.17,0.48,2.32,07/27,46.3,47.6,45.3,50.5,46.6,35.9,25.3,7.06,13.6,,,7.3
33,020029,元大ESG高股息N,17.65,-0.36,-2.0,07/27,-14.3,0.0,17.6,50.0,53.1,66.0,53.6,67.4,69.1,39.6,,67.2
34,006206,元大上證50,38.41,-0.18,-0.47,07/27,26.7,52.4,36.0,49.8,41.9,43.0,43.9,37.6,35.0,8.7,12.8,36.0
35,00981D,主動中信非投等債,10.46,0.01,0.1,07/27,49.0,57.2,45.9,49.6,42.3,21.7,22.4,-6.27,,,,-19.4
36,3045,台灣大,113.5,0.0,0.0,07/27,72.6,69.9,55.4,49.3,42.2,19.5,18.3,16.8,8.45,7.46,-1.45,14.8
37,020033,統一恒生科期N,3.74,0.04,1.08,07/27,-71.4,-71.4,-71.4,49.0,32.2,7.74,-9.4,-15.2,-21.4,-6.71,,-11.8
38,8349,恒耀,40.0,-0.15,-0.37,07/27,31.7,8.87,45.9,47.7,28.5,9.12,-1.0,-0.24,-0.39,-0.13,-0.01,-0.16
39,8482,商億-KY,48.4,-1.45,-2.91,07/27,86.0,58.7,56.8,47.5,54.7,42.3,19.5,14.2,4.69,0.31,,9.91
40,009825,聯邦美國金融創新,9.74,0.05,0.52,07/27,87.4,60.4,54.6,47.3,,,,,,,,
41,00648R,元大S&P500反1,4.05,-0.03,-0.74,07/27,-38.9,54.5,48.8,47.3,-0.74,-15.5,-0.82,8.84,5.78,3.73,0.58,10.9
42,00949,復華日本龍頭,20.85,0.43,2.11,07/27,54.9,55.0,45.4,47.2,42.8,50.9,47.1,19.9,27.0,,,18.1
43,009811,統一美國50,13.06,0.17,1.32,07/27,10.6,72.1,67.5,47.1,50.5,51.9,42.5,41.6,,,,38.2
44,00918,大華優利高填息30,32.58,0.08,0.25,07/27,19.7,31.4,33.9,46.9,26.4,35.0,4.54,3.59,5.72,-19.0,,7.78
45,2636,台驊控股,65.9,0.2,0.3,07/27,37.0,39.8,32.5,46.6,-8.62,-0.75,4.6,3.38,0.18,-0.6,0.14,4.37
46,1402,遠東新,27.45,0.1,0.37,07/27,47.6,54.1,48.8,46.3,52.1,18.6,0.35,-4.88,-5.21,-0.38,0.79,-4.05
47,2412,中華電,140.5,1.5,1.08,07/27,62.2,57.7,53.8,46.1,38.2,5.15,-0.01,4.84,2.97,2.63,-1.88,2.91
48,9951,皇田,53.4,0.2,0.38,07/27,53.4,75.1,56.1,45.6,12.2,-0.02,-3.11,-2.3,-0.55,-0.16,-0.02,-2.4
49,4974,亞泰,68.1,0.4,0.59,07/27,60.1,40.9,36.4,45.0,-2.39,12.3,3.5,-1.4,-3.49,-0.58,0.0,-0.98
50,1463,強盛新,17.85,0.0,0.0,07/27,69.5,53.0,33.6,44.2,52.3,35.3,13.6,36.5,10.2,7.13,1.57,35.3
51,7631,聚賢研發-創,138.5,-0.5,-0.36,07/27,6.9,65.7,59.5,44.0,23.7,4.33,2.21,1.79,1.25,,,1.61
52,2883,凱基金,30.7,0.05,0.16,07/27,26.2,37.0,39.0,43.7,31.0,21.6,9.29,11.0,11.9,5.88,1.96,12.2
53,020025,統一亞洲半導體N,37.02,-0.4,-1.07,07/27,95.7,71.4,62.3,43.7,18.7,-26.5,-33.0,-14.0,-13.5,21.6,,-15.3
54,009807,台新標普科技精選,16.57,0.0,0.0,07/27,-12.3,-1.78,33.9,43.2,33.2,44.0,17.0,20.1,-6.19,,,22.4
55,00898,國泰基因免疫革命,9.36,-0.03,-0.32,07/27,37.1,52.5,51.9,43.2,55.0,46.2,49.7,48.0,42.9,38.6,,46.3
