排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,00836B,永豐10年A公司債,28.22,0.02,0.07,08/12,0.0,0.0,0.0,67.2,59.1,46.0,25.3,12.4,0.38,0.06,,0.78
2,9938,百和,42.5,0.0,0.0,08/12,25.2,29.2,29.7,28.4,19.1,7.78,4.44,3.02,1.62,0.4,0.13,3.46
3,2204,中華,51.5,-0.3,-0.58,08/12,0.0,0.85,12.0,22.8,14.4,9.53,5.52,3.8,3.92,4.01,2.86,4.19
4,3665,貿聯-KY,2155.0,-45.0,-2.05,08/12,41.4,32.9,27.1,20.8,10.8,5.75,9.5,8.29,7.25,5.61,3.97,9.34
5,6535,順藥,88.1,-4.0,-4.34,08/12,13.4,15.4,17.6,19.4,19.7,16.1,7.9,4.33,1.16,0.52,,3.35
6,1773,勝一,161.0,0.0,0.0,08/12,35.0,24.8,19.2,18.5,10.4,3.82,1.12,1.58,1.56,2.65,1.55,1.67
7,6768,志強-KY,65.6,-1.9,-2.81,08/12,0.0,12.5,14.7,18.4,9.04,11.1,4.89,3.49,4.98,2.71,,5.35
8,6715,嘉基,396.5,36.0,9.99,08/12,0.0,0.0,0.0,18.2,11.6,5.42,2.19,0.75,0.67,0.6,,0.7
9,1590,亞德客-KY,1595.0,35.0,2.24,08/12,0.0,16.9,22.8,16.4,6.83,5.59,3.37,2.16,1.52,2.0,2.07,1.83
10,4764,雙鍵,249.5,9.0,3.74,08/12,0.0,0.0,10.2,15.8,7.7,2.41,1.01,0.5,0.33,0.32,,0.41
11,6138,茂達,292.5,4.5,1.56,08/12,0.0,0.0,0.0,15.1,6.54,3.13,1.01,1.1,1.86,3.71,2.63,0.99
12,5434,崇越,532.0,10.0,1.92,08/12,0.75,0.53,0.4,14.3,14.2,5.87,4.31,4.33,5.45,4.75,2.73,4.38
13,7769,鴻勁,6480.0,130.0,2.05,08/12,11.2,8.26,13.7,13.9,5.0,4.51,5.81,3.4,,,,3.1
14,5536,聖暉*,918.0,-23.0,-2.44,08/12,20.6,16.7,17.1,13.4,6.69,5.2,4.11,3.58,5.01,5.43,3.34,5.07
15,7751,竑騰,1315.0,60.0,4.78,08/12,29.7,15.2,14.0,13.1,6.03,7.19,7.11,4.84,,,,3.52
16,9802,鈺齊-KY,72.8,-2.1,-2.8,08/12,0.0,6.37,9.06,12.8,9.81,6.92,4.41,2.71,0.96,0.3,0.09,2.48
17,8028,昇陽半導體,265.0,4.0,1.53,08/12,28.0,22.5,18.1,12.0,11.1,3.34,1.59,0.71,0.51,0.13,,0.9
18,8210,勤誠,1005.0,-10.0,-0.99,08/12,11.4,18.6,19.0,11.9,7.6,6.67,8.13,5.17,1.96,0.46,0.26,3.64
19,3227,原相,204.0,-5.0,-2.39,08/12,0.0,13.1,14.6,11.7,11.5,9.06,2.44,2.63,2.09,2.12,1.64,2.85
20,4966,譜瑞-KY,591.0,-4.0,-0.67,08/12,0.0,0.0,0.0,11.7,10.4,6.33,5.81,4.11,3.23,3.43,3.67,3.92
21,3583,辛耘,734.0,32.0,4.56,08/12,17.8,18.9,15.5,11.6,7.08,6.81,2.54,1.23,1.45,0.97,0.98,1.13
22,5371,中光電,86.5,-1.1,-1.26,08/12,0.0,0.0,6.66,11.5,9.17,2.36,1.36,1.31,0.59,1.27,0.96,1.0
23,6669,緯穎,6025.0,95.0,1.6,08/12,9.97,18.0,13.7,11.5,5.61,4.27,4.28,3.38,3.76,3.39,,4.08
24,5347,世界,159.5,1.5,0.95,08/12,0.05,0.16,0.17,11.3,6.77,7.13,6.93,6.3,7.53,7.39,5.19,6.73
25,3228,金麗科,146.0,0.0,0.0,08/12,0.0,0.0,0.0,10.9,3.67,1.78,0.28,0.14,0.1,0.04,0.12,0.12
26,6670,復盛應用,264.0,-5.0,-1.86,08/12,0.0,0.64,0.5,10.2,7.55,9.75,4.52,5.78,11.6,6.25,,6.43
27,2885,元大金,68.6,0.2,0.29,08/12,4.78,2.87,14.5,10.1,4.31,5.07,14.0,10.7,13.0,7.37,2.72,12.0
28,2357,華碩,852.0,13.0,1.55,08/12,4.69,3.05,2.15,9.98,5.9,6.07,7.02,5.61,5.98,6.35,3.99,6.06
29,00965,元大航太防衛科技,27.15,0.18,0.67,08/12,8.86,6.06,10.1,9.95,5.27,4.06,4.06,3.8,5.62,,,4.28
30,3131,弘塑,2555.0,165.0,6.9,08/12,0.58,1.24,0.83,9.73,11.0,11.9,6.92,5.02,4.56,4.96,4.12,4.97
31,6196,帆宣,499.0,-11.0,-2.16,08/12,15.4,8.84,5.94,9.71,4.5,2.02,1.39,0.88,3.97,2.25,1.1,0.89
32,6415,矽力*-KY,449.0,-17.5,-3.75,08/12,32.6,16.3,12.4,8.39,8.44,10.1,4.08,2.66,2.46,2.28,2.31,2.69
33,6223,旺矽,6600.0,285.0,4.51,08/12,3.59,2.18,6.43,8.14,4.25,3.05,3.23,3.94,4.53,3.28,2.23,4.89
34,6515,穎崴,7170.0,250.0,3.61,08/12,1.18,3.17,1.44,7.84,11.7,19.9,14.4,11.2,5.84,5.13,,9.08
35,3532,台勝科,312.0,28.0,9.86,08/12,0.0,9.38,8.22,7.78,14.2,5.59,3.7,2.87,1.49,2.2,2.3,2.02
36,00988A,主動統一全球創新,16.76,0.21,1.27,08/12,0.0,0.0,0.0,7.72,2.99,1.14,1.18,0.88,,,,0.81
37,7734,印能科技,3350.0,120.0,3.72,08/12,9.61,13.6,10.4,7.64,5.89,2.49,4.18,2.08,1.38,,,1.7
38,2891,中信金,66.6,-0.2,-0.3,08/12,24.2,14.2,10.7,7.27,5.82,5.86,8.81,9.69,12.6,6.91,3.34,10.3
39,6488,環球晶,933.0,84.0,9.89,08/12,5.78,10.2,7.79,7.05,6.31,4.77,5.02,4.25,3.51,4.15,2.18,3.81
40,3653,健策,4470.0,405.0,9.96,08/12,0.25,7.2,13.5,6.78,2.87,2.35,4.17,5.21,5.81,6.44,4.49,5.6
41,5876,上海商銀,42.85,-0.25,-0.58,08/12,0.0,0.22,0.57,6.51,5.75,8.85,4.96,5.08,11.3,9.32,,6.51
42,2393,億光,63.3,-0.9,-1.4,08/12,7.57,4.87,4.76,6.04,2.33,2.38,4.33,4.28,11.8,8.18,3.39,4.62
43,3231,緯創,193.5,2.5,1.31,08/12,9.38,5.23,3.59,5.86,1.97,1.99,1.42,1.3,2.45,2.59,2.31,1.56
44,2458,義隆,146.0,0.5,0.34,08/12,7.51,11.2,8.94,5.76,4.18,2.83,2.19,3.52,5.25,4.31,2.51,4.93
