"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"301","6204","艾華","88.4","-0.6","-0.67","26W29","07/17","69","+0.44","70.3","0","70.3","0","70.3","0"
"302","00983D","主動富邦複合收益","9.91","-0.03","-0.3","26W29","07/17","44.9","+0.42","58.3","+0.49","70.4","+2.11","77.5","+1.36"
"303","3441","聯一光","130","-7.5","-5.45","26W29","07/17","61.1","+1.89","68.7","+2.64","75.5","+3.31","79.7","+1.95"
"304","3402","漢科","122.5","0","0","26W29","07/17","57.7","-1.2","62.1","-1.27","67.9","-0.47","69.2","-0.35"
"305","8024","佑華","13.2","0","0","26W29","07/17","55.5","-0.66","62.8","+0.15","71.4","+1.35","74.5","+0.07"
"306","3338","泰碩","64.2","+0.3","+0.47","26W29","07/17","58.1","-0.93","63.8","-0.56","68.8","-0.3","73.5","-0.08"
"307","3615","安可","38.05","-0.75","-1.93","26W29","07/17","63.7","+0.47","66.7","+0.59","71.2","+0.81","73.2","+0.01"
"308","1310","台苯","8.43","-0.26","-2.99","26W29","07/17","58.5","-0.17","64.8","+0.08","70.3","+0.21","73.6","+0.17"
"309","4976","佳凌","39.15","-0.85","-2.12","26W29","07/17","60","-0.17","65.8","+0.29","71.1","+0.32","72.1","+0.1"
"310","00660","元大歐洲50","46.55","-0.06","-0.13","26W29","07/17","37.8","-0.42","44","-0.41","67.4","-0.41","87.4","-0.41"
"311","00647L","元大S&P500正2","139.5","+0.4","+0.29","26W29","07/17","55","-0.85","60","+1.97","72.5","-0.75","72.5","-0.75"
"312","00685L","群益臺灣加權正2","11.96","+0.12","+1.01","26W29","07/17","42.6","-3.24","54.5","-4.42","66.2","-6.33","71.6","-7.31"
"313","3390","旭軟","22.35","-0.2","-0.89","26W29","07/17","51.7","-0.02","60.2","+0.21","67.8","-1.08","72","-0.95"
"314","00781B","國泰A級科技債","27.15","-0.15","-0.55","26W29","07/17","51","+0.83","60.3","+0.76","67.7","+5.21","73.8","-0.59"
"315","3325","旭品","11.25","0","0","26W29","07/17","54.1","-0.33","61","-0.3","69.6","-0.02","76.6","-0.01"
"316","1528","恩德","19.55","+0.05","+0.26","26W29","07/17","62.6","-0.18","66.1","-0.39","70.2","-0.52","71.5","+0.02"
"317","8936","國統","51.1","-0.1","-0.2","26W29","07/17","57.4","+0.02","63.4","-0.31","67.5","-0.17","70.4","-0.03"
