排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6527,明達醫,76.4,0.8,1.06,08/07,0.0,0.0,0.0,300.0,300.0,,,,,
2,2492,華新科,251.0,-5.5,-2.14,08/07,-0.77,56.1,129.0,159.0,147.0,66.5,-34.6,-51.0,-41.0,-81.6
3,7795,長廣,428.5,7.5,1.78,08/07,32.1,66.7,75.0,141.0,678.0,,,,,
4,8121,越峰,28.35,-0.95,-3.24,08/07,0.0,0.0,0.0,112.0,5200.0,,,,-53.1,
5,5464,霖宏,62.6,-5.0,-7.4,08/07,27.3,30.0,37.6,105.0,112.0,215.0,428.0,866.0,437.0,601.0
6,8021,尖點,395.0,-22.5,-5.39,08/07,24.1,50.1,93.6,103.0,92.1,93.0,35.1,22.8,-37.3,-35.2
7,1591,駿吉-KY,35.6,-1.0,-2.73,08/07,9.35,12.5,12.5,98.3,,,-83.9,-85.2,-85.0,-84.9
8,3048,益登,57.5,-0.9,-1.54,08/07,8.92,13.5,50.1,97.5,92.9,61.0,-27.0,-56.9,84.5,-55.6
9,3485,敘豐,210.5,-4.0,-1.86,08/07,7.69,15.3,58.1,96.0,88.5,416.0,,,,
10,7769,鴻勁,6320.0,-155.0,-2.39,08/07,-1.79,-14.0,-11.2,86.2,142.0,181.0,96.9,,,
11,00923,群益台ESG低碳50,40.95,-0.31,-0.75,08/07,37.0,65.6,90.0,83.3,112.0,148.0,56.1,23.3,75.6,623.0
12,7822,倍利科,850.0,-17.0,-1.96,08/07,0.85,19.2,43.9,76.1,127.0,3833.0,,,,
13,3529,力旺,2725.0,65.0,2.44,08/07,6.07,14.0,30.7,69.9,126.0,103.0,-53.8,-37.6,563.0,-24.8
14,6226,光鼎,22.05,-0.8,-3.5,08/07,7.91,8.91,14.4,69.6,186.0,350.0,,,,
15,2368,金像電,982.0,-3.0,-0.3,08/07,51.3,53.8,68.9,66.5,39.8,-12.7,-72.1,-87.1,-82.1,-88.5
16,6442,光聖,1325.0,-90.0,-6.36,08/07,13.3,19.3,59.0,66.2,78.6,87.5,165.0,78.1,19.5,15.1
17,6907,雅特力-KY,189.0,-6.0,-3.08,08/07,-0.92,2.86,11.0,60.4,136.0,49.3,535.0,,,
18,3711,日月光投控,585.0,-10.0,-1.68,08/07,1.31,4.25,14.4,57.4,24.7,-45.9,-66.8,-25.0,-79.2,-22.7
19,1617,榮星,18.2,-0.2,-1.09,08/07,2.53,5.83,22.0,56.9,69.5,9.57,2.53,-33.6,-34.1,-43.5
20,5488,松普,13.5,0.3,2.27,08/07,30.6,38.0,51.2,56.6,62.3,-7.94,1332.0,3147.0,-20.8,1118.0
21,3374,精材,306.5,-9.5,-3.01,08/07,19.1,25.0,29.1,49.7,46.7,97.5,46.7,-26.8,-63.5,-36.2
22,1718,中纖,9.91,-0.29,-2.84,08/07,3.66,22.9,26.3,49.0,52.1,30.3,158.0,294.0,418.0,303.0
23,5210,寶碩,28.25,0.45,1.62,08/07,5.42,17.4,17.4,48.8,155.0,304.0,,,,
24,7788,松川精密,235.0,17.0,7.8,08/07,7.95,11.2,39.5,48.3,51.8,48.3,706.0,,,
25,1714,和桐,15.75,-0.45,-2.78,08/07,31.3,33.6,37.2,43.3,34.7,13.6,94.4,334.0,130.0,426.0
26,4924,欣厚-KY,10.1,0.1,1.0,08/07,0.0,22.0,42.9,42.9,47.1,92.3,,,,
27,4542,科嶠,290.0,-17.0,-5.54,08/07,3.56,37.6,36.3,42.0,55.2,66.8,211.0,144.0,227.0,190.0
28,4971,IET-KY,460.5,-19.5,-4.06,08/07,16.5,39.9,42.3,41.7,24.7,-4.27,88.1,26.0,-21.9,31.8
29,1742,台蠟,17.8,-0.15,-0.84,08/07,0.0,27.2,39.9,39.9,39.9,39.9,39.9,-57.5,-57.5,-57.5
30,5490,同亨,30.7,-2.65,-7.95,08/07,11.7,13.3,36.6,39.0,45.9,49.9,-16.2,5.82,-44.3,-33.2
31,6743,安普新,24.95,-0.2,-0.8,08/07,11.5,27.8,27.4,37.8,40.9,18.4,112.0,86.5,23.5,82.2
32,8358,金居,352.0,-32.0,-8.33,08/07,23.4,38.4,55.6,37.4,68.4,60.4,-13.9,9.2,-13.0,-9.54
33,7772,耀穎,91.0,-3.4,-3.6,08/07,0.0,0.0,11.8,35.7,90.0,533.0,,,,
34,8210,勤誠,1115.0,-120.0,-9.72,08/07,20.5,25.8,26.4,35.5,36.7,-39.0,32.9,98.7,47.3,121.0
35,6584,南俊國際,550.0,50.0,10.0,08/07,0.25,0.25,3.85,35.0,25.8,31.9,81.6,80.0,-27.8,72.3
36,2755,揚秦,102.5,-1.0,-0.97,08/07,16.9,19.0,27.0,34.9,59.4,299.0,95.1,-32.1,11.5,-34.8
37,6693,廣閎科,185.5,16.5,9.76,08/07,2.31,17.7,21.6,33.4,37.6,39.4,5.09,-9.77,36.0,-23.7
38,00749B,凱基新興債10+,31.24,-0.1,-0.32,08/07,0.0,0.0,0.0,33.3,33.3,300.0,,,-60.0,
39,6715,嘉基,333.5,-26.5,-7.36,08/07,1.93,20.1,25.4,32.2,68.0,67.1,-29.5,21.1,20.6,33.3
40,2383,台光電,5240.0,-65.0,-1.23,08/07,3.47,6.96,11.3,32.0,22.4,-0.75,-61.2,-69.1,-73.2,-68.8
41,6614,資拓宏宇,36.25,0.05,0.14,08/07,3.9,3.9,3.9,31.1,111.0,56.9,,,,
42,8424,惠普,69.2,0.4,0.58,08/07,13.3,13.3,13.3,30.8,30.8,30.8,-15.0,-10.5,-5.56,-10.5
43,00891,中信關鍵半導體,34.75,-0.34,-0.97,08/07,27.2,25.5,25.5,30.7,-3.49,43.2,-14.9,54.9,16.4,225.0
44,8084,巨虹,44.4,1.95,4.59,08/07,5.71,27.6,27.6,29.8,60.9,,0.0,0.0,106.0,0.0
