"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減(%)","2日增減(%)","3日增減(%)","5日增減(%)","10日增減(%)","1個月增減(%)","3個月增減(%)","半年增減(%)","1年增減(%)","今年增減(%)"
"180","1718","中纖","10.45","-0.05","-0.48","14,668","08/19","-1.84","-2.52","-3.45","-11.3","+2.1","+25.1","+60","+47.1","+13.3","+40"
"181","2743","山富","57.3","+0.8","+1.42","60","08/19","-0.17","+0.33","-1.48","-11.2","-19.9","-35.4","-45.8","-38.8","-57.1","-40.4"
"182","5228","鈺鎧","42.55","+0.35","+0.83","337","08/19","+5.16","+2.85","-1.47","-11.2","+16.4","-18.6","-44.8","-16.1","+1,517","+221"
"183","5604","中連","30.6","-0.3","-0.97","6","08/19","0","-11.1","-11.1","-11.1","-11.1","-11.1","-36","-87.2","-85.8","-85.5"
"184","4771","望隼","199.5","+1.5","+0.76","186","08/19","-4.42","-2.7","+0.93","-11.1","-24.7","-23.5","-3.78","0","-45.9","-22.5"
"185","6465","威潤","46.1","-0.7","-1.5","99","08/19","+0.45","+0.23","-7.59","-11.1","-1.99","+21.7","+67.6","","",""
"186","3711","日月光投控","588","-11","-1.84","22,448","08/19","+1.54","-1.72","-3.76","-10.9","-0.82","+5.08","+45.8","+185","+136","+21.7"
"187","1731","美吾華","20.7","0","0","54","08/19","0","-0.74","-0.74","-10.9","-14.3","-15.1","+13.9","+1.12","+80","+106"
"188","3679","新至陞","109.5","-0.5","-0.45","28","08/19","-0.92","-1.82","-3.57","-10.7","-12.2","-9.24","-23.9","-41.3","-51.6","-38.6"
"189","4119","旭富","52","-0.3","-0.57","58","08/19","-1.08","-1.25","-4.01","-10.7","-9.67","-8.77","-23.5","+8.46","-2.65","+23.3"
"190","00666R","富邦恒生國企反1","9.01","-0.1","-1.1","60","08/19","0","0","-10.7","-10.7","+24.1","+194","+119","+111","-10.3","+15.3"
"191","00651R","復華香港反1","5.16","-0.05","-0.96","281","08/19","-2.4","-3.05","-3.05","-10.6","-5.8","-13.8","-24.4","-41.7","-65.7","-48.6"
"192","1536","和大","50.2","-0.2","-0.4","884","08/19","-0.64","-2.86","-4.76","-10.5","-10.3","-18.8","-22.3","-20.9","-30.3","-24.2"
"193","2034","允強","19.75","-0.05","-0.25","767","08/19","-5.61","-6.64","-6.99","-10.5","-8.72","-12.9","-32.8","-33.5","-11.1","-28.2"
"194","2906","高林","13.6","-0.05","-0.37","135","08/19","0","-8.32","-12.2","-10.4","-11.2","-11.3","-11.9","+4.85","-51.9","-18.9"
"195","1295","生合","45.85","-0.05","-0.11","41","08/19","-2.67","-2.67","-4.58","-10.4","-6.41","-5.81","-5.81","+128","","+508"
"196","3135","凌航","153","-4.5","-2.86","1,455","08/19","-8.49","-10.5","-12.8","-10.4","-13.4","+21.5","+109","","",""
"197","3029","零壹","110","+2.5","+2.33","960","08/19","-0.18","-2.37","-1.96","-10.4","-11.9","-15.2","-14.4","-11.8","-38.4","-19.4"
"198","4908","前鼎","152.5","+2.5","+1.67","909","08/19","-2.11","-2.96","-2.63","-10.3","-3.68","+7.78","-20.2","-24.7","-48.3","-25"
"199","2015","豐興","63.7","+0.6","+0.95","376","08/19","-2.78","-12.5","-14.6","-10.3","-22.2","-12.5","-5.41","-30","-18.6","-46.2"
"200","4129","聯合","87","+1.2","+1.4","199","08/19","-0.95","-1.11","-2.49","-10.3","-8.81","-14.2","-25.8","+32.1","+12.6","+41.1"
"201","6207","雷科","102","0","0","2,995","08/19","+1.24","-7.33","-7.75","-10.2","-5.51","-35.5","-38.4","+2.93","-19.5","+3.3"
"202","5876","上海商銀","43.5","+0.3","+0.69","7,354","08/19","-5.5","-10.2","-11","-10.2","+2.18","-6.38","-30.3","-53.7","+21.8","-57.5"
"203","2382","廣達","331","+4","+1.22","16,525","08/19","-1.09","-3.38","-8.73","-10.2","-2.1","+30.1","+41.5","+25.1","-9.52","-9.81"
"204","5312","寶島科","90.6","+0.7","+0.78","65","08/19","-0.66","-5.66","-7.98","-10.2","-19.2","-21.9","-31.2","-28.3","-42.1","-30.4"
"205","2395","研華","694","+15","+2.21","4,740","08/19","+5.42","+7.15","+4.87","-10.2","-16.3","+4.81","-6.16","-34.5","+209","-16.1"
"206","5351","鈺創","126.5","+4.5","+3.69","33,998","08/19","+2.63","-7.36","-7.15","-10.1","-15.8","-30","-32.2","-18","+23.3","-21.9"
"207","2431","聯昌","10.15","-0.05","-0.49","169","08/19","-3.59","-9.94","-9.94","-9.94","-10.4","-17.1","-34.9","-66.5","-71","-63.4"
"208","3543","州巧","43.55","+0.95","+2.23","2,421","08/19","-1.12","-1.49","-5.08","-9.88","-6.15","-5.24","-30.7","-45.9","+0.77","-8.86"
"209","3356","奇偶","63","-1","-1.56","493","08/19","-0.85","-1.91","-1.32","-9.88","-7.7","-11.7","-14.6","-28.4","-44.4","-32.9"
"210","6613","朋億*","251","-4","-1.57","205","08/19","-0.15","-1.04","-8.64","-9.88","-18","-16.9","-36.8","+53.5","+13.3","+55.2"
"211","4974","亞泰","68.2","-0.5","-0.73","83","08/19","-0.14","-1.93","-4.55","-9.86","-16.5","-20.1","-44.3","-50.6","-64.8","-58.5"
"212","2890","永豐金","39.4","-0.2","-0.51","24,547","08/19","+1.04","+2.68","-5.13","-9.83","-29.7","-15.4","-43.3","-9.14","-46.2","-10.9"
"213","5314","世紀*","21.5","+1.95","+9.97","11,029","08/19","-6.6","-7","-7.3","-9.77","-13.1","-28.8","-25.5","-36.2","-15.2","-38.6"
"214","2412","中華電","136","-1","-0.73","7,121","08/19","-1.29","-9.71","-11.2","-9.75","-48.2","-41","+314","+241","+283","+148"
"215","3213","茂訊","132.5","+0.5","+0.38","204","08/19","+0.31","-5.61","-10.2","-9.75","-19.9","-6.63","-34.9","-43.8","-46.2","-38.3"
"216","5522","遠雄","62.6","-0.5","-0.79","605","08/19","-1.43","-2.33","-4.17","-9.74","-2.03","+4.78","+0.21","-40.6","-40.2","-46.8"
"217","4168","醣聯","22.5","+0.2","+0.9","101","08/19","0","0","-8.7","-9.68","-13.4","-19.2","-54.8","-74.1","-90","-81.5"
"218","2385","群光","106","+1.5","+1.44","2,195","08/19","+1.19","-0.14","-0.78","-9.67","-9.76","-15.4","+46.7","-10.7","-14.6","-17.6"
"219","7750","新代","2515","+25","+1","737","08/19","-9.05","-11.4","-11.5","-9.64","-2.3","-3.32","-19.5","","",""
"220","1440","南紡","13.35","0","0","1,548","08/19","-4.58","-5.53","-9.21","-9.63","-2.32","-7.39","+5.51","+72.7","+27.6","+64.1"
"221","6533","晶心科","248.5","+3.5","+1.43","924","08/19","0","-2","-5.55","-9.61","+3.52","-11","-11.8","-6.62","-13.7","-2.69"
"222","4440","宜新實業","17.6","0","0","50","08/19","-0.7","-7.79","-13.9","-9.55","-3.4","-4.05","+69","-45.8","-72.8","-61.4"
"223","6281","全國電","51.1","-0.1","-0.2","48","08/19","-9.52","-9.52","-9.52","-9.52","-13.6","-62.7","-82.4","+72.7","+171","+90"
"224","9943","好樂迪","50.7","0","0","67","08/19","-11.6","-10.6","-9.52","-9.52","-7.32","-19.1","-27.6","-13.6","+4.11","-18.3"
"225","2101","南港","32.3","+0.3","+0.94","1,681","08/19","-0.53","-1.44","-7.04","-9.49","-6.97","-11.7","-26.7","-37.2","-42.1","-39.1"
"226","6265","方土昶","59.2","+0.4","+0.68","6,213","08/19","+4.51","+5.23","+0.46","-9.44","-12.5","-24.4","-31","-20.6","+54","-33.9"
"227","6213","聯茂","484","-4","-0.82","3,111","08/19","-1.34","-3.19","-4.34","-9.29","-8.85","+12","+33.1","-0.52","-15.6","-4.7"
"228","00403A","主動統一升級50","9.97","-0.19","-1.87","194,876","08/19","+1.74","-1.62","-1.45","-9.21","-18.6","-26","-50","","",""
"229","2408","南亞科","481","-34","-6.6","69,158","08/19","-1","-3.22","-3.35","-9.2","-14.1","-5.96","-23.9","-42.1","+57","-46.9"
"230","00981T","平衡凱基雙核收息","11.68","-0.06","-0.51","3,145","08/19","0","+1.14","-11","-9.18","-3.26","+112","+256","+162","","+154"
"231","1234","黑松","33.25","-0.1","-0.3","81","08/19","+11.1","+11.1","0","-9.09","-23.1","-33.3","-60","-89","-94.7","-93"
"232","4175","杏一","50.4","+0.2","+0.4","9","08/19","0","-9.09","-9.09","-9.09","-16.7","-13","-39.4","-47.4","-47.4","-44.4"
"233","00663L","國泰臺灣加權正2","97.6","-2.5","-2.5","6,306","08/19","+4.08","-0.84","-1.38","-9.07","-18.5","-18.3","+54.7","+125","+399","+146"
"234","6509","聚和","45.85","-0.4","-0.86","435","08/19","-1.31","-2.97","-4.81","-8.99","-13","-22.5","-39","-11.9","-8.96","-13"
"235","1593","祺驊","31.8","+0.1","+0.32","4","08/19","0","0","0","-8.96","+7.02","0","-23.8","+14","+62.7","-15.9"
"236","9927","泰銘","68.6","-0.1","-0.15","89","08/19","0","-1.61","-1.61","-8.96","0","+7.02","+32.6","-20.8","-78.4","-19.7"
"237","2425","承啟","39","-0.55","-1.39","2,335","08/19","-1.02","+3.7","-7.42","-8.91","+9.49","+50.5","+182","+131","+98.5","+119"
"238","4991","環宇-KY","486.5","+1.5","+0.31","983","08/19","-3.03","-6.24","-8.37","-8.88","-5.14","+1.49","-0.34","-23.9","-32.8","-38"
"239","4745","合富-KY","11.7","-0.2","-1.68","48","08/19","-6.61","-8.13","-8.13","-8.87","-13.1","-6.61","-14.4","-79.1","-51.5","-88.7"
"240","00714","群益道瓊美國地產","21.99","-0.1","-0.45","111","08/19","0","-8.82","-8.82","-8.82","0","+1,450","+933","-90.3","+6.9","-90"
"241","6771","平和環保-創","41.6","+0.1","+0.24","65","08/19","-3.88","-6.06","-7.46","-8.82","+25.3","+55","+138","+5.98","-4.62","+72.2"
"242","4536","拓凱","169.5","+2.5","+1.5","180","08/19","-8.4","-7.83","-9.77","-8.81","-15","-9.23","-37.6","+21.5","+31.9","+12.6"
"243","5511","德昌","71","+0.7","+1","146","08/19","-1.31","-2.4","-4.86","-8.79","+1.93","+15.3","+2.52","-6.37","-40.4","-11.5"
"244","0050","元大台灣50","103.1","-1.8","-1.72","100,819","08/19","+5.88","+2.57","-0.11","-8.78","-24.5","-67.6","+89.8","+160","+238","+126"
"245","9908","大台北","28.95","-0.05","-0.17","214","08/19","0","-9.45","-9.45","-8.73","-10.2","-25.8","-41.3","+211","+667","+211"
"246","2204","中華","53","+0.5","+0.95","1,608","08/19","-7.45","-8.19","-8.73","-8.73","-7.99","+10.8","-43","-65.7","-70","-68.1"
"247","2916","滿心","40.15","0","0","33","08/19","-4.5","-8.62","-8.62","-8.62","-12.4","-50.5","-71.2","-63.1","-68.5","-62.7"
"248","3564","其陽","46.1","+0.1","+0.22","78","08/19","-1.2","-2.38","-6.51","-8.6","-22.2","-21.9","-27.8","-50","-65","-48.8"
"249","6757","台灣虎航","57","+0.4","+0.71","1,500","08/19","-2.32","-4.98","-6.27","-8.57","-8","-6.94","-8.36","-35.5","-52","-38.8"
"250","6781","AES-KY","1065","+5","+0.47","346","08/19","-0.7","-7.54","-10.1","-8.56","-4.33","-18.5","-30.8","-11.5","+58.2","-3.26"
"251","6577","勁豐","80.7","+0.5","+0.62","38","08/19","-1.16","-5","-5.52","-8.56","-20.5","+62.9","+64.4","+56.9","+2.4","+14.8"
"252","0052","富邦科技","60.15","-0.75","-1.23","12,818","08/19","-1.06","-1.17","-3.37","-8.53","-13.8","-15.5","-9.8","+0.73","+12,888","+37.7"
"253","2345","智邦","2125","-100","-4.49","4,041","08/19","+1.79","-5.41","-2.75","-8.45","+26.8","+25.3","+7.61","-13.8","-22.8","-47"
"254","1459","聯發","14","+0.25","+1.82","103","08/19","0","-13.4","-13.4","-8.39","-32.3","-48.6","-32","-17.7","","-13.4"
"255","2603","長榮","240.5","+2.5","+1.05","20,580","08/19","+0.99","+0.46","-3.35","-8.3","-9.78","-13.4","+1.12","-16.3","-22.3","-25.1"
"256","00685L","群益臺灣加權正2","11.16","-0.28","-2.45","242,586","08/19","+2.82","+3.28","-0.5","-8.29","-11.7","-9.32","+36,410","+52,391","+34,128","+54,303"
"257","00990B","國泰收益非投等債","9.99","-0.01","-0.1","2,160","08/19","0","-6.91","+0.39","-8.24","-7.58","","","","",""
"258","3017","奇鋐","3095","+80","+2.65","3,982","08/19","-0.86","-2.49","-1.61","-8.24","-1.45","-11.5","-7.02","-13.4","-33.3","-27.8"
"259","00919","群益台灣精選高息","30.39","+0.05","+0.16","40,347","08/19","+0.51","+7.92","-11.2","-8.23","+5.01","+5.47","+12.6","+34.8","-57.4","-3.41"
"260","3717","聯嘉投控","22.2","-0.25","-1.11","1,277","08/19","+0.89","+2.27","-2.36","-8.19","+10.3","+26.6","+35.2","+58.1","+57.3","+78.5"
"261","5203","訊連","58.5","+0.1","+0.17","139","08/19","-1.51","-4.97","-6.6","-8.18","-11.4","-22.7","-27.5","-41.1","-59","-48.5"
"262","1617","榮星","17.35","-0.35","-1.98","351","08/19","+1.72","+1.45","-2.71","-8.16","-20.7","-28.7","+26.6","+17.7","-21.4","-22.7"
"263","2474","可成","204","0","0","2,608","08/19","-0.85","-1.98","-5.61","-8.03","+0.31","-20.4","+41","+554","+446","+293"
"264","3594","磐儀","50.8","+0.3","+0.59","580","08/19","+0.52","-7.2","-5.45","-8.03","-6.8","-9.22","-14.7","-9.1","-18.8","-6.68"
"265","00631L","元大台灣50正2","33.96","-0.85","-2.44","193,544","08/19","+1.12","+1.53","-1.16","-7.98","-14.2","-19.8","+51.3","+6,568","+4,685","+6,737"
"266","3147","大綜","221.5","-3.5","-1.56","349","08/19","-1.65","-3.31","-3.51","-7.97","-20.5","-5.31","-4.72","-2.62","-26.3","-3.38"
"267","1537","廣隆","121","+0.5","+0.41","411","08/19","-9.38","-12.1","-9.38","-7.94","+3.57","+3.57","+75.8","+38.1","-54.7","+18.4"
"268","00981A","主動統一台股增長","29.06","-0.55","-1.86","234,849","08/19","-1.2","-4.55","-8.46","-7.9","-13.8","+11.4","-7.48","+193","+440","+80.8"
"269","3168","眾福科","41.35","-0.15","-0.36","8","08/19","-5.41","-5.41","-5.41","-7.89","-7.89","-5.41","+6.06","-20.5","-22.2","-5.41"
"270","2855","統一證","45.85","-1","-2.13","3,260","08/19","-0.98","-2.45","-7.71","-7.89","-17.2","-28.1","+8.46","-61.6","+21.5","+65.8"
"271","6016","康和證","19.15","-0.25","-1.29","1,438","08/19","+0.16","-0.67","-4.28","-7.88","-0.75","-40.1","-57.8","-36.9","+218","+224"
"272","00852L","國泰美國道瓊正2","35.51","-0.17","-0.48","9","08/19","-6","-20.3","+20.5","-7.84","+30.6","+20.5","-63.8","-89.1","-82.2","-44"
"273","00941","中信上游半導體","25.95","-0.73","-2.74","1,577","08/19","+3.63","-0.5","+2.56","-7.83","-1.48","-17.4","-3.85","-21.6","-51.7","-18.4"
"274","2248","華勝-KY","62.9","+2.9","+4.83","186","08/19","-1.95","-2.81","-3.99","-7.83","+2.41","-3.49","+167","+1,102","","+2,414"
"275","8150","南茂","87.3","-1.8","-2.02","18,502","08/19","-2.89","-4.39","-4.79","-7.81","+20.4","+2.43","+44.9","+26.7","+456","+36.7"
"276","2493","揚博","183","+1.5","+0.83","2,440","08/19","+1.81","+0.96","-3.81","-7.81","+9.54","+18.6","+38.7","+58.2","+14.2","+27.1"
"277","2332","友訊","20.7","-0.3","-1.43","12,718","08/19","-0.76","-5.77","-3.06","-7.79","-0.69","+21.4","+42.9","+28.8","+41.3","+31.8"
"278","3211","順達","369","-13.5","-3.53","3,000","08/19","-1.66","-2.07","+0.2","-7.77","-3.05","-4.14","+24.9","+127","+75","+139"
"279","5258","虹堡","47.1","-0.35","-0.74","392","08/19","-2.99","-3.97","-3.84","-7.74","-13.6","-12.2","-38","-27","-37.8","-35.8"
"280","1444","力麗","7.14","-0.16","-2.19","1,489","08/19","0","-4.65","-6.04","-7.73","-9.68","-10","-49.5","-70.6","-86.1","-86.9"
"281","0061","元大寶滬深","24.45","-0.35","-1.41","164","08/19","0","0","0","-7.69","0","-20","-91.4","-94.8","-98","-95.7"
"282","4961","天鈺","166.5","+6.5","+4.06","807","08/19","-3.82","-1.36","+0.61","-7.65","-22.9","-29.7","-44","-47.2","-28.9","-35.9"
"283","6894","衛司特","330.5","+0.5","+0.15","25","08/19","-1.14","-3.97","-4.61","-7.64","-7.84","-4.4","-19.1","+73.3","","+504"
"284","6605","帝寶","141","+3","+2.17","548","08/19","-2.02","-2.02","-1.28","-7.62","-5.03","-6.11","+2.2","+15.2","+17.2","+11.5"
"285","1463","強盛新","17.45","-0.25","-1.41","66","08/19","+3.76","+0.61","+5.52","-7.62","+4.63","+2.26","+68.5","+0.81","-45.4","-3.68"
"286","3006","晶豪科","245.5","-2.5","-1.01","9,106","08/19","+1.29","-2.95","-6.66","-7.6","-7.64","-13.7","-44.4","-29.4","+68.4","+22.1"
"287","00983A","主動中信ARK創新","11.7","-0.22","-1.85","1,783","08/19","+0.23","+0.23","-1.57","-7.59","-2.88","-1.57","-49.8","-68","-87.3","-77.8"
"288","00895","富邦未來車","49.24","-1.16","-2.3","117","08/19","0","-1.61","-1.61","-7.58","-15.3","-11.6","-30.7","-65.3","-70.8","-79"
"289","2344","華邦電","168","-8.5","-4.82","113,062","08/19","+0.73","-1.98","-6.1","-7.55","-3.5","-7.19","-8.39","-6.86","+135","-20"
"290","4123","晟德","32.4","+0.45","+1.41","1,864","08/19","-0.41","-0.79","-0.78","-7.43","-11.1","-14.6","-24.9","+20.1","-6.87","+22.7"
"291","2376","技嘉","348.5","+0.5","+0.14","6,754","08/19","+0.45","-11","+2.29","-7.41","+10.6","-14.5","-38.3","-18.3","+14.7","+5.35"
"292","6865","偉康科技","25.8","0","0","0","08/19","0","0","0","-7.41","-7.41","-12.8","-77.6","-90.2","","-90.1"
"293","3416","融程電","176.5","+0.5","+0.28","210","08/19","-1.54","-3.37","-7.15","-7.36","-3.03","-16.5","-28.1","-40.4","-8.08","-42.1"
"294","1336","台翰","17.35","-0.15","-0.86","347","08/19","+0.23","-1.15","-1.82","-7.35","-2.64","-4.54","-1.22","-2.56","+2.13","-0.23"
"295","3712","永崴投控","20.5","+0.1","+0.49","940","08/19","-2.09","-0.66","-3.06","-7.29","-10.8","-21.8","-21.3","-46.5","-60.3","-44.3"
"296","6418","詠昇","32.25","+0.25","+0.78","37","08/19","-0.46","-3.81","-3.91","-7.24","-6.32","-19","-21.6","-34.6","-59.7","-44.7"
"297","2911","麗嬰房","6.66","-0.04","-0.6","71","08/19","-0.6","-7.73","-5.65","-7.22","-16.9","+21.9","","","",""
"298","2430","燦坤","17.05","-0.1","-0.58","37","08/19","-1.09","-4.21","-5.21","-7.14","-6.19","+12.3","-42","+16.7","-39.7","+16.7"
"299","4513","福裕","16.45","-0.5","-2.95","619","08/19","-1.77","-2.53","-1.09","-7.11","-12.9","-17.2","-15","-20.7","-26.8","-25.7"
"300","9911","櫻花","82.1","-0.1","-0.12","228","08/19","+0.77","+0.26","-1.26","-7.11","-6","+2.89","+15.6","-0.51","+2.35","+5.09"
