排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,4989,榮科,55.6,4.6,9.02,26W31,07/31,34.6,14.4,31.8,14.5,31.3,16.5
2,00650L,復華香港正2,17.87,0.07,0.39,26W31,07/31,47.4,4.27,44.3,5.86,44.3,7.44
3,00676R,富邦臺灣加權反1,5.76,-0.6,-9.43,26W31,07/31,39.1,5.95,35.6,6.24,31.2,6.71
4,00673R,期元大S&P原油反1,13.07,0.45,3.57,26W31,07/31,41.8,5.97,39.2,6.89,35.2,6.59
5,5321,美而快,53.3,1.3,2.5,26W31,07/31,54.2,5.25,50.8,5.82,48.1,6.14
6,00731,復華富時高息低波,91.05,3.6,4.12,26W31,07/31,15.3,-2.96,9.47,-1.88,5.76,5.76
7,00990B,國泰收益非投等債,10.06,0.02,0.2,26W31,07/31,41.6,4.05,40.9,4.89,37.6,4.84
8,00917,中信特選金融,24.09,0.26,1.09,26W31,07/31,13.7,1.65,12.5,1.65,10.9,4.46
9,00632R,元大台灣50反1,10.44,-1.05,-9.14,26W31,07/31,40.3,3.31,35.9,3.86,33.0,4.25
10,00938,凱基優選30,25.3,1.6,6.75,26W31,07/31,42.9,2.11,42.9,2.92,42.9,3.89
11,00686R,群益臺灣加權反1,1.03,-0.11,-9.65,26W31,07/31,58.6,2.06,53.4,4.14,47.6,3.83
12,00638R,元大滬深300反1,6.71,-0.09,-1.32,26W31,07/31,46.4,2.7,43.4,-0.33,39.3,3.56
13,4939,亞電,50.8,4.25,9.13,26W31,07/31,30.4,1.32,30.4,1.32,28.8,3.33
14,00689R,國泰20年美債反1,22.83,-0.16,-0.7,26W31,07/31,76.8,3.32,66.5,3.32,66.5,3.32
15,00687C,國泰20年美債+櫃U,9.11,0.05,0.55,26W31,07/31,93.7,3.26,93.7,3.26,93.7,3.26
16,00983D,主動富邦複合收益,10.12,0.02,0.2,26W31,07/31,24.5,2.14,23.1,2.16,16.8,3.17
17,00888,永豐台灣ESG,31.47,2.86,10.0,26W31,07/31,9.61,2.76,9.1,2.62,8.84,3.16
18,00770,國泰北美科技,66.5,3.05,4.81,26W31,07/31,13.6,1.02,12.0,1.85,8.77,3.07
19,00700,富邦恒生國企,17.99,-0.06,-0.33,26W31,07/31,11.2,2.85,11.2,2.85,11.2,2.85
20,5201,凱衛,26.35,0.35,1.35,26W31,07/31,53.2,0.26,43.9,0.26,36.6,2.78
21,00983B,大華優利美公債20,15.53,0.11,0.71,26W31,07/31,54.4,0.17,54.4,2.78,51.2,2.78
22,4541,晟田,60.0,3.4,6.01,26W31,07/31,39.2,2.16,37.3,5.27,29.6,2.78
23,2243,宏旭-KY,41.55,1.7,4.27,26W31,07/31,62.1,0.19,60.2,0.16,56.6,2.69
24,00674R,期元大S&P黃金反1,30.19,-0.23,-0.76,26W31,07/31,48.0,2.68,48.0,2.68,48.0,2.68
25,00706L,期元大S&P日圓正2,18.71,0.63,3.48,26W31,07/31,28.6,3.25,26.5,3.27,23.4,2.62
26,2729,瓦城,161.0,-1.0,-0.62,26W31,07/31,63.4,0.33,61.9,0.33,59.7,2.62
27,00648R,元大S&P500反1,4.04,-0.09,-2.18,26W31,07/31,40.9,1.06,37.9,2.42,34.7,2.5
28,5475,德宏,111.0,10.0,9.9,26W31,07/31,41.6,2.81,40.1,3.95,38.7,2.48
29,1338,廣華-KY,15.5,0.35,2.31,26W31,07/31,40.5,-0.17,37.2,1.48,33.8,2.44
30,00960,野村全球航運龍頭,18.78,0.18,0.97,26W31,07/31,14.4,0.83,14.4,0.83,14.4,2.43
31,5490,同亨,33.05,1.8,5.76,26W31,07/31,32.6,1.07,29.8,-0.43,29.8,2.41
32,5011,久陽,16.85,-0.05,-0.3,26W31,07/31,46.0,-0.59,42.1,-1.23,40.3,2.4
33,8112,至上,80.3,4.7,6.22,26W31,07/31,37.5,2.26,36.4,2.11,35.6,2.35
34,2375,凱美,116.5,10.5,9.91,26W31,07/31,29.9,2.0,26.0,3.92,22.8,2.33
35,4764,雙鍵,260.0,23.5,9.94,26W31,07/31,73.3,0.37,70.0,1.32,68.9,2.31
36,3498,陽程,90.0,3.7,4.29,26W31,07/31,46.9,1.73,42.1,-1.84,42.1,2.31
37,00982D,主動富邦動態入息,9.88,0.07,0.71,26W31,07/31,30.1,1.16,29.0,1.09,27.6,2.29
38,3167,大量,486.0,44.0,9.95,26W31,07/31,51.7,-1.44,50.2,1.31,49.2,2.26
39,4971,IET-KY,347.5,31.5,9.97,26W31,07/31,32.4,-1.91,26.4,2.24,24.3,2.24
40,2314,台揚,11.45,0.1,0.88,26W31,07/31,8.84,2.14,6.31,2.2,5.51,2.2
41,3490,單井,27.7,1.55,5.93,26W31,07/31,15.4,0.99,14.3,2.2,14.3,2.2
42,4716,大立,16.5,0.15,0.92,26W31,07/31,34.4,1.56,30.6,2.19,29.7,2.19
43,3289,宜特,140.5,11.0,8.49,26W31,07/31,22.3,1.24,19.7,0.31,15.2,2.18
44,00642U,期元大S&P石油,26.84,-0.97,-3.49,26W31,07/31,40.4,3.3,37.4,3.21,36.3,2.11
45,00719B,元大美債1-3,31.55,0.01,0.03,26W31,07/31,60.8,1.88,60.0,1.9,58.7,2.06
46,8028,昇陽半導體,245.0,17.5,7.69,26W31,07/31,46.0,0.39,42.6,-0.43,41.6,2.05
47,009823,群益S&P500,10.34,0.18,1.77,26W31,07/31,17.8,1.99,17.3,2.05,15.4,2.05
48,2485,兆赫,35.75,3.25,10.0,26W31,07/31,22.0,1.86,20.9,2.02,20.7,2.02
49,00955,中信日本商社,15.32,0.38,2.54,26W31,07/31,26.2,2.03,25.1,1.88,23.9,2.0
50,3535,晶彩科,77.1,7.0,9.99,26W31,07/31,26.1,1.01,25.1,1.98,25.1,1.98
51,00912,中信臺灣智慧50,32.08,2.85,9.75,26W31,07/31,19.2,0.69,18.1,1.87,16.6,1.96
52,00634R,富邦上証反1,3.12,-0.04,-1.27,26W31,07/31,55.0,1.95,44.1,1.95,40.0,1.95
53,6138,茂達,265.0,18.5,7.51,26W31,07/31,41.6,-0.69,38.7,1.93,32.6,1.93
54,6214,精誠,154.0,10.5,7.32,26W31,07/31,54.1,0.78,50.9,1.32,47.6,1.93
55,2236,百達-KY,130.5,-1.0,-0.76,26W31,07/31,67.7,0.17,65.6,-0.99,64.2,1.92
56,00693U,期街口S&P黃豆,21.86,0.11,0.51,26W31,07/31,38.3,1.97,37.3,1.94,36.1,1.89
57,00763U,期街口道瓊銅,34.72,0.85,2.51,26W31,07/31,54.8,1.96,51.7,1.94,49.5,1.89
58,00911,兆豐洲際半導體,53.65,5.32,11.0,26W31,07/31,12.9,5.37,10.5,5.19,7.23,1.88
59,00865B,國泰US短期公債,49.59,0.05,0.1,26W31,07/31,27.7,2.07,25.2,2.15,23.3,1.83
60,00875,國泰網路資安,51.8,0.8,1.57,26W31,07/31,9.42,1.81,9.42,1.81,9.42,1.81
61,00885,富邦越南,18.15,0.14,0.78,26W31,07/31,14.8,1.49,12.9,1.64,11.7,1.8
62,00735,國泰臺韓科技,97.9,14.2,17.0,26W31,07/31,15.4,2.12,13.2,1.73,12.4,1.78
63,009808,華南永昌優選50,30.15,2.45,8.84,26W31,07/31,9.39,-0.39,9.39,-0.39,7.19,1.77
64,8043,蜜望實,126.5,11.5,10.0,26W31,07/31,41.0,2.63,39.3,1.77,39.3,1.77
65,009817,國泰日本不動產,9.42,0.05,0.53,26W31,07/31,22.8,1.48,21.9,1.79,20.7,1.77
66,9914,美利達,76.8,-1.6,-2.04,26W31,07/31,63.8,0.54,61.9,0.53,56.7,1.76
67,00653L,富邦印度正2,47.88,0.5,1.06,26W31,07/31,14.2,1.76,9.82,1.76,9.82,1.76
68,2351,順德,145.5,12.0,8.99,26W31,07/31,69.0,1.35,64.3,1.25,61.6,1.74
69,009809,富邦淨零ESG50,17.29,1.29,8.06,26W31,07/31,32.4,1.57,28.2,1.91,25.2,1.74
70,00913,兆豐台灣晶圓製造,44.31,4.02,9.98,26W31,07/31,8.72,-2.79,7.28,1.68,5.53,1.72
71,8071,能率網通,20.95,1.35,6.89,26W31,07/31,28.4,-0.6,26.0,1.69,24.6,1.69
72,00972,野村日本動能高息,21.36,0.24,1.14,26W31,07/31,32.1,1.69,32.1,1.69,32.1,1.69
73,3276,宇環,15.4,0.4,2.67,26W31,07/31,54.6,0.49,53.6,0.53,53.6,1.68
74,2230,泰茂,22.35,0.6,2.76,26W31,07/31,42.7,0.66,38.7,1.68,33.5,1.67
75,4127,天良,73.8,3.5,4.98,26W31,07/31,70.9,0.19,64.8,1.65,63.0,1.65
76,4551,智伸科,163.0,14.5,9.76,26W31,07/31,79.4,0.32,78.9,0.92,77.3,1.65
77,00983A,主動中信ARK創新,11.37,0.45,4.12,26W31,07/31,20.8,2.41,20.1,2.42,19.3,1.61
78,2472,立隆電,220.0,17.0,8.37,26W31,07/31,56.0,0.61,53.5,1.43,50.1,1.51
79,3094,聯傑,34.85,3.15,9.94,26W31,07/31,14.0,0.31,14.0,0.31,12.9,1.5
80,4967,十銓,233.5,21.0,9.88,26W31,07/31,16.0,-0.24,13.1,0.56,12.2,1.5
81,8103,瀚荃,73.1,5.4,7.98,26W31,07/31,36.9,1.02,29.5,-0.75,29.5,1.49
82,00910,第一金太空衛星,55.45,3.9,7.57,26W31,07/31,12.8,1.39,12.3,1.47,12.3,1.47
83,0055,元大MSCI金融,44.69,2.18,5.13,26W31,07/31,43.3,-0.13,40.2,1.46,40.2,1.46
84,00953B,群益優選非投等債,9.83,0.03,0.31,26W31,07/31,46.0,1.13,42.5,1.25,39.5,1.45
85,00962,台新AI優息動能,14.2,0.84,6.29,26W31,07/31,21.2,-0.25,19.9,-0.25,16.2,1.43
86,1324,地球,9.99,0.05,0.5,26W31,07/31,63.7,0.09,62.0,0.09,60.7,1.4
87,6187,萬潤,929.0,84.0,9.94,26W31,07/31,42.4,1.08,39.7,1.95,34.5,1.39
88,8996,高力,855.0,77.0,9.9,26W31,07/31,42.4,-0.43,38.6,-0.73,36.8,1.37
89,00665L,富邦恒生國企正2,9.87,-0.03,-0.3,26W31,07/31,54.0,1.09,49.4,1.0,46.9,1.36
90,00898,國泰基因免疫革命,9.53,0.21,2.25,26W31,07/31,14.5,0.86,12.9,1.34,10.2,1.34
91,00916,國泰全球品牌50,26.5,0.4,1.53,26W31,07/31,12.9,1.48,12.9,1.48,9.04,1.34
92,2342,茂矽,32.15,2.2,7.35,26W31,07/31,36.3,0.89,35.8,1.34,34.6,1.34
93,3022,威強電,85.0,1.5,1.8,26W31,07/31,61.1,0.27,60.4,0.66,58.0,1.33
94,3231,緯創,176.0,16.0,10.0,26W31,07/31,64.4,1.42,63.2,1.45,62.1,1.33
95,6613,朋億*,271.0,14.5,5.65,26W31,07/31,57.6,0.09,56.8,0.09,56.8,1.32
96,8277,商丞,8.0,0.4,5.26,26W31,07/31,17.1,0.22,14.8,0.22,14.8,1.31
97,8354,冠好,15.85,0.9,6.02,26W31,07/31,58.2,-0.03,54.0,0.2,49.4,1.3
98,1342,八貫,96.9,-5.6,-5.46,26W31,07/31,57.4,0.05,54.0,0.11,52.9,1.3
99,00864B,中信美國公債0-1,47.32,0.01,0.02,26W31,07/31,30.5,1.27,28.4,1.26,26.7,1.28
100,6225,天瀚,22.5,-0.7,-3.02,26W31,07/31,58.8,1.26,56.5,1.26,56.5,1.26
101,6834,天二科技,79.8,7.2,9.92,26W31,07/31,53.3,-0.04,49.2,2.21,46.1,1.25
102,00753L,中信中國50正2,9.83,0.14,1.44,26W31,07/31,46.1,0.5,41.8,0.88,38.7,1.23
103,00799B,國泰A級醫療債,29.58,0.19,0.65,26W31,07/31,19.3,0.07,16.6,-2.67,12.7,1.21
104,7788,松川精密,189.5,16.0,9.22,26W31,07/31,62.8,1.98,61.2,1.22,56.9,1.2
105,00945B,凱基美國非投等債,14.68,0.03,0.2,26W31,07/31,37.1,0.71,34.6,0.69,33.2,1.19
106,4956,光鋐,26.0,1.75,7.22,26W31,07/31,34.8,0.82,33.4,-0.61,33.4,1.18
107,6657,華安,30.3,0.9,3.06,26W31,07/31,28.5,0.05,25.4,0.05,22.1,1.16
108,6156,松上,20.65,1.1,5.63,26W31,07/31,34.5,-1.68,33.9,-0.42,33.0,1.15
109,2610,華航,22.4,0.7,3.23,26W31,07/31,72.2,1.13,71.5,1.14,70.7,1.14
110,00671R,富邦NASDAQ反1,2.52,-0.11,-4.18,26W31,07/31,62.6,1.32,58.0,1.3,53.9,1.14
111,00963,中信全球高股息,13.47,0.06,0.45,26W31,07/31,27.3,-0.27,26.7,1.1,24.8,1.13
112,00903,富邦元宇宙,20.35,0.99,5.11,26W31,07/31,11.5,1.11,9.89,1.11,9.89,1.11
113,4749,新應材,722.0,50.0,7.44,26W31,07/31,28.8,-0.8,25.9,-0.78,24.8,1.1
114,2425,承啟,46.95,4.25,9.95,26W31,07/31,45.4,0.23,39.9,0.04,38.1,1.1
115,00907,永豐優息存股,16.98,0.42,2.54,26W31,07/31,13.8,1.52,12.5,1.1,11.3,1.06
116,1568,倉佑,26.6,0.7,2.7,26W31,07/31,61.9,-0.53,57.8,0.11,56.1,1.06
117,00664R,國泰臺灣加權反1,1.68,-0.17,-9.19,26W31,07/31,50.1,-0.19,44.1,0.55,39.3,1.06
118,00936,台新永續高息中小,20.56,1.11,5.71,26W31,07/31,10.1,0.62,9.79,0.57,9.34,1.05
119,8240,華宏,38.65,2.3,6.33,26W31,07/31,50.3,0.06,48.9,0.06,48.1,1.04
120,009813,貝萊德標普卓越50,11.08,0.25,2.31,26W31,07/31,18.7,0.75,17.1,0.74,16.0,1.03
121,8111,立碁,56.3,-0.1,-0.18,26W31,07/31,31.3,0.33,27.6,1.69,26.0,1.02
122,00786B,元大10年IG銀行債,32.8,0.2,0.61,26W31,07/31,24.8,1.01,24.8,1.01,20.4,1.01
123,2399,映泰,33.1,2.7,8.88,26W31,07/31,31.5,1.67,28.9,0.99,25.9,1.01
124,00897,富邦基因免疫生技,11.2,0.21,1.91,26W31,07/31,17.6,1.43,13.7,0.43,13.1,0.99
125,1752,南光,31.7,0.1,0.32,26W31,07/31,63.2,0.04,61.2,0.01,58.6,0.99
126,4510,高鋒,35.2,2.2,6.67,26W31,07/31,33.2,0.12,31.4,0.12,30.6,0.98
127,3236,千如,38.75,3.5,9.93,26W31,07/31,30.2,0.78,29.6,0.83,27.2,0.97
128,2033,佳大,15.3,0.65,4.44,26W31,07/31,70.0,-0.97,69.1,-0.02,62.2,0.97
129,00985B,群益ESG投等債0-5,10.43,0.02,0.19,26W31,07/31,53.6,0.97,51.7,0.63,48.9,0.96
130,2428,興勤,218.5,19.5,9.8,26W31,07/31,60.4,0.46,55.9,1.57,51.9,0.96
131,00986D,主動復華金融債息,14.77,0.05,0.34,26W31,07/31,48.4,0.94,45.3,0.98,42.2,0.95
132,4540,全球傳動,45.35,3.15,7.46,26W31,07/31,29.3,-0.37,28.2,0.17,26.5,0.95
133,009814,富邦標普500,11.22,0.18,1.63,26W31,07/31,16.6,0.99,16.1,0.99,14.8,0.95
134,6284,佳邦,71.6,6.5,9.98,26W31,07/31,46.1,0.36,44.6,0.31,44.0,0.95
135,00852L,國泰美國道瓊正2,35.06,1.09,3.21,26W31,07/31,59.6,1.11,59.6,1.11,48.0,0.95
136,6606,建德工業,26.0,0.25,0.97,26W31,07/31,66.5,0.17,64.0,0.17,60.0,0.94
137,00712,復華富時不動產,8.9,0.0,0.0,26W31,07/31,27.2,0.94,24.0,0.89,22.1,0.94
138,6405,悅城,35.3,3.2,9.97,26W31,07/31,46.0,-0.68,42.9,-0.49,37.6,0.94
139,4576,大銀微系統,180.5,16.0,9.73,26W31,07/31,64.0,0.68,61.9,0.19,60.3,0.94
140,009821,野村稀土關鍵資源,13.02,0.65,5.25,26W31,07/31,10.9,1.04,9.9,0.94,9.35,0.93
141,6409,旭隼,957.0,69.0,7.77,26W31,07/31,58.3,-0.86,53.6,-0.17,52.6,0.93
142,00788B,元大10年IG電能債,29.78,0.17,0.57,26W31,07/31,18.8,0.29,16.3,0.27,13.0,0.91
143,00981B,第一金優選非投債,9.3,0.05,0.54,26W31,07/31,44.2,0.27,40.1,0.54,36.5,0.91
144,1477,聚陽,219.5,-1.5,-0.68,26W31,07/31,59.7,1.42,56.3,0.83,53.1,0.9
145,006203,元大MSCI台灣,184.75,14.6,8.58,26W31,07/31,68.3,0.49,62.3,0.88,52.5,0.88
146,6488,環球晶,855.0,77.0,9.9,26W31,07/31,76.6,-0.54,75.0,-0.46,72.6,0.88
147,00857B,永豐20年美公債,23.06,0.12,0.52,26W31,07/31,49.3,0.57,48.5,0.56,47.5,0.87
148,3543,州巧,33.05,3.0,9.98,26W31,07/31,41.2,-0.63,37.1,0.0,33.1,0.86
149,009825,聯邦美國金融創新,9.8,0.05,0.51,26W31,07/31,13.3,0.94,12.2,0.91,8.81,0.86
150,9938,百和,45.6,0.3,0.66,26W31,07/31,52.9,0.86,50.1,0.58,47.8,0.86
151,2430,燦坤,16.95,0.0,0.0,26W31,07/31,59.3,0.04,58.1,0.04,56.7,0.86
152,2609,陽明,50.8,0.8,1.6,26W31,07/31,55.9,0.85,55.2,0.83,54.3,0.86
153,6130,上亞科技,24.2,0.0,0.0,26W31,07/31,62.0,0.24,56.3,-1.18,48.4,0.85
154,00656R,國泰中國A50反1,5.92,-0.07,-1.17,26W31,07/31,60.9,0.9,54.3,0.9,45.4,0.85
155,6472,保瑞,382.5,8.5,2.27,26W31,07/31,51.1,0.22,47.4,0.19,46.0,0.85
156,1449,佳和,12.1,0.3,2.54,26W31,07/31,36.7,0.63,33.0,0.16,32.3,0.84
157,3324,雙鴻,902.0,82.0,10.0,26W31,07/31,38.8,0.39,36.5,1.8,30.1,0.84
158,009819,中信數據及電力,10.02,0.45,4.7,26W31,07/31,13.0,0.8,12.3,0.69,10.9,0.82
159,00982B,FT投資級債20+,9.67,0.07,0.73,26W31,07/31,64.0,0.82,64.0,0.82,64.0,0.82
160,00782B,國泰A級公用債,30.04,0.09,0.3,26W31,07/31,20.2,0.81,20.2,0.81,15.0,0.81
161,3363,上詮,480.5,43.5,9.95,26W31,07/31,35.5,-2.39,31.2,-0.08,31.2,0.8
162,009810,玉山全球藍籌100,21.12,0.42,2.03,26W31,07/31,27.7,1.6,27.7,5.66,22.9,0.8
