證券代號,證券名稱,交易別,成交價,成交股數,成交金額
6464,台數科,逐筆交易,78.00,"1,320,000","102,960,000"
1436,華友聯,配對交易,38.00,"700,000","26,600,000"
2059,川湖,配對交易,"14,226.31","10,000","142,263,100"
2330,台積電,配對交易,"2,345.31","8,733","20,481,592"
2330,台積電,配對交易,"2,345.28","11,267","26,424,270"
2344,華邦電,配對交易,168.00,"2,086,868","350,593,824"
2360,致茂,配對交易,"2,124.15","13,000","27,613,950"
2360,致茂,配對交易,"2,120.00","13,000","27,560,000"
2383,台光電,配對交易,"5,835.00","155,000","904,425,000"
2408,南亞科,配對交易,485.17,"84,000","40,754,280"
2454,聯發科,配對交易,"3,842.73","5,000","19,213,650"
2454,聯發科,配對交易,"3,835.21","24,000","92,045,040"
2867,三商壽,配對交易,9.70,"9,020,000","87,494,000"
2884,玉山金,配對交易,37.80,"3,180,000","120,204,000"
2889,國票金,配對交易,15.80,"10,800,000","170,640,000"
3017,奇鋐,配對交易,"3,073.02","10,000","30,730,200"
3037,欣興,配對交易,"1,124.41","26,620","29,931,794"
3037,欣興,配對交易,"1,124.39","17,380","19,541,898"
3037,欣興,配對交易,"1,116.51","159,120","177,659,071"
3037,欣興,配對交易,"1,116.50","44,880","50,108,520"
3044,健鼎,配對交易,487.50,"40,000","19,500,000"
3653,健策,配對交易,"5,445.45","8,000","43,563,600"
4958,臻鼎-KY,配對交易,474.00,"1,095,867","519,440,958"
6691,洋基工程,配對交易,780.00,"110,000","85,800,000"
總計,,,,"28,942,735","3,135,548,748"
