排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
1801,7770,君曜,40.9,0.45,1.11,26M06,0.4,480.0,13.4,0,0,0.0,0.0,0.0,0,0,0.4,480.0,13.4,0,0
1802,7772,耀穎,93.5,-5.7,-5.75,26M06,0.74,0.0,27.9,0,0,0.0,0.0,0.0,0,0,0.74,0.0,27.9,0,0
1803,7777,能率亞洲,39.5,-0.5,-1.25,26M06,8.42,-9.0,46.1,0,0,0.0,0.0,0.0,0,0,8.42,-9.0,46.1,0,0
1804,7782,光速火箭,26.45,0.0,0.0,26M06,0.69,0.0,29.6,0,0,0.0,0.0,0.0,0,0,0.69,0.0,29.6,0,0
1805,7788,松川精密,207.0,-21.0,-9.21,26M06,1.54,0.0,19.3,0,0,0.0,0.0,0.0,0,0,1.54,0.0,19.3,0,0
1806,7791,皇家可口,61.9,-0.2,-0.32,26M06,4.83,0.0,60.3,0,0,0.0,0.0,0.0,0,0,4.83,0.0,60.3,0,0
1807,7792,安葆,209.0,-7.0,-3.24,26M06,1.38,0.0,29.5,0,0,0.0,0.0,0.0,0,0,1.38,0.0,29.5,0,0
1808,7794,宏碁智新,29.3,0.0,0.0,26M06,1.41,0.0,50.5,0,0,0.0,0.0,0.02,0,0,1.41,0.0,50.5,0,0
1809,7795,長廣,392.5,-18.5,-4.5,26M06,4.96,0.0,62.9,0,0,0.0,0.0,0.0,0,0,4.96,0.0,62.9,0,0
1810,7799,禾榮科,399.5,1.0,0.25,26M06,6.73,0.0,42.6,0,0,0.0,0.0,0.0,0,0,6.73,0.0,42.6,0,0
1811,7803,雲象科技-創,21.15,0.2,0.95,26M06,3.07,6158.0,32.5,0,0,0.0,0.0,0.0,0,0,3.07,6158.0,32.5,0,0
1812,7805,威聯通,608.0,-9.0,-1.46,26M06,1.07,0.0,32.2,0,0,0.0,0.0,0.0,0,0,1.07,0.0,32.2,0,0
1813,7810,捷創科技,196.5,-0.5,-0.25,26M06,0.74,0.0,36.3,0,0,0.0,0.0,0.0,0,0,0.74,0.0,36.3,0,0
1814,7811,民盛,72.4,-0.1,-0.14,26M06,2.08,0.0,62.2,0,0,0.0,0.0,0.0,0,0,2.08,0.0,62.2,0,0
1815,7814,海昌生技,30.9,-1.55,-4.78,26M06,3.07,0.0,76.8,0,0,0.0,0.0,0.0,0,0,3.07,0.0,76.8,0,0
1816,7818,溢泰實業,68.0,-0.7,-1.02,26M06,5.51,680.0,32.8,0,0,0.0,0.0,0.0,0,0,5.51,680.0,32.8,0,0
1817,7819,精誠金融,35.5,-0.4,-1.11,26M06,1.4,100.0,55.4,0,0,0.0,0.0,0.0,0,0,1.4,100.0,55.4,0,0
1818,7820,立盈,106.0,-2.0,-1.85,26M06,1.43,0.0,37.8,0,0,0.0,0.0,0.0,0,0,1.43,0.0,37.8,0,0
1819,7821,神數,40.8,0.2,0.49,26M06,6.98,0.0,57.2,0,0,0.0,0.0,0.0,0,0,6.98,0.0,57.2,0,0
1820,7822,倍利科,857.0,-7.0,-0.81,26M06,2.26,0.0,49.5,0,0,0.0,0.0,0.0,0,0,2.26,0.0,49.5,0,0
1821,7823,奧義賽博-KY創,83.1,-0.8,-0.95,26M06,0.76,0.0,22.7,0,0,0.0,0.0,0.0,0,0,0.76,0.0,22.7,0,0
1822,7827,漢康-KY創,140.0,-9.0,-6.04,26M06,5.73,-70.0,41.0,0,0,0.0,0.0,0.01,0,0,5.73,-70.0,41.1,0,0
1823,7828,創新服務,1730.0,-160.0,-8.47,26M06,1.22,0.0,30.1,0,0,0.0,0.0,0.0,0,0,1.22,0.0,30.1,0,0
1824,7835,永悅健康-創,39.95,-9.2,-18.7,26M06,2.17,2671.0,,0,0,0.0,0.0,,0,0,2.17,2671.0,,0,0
