排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
1,00410A,主動永豐科技趨勢,10.57,-0.31,-2.85,,,,,,,,
2,00702,國泰標普低波高息,25.23,-0.02,-0.08,26W26,06/26,35.0,-3.9,15.3,-14.4,15.3,0.0
3,00660,元大歐洲50,47.47,0.17,0.36,26W26,06/26,12.3,1.37,12.3,1.37,0.0,0.0
4,00980A,主動野村臺灣優選,23.57,-0.16,-0.67,26W26,06/26,15.3,-1.21,14.7,-1.14,14.6,-1.14
5,5351,鈺創,104.0,1.0,0.97,26W26,06/26,33.4,-1.11,31.5,-1.12,28.5,-2.73
6,00913,兆豐台灣晶圓製造,46.35,-0.86,-1.82,26W26,06/26,2.54,-8.19,2.54,-8.19,0.0,-4.17
7,00991A,主動復華未來50,16.86,-0.3,-1.75,26W26,06/26,19.6,-2.43,18.5,-2.65,17.5,-2.48
8,4533,協易機,24.6,-0.3,-1.2,26W26,06/26,26.2,-0.06,23.6,-0.05,23.0,-0.05
9,009807,台新標普科技精選,17.05,0.0,0.0,26W26,06/26,48.1,0.48,44.0,0.35,37.5,0.14
10,3605,宏致,107.5,-0.5,-0.46,26W26,06/26,44.9,0.44,42.1,-0.05,41.1,0.93
11,00405A,主動富邦台灣龍耀,8.02,-0.23,-2.79,26W26,06/26,14.3,-2.63,13.0,-2.83,11.4,-2.72
12,00989A,主動摩根美國科技,17.14,0.11,0.65,26W26,06/26,19.5,1.19,18.6,2.2,17.5,3.42
13,3006,晶豪科,256.5,-1.5,-0.58,26W26,06/26,50.6,0.76,46.7,0.76,44.8,1.38
14,00981A,主動統一台股增長,28.03,-0.81,-2.81,26W26,06/26,18.2,1.34,17.0,1.28,16.0,1.27
15,00956,中信日經高股息,13.4,0.17,1.28,26W26,06/26,15.0,-5.28,15.0,-3.34,12.1,1.75
16,00911,兆豐洲際半導體,54.25,0.2,0.37,26W26,06/26,5.15,-7.67,5.15,-4.33,0.0,-5.29
17,8271,宇瞻,235.5,-11.5,-4.66,26W26,06/26,41.0,0.42,38.9,1.04,38.3,0.39
