排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,3293,鈊象,707.0,3.0,0.43,08/28,53.8,47.2,36.4,30.6,26.4,16.0,6.65,5.13,4.05,4.37,2.99,5.31
2,2428,興勤,262.0,9.0,3.56,08/28,15.9,18.3,27.4,25.3,10.4,5.71,1.53,2.29,1.58,1.15,0.68,2.36
3,6223,旺矽,5030.0,-60.0,-1.18,08/28,33.3,30.4,27.3,24.1,20.3,14.1,7.03,4.75,5.31,3.46,2.25,5.86
4,9939,宏全,132.0,-1.0,-0.75,08/28,29.4,15.0,17.3,18.2,7.5,2.61,1.0,1.57,0.81,0.36,0.1,1.42
5,7734,印能科技,2995.0,125.0,4.36,08/28,21.2,19.3,15.6,17.4,23.2,16.1,8.12,3.88,2.43,,,2.88
6,5274,信驊,15630.0,325.0,2.12,08/28,29.7,27.9,21.0,16.8,14.6,7.21,7.19,5.8,4.15,4.28,4.6,5.11
7,2727,王品,234.0,0.5,0.21,08/28,21.0,12.3,16.6,15.7,7.04,1.57,1.05,1.39,2.61,1.42,1.01,1.29
8,6510,精測,2680.0,-60.0,-2.19,08/28,28.1,15.8,19.3,15.7,9.44,8.65,11.5,10.4,7.41,6.07,3.87,9.36
9,4966,譜瑞-KY,584.0,-6.0,-1.02,08/28,35.4,20.4,13.5,15.5,7.1,8.18,7.83,4.25,3.58,3.46,3.68,4.01
10,00997A,主動群益美國增長,11.28,-0.09,-0.79,08/28,0.0,0.0,0.0,15.1,19.4,8.88,1.69,,,,,
11,2637,慧洋-KY,92.1,-2.5,-2.64,08/28,0.13,0.11,0.06,15.1,9.98,8.65,11.2,7.67,5.35,4.3,1.95,8.02
