排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,6515,穎崴,6315.0,-295.0,-4.46,08/18,25.0,31.2,39.1,36.4,23.8,20.7,17.2,12.4,6.46,5.24,,9.99
2,1773,勝一,155.0,-2.5,-1.59,08/18,20.1,31.9,29.7,33.3,22.3,7.87,2.16,1.93,1.78,2.75,1.59,1.93
3,6782,視陽,198.5,-2.0,-1.0,08/18,0.0,42.8,35.4,28.7,9.25,5.72,2.34,1.11,1.24,2.7,,1.13
4,7734,印能科技,2945.0,-125.0,-4.07,08/18,37.0,35.6,36.1,27.2,19.4,7.7,5.37,2.67,1.81,,,2.18
5,1342,八貫,101.5,0.5,0.5,08/18,0.7,28.6,30.8,22.2,9.16,2.69,0.52,0.33,0.24,0.19,,0.29
6,5536,聖暉*,889.0,-19.0,-2.09,08/18,37.4,32.2,26.6,21.4,15.8,10.2,6.0,4.12,5.27,5.56,3.41,5.42
7,6223,旺矽,5270.0,-530.0,-9.14,08/18,36.1,27.8,24.8,20.6,14.0,6.9,4.31,4.43,4.82,3.36,2.24,5.24
8,3711,日月光投控,599.0,-16.0,-2.6,08/18,19.9,23.8,23.4,20.2,9.56,4.9,7.13,5.0,5.4,5.98,,4.57
9,3665,貿聯-KY,2240.0,105.0,4.92,08/18,10.8,12.0,11.7,18.6,15.8,6.97,7.73,8.35,7.25,5.63,3.99,9.38
10,3551,世禾,172.5,-2.5,-1.43,08/18,17.7,32.3,23.8,18.2,8.14,5.62,1.53,1.12,0.58,0.21,0.23,0.88
11,8210,勤誠,1025.0,15.0,1.49,08/18,0.88,0.65,20.7,17.8,13.8,10.1,9.47,5.54,2.14,0.52,0.29,3.95
12,8028,昇陽半導體,248.5,-16.5,-6.23,08/18,9.09,13.3,19.3,17.6,13.7,7.58,2.48,0.9,0.57,0.16,,1.06
