排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
601,3268,海德威,20.45,-0.35,-1.68,26W32,08/07,28.5,0.08,28.5,0.08,28.5,0.08
602,4414,如興,8.32,0.01,0.12,26W32,08/07,61.2,0.1,59.1,0.08,56.8,0.08
603,5523,豐謙,30.35,0.0,0.0,26W32,08/07,91.1,0.08,90.2,0.08,89.1,0.08
604,2231,為升,98.8,-3.7,-3.61,26W32,08/07,62.6,0.08,62.0,0.08,62.0,0.08
605,6589,台康生技,48.2,0.2,0.42,26W32,08/07,55.3,0.33,52.1,0.35,50.4,0.07
606,2454,聯發科,3900.0,-20.0,-0.51,26W32,08/07,69.7,-0.15,67.0,0.06,64.2,0.07
607,00695B,富邦美債7-10,35.23,-0.17,-0.48,26W32,08/07,72.7,2.14,72.7,2.14,68.3,0.07
608,3709,鑫聯大投控,79.4,-0.1,-0.13,26W32,08/07,71.3,0.69,69.8,0.75,67.3,0.07
609,6414,樺漢,474.0,6.0,1.28,26W32,08/07,60.7,-0.19,55.0,-0.49,52.4,0.07
610,2101,南港,35.5,0.9,2.6,26W32,08/07,62.9,0.02,61.5,0.19,59.8,0.07
611,3056,富華新,14.1,0.05,0.36,26W32,08/07,30.4,-0.02,28.2,-0.13,26.6,0.07
612,3285,微端,39.4,0.5,1.29,26W32,08/07,57.7,0.07,56.2,0.07,51.5,0.07
613,6192,巨路,115.5,1.5,1.32,26W32,08/07,52.4,0.05,47.3,0.05,45.5,0.07
614,4207,環泰,19.85,0.0,0.0,26W32,08/07,68.9,0.05,66.9,0.05,63.8,0.07
615,00908,富邦入息REITs+,15.56,-0.14,-0.89,26W32,08/07,36.7,-0.11,32.9,0.07,27.6,0.07
616,1777,生泰,74.8,0.9,1.22,26W32,08/07,57.5,0.08,56.1,0.08,54.0,0.07
617,2615,萬海,84.9,0.6,0.71,26W32,08/07,85.8,0.09,85.1,0.01,84.3,0.07
618,00919,群益台灣精選高息,29.74,0.14,0.47,26W32,08/07,9.23,0.05,8.6,0.06,8.07,0.07
619,1313,聯成,11.5,-0.1,-0.86,26W32,08/07,65.7,0.13,64.3,0.12,63.5,0.07
620,5533,皇鼎,13.9,-0.1,-0.71,26W32,08/07,77.5,0.02,73.0,0.07,71.0,0.07
621,2022,聚亨,7.7,0.06,0.79,26W32,08/07,38.5,-0.26,37.7,0.09,37.1,0.06
622,6153,嘉聯益,16.4,0.1,0.61,26W32,08/07,43.8,-0.15,42.3,-0.35,41.0,0.06
623,1438,三地開發,22.35,-0.1,-0.45,26W32,08/07,80.4,0.07,79.1,0.06,76.5,0.06
624,6919,康霈*,105.0,-2.5,-2.33,26W32,08/07,72.2,0.09,70.0,0.24,67.8,0.06
625,2451,創見,297.0,4.0,1.37,26W32,08/07,69.1,0.24,68.0,0.23,65.9,0.06
626,8064,東捷,103.0,-2.5,-2.37,26W32,08/07,41.6,0.82,38.2,0.05,36.2,0.06
627,4991,環宇-KY,465.0,23.0,5.2,26W32,08/07,47.6,0.36,43.6,-0.66,42.9,0.06
628,6128,上福,20.0,-0.15,-0.74,26W32,08/07,57.7,0.06,55.9,0.06,54.5,0.06
629,5871,中租-KY,109.0,0.0,0.0,26W32,08/07,68.5,-0.26,66.6,-0.09,65.3,0.06
630,2017,官田鋼,8.9,-0.11,-1.22,26W32,08/07,59.4,0.19,58.3,0.06,57.6,0.06
631,3311,閎暉,32.2,0.1,0.31,26W32,08/07,53.7,-0.45,52.3,0.87,50.6,0.06
632,2726,雅茗-KY,8.68,0.04,0.46,26W32,08/07,58.5,-0.12,52.5,0.06,49.8,0.06
633,6194,育富,29.7,0.05,0.17,26W32,08/07,51.2,0.07,46.5,0.06,40.8,0.06
634,2497,怡利電,47.5,-1.05,-2.16,26W32,08/07,63.7,0.54,60.6,0.05,57.7,0.06
635,3703,欣陸,20.4,0.05,0.25,26W32,08/07,70.6,0.01,69.5,-0.04,68.3,0.06
636,6605,帝寶,141.0,3.0,2.17,26W32,08/07,63.9,0.87,61.5,0.07,58.7,0.06
637,1110,東泥,15.9,0.1,0.63,26W32,08/07,93.5,0.04,92.4,0.06,91.6,0.06
638,1584,精剛,18.05,0.55,3.14,26W32,08/07,38.3,-0.19,37.4,0.06,36.3,0.06
639,01010T,京城樂富R1,10.0,0.0,0.0,26W32,08/07,98.5,0.0,98.3,0.06,98.0,0.06
640,2886,兆豐金,50.9,0.6,1.19,26W32,08/07,83.0,0.04,82.5,0.06,82.1,0.06
641,6952,大武山,38.35,1.35,3.65,26W32,08/07,86.8,0.06,86.8,0.06,79.9,0.06
642,8083,瑞穎,158.5,0.0,0.0,26W32,08/07,48.0,0.3,44.0,0.06,44.0,0.06
643,2420,新巨,55.3,-0.1,-0.18,26W32,08/07,46.0,0.11,42.9,0.06,40.6,0.06
644,00780B,國泰A級金融債,37.6,-0.09,-0.24,26W32,08/07,97.4,0.06,97.4,0.06,97.0,0.06
645,6456,GIS-KY,61.5,0.1,0.16,26W32,08/07,45.8,0.36,44.6,0.59,43.3,0.05
646,3047,訊舟,14.4,-0.1,-0.69,26W32,08/07,17.3,0.05,15.4,0.05,15.4,0.05
647,3284,太普高,21.2,-0.6,-2.75,26W32,08/07,68.9,0.03,67.6,0.03,66.8,0.05
648,9921,巨大,92.4,2.2,2.44,26W32,08/07,63.7,0.49,59.9,0.3,57.0,0.05
