排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,4979,華星光,601.0,54.0,9.87,08/25,0.74,1.39,3.04,3.04,6.83,9.49,5.56,2.57,12.1,14.9,17.5,10.3
2,2478,大毅,120.5,0.0,0.0,08/25,0.02,0.02,0.02,2.8,3.11,2.95,3.36,3.33,3.36,3.36,3.37,3.36
3,2455,全新,419.5,38.0,9.96,08/25,0.0,0.0,0.82,2.26,2.42,2.95,3.84,8.46,1.2,0.65,5.45,9.8
4,1815,富喬,109.0,1.5,1.4,08/25,0.0,0.91,1.58,2.18,2.2,4.51,4.89,0.57,2.96,4.94,3.07,2.11
5,8996,高力,1215.0,70.0,6.11,08/25,0.6,1.15,1.26,1.9,5.46,6.65,7.24,10.1,10.4,9.76,9.59,10.5
6,3265,台星科,168.0,2.0,1.2,08/25,0.02,0.02,0.02,1.57,2.56,2.49,2.49,1.0,2.32,2.62,1.17,2.41
7,2428,興勤,249.5,-1.0,-0.4,08/25,-0.11,-0.11,-0.11,1.55,1.81,1.9,3.55,1.1,3.38,3.56,3.5,0.84
8,2486,一詮,258.0,9.0,3.61,08/25,0.3,0.33,1.13,1.38,1.61,2.19,0.44,1.25,2.56,2.34,2.45,2.56
9,6805,富世達,1845.0,135.0,7.89,08/25,0.26,0.31,0.32,1.24,4.36,10.5,10.3,2.97,-0.22,,,-1.48
10,6472,保瑞,470.0,17.0,3.75,08/25,0.2,0.4,0.8,1.17,1.17,1.17,1.14,0.39,-0.09,-0.41,,0.3
11,3167,大量,674.0,9.0,1.35,08/25,0.13,0.13,0.13,1.08,0.89,-2.01,-1.99,-0.36,2.09,7.23,7.19,-2.5
12,3090,日電貿,166.0,3.0,1.84,08/25,0.01,0.01,0.01,0.92,0.86,-0.84,-0.3,1.78,1.87,5.9,6.03,-0.07
13,3605,宏致,116.5,1.0,0.87,08/25,0.26,0.9,0.9,0.9,0.9,0.9,0.9,0.87,0.63,0.9,0.89,0.9
14,2049,上銀,345.5,2.0,0.58,08/25,0.01,0.01,0.17,0.82,0.71,0.68,0.37,0.71,0.78,0.98,1.08,1.03
15,6214,精誠,181.5,2.0,1.11,08/25,0.01,0.01,0.01,0.81,1.29,1.29,1.58,1.54,1.28,0.27,1.6,1.53
16,3081,聯亞,2960.0,195.0,7.05,08/25,0.06,0.04,0.55,0.76,1.8,3.77,0.38,2.46,7.15,15.4,14.5,4.76
17,3406,玉晶光,690.0,33.0,5.02,08/25,0.0,0.0,0.0,0.65,2.41,2.46,1.41,-0.89,0.6,3.96,5.4,-2.11
18,3324,雙鴻,1065.0,50.0,4.93,08/25,0.5,0.64,0.64,0.64,0.64,0.65,0.68,-1.44,-1.42,-7.23,-15.3,-1.76
19,6278,台表科,181.5,2.5,1.4,08/25,0.02,0.18,1.15,0.59,0.02,-0.3,-4.62,-6.61,-12.6,9.18,9.39,-9.78
20,7751,竑騰,1810.0,145.0,8.71,08/25,0.63,0.69,0.69,0.58,-0.67,-0.83,-4.59,-2.08,-2.94,,,-0.74
21,009814,富邦標普500,11.37,0.02,0.18,08/25,0.0,0.0,0.0,0.54,1.68,3.16,5.73,5.73,,,,5.73
22,00709,富邦歐洲,41.3,0.1,0.24,08/25,0.0,0.0,0.0,0.53,1.34,3.82,6.05,6.05,6.05,6.05,,6.05
23,1402,遠東新,29.0,-0.45,-1.53,08/25,0.02,0.19,0.4,0.53,0.57,0.55,3.67,2.32,0.72,-0.79,5.23,1.68
24,00953B,群益優選非投等債,9.68,0.02,0.21,08/25,0.0,0.0,0.0,0.49,0.49,0.73,0.68,0.2,-1.17,,,0.15
25,6672,騰輝電子-KY,270.5,11.5,4.44,08/25,0.0,0.0,0.0,0.48,0.77,0.77,0.86,1.02,1.02,0.95,,1.02
26,2458,義隆,137.5,-1.5,-1.08,08/25,-0.03,-0.05,-0.05,0.48,0.35,-0.06,4.47,3.03,1.02,17.7,13.7,-0.5
27,3532,台勝科,378.0,1.5,0.4,08/25,0.02,0.28,0.46,0.46,2.04,0.23,2.78,3.88,4.57,3.69,1.29,4.13
28,6274,台燿,1485.0,30.0,2.06,08/25,0.15,0.13,0.28,0.46,0.36,1.38,3.88,-1.95,3.05,10.3,8.23,-4.05
29,8039,台虹,291.5,26.5,10.0,08/25,0.0,0.42,0.45,0.46,0.46,-0.11,0.89,0.75,0.73,0.75,0.75,0.44
30,00980A,主動野村臺灣優選,23.84,0.18,0.76,08/25,0.07,0.13,0.21,0.42,0.62,8.77,8.77,8.77,8.77,,,8.77
31,3653,健策,5205.0,50.0,0.97,08/25,0.0,-0.01,0.07,0.42,0.65,2.37,3.49,3.52,0.93,-3.15,9.52,1.94
32,3617,碩天,247.5,-10.0,-3.88,08/25,0.01,0.01,0.01,0.41,0.65,0.65,0.67,0.58,-4.17,-0.7,-4.39,-1.65
33,2476,鉅祥,120.5,5.0,4.33,08/25,0.0,0.0,0.0,0.38,0.6,0.7,0.45,0.7,0.7,0.66,0.69,0.7
34,5425,台半,87.9,1.8,2.09,08/25,0.01,0.01,0.01,0.35,0.59,0.71,0.69,-0.91,0.84,-2.08,-3.44,1.07
35,5483,中美晶,183.0,1.5,0.83,08/25,0.01,0.04,-0.02,0.35,0.64,-1.88,1.69,2.78,1.9,7.41,10.3,2.78
36,8081,致新,253.0,0.0,0.0,08/25,0.0,0.0,0.09,0.31,0.29,0.17,2.41,2.09,2.06,2.36,2.04,2.69
37,3135,凌航,180.0,3.0,1.69,08/25,0.0,-0.03,-0.03,0.31,0.31,0.31,0.31,0.31,0.31,,,0.31
38,3443,創意,5570.0,205.0,3.82,08/25,0.0,0.16,0.23,0.3,0.64,0.89,2.94,5.57,8.23,5.07,11.3,6.12
39,7750,新代,2350.0,210.0,9.81,08/25,0.0,0.0,-0.01,0.3,0.41,0.62,0.4,0.77,,,,0.74
40,2855,統一證,46.2,0.0,0.0,08/25,0.07,0.16,0.2,0.29,0.48,0.91,5.83,6.16,6.31,6.32,6.28,6.02
41,2441,超豐,115.0,1.5,1.32,08/25,0.13,0.22,0.22,0.29,0.29,0.56,-1.6,-4.28,-1.72,2.18,-3.49,-4.26
42,3042,晶技,185.0,7.5,4.23,08/25,0.0,0.0,0.29,0.29,0.29,-0.13,-1.83,-1.29,-4.64,-0.01,0.78,-2.73
43,4991,環宇-KY,445.0,10.0,2.3,08/25,0.0,0.0,0.28,0.28,-0.19,-0.49,-5.21,-4.06,-5.57,3.35,3.15,-5.28
44,2313,華通,217.5,5.0,2.35,08/25,0.0,0.07,0.17,0.28,0.34,0.69,0.45,0.02,2.44,-0.01,3.57,2.6
45,6830,汎銓,491.0,44.5,9.97,08/25,0.04,0.28,0.28,0.28,0.31,0.99,0.28,1.0,0.88,0.65,,1.08
46,006201,元大富櫃50,42.69,0.12,0.28,08/25,0.0,0.26,0.26,0.26,0.2,0.71,2.95,2.67,-3.36,-4.91,-68.1,1.11
47,6223,旺矽,5600.0,35.0,0.63,08/25,0.03,0.08,0.04,0.26,-0.69,-0.17,1.76,3.71,4.1,17.0,15.8,1.73
48,2301,光寶科,296.0,9.0,3.14,08/25,0.11,0.11,0.13,0.25,0.44,0.57,-1.09,-2.97,-8.97,-5.85,0.1,-4.13
49,6147,頎邦,169.0,12.0,7.64,08/25,-0.02,0.24,0.24,0.25,0.04,-1.74,-7.64,0.1,-6.28,-0.37,2.4,-0.98
50,4746,台耀,49.05,-0.95,-1.9,08/25,0.0,0.0,0.11,0.24,0.24,0.24,0.24,2.13,2.13,0.91,-4.81,2.13
51,3008,大立光,5720.0,335.0,6.22,08/25,-0.08,0.05,0.12,0.23,0.65,1.79,3.14,2.61,4.53,4.39,4.35,3.36
52,6488,環球晶,980.0,-30.0,-2.97,08/25,0.06,0.14,0.15,0.23,0.44,-0.71,1.12,2.89,6.67,6.97,7.25,6.04
53,4915,致伸,59.8,-0.7,-1.16,08/25,0.0,0.0,0.0,0.23,0.58,1.0,2.95,1.05,-0.61,12.1,15.8,1.62
54,3017,奇鋐,2950.0,95.0,3.33,08/25,0.04,0.05,0.06,0.22,0.31,1.41,2.0,3.93,1.7,-7.25,8.9,1.49
55,8070,長華*,49.3,0.3,0.61,08/25,0.0,0.0,0.0,0.22,0.53,0.53,-3.99,-4.37,-4.31,-4.31,-4.32,-5.47
56,3260,威剛,418.5,-20.0,-4.56,08/25,0.14,0.18,0.19,0.21,0.12,0.17,-0.14,-9.27,-0.93,2.38,4.36,-9.74
57,2059,川湖,14285.0,-125.0,-0.87,08/25,0.06,0.15,0.17,0.21,0.53,1.3,2.42,4.48,0.87,0.7,8.48,1.21
58,3374,精材,311.0,8.5,2.81,08/25,0.0,0.0,0.0,0.2,0.19,0.22,-0.45,-0.72,0.18,-2.51,-1.5,0.3
59,3014,聯陽,130.5,1.0,0.77,08/25,0.0,0.0,0.11,0.19,0.19,0.06,2.97,2.8,0.25,-0.04,5.09,2.08
60,8422,可寧衛*,27.2,0.0,0.0,08/25,0.0,0.0,0.0,0.19,0.27,0.27,-1.11,-1.64,-1.6,-1.6,-1.6,-1.89
61,3491,昇達科,1270.0,-20.0,-1.55,08/25,0.02,0.06,0.11,0.18,0.33,0.52,-1.13,-0.15,-0.95,4.98,3.29,-0.96
62,2884,玉山金,39.0,0.85,2.23,08/25,0.0,0.01,0.01,0.17,0.56,0.59,1.23,-0.08,3.15,5.21,5.59,0.21
63,2439,美律,82.3,-0.1,-0.12,08/25,0.0,0.0,0.0,0.17,0.17,0.17,-1.46,-7.09,-20.3,0.45,-9.93,-8.17
64,2395,研華,670.0,12.0,1.82,08/25,0.07,0.07,0.07,0.17,0.33,0.34,0.77,0.71,0.46,0.95,1.15,0.87
65,00900,富邦特選高股息30,18.74,0.05,0.27,08/25,0.0,0.16,0.16,0.16,0.48,0.48,0.48,1.02,1.13,2.55,,0.94
66,5347,世界,150.5,-0.5,-0.33,08/25,0.14,0.18,0.16,0.16,0.21,-0.34,-1.27,-2.41,-9.2,8.88,9.03,-5.95
67,4736,泰博,137.0,-3.5,-2.49,08/25,0.0,0.0,0.0,0.16,0.16,0.16,0.19,0.15,-0.15,-0.92,-0.37,-0.16
68,8112,至上,94.0,-1.4,-1.47,08/25,0.0,0.0,0.0,0.15,0.29,0.16,3.89,1.76,1.91,2.14,1.91,-0.19
69,00645,富邦日本,57.75,0.25,0.43,08/25,0.0,0.0,0.0,0.14,0.42,0.95,1.43,1.43,1.43,1.43,1.2,1.43
70,3189,景碩,835.0,41.0,5.16,08/25,0.0,-0.05,-0.1,0.14,0.18,0.89,3.44,3.12,7.9,3.28,8.47,8.58
71,2464,盟立,193.0,5.5,2.93,08/25,0.05,0.14,0.14,0.14,0.4,0.79,0.72,0.74,0.73,0.75,-3.69,0.74
72,3044,健鼎,463.0,13.0,2.89,08/25,0.0,0.02,0.02,0.13,0.44,0.78,-1.72,-2.54,-11.4,-5.47,0.88,-4.3
73,2376,技嘉,347.5,6.5,1.91,08/25,0.01,0.01,-0.01,0.13,0.25,-0.07,3.68,3.88,3.66,-2.87,0.88,3.85
74,00713,元大台灣高息低波,61.65,0.25,0.41,08/25,0.12,0.12,0.12,0.12,0.12,0.12,0.22,0.39,-0.05,0.49,,0.29
75,3105,穩懋,379.0,24.0,6.76,08/25,0.0,0.01,0.06,0.12,0.71,0.74,-1.74,4.28,5.13,4.86,0.01,4.91
76,1303,南亞,188.5,8.5,4.72,08/25,0.07,0.07,0.08,0.12,0.15,0.06,3.85,3.69,3.82,1.11,3.09,3.72
77,6196,帆宣,477.0,-16.0,-3.25,08/25,0.0,0.0,0.0,0.11,-0.1,-0.25,0.1,0.8,-6.66,1.18,1.13,0.92
78,2887,台新新光金,37.15,0.65,1.78,08/25,0.0,0.0,0.0,0.11,0.45,0.52,3.5,2.79,7.51,12.3,12.5,2.9
79,2845,遠東銀,13.5,-0.1,-0.74,08/25,0.0,0.03,0.06,0.1,0.1,0.15,2.11,2.11,2.05,0.67,1.96,2.1
80,2379,瑞昱,730.0,14.0,1.96,08/25,0.0,0.0,0.0,0.1,0.12,0.45,7.52,4.17,1.62,6.23,14.1,3.18
81,5534,長虹,75.3,0.2,0.27,08/25,0.0,0.1,0.1,0.1,0.1,0.15,0.14,0.91,0.59,0.91,-0.02,0.92
82,8436,大江,124.5,0.5,0.4,08/25,0.05,0.1,0.1,0.1,0.1,0.26,-0.51,-0.95,-0.96,-0.9,-0.89,0.01
83,4938,和碩,88.8,-0.5,-0.56,08/25,0.0,0.0,0.02,0.09,0.42,0.63,2.97,3.02,-2.67,2.72,2.88,1.06
84,3706,神達,91.4,-0.7,-0.76,08/25,0.0,0.09,0.09,0.09,0.27,0.41,4.19,5.31,2.55,5.28,3.49,5.17
85,5880,合庫金,25.05,0.05,0.2,08/25,0.0,0.0,0.0,0.09,0.28,0.35,0.37,0.4,0.29,0.46,0.74,0.4
86,1477,聚陽,201.0,0.0,0.0,08/25,0.0,0.01,0.0,0.09,0.24,0.48,-2.37,-2.36,-8.31,-5.65,4.32,-3.48
87,1504,東元,70.8,-0.7,-0.98,08/25,0.0,0.0,0.0,0.09,0.15,0.15,-0.16,-0.55,-7.69,-1.81,-1.32,-0.85
88,6409,旭隼,1020.0,10.0,0.99,08/25,0.0,0.02,0.02,0.08,0.2,0.21,4.9,5.25,6.17,5.94,5.74,5.61
89,6442,光聖,1605.0,145.0,9.93,08/25,-0.09,-0.09,-0.09,0.08,0.86,0.82,-0.82,-3.77,-0.17,5.29,5.29,-3.86
90,00652,富邦印度,33.2,-0.06,-0.18,08/25,0.0,0.0,0.0,0.08,0.26,0.68,0.98,0.98,0.98,0.6,0.7,0.98
91,6907,雅特力-KY,182.0,2.0,1.11,08/25,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.08,,,,
92,009803,玉山市值動能50,21.18,0.21,1.0,08/25,0.08,0.08,0.08,0.08,0.08,0.08,0.74,1.66,1.66,,,1.66
93,8358,金居,429.0,12.0,2.88,08/25,0.0,0.0,0.0,0.08,-0.12,-4.05,-5.24,-6.77,-8.26,-6.9,-7.09,-6.76
94,3035,智原,172.0,2.0,1.18,08/25,0.0,0.0,0.03,0.08,0.13,0.13,0.18,-0.03,-0.67,-10.9,0.8,0.05
95,6104,創惟,97.3,0.8,0.83,08/25,0.0,0.0,0.0,0.08,0.08,0.08,0.1,0.02,0.06,0.17,-0.35,0.1
96,3592,瑞鼎,225.5,1.0,0.45,08/25,0.0,0.0,0.01,0.08,0.07,-0.02,0.37,2.08,-12.1,0.85,,1.2
97,3045,台灣大,115.5,0.5,0.43,08/25,0.02,0.02,0.02,0.07,0.03,0.05,1.34,1.68,4.95,9.33,11.8,1.26
98,2883,凱基金,31.7,0.7,2.26,08/25,0.0,0.01,0.0,0.07,0.49,0.69,4.74,4.46,4.31,6.14,8.8,4.37
99,6643,M31,414.5,8.5,2.09,08/25,0.0,0.0,0.0,0.07,0.07,0.07,-0.24,0.08,0.52,-8.06,,0.59
100,3661,世芯-KY,3865.0,130.0,3.48,08/25,0.05,0.05,0.05,0.07,-0.93,-1.34,-2.72,-2.3,-5.18,-8.6,4.16,-1.73
101,3231,緯創,178.5,3.0,1.71,08/25,0.0,0.01,0.01,0.07,-0.23,0.48,3.6,3.62,2.68,-0.45,4.43,3.01
102,9941,裕融,86.8,0.9,1.05,08/25,0.02,0.03,0.05,0.06,0.06,0.13,4.99,5.33,5.37,5.37,5.37,4.77
103,4961,天鈺,164.5,-0.5,-0.3,08/25,0.0,0.0,0.02,0.06,0.06,0.09,1.6,1.45,-4.99,1.79,,0.65
104,2006,東和鋼鐵,82.0,-0.5,-0.61,08/25,0.0,0.0,0.0,0.06,0.1,0.11,-3.51,-4.54,-6.44,-4.67,-0.68,-5.11
105,2903,遠百,22.65,-0.15,-0.66,08/25,0.0,0.0,0.0,0.06,0.16,0.18,1.06,0.52,2.46,0.48,2.41,-0.04
106,2915,潤泰全,59.0,-0.7,-1.17,08/25,0.0,0.0,0.04,0.06,0.06,0.06,-0.07,-0.77,-2.86,-5.61,-5.72,-2.15
107,2548,華固,96.4,-0.2,-0.21,08/25,0.0,0.0,0.05,0.05,0.05,0.03,-0.97,-0.19,-0.05,-1.01,-1.37,-0.13
108,6962,奕力-KY,31.25,-0.1,-0.32,08/25,0.0,0.0,0.0,0.05,0.05,0.05,-0.04,-0.05,-0.05,,,-0.06
109,2890,永豐金,39.3,0.35,0.9,08/25,0.0,-0.01,-0.01,0.05,0.36,0.4,2.62,2.25,2.86,0.82,5.92,2.16
110,6715,嘉基,363.5,-40.0,-9.91,08/25,0.0,0.0,0.0,0.05,0.44,-0.7,-0.65,5.57,5.57,5.55,,5.57
111,6719,力智,192.0,0.5,0.26,08/25,0.0,0.0,0.0,0.05,0.05,0.05,0.06,0.07,0.09,-0.31,,-0.1
112,6584,南俊國際,594.0,8.0,1.37,08/25,0.0,0.0,0.0,0.04,0.09,-0.56,0.75,2.82,1.98,4.04,,1.14
113,006205,富邦上証,40.29,0.23,0.57,08/25,0.0,0.0,0.0,0.04,0.09,0.34,0.11,-1.05,-1.05,-3.18,-58.0,-1.05
114,0050,元大台灣50,104.4,0.6,0.58,08/25,0.0,0.01,0.04,0.04,0.01,0.22,0.8,1.14,1.45,1.82,2.13,1.41
115,2489,瑞軒,40.55,3.65,9.89,08/25,0.0,0.04,0.04,0.04,0.04,-0.58,-0.56,0.32,0.32,0.21,0.24,0.32
