"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股100張以下(%)","100張以下增減","持股200張以下(%)","200張以下增減","持股400張以下(%)","400張以下增減","持股600張以下(%)","600張以下增減"
"2101","6240","松崗","23","+0.15","+0.66","26W30","07/24","11.2","-0.14","15.4","-0.12","17.1","-0.1","19.4","-0.1"
"2102","8917","欣泰","54","0","0","26W30","07/24","6.36","-0.01","11","0","17.2","0","24.5","0"
"2103","6901","鑽石投資","16.15","-0.4","-2.42","26W30","07/24","13.2","+0.06","15.2","+0.1","17","+0.25","18.3","+0.37"
"2104","7716","昱臺國際","24.2","0","0","26W30","07/24","10.2","-0.07","15","-0.07","17.2","-0.07","23.4","-0.07"
"2105","5530","龍巖","51.2","+0.6","+1.19","26W30","07/24","12","-0.04","14.7","-0.02","17.5","+0.06","19.1","+0.14"
"2106","1614","三洋電","30.65","0","0","26W30","07/24","7.89","-0.04","11.7","-0.01","17.2","-0.01","20.6","-0.01"
"2107","00666R","富邦恒生國企反1","8.97","-0.03","-0.33","26W30","07/24","8.26","-0.3","10.8","-0.34","17.2","+1.95","17.2","+1.95"
"2108","2024","志聯","13.6","+0.3","+2.26","26W30","07/24","13.3","0","15.6","0","17","0","18.5","0"
"2109","2064","晉椿","12.25","-0.35","-2.78","26W30","07/24","8.92","-0.01","11.4","-0.01","16.9","0","26.3","0"
"2110","6754","匯僑設計","41.8","-0.2","-0.48","26W30","07/24","14","-0.02","15.9","0","16.9","+0.01","18.6","0"
"2111","00696B","富邦美債20年","28.12","-0.25","-0.88","26W30","07/24","14","-0.44","15.8","-0.5","16.7","-0.5","17.1","-0.58"
"2112","1234","黑松","33.25","0","0","26W30","07/24","11.2","-0.01","13.5","-0.12","17","+0.02","20.5","+0.02"
"2113","2886","兆豐金","48.2","+2.05","+4.44","26W30","07/24","13.8","-0.12","15.5","-0.15","16.7","-0.16","17.3","-0.16"
"2114","1438","三地開發","22.35","0","0","26W30","07/24","11.7","-0.02","14.1","-0.04","16.8","-0.04","19.6","-0.04"
"2115","2897B","王道銀乙特","11.5","0","0","26W30","07/24","9.95","+0.02","12.6","+0.02","16.8","+0.18","19.2","0"
"2116","3666","光耀","25.1","-0.15","-0.59","26W30","07/24","13.2","-0.11","15.4","-0.11","16.8","-0.11","17.5","-0.11"
"2117","1423","利華","34.95","-0.55","-1.55","26W30","07/24","10.9","+0.05","13.1","-0.05","16.6","-0.04","19.5","+0.9"
