排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
1201,4157,太景*-KY,8.37,-0.11,-1.3,26M06,23.4,-824.0,32.9,0,0,0.0,0.0,0.0,0,0,23.4,-824.0,32.9,0,0
1202,4160,訊聯基因,39.6,-0.4,-1.0,26M06,0.82,249.0,30.6,0,0,0.0,0.0,0.0,0,0,0.82,249.0,30.6,0,0
1203,4162,智擎,65.9,-0.9,-1.35,26M06,4.85,0.0,33.3,0,0,0.0,0.0,0.02,0,0,4.85,0.0,33.3,0,0
1204,4163,鐿鈦,124.0,-0.5,-0.4,26M06,0.67,2134.0,13.2,0,0,0.0,0.0,0.0,0,0,0.67,2134.0,13.2,0,0
1205,4166,友霖,25.0,-0.15,-0.6,26M06,14.5,0.0,59.5,0,0,0.0,0.0,0.0,0,0,14.5,0.0,59.5,0,0
1206,4167,松瑞藥,20.6,0.0,0.0,26M06,2.17,0.0,6.99,0,0,0.03,0.0,0.09,0,0,2.2,0.0,7.08,0,0
1207,4168,醣聯,23.05,-0.25,-1.07,26M06,1.03,0.0,9.18,0,0,0.0,0.0,0.0,0,0,1.03,0.0,9.18,0,0
1208,4169,泰宗,247.5,-27.5,-10.0,26M06,1.37,0.0,20.6,0,0,0.0,0.0,0.0,0,0,1.37,0.0,20.6,0,0
1209,4173,久裕,17.9,-0.15,-0.83,26M06,2.98,0.0,40.0,0,0,0.0,0.0,0.0,0,0,2.98,0.0,40.0,0,0
1210,4178,永笙-KY,18.65,-0.45,-2.36,26M06,5.22,144.0,24.2,0,0,0.0,0.0,0.0,0,0,5.22,144.0,24.2,0,0
1211,4188,安克,10.1,0.12,1.2,26M06,2.96,-46.0,46.8,0,0,0.0,0.0,0.0,0,0,2.96,-46.0,46.8,0,0
1212,4190,佐登-KY,26.5,-0.2,-0.75,26M06,0.6,54.0,9.78,0,0,0.0,0.0,0.0,0,0,0.6,54.0,9.78,0,0
1213,4192,杏國,19.2,0.0,0.0,26M06,2.28,0.0,64.7,0,0,0.0,0.0,0.0,0,0,2.28,0.0,64.7,0,0
1214,4195,基米-創,16.15,-0.05,-0.31,26M06,1.19,0.0,14.8,0,0,0.0,0.0,0.0,0,0,1.19,0.0,14.8,0,0
1215,4198,欣大健康,40.7,-1.2,-2.86,26M06,1.5,197.0,62.3,0,0,0.0,0.0,0.0,0,0,1.5,197.0,62.3,0,0
1216,4205,中華食,70.5,-0.4,-0.56,26M06,3.07,0.0,31.5,0,0,0.0,0.0,0.01,0,0,3.07,0.0,31.5,0,0
