排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 100張 以下 (%),100張 以下 增減,持股 200張 以下 (%),200張 以下 增減,持股 400張 以下 (%),400張 以下 增減,持股 600張 以下 (%),600張 以下 增減
1801,2887I,台新新光辛特,9.51,-0.01,-0.11,26W35,08/28,18.4,-0.06,22.3,-0.03,26.3,-0.04,29.1,-0.04
1802,2702,華園,12.7,0.05,0.4,26W35,08/28,21.0,-0.02,24.1,0.0,26.3,0.0,26.5,0.0
1803,2640,大車隊,158.0,1.5,0.96,26W35,08/28,14.1,-0.06,17.7,-0.04,26.2,0.0,32.5,0.0
1804,2739,寒舍,37.75,-0.5,-1.31,26W35,08/28,20.7,-0.21,23.9,-0.17,26.2,-0.1,27.8,-0.09
1805,6971,惠民實業,26.35,0.05,0.19,26W35,08/28,21.1,-0.3,24.1,0.0,26.2,0.0,32.1,0.0
1806,1519,華城,755.0,-15.0,-1.95,26W35,08/28,19.8,-0.94,22.3,-0.93,26.2,-1.0,28.4,-0.73
1807,8097,常珵,49.05,-0.2,-0.41,26W35,08/28,17.0,-0.13,21.2,-0.37,26.2,-0.27,29.6,-0.27
1808,2204,中華,53.4,-0.6,-1.11,26W35,08/28,21.7,-0.01,24.2,-0.05,26.1,0.04,26.8,-0.07
1809,3189,景碩,899.0,-15.0,-1.64,26W35,08/28,19.7,-0.65,22.1,-0.58,26.0,-0.49,28.6,-0.57
1810,6577,勁豐,80.8,0.5,0.62,26W35,08/28,20.5,-0.03,22.8,-0.02,26.0,0.0,27.7,0.0
1811,2379,瑞昱,722.0,-8.0,-1.1,26W35,08/28,13.7,-0.2,18.2,-0.29,26.0,-0.08,31.6,0.04
1812,2520,冠德,35.3,-0.35,-0.98,26W35,08/28,19.9,-0.25,23.1,-0.25,25.9,-0.19,27.7,-0.33
1813,4113,聯上,15.1,0.0,0.0,26W35,08/28,15.9,-0.06,21.3,0.03,25.9,-0.15,30.2,0.28
1814,1713,國化,44.2,0.5,1.14,26W35,08/28,16.5,0.02,21.0,0.04,25.8,0.26,29.7,-0.02
1815,6624,萬年清,41.65,0.7,1.71,26W35,08/28,15.7,-0.02,19.8,-0.02,25.8,-0.02,30.1,-0.02
1816,7753,星亞,37.05,-0.15,-0.4,26W35,08/28,18.6,0.06,22.1,0.0,25.8,0.0,27.5,0.0
1817,9905,大華,21.55,0.1,0.47,26W35,08/28,20.7,-0.04,22.9,-0.02,25.8,-0.14,27.3,0.0
1818,6614,資拓宏宇,35.9,-0.35,-0.97,26W35,08/28,19.6,0.14,22.8,0.0,25.8,0.0,26.3,0.0
1819,7770,君曜,36.55,-0.4,-1.08,26W35,08/28,14.2,0.35,19.1,0.02,25.7,0.02,34.9,0.0
1820,6791,虎門科技,101.0,-1.0,-0.98,26W35,08/28,19.6,0.0,22.7,0.0,25.7,0.0,36.0,0.0
1821,6582,申豐,32.6,-0.1,-0.31,26W35,08/28,20.0,0.04,23.3,0.0,25.7,0.0,25.7,0.0
1822,6730,常廣,32.95,-0.25,-0.75,26W35,08/28,14.5,0.37,19.3,0.0,25.7,0.0,29.8,-0.01
1823,6877,鏵友益,116.5,0.5,0.43,26W35,08/28,15.9,-0.07,20.4,-0.11,25.7,-0.06,30.6,-0.04
1824,2538,基泰,8.9,-0.11,-1.22,26W35,08/28,16.0,0.09,20.4,0.22,25.6,0.08,29.1,0.27
1825,2356,英業達,64.9,-0.7,-1.07,26W35,08/28,22.2,-0.1,23.9,-0.09,25.6,-0.09,27.0,-0.05
1826,2385,群光,108.0,0.0,0.0,26W35,08/28,19.6,-0.24,22.3,-0.23,25.6,-0.25,27.8,-0.27
1827,1773,勝一,159.5,-0.5,-0.31,26W35,08/28,18.4,0.04,22.6,0.04,25.6,0.04,28.6,0.04
1828,9907,統一實,15.35,-0.1,-0.65,26W35,08/28,18.4,-0.15,21.9,-0.19,25.6,-0.23,27.4,-0.24
1829,5205,中茂,20.4,0.25,1.24,26W35,08/28,17.3,0.0,23.8,0.0,25.5,0.0,28.7,0.0
1830,00656R,國泰中國A50反1,5.83,-0.02,-0.34,26W35,08/28,16.7,-0.56,23.2,-0.56,25.5,-1.39,42.5,3.11
1831,6221,晉泰,21.7,0.0,0.0,26W35,08/28,19.4,0.14,22.8,0.33,25.5,0.0,26.3,0.0
1832,1906,寶隆,11.4,-0.1,-0.87,26W35,08/28,19.5,-0.13,22.3,-0.15,25.5,-0.02,26.5,-0.02
1833,6584,南俊國際,682.0,62.0,10.0,26W35,08/28,19.0,-0.05,22.6,-0.34,25.4,0.0,31.4,0.0
1834,2926,誠品生活,30.1,0.1,0.33,26W35,08/28,15.0,-0.07,20.2,-0.05,25.4,-0.02,29.7,-0.02
1835,1806,冠軍,8.02,0.0,0.0,26W35,08/28,20.8,-0.09,23.0,-0.08,25.4,-0.15,27.0,-0.01
1836,5880,合庫金,25.25,0.2,0.8,26W35,08/28,17.0,-0.05,21.4,-0.05,25.3,-0.06,27.3,-0.07
1837,1301,台塑,62.7,-0.4,-0.63,26W35,08/28,20.8,-0.51,23.2,-0.58,25.3,-0.58,26.4,-0.62
1838,2109,華豐,14.8,0.0,0.0,26W35,08/28,16.7,-0.01,20.5,-0.02,25.3,-0.01,28.9,0.0
1839,7743,金利食安,21.0,0.15,0.72,26W35,08/28,12.5,0.0,18.8,0.0,25.3,0.0,32.1,0.0
1840,2072,世紀風電,144.0,0.5,0.35,26W35,08/28,17.6,0.27,21.0,0.19,25.3,0.04,26.8,0.04
1841,4127,天良,78.8,-3.2,-3.9,26W35,08/28,16.5,0.32,21.0,-0.63,25.2,0.67,29.8,0.87
1842,8162,微矽電子-創,63.6,0.8,1.27,26W35,08/28,17.5,0.03,21.6,-0.3,25.2,-0.82,30.3,0.0
1843,8426,紅木-KY,21.05,0.05,0.24,26W35,08/28,18.2,-0.01,20.7,-0.04,25.1,-0.05,25.1,-0.05
1844,2491,吉祥全,56.4,5.1,9.94,26W35,08/28,18.3,-1.99,22.2,-1.77,25.1,-2.18,28.4,-0.3
1845,1457,宜進,14.45,0.05,0.35,26W35,08/28,17.5,-0.01,20.7,-0.07,25.1,0.02,27.8,0.03
1846,2357,華碩,965.0,-3.0,-0.31,26W35,08/28,17.1,-0.13,20.7,-0.28,25.1,-0.07,28.3,-0.25
1847,6919,康霈*,99.6,-3.4,-3.3,26W35,08/28,16.6,0.2,20.5,0.29,25.1,0.26,28.0,0.42
1848,4764,雙鍵,249.5,21.5,9.43,26W35,08/28,16.1,-0.43,19.5,-0.52,25.0,0.61,28.6,0.5
1849,7750,新代,2300.0,-150.0,-6.12,26W35,08/28,12.7,0.64,17.1,-0.01,24.9,0.96,32.8,-0.9
1850,2504,國產,31.7,-0.25,-0.78,26W35,08/28,18.1,-0.15,21.7,-0.12,24.9,-0.12,27.1,-0.13
1851,4556,旭然,70.6,-2.5,-3.42,26W35,08/28,21.1,-0.04,23.3,-0.04,24.9,-0.04,24.9,-0.04
1852,9928,中視,17.95,0.0,0.0,26W35,08/28,18.2,0.31,20.2,-0.03,24.8,0.0,28.9,0.0
1853,00695B,富邦美債7-10,34.67,-0.18,-0.52,26W35,08/28,21.3,0.43,23.3,0.41,24.8,0.4,27.5,-0.93
1854,00987D,主動統一美債量化,10.02,-0.06,-0.6,26W35,08/28,20.2,,22.5,,24.8,,25.8,
1855,6671,三能-KY,23.0,-0.25,-1.08,26W35,08/28,13.9,0.18,18.3,-0.02,24.8,-0.02,34.7,-0.94
1856,7839,達人網,44.65,-0.35,-0.78,26W35,08/28,12.3,-0.62,17.1,-1.82,24.8,0.03,35.2,0.0
1857,5438,東友,16.8,-0.2,-1.18,26W35,08/28,19.8,-0.03,21.5,-0.02,24.8,0.26,25.6,-0.17
1858,2073,雄順,26.4,0.0,0.0,26W35,08/28,10.4,0.0,14.5,0.0,24.8,0.0,32.7,0.0
1859,1605,華新,39.0,0.1,0.26,26W35,08/28,20.6,-0.5,22.7,-0.53,24.7,-0.46,25.8,-0.48
