排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
901,2645,長榮航太,191.0,1.5,0.79,26M07,25.7,0.0,68.6,0,0,0.0,0.0,0.0,0,0,25.7,0.0,68.6,0,0
902,2646,星宇航空,20.75,0.0,0.0,26M07,166.0,0.0,55.3,0,0,0.0,0.0,0.0,0,0,166.0,0.0,55.3,0,0
903,2701,萬企,10.65,0.05,0.47,26M07,8.98,0.0,20.0,0,0,0.0,0.0,0.01,0,0,8.98,0.0,20.0,0,0
904,2704,國賓,46.15,-0.1,-0.22,26M07,7.72,0.0,21.0,0,0,0.0,0.0,0.0,0,0,7.72,0.0,21.0,0,0
905,2705,六福,16.1,-0.1,-0.62,26M07,2.48,0.0,13.0,0,0,0.0,0.0,0.0,0,0,2.48,0.0,13.0,0,0
906,2706,第一店,12.5,0.0,0.0,26M07,9.9,0.0,19.8,0,0,0.0,0.0,0.0,0,0,9.9,0.0,19.8,0,0
907,2707,晶華,180.0,0.0,0.0,26M07,1.34,0.0,10.5,0,0,0.0,0.0,0.0,0,0,1.34,0.0,10.5,0,0
908,2712,遠雄來,14.5,-0.45,-3.01,26M07,5.37,0.0,51.1,0,0,0.0,0.0,0.0,0,0,5.37,0.0,51.1,0,0
909,2718,全心投控,44.6,0.0,0.0,26M07,1.04,0.0,11.9,0,0,0.0,0.0,0.0,0,0,1.04,0.0,11.9,0,0
910,2723,美食-KY,62.0,-0.9,-1.43,26M07,8.34,0.0,46.3,0,0,0.0,0.0,0.0,0,0,8.34,0.0,46.3,0,0
911,2724,藝舍-KY,10.85,0.0,0.0,26M07,2.73,0.0,45.8,0,0,0.0,0.0,0.0,0,0,2.73,0.0,45.8,0,0
912,2726,雅茗-KY,8.84,0.04,0.45,26M07,0.91,0.0,24.0,0,0,0.0,0.0,0.0,0,0,0.91,0.0,24.0,0,0
913,2727,王品,236.5,-5.0,-2.07,26M07,0.57,540.0,6.83,0,0,0.0,0.0,0.0,0,0,0.57,540.0,6.83,0,0
914,2731,雄獅,145.5,0.0,0.0,26M07,1.63,0.0,17.5,0,0,0.0,0.0,0.0,0,0,1.63,0.0,17.5,0,0
915,2736,富野,11.45,0.0,0.0,26M07,3.4,0.0,42.5,0,0,0.0,0.0,0.0,0,0,3.4,0.0,42.5,0,0
916,2745,五福,88.8,-1.1,-1.22,26M07,0.77,-28.0,22.8,0,0,0.0,0.0,0.0,0,0,0.77,-28.0,22.8,0,0
917,2748,雲品,38.5,0.0,0.0,26M07,6.2,0.0,58.6,0,0,0.0,0.0,0.02,0,0,6.2,0.0,58.6,0,0
918,2751,王座,54.0,0.9,1.69,26M07,1.2,0.0,60.6,0,0,0.0,0.0,0.0,0,0,1.2,0.0,60.6,0,0
919,2752,豆府,178.5,-0.5,-0.28,26M07,0.61,0.0,23.0,0,0,0.0,0.0,0.0,0,0,0.61,0.0,23.0,0,0
920,2754,亞洲藏壽司,72.4,-0.6,-0.82,26M07,3.12,0.0,66.5,0,0,0.0,0.0,0.0,0,0,3.12,0.0,66.5,0,0
921,2756,聯發國際,56.5,-0.5,-0.88,26M07,0.71,0.0,28.8,0,0,0.0,0.0,0.0,0,0,0.71,0.0,28.8,0,0
922,2762,世界健身-KY,82.5,-2.3,-2.71,26M07,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
923,2801,彰銀,23.1,-0.1,-0.43,26M07,296.0,0.0,25.1,0,0,0.01,0.0,0.0,0,0,296.0,0.0,25.1,0,0
924,2816,旺旺保,34.0,0.2,0.59,26M07,4.67,0.0,20.9,0,0,0.0,0.0,0.0,0,0,4.67,0.0,20.9,0,0
925,2834,臺企銀,16.4,-0.1,-0.61,26M07,235.0,0.0,24.2,0,0,0.0,0.0,0.0,0,0,235.0,0.0,24.2,0,0
926,2838,聯邦銀,19.9,-0.25,-1.24,26M07,52.2,29572.0,12.0,0,0,0.0,0.0,0.0,0,0,52.2,29572.0,12.0,0,0
927,2845,遠東銀,13.1,-0.05,-0.38,26M07,36.3,0.0,7.47,0,0,0.0,0.0,0.0,0,0,36.3,0.0,7.47,0,0
928,2850,新產,159.0,-2.5,-1.55,26M07,1.34,0.0,4.24,0,0,0.0,0.0,0.0,0,0,1.34,0.0,4.24,0,0
929,2851,中再保,35.9,-0.1,-0.28,26M07,29.6,0.0,37.0,0,0,0.0,0.0,0.0,0,0,29.6,0.0,37.0,0,0
930,2852,第一保,26.7,-0.2,-0.74,26M07,5.55,0.0,18.4,0,0,0.05,0.0,0.15,0,0,5.6,0.0,18.6,0,0
931,2855,統一證,46.2,0.35,0.76,26M07,11.4,0.0,7.14,0,0,0.0,0.0,0.0,0,0,11.4,0.0,7.14,0,0
932,2880,華南金,43.65,-0.35,-0.8,26M07,344.0,0.0,24.7,0,0,0.0,0.0,0.0,0,0,344.0,0.0,24.7,0,0
933,2881,富邦金,128.0,-0.5,-0.39,26M07,374.0,0.0,26.7,0,0,0.0,0.0,0.0,0,0,374.0,0.0,26.7,0,0
934,2884,玉山金,36.9,-0.9,-2.38,26M07,23.8,0.0,1.47,0,0,0.0,0.0,0.0,0,0,23.8,0.0,1.47,0,0
935,2886,兆豐金,49.4,-1.6,-3.14,26M07,306.0,0.0,20.6,0,0,0.0,0.0,0.0,0,0,306.0,0.0,20.6,0,0
936,2887,台新新光金,35.55,-0.35,-0.97,26M07,56.0,5542.0,2.25,0,0,0.0,0.0,0.0,0,0,56.0,5542.0,2.25,0,0
937,2889,國票金,15.2,-0.15,-0.98,26M07,42.3,0.0,11.6,0,0,0.0,0.0,0.0,0,0,42.3,0.0,11.6,0,0
938,2890,永豐金,39.05,0.15,0.39,26M07,38.1,7478.0,2.63,0,0,0.0,0.0,0.0,0,0,38.1,7478.0,2.63,0,0
939,2892,第一金,32.7,-0.95,-2.82,26M07,273.0,0.0,19.0,0,0,0.0,0.0,0.0,0,0,273.0,0.0,19.0,0,0
940,2897,王道銀行,10.15,0.0,0.0,26M07,63.6,0.0,22.7,0,0,0.0,0.0,0.0,0,0,63.6,0.0,22.7,0,0
941,2901,欣欣,23.75,-0.15,-0.63,26M07,4.27,0.0,58.4,0,0,0.0,0.0,0.0,0,0,4.27,0.0,58.4,0,0
942,2903,遠百,21.9,-0.15,-0.68,26M07,32.5,0.0,23.0,0,0,0.0,0.0,0.0,0,0,32.5,0.0,23.0,0,0
