排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 800張 以下 (%),800張 以下 增減,持股 1千張 以下 (%),1千張 以下 增減,持股 超過 1千張 (%),超過 1千張 增減
301,009801,中信美國創新科技,12.55,-0.12,-0.95,26W32,08/07,76.0,-0.89,79.0,-0.92,21.0,0.92
302,6799,來頡,85.6,-2.4,-2.73,26W32,08/07,74.9,1.91,79.0,0.0,21.0,0.0
303,6752,叡揚,101.5,2.9,2.94,26W32,08/07,73.9,0.0,78.9,0.0,21.1,0.0
304,00786B,元大10年IG銀行債,32.57,-0.21,-0.64,26W32,08/07,74.5,-0.7,78.9,-0.7,21.1,0.7
305,00988B,玉山嚴選非投債,19.98,-0.02,-0.1,26W32,08/07,75.9,1.55,78.8,0.91,21.2,-0.91
306,6909,創控,40.8,-1.05,-2.51,26W32,08/07,73.3,0.11,78.7,0.11,21.3,-0.11
307,00712,復華富時不動產,8.84,-0.02,-0.23,26W32,08/07,76.8,0.74,78.7,0.74,21.3,-0.74
308,00951,台新日本半導體,17.86,0.01,0.06,26W32,08/07,77.8,-1.84,78.6,-2.21,21.4,2.21
309,3607,谷崧,14.15,-0.2,-1.39,26W32,08/07,74.3,0.64,78.6,-0.02,21.4,0.02
310,1312A,國喬特,20.95,-0.05,-0.24,26W32,08/07,73.9,0.0,78.6,0.0,21.4,0.0
311,6462,神盾,102.5,1.0,0.99,26W32,08/07,75.9,-0.05,78.6,-1.11,21.4,1.11
312,9110,越南控-DR,3.14,0.08,2.61,26W32,08/07,72.1,0.33,78.5,0.33,21.5,-0.33
313,00924,復華S&P500成長,34.12,-0.06,-0.18,26W32,08/07,77.9,0.1,78.4,0.1,21.6,-0.1
314,00981A,主動統一台股增長,28.73,0.2,0.7,26W32,08/07,77.4,-6.04,78.3,-6.03,21.7,5.98
315,6438,迅得,145.0,-2.0,-1.36,26W32,08/07,71.6,-0.94,78.3,0.0,21.7,0.0
316,8066,來思達,14.6,-0.25,-1.68,26W32,08/07,72.8,0.0,78.2,0.0,21.8,0.0
317,3587,閎康,253.0,-0.5,-0.2,26W32,08/07,74.3,0.02,78.2,0.02,21.8,0.0
318,6226,光鼎,20.3,-1.1,-5.14,26W32,08/07,77.4,-3.53,78.2,-3.53,21.8,3.53
319,6411,晶焱,78.1,1.0,1.3,26W32,08/07,74.4,0.0,78.1,0.0,21.9,0.0
320,3540,曜越,20.75,-0.2,-0.95,26W32,08/07,77.1,0.06,78.1,0.0,21.9,0.0
321,8176,智捷,9.88,-0.02,-0.2,26W32,08/07,74.2,-0.03,78.1,-0.03,21.9,0.03
322,00404A,主動聯博動能50,9.59,0.01,0.1,26W32,08/07,77.3,-2.84,78.1,-2.61,21.9,2.61
323,00713,元大台灣高息低波,61.05,-0.2,-0.33,26W32,08/07,77.6,0.33,78.0,0.32,22.0,-0.32
324,6269,台郡,67.4,1.5,2.28,26W32,08/07,76.7,-1.58,78.0,-1.59,22.0,1.59
325,3710,連展投控,5.19,0.1,1.96,26W32,08/07,76.7,-0.02,78.0,-0.02,22.0,0.02
326,3715,定穎投控,122.0,-3.5,-2.79,26W32,08/07,75.4,-0.21,78.0,-0.55,22.0,0.55
327,6122,擎邦,46.65,-0.95,-2.0,26W32,08/07,75.6,-0.11,78.0,-0.11,22.0,0.11
328,6657,華安,30.35,-0.65,-2.1,26W32,08/07,74.6,0.0,77.9,0.0,22.1,0.0
329,4971,IET-KY,465.0,-37.0,-7.37,26W32,08/07,73.7,0.09,77.9,2.2,22.1,-2.2
330,00685L,群益臺灣加權正2,11.42,0.05,0.44,26W32,08/07,75.3,-4.66,77.8,-4.53,22.2,4.52
331,5315,光聯,19.1,-0.15,-0.78,26W32,08/07,76.2,0.13,77.8,0.15,22.2,-0.15
332,00947,台新臺灣IC設計,36.71,-0.19,-0.51,26W32,08/07,76.6,-5.31,77.7,-5.09,22.3,5.09
333,4714,永捷,10.5,-0.05,-0.47,26W32,08/07,76.1,-0.5,77.6,-0.5,22.4,0.5
334,009810,玉山全球藍籌100,21.88,-0.03,-0.14,26W32,08/07,72.7,0.46,77.6,0.46,22.4,-0.46
335,6423,億而得,80.4,-2.0,-2.43,26W32,08/07,74.6,-0.36,77.6,-0.36,22.4,0.36
336,6885,全福生技,20.6,0.05,0.24,26W32,08/07,72.7,0.0,77.5,0.0,22.5,0.0
337,2349,錸德,11.05,-0.05,-0.45,26W32,08/07,75.6,-0.06,77.5,-0.35,22.5,0.35
338,6151,晉倫,35.15,-0.05,-0.14,26W32,08/07,71.3,-0.01,77.5,0.0,22.5,0.0
339,3163,波若威,683.0,-23.0,-3.26,26W32,08/07,75.4,-1.32,77.5,-0.3,22.5,0.3
340,5274,信驊,16440.0,-100.0,-0.6,26W32,08/07,77.4,-0.49,77.4,-3.09,22.6,3.09
341,00981T,平衡凱基雙核收息,11.96,-0.03,-0.25,26W32,08/07,74.2,0.59,77.4,1.42,22.6,-1.42
342,5608,四維航,13.95,-0.15,-1.06,26W32,08/07,75.6,-0.1,77.4,-0.08,22.6,0.08
343,3484,崧騰,50.2,-0.5,-0.99,26W32,08/07,74.1,-0.15,77.4,-0.15,22.6,0.15
344,00963,中信全球高股息,13.35,-0.04,-0.3,26W32,08/07,72.1,-1.11,77.3,2.12,22.7,-2.12
345,00663L,國泰臺灣加權正2,100.15,0.35,0.35,26W32,08/07,76.2,-4.89,77.3,-4.91,22.7,4.91
346,4906,正文,36.0,0.4,1.12,26W32,08/07,75.9,0.07,77.3,-0.53,22.7,0.53
347,6596,寬宏藝術,87.3,0.0,0.0,26W32,08/07,77.3,0.0,77.3,0.0,22.7,0.0
348,5222,全訊,115.0,-2.0,-1.71,26W32,08/07,73.2,-0.05,77.3,-0.05,22.7,0.05
349,00865B,國泰US短期公債,49.36,0.03,0.06,26W32,08/07,75.3,0.52,77.2,0.48,22.8,-0.48
350,8071,能率網通,23.25,0.15,0.65,26W32,08/07,74.1,0.16,77.1,1.69,22.9,-1.69
351,3317,尼克森,69.2,0.3,0.44,26W32,08/07,75.2,0.95,77.1,0.0,22.9,0.0
352,2375,凱美,128.5,4.5,3.63,26W32,08/07,76.2,2.3,77.1,-0.11,22.9,0.11
353,6716,應廣,104.5,-0.5,-0.48,26W32,08/07,73.8,-0.18,77.1,-0.18,22.9,0.18
