排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持股 超過 600張 (%),超過 600張 增減,持股 超過 800張 (%),超過 800張 增減,持股 超過 1千張 (%),超過 1千張 增減
301,4123,晟德,37.75,0.3,0.8,26W31,07/31,55.2,0.01,52.7,0.18,51.1,0.3
302,2880,華南金,43.7,1.05,2.46,26W31,07/31,80.9,0.29,80.2,0.29,79.6,0.29
303,2379,瑞昱,683.0,-14.0,-2.01,26W31,07/31,67.9,-0.26,63.4,-0.23,59.2,0.29
304,9945,潤泰新,27.05,0.35,1.31,26W31,07/31,63.2,0.35,62.0,0.33,61.2,0.29
305,1590,亞德客-KY,1325.0,-15.0,-1.12,26W31,07/31,62.9,-0.96,56.3,0.31,52.3,0.29
306,2820,華票,16.75,0.1,0.6,26W31,07/31,64.3,0.23,63.2,0.24,62.5,0.29
307,00931B,統一美債20年,13.35,0.09,0.68,26W31,07/31,75.0,0.29,74.7,0.29,74.2,0.29
308,3016,嘉晶,79.9,5.5,7.39,26W31,07/31,70.3,-0.14,69.0,0.24,67.5,0.29
309,00904,台新臺灣半導體30,37.57,3.41,9.98,26W31,07/31,11.3,0.39,9.12,0.36,5.18,0.29
310,00970B,台新BBB投等債20+,9.25,0.07,0.76,26W31,07/31,57.5,0.28,56.0,0.27,53.8,0.29
311,8099,大世科,56.4,0.1,0.18,26W31,07/31,79.5,-0.51,76.0,-0.55,75.1,0.29
312,1476,儒鴻,346.0,-6.0,-1.7,26W31,07/31,78.5,0.4,76.5,0.9,74.3,0.29
313,3005,神基,114.0,4.0,3.64,26W31,07/31,70.9,0.34,69.0,0.0,67.8,0.29
314,3284,太普高,20.3,0.05,0.25,26W31,07/31,68.9,0.19,67.6,0.19,66.8,0.29
315,1525,江申,68.4,0.4,0.59,26W31,07/31,88.5,0.29,86.5,0.29,86.5,0.29
316,2489,瑞軒,26.7,2.2,8.98,26W31,07/31,27.9,0.4,26.3,0.03,25.7,0.29
317,2884,玉山金,38.65,0.95,2.52,26W31,07/31,71.4,0.26,70.1,0.29,69.0,0.29
318,2540,愛山林,61.0,2.1,3.57,26W31,07/31,91.0,0.44,90.1,0.28,89.5,0.28
319,9949,琉園,23.3,0.3,1.3,26W31,07/31,66.7,0.29,64.0,0.27,53.9,0.28
320,2892,第一金,36.75,1.25,3.52,26W31,07/31,70.0,0.27,68.8,0.29,67.9,0.28
321,1217,愛之味,9.95,0.01,0.1,26W31,07/31,58.4,0.41,56.4,0.13,53.9,0.28
322,1102,亞泥,33.0,-0.2,-0.6,26W31,07/31,80.4,0.36,79.7,0.31,79.2,0.28
323,2362,藍天,41.95,0.5,1.21,26W31,07/31,77.9,0.29,77.4,0.39,76.1,0.28
324,1718,中纖,8.73,0.09,1.04,26W31,07/31,51.3,0.38,49.8,0.38,48.7,0.28
325,4142,國光生,16.55,0.0,0.0,26W31,07/31,36.2,-0.15,34.2,-0.16,32.0,0.28
326,4707,磐亞,23.2,-0.05,-0.22,26W31,07/31,69.8,-0.01,67.8,-0.39,66.2,0.27
327,00980T,平衡凱基美國TOP,11.6,0.19,1.67,26W31,07/31,47.0,0.23,45.0,1.32,42.7,0.27
328,00920,富邦ESG綠色電力,23.89,1.63,7.32,26W31,07/31,14.3,0.34,10.5,0.27,10.5,0.27
329,3592,瑞鼎,227.5,8.0,3.64,26W31,07/31,30.7,0.15,25.8,-0.78,24.5,0.27
330,6547,高端疫苗,45.8,0.2,0.44,26W31,07/31,30.3,-0.06,29.1,-0.3,28.3,0.27
331,3712,永崴投控,18.0,1.6,9.76,26W31,07/31,56.9,0.27,56.9,0.27,55.7,0.27
332,8155,博智,272.5,24.5,9.88,26W31,07/31,45.7,0.38,42.4,0.29,38.0,0.27
333,6757,台灣虎航,57.4,2.5,4.55,26W31,07/31,74.1,0.37,73.6,0.5,73.1,0.27
334,3008,大立光,4035.0,320.0,8.61,26W31,07/31,44.9,-1.05,40.3,-0.44,36.9,0.27
335,2633,台灣高鐵,26.05,-0.25,-0.95,26W31,07/31,85.9,0.26,85.4,0.27,84.9,0.27
336,2537,聯上發,11.1,0.1,0.91,26W31,07/31,56.8,1.33,53.2,0.25,51.5,0.26
337,2915,潤泰全,52.2,0.8,1.56,26W31,07/31,67.1,0.34,65.0,0.35,63.4,0.26
338,4919,新唐,117.0,10.5,9.86,26W31,07/31,61.4,0.0,59.9,0.03,58.9,0.26
339,3303,岱稜,55.0,4.5,8.91,26W31,07/31,43.6,0.99,40.7,1.13,36.7,0.26
340,2511,太子,8.6,0.38,4.62,26W31,07/31,77.9,0.02,76.4,0.14,74.9,0.26
341,5871,中租-KY,111.5,1.0,0.9,26W31,07/31,68.7,0.31,66.7,0.19,65.2,0.26
342,1604,聲寶,23.35,-0.15,-0.64,26W31,07/31,55.7,0.3,53.9,0.26,52.7,0.26
343,2912,統一超,224.0,-6.0,-2.61,26W31,07/31,83.7,0.17,81.8,0.06,80.9,0.26
344,2345,智邦,2125.0,190.0,9.82,26W31,07/31,66.0,-0.03,61.3,0.3,57.5,0.26
345,2886,兆豐金,53.1,1.6,3.11,26W31,07/31,83.0,0.27,82.4,0.3,82.0,0.25
346,2442,新美齊,19.4,0.2,1.04,26W31,07/31,54.9,0.44,52.7,0.03,50.3,0.25
347,8436,大江,113.0,1.0,0.89,26W31,07/31,34.5,0.25,32.1,0.25,30.5,0.25
348,00853B,統一美債10年Aa-A,27.28,0.18,0.66,26W31,07/31,90.0,-0.06,90.0,0.74,89.5,0.25
349,00922,國泰台灣領袖50,39.03,3.39,9.51,26W31,07/31,30.0,0.28,29.3,0.33,28.8,0.25
350,00956,中信日經高股息,13.05,0.05,0.38,26W31,07/31,20.9,0.85,20.9,2.83,12.6,0.25
351,1806,冠軍,8.03,0.09,1.13,26W31,07/31,72.9,0.01,71.5,0.01,70.8,0.25
352,9105,泰金寶-DR,8.12,0.68,9.14,26W31,07/31,20.4,0.15,17.6,-0.14,15.3,0.25
353,2412,中華電,139.5,-1.0,-0.71,26W31,07/31,78.7,0.27,78.2,0.26,77.7,0.24
354,5468,凱鈺,24.0,1.2,5.26,26W31,07/31,64.6,0.24,62.2,0.24,60.5,0.24
355,00933B,國泰10Y+金融債,15.99,0.09,0.57,26W31,07/31,74.5,0.27,73.7,0.25,72.9,0.24
356,2845,遠東銀,13.5,0.05,0.37,26W31,07/31,73.0,0.19,71.6,0.21,70.3,0.24
357,2440,太空梭,15.25,0.75,5.17,26W31,07/31,68.9,0.24,67.5,0.24,67.5,0.24
358,6194,育富,29.55,0.35,1.2,26W31,07/31,51.2,0.28,46.4,0.24,40.8,0.24
359,5292,華懋,156.0,5.0,3.31,26W31,07/31,47.5,0.24,42.4,0.24,40.3,0.24
360,6116,彩晶,12.45,0.65,5.51,26W31,07/31,41.5,0.21,40.8,0.16,40.4,0.24
