代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00717,富邦美國特別股,14.72,-0.1,-0.67,26W34,08/18,60,30432,61.6,25.4,0,0,0.0,0.0,-2,-156,-8.68,-0.13,25,19917,74.2,16.7
00900,富邦特選高股息30,18.67,0.06,0.32,26W34,08/18,20,246511,25.2,15.6,0,0,0.0,0.0,20,348977,35.7,22.1,20,608988,62.4,38.5
8467,波力-KY,98.5,0.0,0.0,26W34,08/18,14,214,16.4,0.44,0,0,0.0,0.0,0,0,0.0,0.0,14,213,16.3,0.44
00898,國泰基因免疫革命,10.17,0.05,0.49,26W34,08/18,13,31434,46.4,25.7,0,0,0.0,0.0,2,3751,20.1,3.06,28,58327,53.4,47.6
7610,聯友金屬-創,1605.0,-135.0,-7.76,26W34,08/18,13,4216,14.7,7.23,0,0,0.0,0.0,-1,-1,-0.13,0.0,13,4182,14.6,7.17
1565,精華,94.9,0.4,0.42,26W34,08/18,12,726,8.94,1.44,0,0,0.0,0.0,-1,-2,-2.57,0.0,12,746,9.18,1.48
5324,士開,12.3,0.05,0.41,26W34,08/18,12,10005,50.2,4.42,0,0,0.0,0.0,0,0,0.0,0.0,12,10006,50.2,4.42
00916,國泰全球品牌50,26.61,0.11,0.42,26W34,08/18,11,12147,7.1,11.3,0,0,0.0,0.0,9,29461,41.7,27.3,9,40461,57.3,37.5
3714,富采,55.2,-0.8,-1.43,26W34,08/18,11,24793,4.97,3.36,0,0,0.0,0.0,1,12,0.08,0.0,11,23812,4.77,3.23
1341,富林-KY,58.4,-2.1,-3.47,26W34,08/18,10,51,12.1,0.1,0,0,0.0,0.0,1,1,10.0,0.0,10,50,11.9,0.1
2606,裕民,69.5,0.5,0.72,26W34,08/18,10,57501,26.9,6.8,1,61,0.55,0.01,1,381,3.44,0.05,1,4938,44.5,0.58
5538,東明-KY,37.3,2.05,5.82,26W34,08/18,10,460,9.75,0.23,0,0,0.0,0.0,2,13,1.26,0.01,10,465,9.85,0.23
8482,商億-KY,47.9,-0.6,-1.24,26W34,08/18,10,92,32.6,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,2,21.9,0.0
00910,第一金太空衛星,61.55,-1.6,-2.53,26W34,08/18,9,11402,15.9,9.39,0,0,0.0,0.0,9,8797,12.3,7.24,9,20199,28.2,16.6
