排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,8104,錸寶,41.75,1.7,4.24,8370,07/08,1422.0,2640.0,4467.0,6750.0,954.0,34.3,3325.0,813.0,372.0,2640.0
2,1909,榮成,10.9,0.15,1.4,14083,07/08,5.13,2.5,2.5,4000.0,4000.0,1267.0,720.0,193.0,86.4,242.0
3,6174,安碁,61.2,3.3,5.7,8616,07/08,1884.0,625.0,409.0,3670.0,3327.0,1408.0,,,,
4,2103,台橡,23.8,-0.85,-3.45,6841,07/08,32.8,36.8,15.9,3540.0,4450.0,1200.0,2933.0,658.0,,528.0
5,6617,共信-KY,117.5,6.0,5.38,1511,07/08,-16.7,100.0,122.0,1900.0,,,,,,
6,2881,富邦金,126.0,3.0,2.44,26060,07/08,21.6,50.0,150.0,1400.0,-16.7,-85.4,,-89.8,-98.4,-90.9
7,00407A,主動凱基台灣,9.44,-0.06,-0.63,126153,07/08,638.0,1080.0,436.0,1375.0,,,,,,
8,1301,台塑,58.0,0.7,1.22,44630,07/08,5.48,-29.2,-47.2,1367.0,30700.0,27.8,267.0,-54.4,584.0,-52.7
9,1314,中石化,9.7,-0.07,-0.72,304364,07/08,-2.04,-26.6,-31.5,1345.0,1498.0,1072.0,988.0,988.0,643.0,551.0
10,00954,中信日本半導體,20.5,-0.46,-2.19,3545,07/08,550.0,550.0,1200.0,1200.0,,,,,550.0,
11,4564,元翎,18.6,1.05,5.98,3658,07/08,132.0,112.0,219.0,1175.0,1600.0,1600.0,70.0,54.5,54.5,59.4
12,2408,南亞科,396.0,-7.0,-1.74,62960,07/08,-7.46,,,1081.0,-77.7,-80.1,-77.1,-98.5,-97.9,-98.5
13,6133,金橋,24.9,-0.7,-2.73,2241,07/08,6.98,-11.5,31.4,1050.0,1050.0,1050.0,109.0,-43.9,2200.0,-40.3
14,1810,和成,24.45,0.35,1.45,32125,07/08,25.7,76.0,-64.1,1000.0,,633.0,8700.0,100.0,,144.0
15,6143,振曜,104.0,-3.0,-2.8,1337,07/08,50.0,-12.5,61.5,950.0,425.0,950.0,,-76.1,-83.8,-76.4
16,00733,富邦臺灣中小,72.6,0.45,0.62,1753,07/08,,,,900.0,,900.0,,900.0,-71.4,
17,2436,偉詮電,68.9,-1.4,-1.99,3860,07/08,55.1,46.0,264.0,875.0,,21.4,7547.0,3202.0,5.52,3360.0
