排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2886,兆豐金,46.85,-0.1,-0.21,08/24,-3771,-11535,-26581,-50284,-25791,41136,93648.0,110911.0,69150.0,127040.0
2,1216,統一,77.4,-0.1,-0.13,08/24,-1903,-8752,-10095,-33755,-57256,-87468,-60273.0,-8657.0,113257.0,32218.0
3,1605,華新,38.1,0.8,2.14,08/24,266,-869,-1820,-32441,-63029,-61579,-42773.0,-92866.0,-18453.0,-151585.0
4,2002,中鋼,19.2,-0.25,-1.29,08/24,-342,-2863,-5414,-31647,-90441,-141680,-253680.0,-146121.0,1593.0,-205588.0
5,00937B,群益ESG投等債20+,14.28,-0.02,-0.14,08/24,-10899,-26023,-30077,-30077,9898,2898,-17095.0,-3789.0,-86528.0,-42656.0
6,2324,仁寶,41.6,2.65,6.8,08/24,55,-4016,-8359,-23435,-21354,-45986,-359858.0,-318868.0,-20681.0,-238886.0
7,2382,廣達,325.0,3.5,1.09,08/24,-2662,-5634,-17196,-21506,-142985,-159447,-35359.0,1326.0,-18453.0,-15920.0
8,2603,長榮,250.5,-1.0,-0.4,08/24,-154,-657,-9776,-19799,-27820,-47512,-91806.0,-82726.0,-63022.0,-94712.0
9,2880,華南金,39.25,-0.35,-0.88,08/24,-3766,-1102,1001,-19213,17483,96109,292206.0,335354.0,348291.0,322141.0
10,0050,元大台灣50,103.8,-0.85,-0.81,08/24,-4240,-6165,-15988,-16764,-19343,31318,100492.0,68126.0,36621.0,71952.0
11,00988A,主動統一全球創新,16.07,-0.32,-1.95,08/24,-14254,-14050,-15150,-14722,-18916,-33654,-55577.0,19485.0,,27411.0
12,1504,東元,71.5,-0.6,-0.83,08/24,-631,-3407,-4959,-14024,-20894,-19965,-25481.0,18045.0,57889.0,35844.0
13,2542,興富發,48.3,-0.5,-1.02,08/24,-419,-5609,-9556,-12242,-10072,-793,44455.0,49892.0,77841.0,44166.0
14,2344,華邦電,177.0,-4.0,-2.21,08/24,3673,6378,8549,-12113,-31808,-123886,-105677.0,47326.0,-60344.0,43068.0
15,6770,力積電,70.8,2.4,3.51,08/24,207,-1221,7688,-11831,-48933,18697,-133765.0,126628.0,-23576.0,72386.0
16,0056,元大高股息,52.3,-0.1,-0.19,08/24,-48,-1458,-8462,-9718,-18907,-55784,-76359.0,-42156.0,55893.0,-101629.0
17,1314,中石化,7.98,-0.25,-3.04,08/24,2830,3690,1842,-9617,-16580,-4378,-69341.0,30688.0,7416.0,-18538.0
18,00991A,主動復華未來50,17.45,-0.07,-0.4,08/24,-1588,365,-8880,-9362,-7031,-33864,-497.0,85026.0,,91235.0
19,2301,光寶科,287.0,26.0,9.96,08/24,-649,-8375,-8378,-9241,-17214,-19702,-29034.0,-11010.0,-27451.0,-5438.0
20,9945,潤泰新,29.0,-0.4,-1.36,08/24,9,-958,-2072,-9101,-12429,-17766,-4554.0,21933.0,-63704.0,22915.0
21,2801,彰銀,24.0,-0.1,-0.41,08/24,-4208,-4322,-4570,-8568,-7705,6150,12905.0,31630.0,38295.0,29963.0
22,1102,亞泥,34.8,-0.15,-0.43,08/24,-2393,-4086,-8109,-8496,-3895,-1178,-116584.0,-34074.0,30008.0,14478.0
23,00712,復華富時不動產,8.84,-0.05,-0.56,08/24,0,0,-3400,-8400,-8424,-12920,-6854.0,-3500.0,-23171.0,-3468.0
24,2634,漢翔,68.6,-0.7,-1.01,08/24,-1785,-3232,-8183,-8326,-7957,-5985,-16511.0,-8387.0,-14111.0,-16097.0
25,2892,第一金,33.55,-0.1,-0.3,08/24,160,942,-7032,-8163,-23869,-15928,-12611.0,9947.0,13044.0,8090.0
26,9904,寶成,25.05,0.05,0.2,08/24,1056,-2018,-2597,-7171,-3304,-2708,27275.0,139185.0,8678.0,129827.0
27,2353,宏碁,31.1,0.4,1.3,08/24,-240,-1408,-6548,-7099,-10365,-6707,-42010.0,-41920.0,83242.0,80584.0
28,2915,潤泰全,59.7,-1.4,-2.29,08/24,196,-2043,-3673,-6384,-4486,-7641,-13380.0,-3050.0,7924.0,1944.0
29,2609,陽明,64.5,0.5,0.78,08/24,-2982,-6368,-7889,-6012,-9454,-4083,-155063.0,-67152.0,-96308.0,-117516.0
30,5876,上海商銀,43.4,-0.75,-1.7,08/24,-420,-312,185,-5835,-4903,-60337,2799.0,76400.0,69265.0,72655.0
31,2354,鴻準,60.5,0.3,0.5,08/24,-576,-573,-255,-5800,-20558,-24065,-25468.0,8126.0,21892.0,13690.0
