排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
1801,7768,頌勝科技,256.5,-5.0,-1.91,26M07,1.3,0.0,18.5,0,0,0.0,0.0,0.0,0,0,1.3,0.0,18.5,0,0
1802,7769,鴻勁,6350.0,70.0,1.11,26M07,6.58,0.0,36.6,0,0,0.0,0.0,0.0,0,0,6.58,0.0,36.6,0,0
1803,7770,君曜,39.75,0.0,0.0,26M07,0.4,0.0,13.4,0,0,0.0,0.0,0.0,0,0,0.4,0.0,13.4,0,0
1804,7772,耀穎,91.6,-1.9,-2.03,26M07,0.74,0.0,27.9,0,0,0.0,0.0,0.0,0,0,0.74,0.0,27.9,0,0
1805,7777,能率亞洲,39.85,-0.45,-1.12,26M07,8.61,1894.0,46.1,0,0,0.0,0.0,0.0,0,0,8.61,1894.0,46.1,0,0
1806,7782,光速火箭,25.55,-0.45,-1.73,26M07,0.69,0.0,29.6,0,0,0.0,0.0,0.0,0,0,0.69,0.0,29.6,0,0
1807,7788,松川精密,238.5,4.0,1.71,26M07,1.54,0.0,19.3,0,0,0.0,0.0,0.0,0,0,1.54,0.0,19.3,0,0
1808,7791,皇家可口,59.5,-0.2,-0.34,26M07,4.83,0.0,60.3,0,0,0.0,0.0,0.0,0,0,4.83,0.0,60.3,0,0
1809,7792,安葆,211.5,-3.0,-1.4,26M07,1.38,15.0,29.6,0,0,0.0,0.0,0.0,0,0,1.38,15.0,29.6,0,0
1810,7794,宏碁智新,28.8,-0.5,-1.71,26M07,1.41,0.0,50.5,0,0,0.0,0.0,0.02,0,0,1.41,0.0,50.5,0,0
1811,7795,長廣,460.0,3.0,0.66,26M07,4.96,0.0,62.9,0,0,0.0,0.0,0.0,0,0,4.96,0.0,62.9,0,0
1812,7799,禾榮科,359.0,1.0,0.28,26M07,6.73,0.0,42.6,0,0,0.0,0.0,0.0,0,0,6.73,0.0,42.6,0,0
1813,7803,雲象科技-創,19.75,0.05,0.25,26M07,3.07,0.0,32.5,0,0,0.0,0.0,0.0,0,0,3.07,0.0,32.5,0,0
1814,7805,威聯通,687.0,10.0,1.48,26M07,1.07,0.0,32.2,0,0,0.0,0.0,0.0,0,0,1.07,0.0,32.2,0,0
1815,7810,捷創科技,196.0,0.0,0.0,26M07,0.74,0.0,36.3,0,0,0.0,0.0,0.0,0,0,0.74,0.0,36.3,0,0
1816,7811,民盛,71.1,0.0,0.0,26M07,2.08,0.0,62.2,0,0,0.0,0.0,0.0,0,0,2.08,0.0,62.2,0,0
1817,7814,海昌生技,31.0,0.45,1.47,26M07,3.06,-83.0,68.1,0,0,0.0,0.0,0.0,0,0,3.06,-83.0,68.1,0,0
1818,7818,溢泰實業,63.0,0.0,0.0,26M07,5.51,0.0,32.8,0,0,0.0,0.0,0.0,0,0,5.51,0.0,32.8,0,0
1819,7819,精誠金融,34.1,-0.5,-1.45,26M07,1.4,0.0,55.4,0,0,0.0,0.0,0.0,0,0,1.4,0.0,55.4,0,0
1820,7820,立盈,121.0,0.0,0.0,26M07,1.43,0.0,37.8,0,0,0.0,0.0,0.0,0,0,1.43,0.0,37.8,0,0
1821,7821,神數,39.7,-1.9,-4.57,26M07,6.98,0.0,57.2,0,0,0.0,0.0,0.0,0,0,6.98,0.0,57.2,0,0
