排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,910322,康師傅-DR,21.3,-0.25,-1.16,06/17,96.9,95.0,89.1,77.0,83.2,72.3,54.5,28.2,16.8,2.22,0.84,31.1
2,8464,億豐,349.5,-1.5,-0.43,06/17,83.6,82.6,84.1,79.0,79.0,80.8,70.6,33.2,19.0,7.19,2.36,40.7
3,00689R,國泰20年美債反1,21.79,-0.17,-0.77,06/17,0.0,0.0,76.3,89.2,65.6,29.2,14.5,10.9,6.78,3.72,,11.0
4,5871,中租-KY,115.0,-1.5,-1.29,06/17,81.9,76.9,74.8,64.5,59.3,61.7,57.2,49.5,51.4,58.8,55.6,53.4
5,1590,亞德客-KY,1320.0,25.0,1.93,06/17,74.6,73.7,74.0,78.1,80.6,79.3,75.2,72.2,73.3,72.4,54.4,72.1
6,4915,致伸,76.0,0.3,0.4,06/17,72.3,76.4,69.9,59.6,53.4,49.9,54.1,56.2,51.4,44.6,33.7,56.0
7,3036,文曄,224.0,5.0,2.28,06/17,59.2,60.6,68.6,56.9,41.8,38.2,44.8,47.0,49.4,41.1,37.0,45.6
8,2206,三陽工業,61.9,0.3,0.49,06/17,58.4,61.9,68.2,59.8,47.2,42.5,39.3,38.9,40.4,29.9,23.4,39.4
9,9917,中保科,117.5,-0.5,-0.42,06/17,65.6,65.7,64.6,54.5,45.1,41.6,39.4,19.4,12.8,3.25,1.69,26.8
10,6951,青新-創,78.6,-0.6,-0.76,06/17,73.5,61.5,63.8,47.8,34.6,29.1,26.0,9.3,6.42,,,12.0
11,2207,和泰車,461.5,-7.0,-1.49,06/17,65.0,63.1,63.5,46.2,57.1,63.9,66.4,67.8,67.9,68.9,61.1,66.6
12,2912,統一超,229.0,1.0,0.44,06/17,57.0,58.9,63.4,61.8,56.8,67.8,61.4,60.8,62.1,63.8,67.4,60.6
13,1476,儒鴻,323.5,-5.0,-1.52,06/17,39.4,59.4,63.3,61.8,64.3,54.0,63.3,66.8,65.1,62.7,48.2,66.4
14,4770,上品,213.5,-0.5,-0.23,06/17,50.9,59.6,62.8,61.4,39.8,30.0,34.0,33.3,30.3,30.3,,33.3
15,3023,信邦,313.0,0.0,0.0,06/17,65.1,69.1,62.3,61.7,52.7,46.1,44.7,45.1,51.3,56.1,43.7,44.8
16,6782,視陽,190.5,0.5,0.26,06/17,46.9,56.1,62.2,52.7,38.4,35.5,37.8,35.6,36.7,32.2,,35.4
17,2609,陽明,51.6,0.6,1.18,06/17,57.4,57.0,62.2,45.8,32.8,29.8,40.3,36.7,37.1,29.9,17.9,37.6
