排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00632R,元大台灣50反1,10.63,0.03,0.28,08/04,4.29,8.6,8.76,8.79,8.67,8.76,8.59,8.1,-5.4,22.0,124.0,7.1
2,00991A,主動復華未來50,16.33,0.35,2.19,08/04,0.82,2.3,8.32,7.2,6.48,2.9,-1.88,-2.15,,,,-1.89
3,00995A,主動中信台灣卓越,16.02,0.23,1.46,08/04,0.23,1.63,6.85,7.04,6.42,5.49,9.43,11.4,,,,
4,00913,兆豐台灣晶圓製造,45.88,0.46,1.01,08/04,0.07,-0.24,3.79,6.27,5.4,5.76,-2.9,6.3,5.62,8.32,,6.07
5,00947,台新臺灣IC設計,33.35,0.7,2.14,08/04,1.5,2.41,5.44,4.86,3.24,2.97,-4.69,6.44,11.4,,,4.92
6,00992A,主動群益科技創新,16.18,0.59,3.78,08/04,0.34,1.15,5.29,4.73,5.46,1.94,9.82,8.01,,,,9.29
7,00987A,主動台新優勢成長,14.52,0.38,2.69,08/04,0.25,1.78,5.78,4.53,3.45,0.1,9.17,11.2,,,,26.0
8,00657,國泰日經225,75.5,-0.05,-0.07,08/04,-0.02,3.1,3.07,4.47,6.73,5.61,6.76,6.77,8.34,54.3,82.0,8.26
9,00401A,主動摩根台灣鑫收,12.92,0.17,1.33,08/04,-0.23,0.82,3.12,4.4,3.81,4.28,19.5,,,,,
10,4127,天良,77.2,2.7,3.62,08/04,0.11,0.2,0.14,3.94,2.49,2.68,5.47,5.43,4.83,5.18,5.67,5.18
11,00981A,主動統一台股增長,27.58,0.47,1.73,08/04,0.25,1.32,4.69,3.74,3.9,0.36,0.94,-4.7,-4.7,,,-4.93
12,00875,國泰網路資安,53.65,1.05,2.0,08/04,1.96,1.95,1.87,3.68,5.11,5.48,8.69,19.8,46.8,148.0,,20.0
13,00996A,主動兆豐台灣豐收,12.92,0.46,3.69,08/04,-0.02,0.26,4.74,3.5,1.84,-1.26,2.67,,,,,
14,00980A,主動野村臺灣優選,22.66,0.53,2.39,08/04,-0.44,-0.65,3.87,3.48,3.24,2.66,6.64,9.11,10.1,,,9.47
15,009801,中信美國創新科技,12.35,0.16,1.31,08/04,0.49,0.49,2.47,3.3,3.43,3.27,12.2,23.2,37.7,,,25.8
16,5371,中光電,82.7,7.5,9.97,08/04,1.71,2.09,2.64,3.08,2.23,-0.44,1.93,1.34,-2.88,-12.8,-44.1,1.58
17,00700,富邦恒生國企,17.91,-0.11,-0.61,08/04,0.52,-0.08,1.9,3.06,4.89,6.56,7.91,32.8,51.6,69.1,,40.1
18,00903,富邦元宇宙,21.08,0.56,2.73,08/04,0.0,-0.01,2.08,3.04,3.56,3.61,3.06,15.3,38.7,237.0,,17.6
19,8271,宇瞻,224.0,4.5,2.05,08/04,1.13,-0.19,1.93,2.95,2.56,0.26,-9.97,-9.69,-11.4,-14.5,-13.3,-10.3
20,00888,永豐台灣ESG,31.38,0.14,0.45,08/04,-0.01,0.41,2.2,2.89,1.96,-0.57,0.6,3.98,4.62,11.5,,4.16
21,00400A,主動國泰動能高息,13.57,0.32,2.42,08/04,0.13,0.79,3.12,2.75,1.88,-1.31,-0.43,,,,,
22,2484,希華,69.9,6.3,9.91,08/04,0.94,1.44,-0.09,2.69,0.95,-4.04,-2.34,-0.32,-3.63,-0.02,-2.74,-2.8
23,00989A,主動摩根美國科技,16.78,0.32,1.94,08/04,1.39,0.83,1.19,2.58,0.76,-0.53,7.61,51.7,,,,61.1
24,00733,富邦臺灣中小,61.45,1.85,3.1,08/04,0.16,1.25,3.12,2.43,1.23,-0.54,10.6,34.1,50.8,29.6,,44.3
25,2486,一詮,221.0,14.5,7.02,08/04,0.56,1.3,0.7,2.38,2.2,1.48,-4.62,-5.54,8.84,5.17,5.02,8.72
26,00756B,群益投等新興公債,31.34,0.12,0.38,08/04,0.0,-0.01,-0.01,2.38,2.36,3.94,18.8,18.8,36.0,52.0,,26.4
27,00993A,主動安聯台灣,12.46,0.23,1.88,08/04,0.17,1.12,2.47,2.35,1.94,1.95,9.4,30.0,,,,
28,3042,晶技,169.5,15.0,9.71,08/04,0.38,1.89,1.14,2.32,2.83,0.95,2.4,7.96,8.09,8.41,-7.85,9.31
29,4442,竣邦-KY,58.9,-6.5,-9.94,08/04,-2.38,-2.69,1.9,2.29,2.81,2.78,0.44,1.97,3.11,,,1.94
30,00916,國泰全球品牌50,27.2,0.33,1.23,08/04,0.7,0.8,1.32,2.28,2.7,4.71,7.57,7.91,10.6,9.45,,7.96
31,00859B,群益0-1年美債,41.75,0.1,0.24,08/04,0.24,0.25,0.34,2.21,4.73,9.91,17.0,42.0,61.6,71.9,,58.7
32,00994A,主動第一金台股優,15.8,0.23,1.48,08/04,-0.04,1.0,3.44,2.19,1.89,-1.59,-0.55,-3.28,,,,
33,00405A,主動富邦台灣龍耀,7.9,0.24,3.13,08/04,0.03,1.09,3.36,2.19,1.6,0.45,,,,,,
34,00935,野村臺灣新科技50,54.05,-0.35,-0.64,08/04,-0.27,0.83,2.74,2.15,0.6,-1.47,-5.39,-4.2,-2.31,,,-4.35
35,00920,富邦ESG綠色電力,24.12,0.3,1.26,08/04,-0.49,-0.19,0.32,2.05,1.68,0.63,1.35,14.1,27.2,44.1,,13.7
36,3026,禾伸堂,498.0,38.5,8.38,08/04,0.42,1.27,1.6,2.05,2.5,4.39,7.79,4.96,8.94,9.53,11.5,6.51
37,2727,王品,226.5,-1.5,-0.66,08/04,-0.1,-0.37,0.31,2.03,2.83,1.86,5.75,10.1,3.96,-6.72,18.6,9.78
38,2618,長榮航,43.8,0.1,0.23,08/04,0.21,0.46,1.2,2.01,3.61,9.04,7.45,7.49,6.85,1.11,7.75,10.0
39,3006,晶豪科,217.5,19.5,9.85,08/04,2.08,2.82,2.74,1.99,1.53,4.86,10.7,14.1,26.0,27.7,26.9,10.7
40,6533,晶心科,225.5,-6.0,-2.59,08/04,-0.17,0.7,1.58,1.93,1.94,1.32,0.52,-2.05,-8.38,-12.4,,-3.04
41,00904,台新臺灣半導體30,38.13,0.02,0.05,08/04,0.07,0.29,2.1,1.88,1.79,0.83,1.17,6.47,6.38,3.1,,6.52
42,5351,鈺創,87.8,7.9,9.89,08/04,2.11,2.62,2.73,1.82,-2.78,2.09,2.7,2.93,11.7,11.4,3.75,5.52
43,8112,至上,85.2,3.8,4.67,08/04,1.64,2.07,2.21,1.79,2.48,0.66,-10.1,-9.43,-13.0,-10.4,-11.9,-5.73
44,3551,世禾,175.0,-1.5,-0.85,08/04,1.03,1.18,1.36,1.75,0.75,0.82,-0.14,-0.07,-2.52,-2.6,-2.17,-5.56
45,00634R,富邦上証反1,3.12,-0.01,-0.32,08/04,0.42,0.42,1.74,1.74,1.75,1.18,4.2,4.82,3.96,6.24,32.7,3.8
46,3231,緯創,195.0,9.0,4.84,08/04,0.58,1.02,1.6,1.72,6.16,6.28,3.22,6.94,2.34,-7.27,-13.0,0.96
47,6243,迅杰,50.5,2.4,4.99,08/04,0.14,0.45,2.47,1.72,-0.6,-0.54,0.83,0.65,-0.12,-6.9,-6.72,1.38
48,4541,晟田,62.8,2.3,3.8,08/04,0.04,0.23,-0.4,1.71,2.94,0.04,4.92,9.79,11.2,12.5,10.2,12.2
49,6517,保勝光學,63.2,0.7,1.12,08/04,0.26,0.19,0.72,1.69,1.14,2.04,0.38,0.57,-0.01,-3.72,,1.85
50,3535,晶彩科,84.1,4.1,5.12,08/04,0.0,-0.48,-0.38,1.68,1.83,3.36,-2.07,-6.32,-4.06,-0.55,-2.52,-8.49
51,3293,鈊象,774.0,3.0,0.39,08/04,0.14,0.22,0.96,1.68,2.05,1.77,-2.67,1.19,-6.99,-16.0,-6.39,1.85
52,00952,凱基台灣AI50,17.69,0.33,1.9,08/04,0.07,0.52,1.58,1.67,1.66,1.11,1.49,2.14,5.14,,,3.22
53,00981D,主動中信非投等債,10.51,0.02,0.19,08/04,0.24,0.24,0.46,1.66,3.35,4.04,15.8,19.9,,,,15.4
54,00999A,主動野村臺灣高息,10.51,0.16,1.55,08/04,0.27,0.93,1.66,1.65,1.26,0.7,4.22,,,,,
55,8027,鈦昇,175.5,9.5,5.72,08/04,0.21,-0.41,-0.4,1.65,2.27,1.43,-0.84,-14.0,-7.32,-11.3,-9.29,-10.6
56,3167,大量,587.0,53.0,9.93,08/04,-0.03,0.22,0.59,1.62,2.14,1.2,-1.9,7.88,-0.48,8.42,9.1,0.75
57,3149,正達,65.8,-0.4,-0.6,08/04,0.46,0.65,1.39,1.59,1.94,3.23,0.65,-5.14,0.06,-2.77,-8.64,2.29
58,3450,聯鈞,432.0,23.0,5.62,08/04,-0.76,-0.1,-0.22,1.59,-0.48,-1.44,0.51,13.3,12.0,11.0,-12.7,10.4
