排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,8464,億豐,357.0,11.0,3.18,07/01,76.3,83.9,88.3,84.9,84.5,85.0,76.7,43.7,23.0,9.3,3.12,43.7
2,2704,國賓,43.8,-0.85,-1.9,07/01,89.0,89.0,87.4,86.3,57.8,45.7,45.1,48.6,55.5,35.0,24.7,48.6
3,910322,康師傅-DR,20.2,0.0,0.0,07/01,76.8,85.5,83.6,78.2,67.5,71.7,56.7,33.2,18.1,2.94,1.16,33.2
4,1590,亞德客-KY,1375.0,40.0,3.0,07/01,54.7,74.7,81.2,81.4,81.9,81.5,75.7,72.8,73.4,72.5,54.6,72.8
5,00870B,元大15年EM主權債,28.95,-0.16,-0.55,07/01,58.4,73.8,80.8,83.1,69.8,44.0,43.6,1.07,1.67,3.44,,1.07
6,2633,台灣高鐵,26.5,0.0,0.0,07/01,78.2,81.4,79.7,74.4,73.6,68.0,77.5,75.3,70.5,58.3,,75.3
7,5876,上海商銀,42.4,-0.3,-0.7,07/01,70.4,80.0,79.0,71.8,77.8,60.9,61.7,61.0,58.8,57.2,,61.0
8,2360,致茂,2270.0,110.0,5.09,07/01,69.4,76.8,78.6,73.4,61.1,59.0,60.3,57.6,61.0,62.9,54.6,57.6
9,2867,三商壽,8.25,-0.09,-1.08,07/01,88.7,81.6,77.9,69.3,52.0,38.8,40.4,37.0,27.1,23.0,22.5,37.0
10,2207,和泰車,465.0,-0.5,-0.11,07/01,70.0,77.0,77.0,70.8,30.3,44.3,55.7,59.7,63.3,66.8,60.6,59.7
11,2892,第一金,33.2,0.45,1.37,07/01,77.9,78.3,76.4,71.4,66.1,48.1,59.5,59.1,54.3,53.3,46.0,59.1
12,2886,兆豐金,46.15,0.05,0.11,07/01,75.2,75.8,75.9,76.1,78.3,70.6,63.7,58.5,54.3,51.4,48.8,58.5
13,3702,大聯大,110.0,3.0,2.8,07/01,73.8,73.6,74.0,70.3,63.9,45.4,40.7,37.6,47.4,48.8,46.2,37.6
14,2347,聯強,93.6,2.5,2.74,07/01,69.6,77.8,74.0,64.8,58.4,65.7,60.6,51.4,57.4,53.9,49.4,51.4
15,5871,中租-KY,114.5,-3.0,-2.55,07/01,68.7,74.7,72.9,71.3,73.0,62.3,59.9,55.0,52.5,58.9,55.7,55.0
16,2542,興富發,42.35,-0.7,-1.63,07/01,74.8,75.5,71.9,57.1,47.2,47.3,41.5,41.6,43.8,39.6,38.2,41.6
17,2002,中鋼,18.65,-0.15,-0.8,07/01,66.1,76.1,70.3,62.2,32.4,38.9,40.3,40.5,43.5,46.1,36.4,40.5
18,2762,世界健身-KY,82.8,0.3,0.36,07/01,76.0,80.1,70.1,73.7,62.3,41.2,34.4,32.6,23.4,,,32.6
19,3045,台灣大,118.0,1.5,1.29,07/01,61.8,68.8,69.7,63.4,56.3,42.5,38.9,38.0,44.9,43.5,47.3,38.0
20,2010,春源,23.7,0.0,0.0,07/01,65.9,67.2,69.5,65.8,55.7,45.2,41.4,35.0,33.0,32.1,20.8,35.0
21,1101,台泥,23.0,-0.25,-1.08,07/01,65.5,67.6,69.3,57.8,63.1,60.0,56.2,49.9,46.6,48.3,45.7,49.9
22,2890,永豐金,40.0,0.1,0.25,07/01,69.1,67.9,68.8,68.9,65.1,52.5,50.5,52.8,51.6,50.8,45.6,52.8
23,6146,耕興,191.0,0.0,0.0,07/01,65.7,71.6,68.5,52.5,39.3,39.6,36.0,36.0,39.4,39.2,42.1,36.0
24,2412,中華電,141.5,0.0,0.0,07/01,56.9,69.8,68.4,66.4,67.0,60.8,54.0,49.5,46.9,42.4,40.4,49.5
25,2891,中信金,70.6,-0.4,-0.56,07/01,70.9,73.1,68.0,68.6,62.5,57.3,55.8,58.3,53.6,50.5,48.9,58.3
26,4904,遠傳,103.5,-1.5,-1.43,07/01,71.2,72.1,67.7,64.6,69.0,66.0,66.9,63.6,58.0,56.1,56.7,63.6
27,2801,彰銀,23.85,-0.15,-0.62,07/01,70.9,68.9,67.5,61.5,55.3,40.0,46.8,47.1,45.4,40.1,40.1,47.1
28,6605,帝寶,134.0,-2.0,-1.47,07/01,58.7,73.6,67.5,58.8,54.3,42.7,39.5,37.8,37.6,36.6,28.3,37.8
29,2912,統一超,223.5,0.5,0.22,07/01,64.5,69.4,67.1,61.2,65.0,58.2,66.0,61.0,61.9,63.8,67.5,61.0
30,1307,三芳,34.3,0.0,0.0,07/01,62.2,71.6,66.9,61.6,46.6,30.0,34.4,33.3,41.0,32.2,26.8,33.3
31,2211,長榮鋼,94.3,0.4,0.43,07/01,26.7,66.8,65.2,55.6,49.3,42.4,44.9,42.0,44.7,41.6,,42.0
32,2015,豐興,61.0,0.3,0.49,07/01,73.6,75.0,65.1,65.2,59.3,47.6,40.6,41.8,44.0,41.8,38.4,41.8
33,2106,建大,16.85,0.0,0.0,07/01,52.0,74.6,64.9,56.6,51.8,40.2,40.7,41.1,42.7,35.7,30.0,41.1
34,2885,元大金,66.0,0.3,0.46,07/01,59.2,73.1,64.8,52.9,51.0,50.2,53.5,56.3,52.8,53.0,48.1,56.3
35,2362,藍天,41.0,-0.65,-1.56,07/01,60.5,61.2,64.6,64.5,50.4,36.6,36.0,36.4,36.0,26.2,26.2,36.4
